,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Jeff Adrien,PF,PF,25.0,HOU,8.0,63.0,11.2,0.493,0.0,0.75,9.1,31.6,20.3,2.4,0.0,2.4,8.6,16.8,0.0,0.1,0.1,0.1,0.106,-4.0,-0.2,-4.3,0.0
1,Arron Afflalo,SG,SG,26.0,DEN,62.0,2086.0,14.7,0.584,0.316,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,0.0,4.7,0.6,5.3,0.121,1.4,-1.2,0.1,1.1
2,Blake Ahearn,PG,PG,27.0,UTA,4.0,30.0,-7.3,0.357,0.643,0.0,0.0,7.7,3.8,5.2,0.0,0.0,26.3,28.4,0.0,-0.2,0.0,-0.2,-0.315,-12.7,-6.8,-19.5,-0.1
3,Solomon Alabi,C,C,23.0,TOR,14.0,122.0,14.2,0.418,0.0,0.222,14.6,30.4,22.6,4.1,0.9,6.0,11.2,17.2,0.0,0.0,0.2,0.2,0.083,-2.9,0.7,-2.2,0.0
4,Cole Aldrich,C,C,23.0,OKC,26.0,173.0,17.7,0.592,0.0,0.333,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,0.0,0.3,0.4,0.6,0.176,-1.3,2.2,1.0,0.1
5,LaMarcus Aldridge,PF,PF,26.0,POR,55.0,1994.0,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,0.0,5.4,1.6,7.0,0.169,3.4,-0.4,3.0,2.5
6,Lavoy Allen,PF,PF,22.0,PHI,41.0,624.0,12.7,0.488,0.0,0.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.0,0.4,1.2,1.6,0.124,-2.8,1.0,-1.7,0.0
7,Ray Allen*,SG,SG,36.0,BOS,46.0,1565.0,14.8,0.607,0.475,0.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,0.0,2.5,2.2,4.7,0.145,1.5,0.7,2.2,1.6
8,Tony Allen,SG,SG,30.0,MEM,58.0,1525.0,15.7,0.541,0.058,0.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,0.0,1.7,2.5,4.2,0.131,-0.6,2.3,1.7,1.4
9,Morris Almond,SG,SG,26.0,WAS,4.0,67.0,8.7,0.382,0.176,0.176,1.7,11.9,6.7,4.4,5.4,0.0,5.2,12.9,0.0,-0.1,0.1,0.0,0.032,-6.0,4.2,-1.8,0.0
