,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,C,C,30.0,BUF,22.0,195.0,16.3,0.447,0.0,0.581,21.1,25.5,23.3,5.0,0.7,2.3,0.0,0.0,0.0,0.1,0.2,0.3,0.078,-1.6,-1.8,-3.3,-0.1
1,Kareem Abdul-Jabbar*,C,C,29.0,LAL,82.0,3016.0,27.8,0.608,0.0,0.35,9.2,27.2,18.4,16.8,1.5,4.4,0.0,0.0,0.0,11.9,5.9,17.8,0.283,6.8,2.6,9.4,8.7
2,Tom Abernethy,SF,SF,22.0,LAL,70.0,1378.0,12.7,0.538,0.0,0.384,8.5,12.9,10.8,8.9,1.6,0.4,0.0,0.0,0.0,1.8,1.3,3.1,0.11,0.0,-0.2,-0.3,0.6
3,Alvan Adams,C,C,22.0,PHO,72.0,2278.0,20.2,0.519,0.0,0.303,8.5,22.3,15.4,22.3,1.9,2.1,0.0,0.0,0.0,2.3,4.0,6.3,0.134,2.0,1.6,3.6,3.2
4,Don Adams,SF,SF,29.0,BUF,77.0,1710.0,11.7,0.466,0.0,0.329,7.6,14.3,10.9,12.1,1.9,0.5,0.0,0.0,0.0,0.2,1.4,1.6,0.046,-1.8,0.0,-1.8,0.1
5,Lucius Allen,PG,PG,29.0,LAL,78.0,2482.0,15.6,0.497,0.0,0.243,2.4,7.7,5.2,22.2,2.1,0.4,0.0,0.0,0.0,2.8,2.1,4.9,0.094,0.3,-0.3,0.0,1.2
6,Jerome Anderson,SG,SG,23.0,IND,27.0,164.0,10.1,0.487,0.0,0.339,5.2,1.8,3.6,8.3,1.6,0.6,0.0,0.0,0.0,0.1,0.0,0.1,0.027,-3.4,-0.8,-4.2,-0.1
7,Tiny Archibald*,PG,PG,28.0,NYN,34.0,1277.0,19.4,0.52,0.0,0.448,1.7,4.8,3.2,33.8,2.1,0.5,0.0,0.0,0.0,1.8,1.0,2.8,0.104,2.3,-0.5,1.8,1.2
8,Jim Ard,C,C,28.0,BOS,63.0,969.0,9.1,0.419,0.0,0.299,7.9,22.0,15.0,7.1,0.8,1.4,0.0,0.0,0.0,-0.6,1.4,0.8,0.039,-3.4,0.8,-2.6,-0.1
9,Bird Averitt,SG,SG,24.0,BUF,75.0,1136.0,11.2,0.425,0.0,0.273,1.8,5.2,3.5,18.2,1.2,0.2,0.0,0.0,0.0,-1.4,0.3,-1.1,-0.046,-3.6,-2.7,-6.3,-1.2
10,Dennis Awtrey,C,C,28.0,PHO,72.0,1760.0,9.6,0.48,0.0,0.338,6.8,15.0,10.9,13.4,0.6,1.0,0.0,0.0,0.0,0.3,1.8,2.1,0.057,-1.6,0.2,-1.4,0.3
11,Mike Bantom,PF-SF,PF,25.0,TOT,77.0,1909.0,16.8,0.531,0.0,0.411,9.4,16.1,12.6,8.4,1.5,1.4,0.0,0.0,0.0,2.6,2.2,4.8,0.12,0.5,-0.3,0.2,1.1
12,Mike Bantom,PF,PF,25.0,SEA,44.0,795.0,14.8,0.522,0.0,0.299,10.3,13.9,12.0,9.4,2.0,1.4,0.0,0.0,0.0,0.9,1.0,1.9,0.113,-0.2,0.3,0.1,0.4
13,Mike Bantom,SF,SF,25.0,NYN,33.0,1114.0,18.2,0.535,0.0,0.477,8.7,17.6,13.0,7.7,1.2,1.4,0.0,0.0,0.0,1.6,1.3,2.9,0.125,1.0,-0.7,0.3,0.6
14,Tom Barker,C,C,21.0,ATL,59.0,1354.0,11.5,0.468,0.0,0.376,8.6,23.2,15.8,6.4,1.1,1.7,0.0,0.0,0.0,-0.4,1.4,1.0,0.035,-3.1,-0.3,-3.5,-0.5
15,Marvin Barnes,PF,PF,24.0,DET,53.0,989.0,15.0,0.49,0.0,0.345,7.2,19.3,13.3,6.1,1.7,1.7,0.0,0.0,0.0,0.3,1.0,1.3,0.063,-1.5,-0.7,-2.3,-0.1
16,Jim Barnett,SG,SG,32.0,PHI,16.0,231.0,7.4,0.459,0.0,0.281,3.2,2.9,3.0,13.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.014,-3.4,-1.1,-4.4,-0.2
17,Norton Barnhill,SG,SG,23.0,SEA,4.0,10.0,4.7,0.333,0.0,0.0,19.8,10.7,15.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.198,-5.0,-0.3,-5.3,0.0
