,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Tariq Abdul-Wahad,SG,SG,25.0,TOT,61.0,1578.0,13.6,0.477,0.036,0.299,7.0,13.1,10.0,10.0,1.8,1.2,12.7,22.5,0.0,0.4,1.8,2.2,0.068,-1.2,-0.1,-1.2,0.3
1,Tariq Abdul-Wahad,SG,SG,25.0,ORL,46.0,1205.0,14.4,0.484,0.041,0.293,7.0,14.6,10.8,9.7,2.2,0.9,13.0,23.3,0.0,0.4,1.6,2.0,0.082,-1.0,0.2,-0.8,0.4
2,Tariq Abdul-Wahad,SG,SG,25.0,DEN,15.0,373.0,10.8,0.448,0.015,0.321,6.9,8.2,7.6,11.0,0.8,2.2,11.3,19.7,0.0,0.0,0.2,0.2,0.023,-1.7,-0.9,-2.5,0.0
3,Shareef Abdur-Rahim,SF,SF,23.0,VAN,82.0,3223.0,20.2,0.547,0.075,0.431,8.0,22.7,15.3,15.5,1.5,1.9,14.1,25.0,0.0,6.2,2.6,8.8,0.132,2.6,-0.4,2.2,3.4
4,Cory Alexander,PG,PG,26.0,DEN,29.0,329.0,8.8,0.381,0.357,0.224,2.6,11.3,6.9,25.7,3.7,0.4,20.6,18.0,0.0,-0.5,0.4,-0.1,-0.012,-4.1,1.8,-2.4,0.0
5,Ray Allen*,SG,SG,24.0,MIL,82.0,3070.0,20.6,0.57,0.288,0.282,3.2,10.5,6.8,17.0,1.9,0.5,10.3,25.6,0.0,9.0,1.0,10.1,0.157,4.7,-1.1,3.6,4.3
6,Rafer Alston,PG,PG,23.0,MIL,27.0,361.0,4.3,0.31,0.147,0.042,1.6,5.8,3.7,26.8,1.7,0.0,23.1,15.5,0.0,-0.7,0.0,-0.7,-0.095,-5.0,-2.3,-7.3,-0.5
7,John Amaechi,C,C,29.0,ORL,80.0,1684.0,13.2,0.505,0.009,0.416,4.0,13.2,8.6,9.1,1.0,1.5,14.4,24.1,0.0,0.6,1.8,2.4,0.067,-1.8,-0.8,-2.5,-0.2
8,Derek Anderson,SG,SG,25.0,LAC,64.0,2201.0,16.9,0.542,0.207,0.359,3.9,9.3,6.5,17.9,2.1,0.3,14.4,23.4,0.0,3.1,0.3,3.3,0.073,1.2,-1.2,-0.1,1.1
9,Kenny Anderson,PG,PG,29.0,BOS,82.0,2593.0,17.4,0.524,0.223,0.257,2.3,7.9,4.9,26.7,2.7,0.2,10.6,20.5,0.0,5.4,1.9,7.3,0.136,1.7,0.1,1.8,2.5
10,Nick Anderson,SG,SG,32.0,SAC,72.0,2094.0,11.8,0.479,0.508,0.097,4.1,12.8,8.4,8.6,2.2,0.5,10.4,18.1,0.0,0.3,2.5,2.8,0.064,-0.6,0.3,-0.3,0.9
11,Shandon Anderson,SF,SF,26.0,HOU,82.0,2700.0,13.8,0.567,0.289,0.325,3.9,11.9,8.0,14.3,1.8,0.8,17.9,17.6,0.0,3.0,1.9,4.9,0.087,-0.3,-0.2,-0.5,1.1
12,Chris Anstey,C,C,25.0,CHI,73.0,1007.0,15.1,0.512,0.016,0.404,10.3,22.5,16.3,13.2,1.5,1.8,15.7,23.1,0.0,0.6,1.3,1.9,0.09,-2.1,-0.1,-2.3,-0.1
13,Greg Anthony,PG,PG,32.0,POR,82.0,1548.0,13.0,0.551,0.56,0.274,1.4,8.4,5.1,20.5,2.0,0.4,15.4,16.4,0.0,2.3,1.8,4.1,0.128,0.4,0.8,1.2,1.2
14,B.J. Armstrong,PG,PG,32.0,CHI,27.0,583.0,10.7,0.51,0.156,0.134,0.4,9.2,4.7,26.5,0.6,0.1,16.9,18.6,0.0,0.2,0.2,0.4,0.03,-1.8,-2.0,-3.8,-0.3
15,Darrell Armstrong,PG,PG,31.0,ORL,82.0,2590.0,19.5,0.542,0.36,0.221,2.7,8.6,5.7,31.4,3.2,0.2,16.8,23.9,0.0,4.6,3.4,8.0,0.149,3.6,0.9,4.5,4.3
16,Chucky Atkins,PG,PG,25.0,ORL,82.0,1626.0,14.4,0.489,0.22,0.179,1.3,7.1,4.2,30.9,1.6,0.1,15.1,24.3,0.0,1.1,1.3,2.4,0.072,0.6,-1.4,-0.8,0.5
17,Stacey Augmon,SG,SG,31.0,POR,59.0,692.0,12.2,0.51,0.011,0.314,7.5,12.0,9.9,11.9,2.1,1.2,16.0,15.8,0.0,0.5,1.0,1.5,0.102,-1.5,1.0,-0.5,0.3
18,Isaac Austin,C,C,30.0,WAS,59.0,1173.0,10.2,0.481,0.011,0.389,6.2,21.7,13.8,10.0,0.8,2.3,20.6,19.6,0.0,-0.9,0.9,0.0,0.001,-3.1,-0.1,-3.2,-0.4
19,Anthony Avent,PF,PF,30.0,LAC,49.0,377.0,5.5,0.368,0.0,0.333,6.6,15.6,10.9,4.5,2.2,2.7,17.9,15.8,0.0,-0.7,0.2,-0.5,-0.065,-6.9,-0.5,-7.4,-0.5
20,William Avery,PG,PG,20.0,MIN,59.0,484.0,6.7,0.391,0.348,0.199,1.9,7.8,4.8,26.2,1.5,0.3,17.6,22.3,0.0,-0.8,0.3,-0.5,-0.046,-4.3,-2.0,-6.3,-0.5
21,Toby Bailey,SG,SG,24.0,PHO,46.0,449.0,10.8,0.483,0.071,0.464,6.6,11.2,8.9,10.3,1.5,0.6,12.5,18.9,0.0,0.2,0.6,0.8,0.088,-3.0,-0.1,-3.1,-0.1
23,Vin Baker,C,C,28.0,SEA,79.0,2849.0,14.0,0.5,0.007,0.365,8.6,14.7,11.6,8.6,0.8,1.6,14.0,23.6,0.0,1.2,2.2,3.5,0.059,-1.6,-1.5,-3.0,-0.7
24,Charles Barkley*,PF,PF,36.0,HOU,20.0,620.0,19.8,0.534,0.117,0.495,13.1,24.4,18.9,17.3,1.2,0.4,14.0,22.3,0.0,1.3,0.6,1.9,0.148,2.5,-0.5,2.0,0.6
25,Dana Barros,PG,PG,32.0,BOS,72.0,1139.0,15.1,0.552,0.331,0.175,1.2,9.1,5.0,19.4,1.4,0.3,12.3,20.4,0.0,2.0,0.5,2.4,0.103,1.7,-1.4,0.3,0.7
26,Brent Barry,SG,SG,28.0,SEA,80.0,2726.0,14.6,0.609,0.564,0.222,2.0,13.1,7.5,16.0,1.9,0.8,15.5,14.9,0.0,4.9,2.5,7.5,0.131,1.0,0.9,1.8,2.6
27,Drew Barry,PG,PG,26.0,TOT,16.0,159.0,9.5,0.582,0.545,0.152,0.0,8.4,4.0,31.3,0.6,0.0,27.0,13.1,0.0,0.2,0.0,0.1,0.042,-2.6,-2.2,-4.8,-0.1
28,Drew Barry,PG,PG,26.0,GSW,8.0,85.0,10.1,0.583,0.5,0.111,0.0,10.5,4.9,30.7,1.2,0.0,24.1,12.3,0.0,0.1,0.0,0.1,0.055,-3.0,-0.6,-3.6,0.0
29,Drew Barry,PG,PG,26.0,ATL,8.0,74.0,8.8,0.582,0.6,0.2,0.0,5.9,3.0,32.0,0.0,0.0,30.0,14.0,0.0,0.1,0.0,0.0,0.027,-2.1,-4.0,-6.1,-0.1
30,Jon Barry,SG,SG,30.0,SAC,62.0,1281.0,15.9,0.623,0.445,0.335,3.1,9.9,6.5,16.7,2.8,0.4,17.6,15.7,0.0,2.6,1.6,4.2,0.157,0.8,2.0,2.8,1.5
31,Tony Battie,C,C,23.0,BOS,82.0,1505.0,15.1,0.515,0.017,0.329,10.9,20.6,15.5,6.7,1.6,3.5,11.3,17.1,0.0,2.0,1.7,3.8,0.12,-1.3,-0.1,-1.4,0.2
32,Jonathan Bender,SF,SF,19.0,IND,24.0,130.0,7.6,0.397,0.171,0.343,3.6,14.1,9.1,3.9,0.4,2.5,8.0,30.6,0.0,-0.3,0.1,-0.2,-0.074,-7.5,-3.1,-10.6,-0.3
33,Benoit Benjamin,C,C,35.0,CLE,3.0,8.0,5.5,0.333,0.0,0.0,0.0,14.1,7.0,0.0,0.0,9.0,0.0,16.3,0.0,0.0,0.0,0.0,-0.036,-6.0,-0.3,-6.3,0.0
34,Corey Benjamin,SG,SG,21.0,CHI,48.0,862.0,9.7,0.479,0.254,0.234,2.8,9.3,6.0,13.1,1.9,1.9,16.1,24.4,0.0,-1.0,0.7,-0.2,-0.013,-3.1,-0.7,-3.9,-0.4
35,Mario Bennett,PF,PF,26.0,LAC,1.0,3.0,-25.5,0.0,0.0,0.0,36.0,38.5,37.2,0.0,0.0,0.0,0.0,44.4,0.0,-0.1,0.0,-0.1,-0.859,-25.2,-19.1,-44.2,0.0
36,Travis Best,PG,PG,27.0,IND,82.0,1691.0,16.5,0.569,0.166,0.339,1.1,8.1,4.7,26.3,2.3,0.2,14.2,20.2,0.0,3.5,1.6,5.1,0.145,0.0,0.7,0.7,1.2
37,Mike Bibby,PG,PG,21.0,VAN,82.0,3155.0,16.7,0.521,0.206,0.242,2.8,8.9,5.8,36.2,2.2,0.3,17.8,20.0,0.0,4.5,1.1,5.6,0.086,1.9,-1.3,0.6,2.1
38,Chauncey Billups,SG,SG,23.0,DEN,13.0,305.0,10.5,0.465,0.406,0.436,2.8,9.4,6.1,19.4,1.7,0.4,16.6,20.6,0.0,0.0,0.2,0.1,0.023,-2.3,-0.4,-2.6,0.0
39,Mookie Blaylock,PG,PG,32.0,GSW,73.0,2459.0,15.1,0.468,0.36,0.114,2.2,9.8,5.8,31.8,3.0,0.6,14.0,17.5,0.0,1.9,1.4,3.3,0.065,0.7,0.2,0.9,1.8
40,Corie Blount,PF,PF,31.0,PHO,38.0,446.0,9.0,0.517,0.022,0.371,13.2,14.9,14.1,3.3,1.7,1.1,21.3,13.0,0.0,0.1,0.7,0.8,0.09,-4.4,0.2,-4.2,-0.2
41,Muggsy Bogues,PG,PG,35.0,TOR,80.0,1731.0,12.5,0.517,0.142,0.243,1.6,7.4,4.4,26.0,1.9,0.2,13.0,11.6,0.0,2.7,0.9,3.7,0.102,-1.5,-0.1,-1.6,0.2
42,Etdrick Bohannon,PF,PF,26.0,TOT,13.0,118.0,10.5,0.615,0.0,1.846,12.0,17.6,14.7,6.3,0.9,3.5,29.8,12.7,0.0,0.1,0.1,0.1,0.059,-4.7,-0.9,-5.6,-0.1
43,Etdrick Bohannon,PF,PF,26.0,NYK,2.0,5.0,7.8,0.852,0.0,0.0,24.5,0.0,11.9,0.0,0.0,0.0,53.2,35.6,0.0,0.0,0.0,0.0,-0.049,-9.8,-5.5,-15.3,0.0
44,Etdrick Bohannon,PF,PF,26.0,LAC,11.0,113.0,10.6,0.596,0.0,1.538,11.5,18.4,14.8,6.6,0.9,3.6,26.8,11.7,0.0,0.1,0.1,0.2,0.064,-4.5,-0.7,-5.2,-0.1
45,Calvin Booth,C,C,23.0,WAS,11.0,143.0,11.9,0.403,0.0,0.304,11.9,13.8,12.9,7.6,1.1,7.1,10.3,18.0,0.0,0.0,0.2,0.1,0.043,-3.9,0.1,-3.8,-0.1
46,Lazaro Borrell,SF,SF,27.0,SEA,17.0,167.0,15.0,0.457,0.048,0.175,9.1,17.3,13.1,9.7,1.8,1.3,8.1,19.5,0.0,0.1,0.2,0.3,0.079,-0.3,-0.9,-1.2,0.0
48,Cal Bowdler,SF,SF,22.0,ATL,46.0,423.0,10.0,0.463,0.009,0.33,5.7,16.3,11.0,5.2,1.7,1.4,13.8,16.0,0.0,-0.1,0.3,0.2,0.027,-3.4,-0.3,-3.7,-0.2
49,Bruce Bowen,SF,SF,28.0,TOT,69.0,878.0,6.7,0.46,0.299,0.222,3.5,8.7,6.2,5.8,1.4,1.2,8.2,12.1,0.0,0.2,0.9,1.2,0.064,-3.1,0.8,-2.4,-0.1
50,Bruce Bowen,SF,SF,28.0,PHI,42.0,311.0,6.0,0.377,0.027,0.164,4.9,7.9,6.4,7.7,1.5,1.2,6.0,11.7,0.0,-0.1,0.3,0.3,0.039,-4.0,1.1,-2.8,-0.1
51,Bruce Bowen,SF,SF,28.0,MIA,27.0,567.0,7.1,0.509,0.463,0.256,2.8,9.1,6.1,4.7,1.3,1.3,9.4,12.2,0.0,0.3,0.6,0.9,0.078,-2.7,0.6,-2.1,0.0
52,Ryan Bowen,SF,SF,24.0,DEN,52.0,589.0,11.8,0.467,0.077,0.453,13.7,7.3,10.5,4.9,3.4,1.5,9.1,11.4,0.0,0.8,0.6,1.4,0.111,-1.7,1.5,-0.2,0.3
53,Ira Bowman,SG,SG,26.0,PHI,11.0,20.0,13.3,0.868,0.0,1.0,0.0,11.2,5.5,7.6,2.6,0.0,25.8,8.5,0.0,0.0,0.0,0.1,0.128,0.3,3.4,3.6,0.0
