,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,C,38.0,LAL,79.0,2629.0,22.7,0.603,0.001,0.328,6.0,14.2,10.3,15.7,1.2,2.7,11.7,26.6,0.0,7.6,3.2,10.8,0.197,4.4,1.0,5.4,4.9
1,Alvan Adams,C,C,31.0,PHO,78.0,2005.0,15.3,0.547,0.003,0.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,0.0,1.2,2.7,3.9,0.094,0.2,1.5,1.6,1.8
2,Michael Adams,PG,PG,23.0,SAC,18.0,139.0,8.0,0.406,0.068,0.273,1.6,3.2,2.4,20.3,3.0,0.4,18.2,17.5,0.0,-0.2,0.1,-0.1,-0.028,-3.6,-0.2,-3.8,-0.1
3,Mark Aguirre,SF,SF,26.0,DAL,74.0,2501.0,19.2,0.547,0.042,0.34,7.9,11.6,9.8,20.9,1.2,0.3,14.2,29.0,0.0,3.7,0.9,4.7,0.09,2.3,-2.1,0.3,1.4
4,Danny Ainge,SG,SG,26.0,BOS,80.0,2407.0,13.6,0.562,0.104,0.194,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,0.0,3.6,3.2,6.8,0.136,-0.1,1.0,0.9,1.8
5,Ron Anderson,SF,SF,27.0,TOT,77.0,1676.0,14.0,0.517,0.014,0.202,8.5,9.3,8.9,12.5,1.6,0.2,10.7,18.7,0.0,1.6,1.5,3.1,0.09,0.3,-0.4,-0.1,0.8
6,Ron Anderson,SF,SF,27.0,CLE,17.0,207.0,10.4,0.531,0.014,0.216,2.7,11.2,6.9,5.5,0.2,0.0,6.9,17.2,0.0,0.2,0.1,0.3,0.064,-1.9,-0.9,-2.8,0.0
7,Ron Anderson,SF,SF,27.0,IND,60.0,1469.0,14.5,0.515,0.014,0.2,9.3,9.0,9.2,13.5,1.8,0.2,11.2,19.0,0.0,1.4,1.4,2.9,0.094,0.6,-0.3,0.3,0.9
8,John Bagley,PG,PG,25.0,CLE,78.0,2472.0,15.2,0.475,0.043,0.249,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,0.0,1.0,2.0,3.0,0.059,1.3,-0.7,0.6,1.6
9,James Bailey,PF,PF,28.0,NYK,48.0,1245.0,12.6,0.516,0.009,0.377,8.8,22.1,15.2,6.1,1.3,2.0,16.1,20.7,0.0,0.0,2.0,1.9,0.075,-3.3,0.1,-3.2,-0.4
10,Thurl Bailey,PF,PF,24.0,UTA,82.0,2358.0,15.0,0.499,0.006,0.257,6.9,15.7,11.4,9.7,0.8,2.7,10.7,23.0,0.0,1.0,3.0,4.0,0.081,-0.5,-0.4,-0.9,0.7
11,Greg Ballard,SF,SF,31.0,GSW,75.0,1792.0,13.4,0.529,0.061,0.221,7.7,17.9,12.6,6.0,1.7,0.2,7.9,14.9,0.0,2.6,1.0,3.6,0.097,-0.3,-0.7,-1.0,0.4
12,Gene Banks,SF,SF,26.0,CHI,82.0,2139.0,15.5,0.559,0.028,0.371,9.1,10.0,9.5,16.6,1.8,0.3,14.8,17.9,0.0,3.7,0.6,4.3,0.097,1.6,-0.9,0.8,1.5
13,Ken Bannister,PF,PF,25.0,NYK,70.0,1405.0,10.4,0.511,0.002,0.52,6.8,19.7,13.0,4.6,1.5,1.1,18.0,21.4,0.0,-1.3,2.0,0.7,0.025,-4.2,-0.1,-4.3,-0.8
14,Charles Barkley*,PF,PF,22.0,PHI,80.0,2952.0,22.4,0.619,0.072,0.555,13.4,25.4,19.4,16.0,2.8,2.4,21.3,22.4,0.0,5.4,5.5,10.8,0.176,3.1,2.0,5.1,5.3
15,John Battle,SG,SG,23.0,ATL,64.0,639.0,11.7,0.518,0.032,0.464,2.1,8.6,5.3,16.3,1.7,0.3,15.0,20.1,0.0,0.4,0.6,1.0,0.074,-2.1,0.2,-1.9,0.0
16,Benoit Benjamin,C,C,21.0,LAC,79.0,2088.0,16.1,0.551,0.005,0.464,8.4,23.6,15.9,5.4,1.4,5.3,15.4,18.1,0.0,1.7,2.3,4.0,0.093,-1.6,1.1,-0.5,0.8
17,Kent Benson,C,C,31.0,DET,72.0,1344.0,13.8,0.519,0.005,0.2,9.1,20.9,14.8,7.4,2.0,2.1,11.4,14.8,0.0,1.4,1.9,3.2,0.116,-1.0,1.1,0.2,0.7
18,Larry Bird*,SF,SF,29.0,BOS,82.0,3113.0,25.6,0.58,0.121,0.306,7.2,20.4,14.2,26.3,2.5,0.9,12.7,27.6,0.0,9.6,6.2,15.8,0.244,6.6,2.1,8.7,8.4
19,Otis Birdsong,SG,SG,30.0,NJN,77.0,2395.0,13.4,0.529,0.021,0.199,4.1,5.4,4.7,16.3,1.6,0.4,13.5,22.1,0.0,1.4,1.8,3.2,0.064,-0.4,-0.7,-1.1,0.6
20,Uwe Blab,C,C,23.0,DAL,48.0,409.0,7.6,0.502,0.0,0.713,6.9,17.4,12.2,5.1,0.3,1.6,18.5,15.1,0.0,-0.1,0.2,0.1,0.01,-4.1,-0.9,-4.9,-0.3
21,Rolando Blackman,SG,SG,26.0,DAL,82.0,2787.0,19.0,0.576,0.022,0.366,3.5,7.9,5.7,14.4,1.3,0.5,11.0,25.2,0.0,6.2,0.8,7.0,0.121,2.2,-1.6,0.6,1.8
23,Manute Bol,C,C,23.0,WSB,80.0,2090.0,11.2,0.472,0.004,0.309,6.4,18.3,12.4,1.4,0.6,10.6,17.1,7.6,0.0,-0.4,4.2,3.9,0.089,-3.8,4.7,0.9,1.5
