,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,C,33.0,LAL,80.0,2976.0,25.5,0.616,0.001,0.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,0.0,9.6,4.6,14.3,0.23,4.7,1.4,6.1,6.1
1,Tom Abernethy,SF,SF,26.0,TOT,39.0,298.0,8.0,0.459,0.017,0.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,0.0,0.2,0.2,0.4,0.062,-2.2,-0.4,-2.6,0.0
2,Tom Abernethy,SF,SF,26.0,GSW,10.0,39.0,3.2,0.463,0.0,1.0,2.8,20.2,11.4,2.9,1.2,0.0,31.6,6.4,0.0,0.0,0.0,0.0,-0.004,-4.4,0.0,-4.4,0.0
3,Tom Abernethy,SF,SF,26.0,IND,29.0,259.0,8.7,0.458,0.018,0.339,7.8,9.1,8.4,8.8,1.1,0.7,8.5,10.9,0.0,0.2,0.2,0.4,0.072,-1.9,-0.4,-2.4,0.0
4,Alvan Adams,C,C,26.0,PHO,75.0,2054.0,20.3,0.567,0.0,0.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,0.0,3.3,4.5,7.7,0.18,2.5,2.6,5.1,3.7
5,Darrell Allums,PF,PF,22.0,DAL,22.0,276.0,5.3,0.385,0.015,0.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,0.0,-0.5,0.2,-0.3,-0.054,-5.5,-0.1,-5.6,-0.3
6,Tiny Archibald*,PG,PG,32.0,BOS,80.0,2820.0,14.3,0.582,0.012,0.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,0.0,4.6,2.3,6.9,0.118,0.9,-1.0,-0.1,1.4
7,Dennis Awtrey,C,C,32.0,SEA,47.0,607.0,6.7,0.501,0.0,0.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,0.0,0.0,0.6,0.6,0.047,-3.2,0.7,-2.5,-0.1
8,James Bailey,PF,PF,23.0,SEA,82.0,2539.0,14.5,0.546,0.002,0.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,0.0,1.4,3.6,4.9,0.094,-1.7,0.6,-1.1,0.6
9,Greg Ballard,SF,SF,26.0,WSB,82.0,2610.0,16.7,0.5,0.027,0.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,0.0,2.8,4.1,6.9,0.127,0.8,1.4,2.2,2.8
10,Mike Bantom,SF,SF,29.0,IND,76.0,2375.0,14.5,0.528,0.007,0.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,0.0,1.8,2.5,4.4,0.088,-0.2,0.1,-0.1,1.2
11,Billy Ray Bates,SG,SG,24.0,POR,77.0,1560.0,19.3,0.537,0.06,0.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,0.0,2.4,1.2,3.6,0.111,2.3,-0.9,1.3,1.3
12,Mel Bennett,PF,PF,26.0,UTA,28.0,313.0,10.7,0.549,0.033,1.35,12.2,21.7,17.0,6.3,0.5,2.0,24.5,17.4,0.0,0.1,0.2,0.3,0.045,-3.7,-1.2,-5.0,-0.3
13,Kent Benson,C,C,26.0,DET,59.0,1956.0,15.1,0.524,0.005,0.33,7.0,17.4,11.9,13.9,1.7,2.0,17.7,22.2,0.0,0.6,2.5,3.1,0.075,-0.3,0.4,0.1,1.0
14,Henry Bibby,PG,PG,31.0,SDC,73.0,1112.0,10.6,0.48,0.31,0.32,2.5,5.4,3.9,23.2,2.0,0.1,17.9,15.6,0.0,0.5,0.5,1.0,0.043,-1.0,-0.9,-1.9,0.0
15,Larry Bird*,PF,PF,24.0,BOS,82.0,3239.0,19.9,0.528,0.049,0.218,7.0,23.8,15.7,20.4,2.4,1.1,14.9,24.3,0.0,4.7,6.1,10.8,0.16,2.5,1.8,4.3,5.2
16,Otis Birdsong,SG,SG,25.0,KCK,71.0,2593.0,20.3,0.58,0.027,0.348,5.1,5.9,5.5,14.3,1.7,0.4,10.3,26.8,0.0,6.2,2.0,8.2,0.152,3.3,-0.8,2.4,2.9
17,Norman Black,SG,SG,23.0,DET,3.0,28.0,1.9,0.296,0.0,0.8,0.0,8.8,4.2,10.0,1.7,0.0,6.9,21.0,0.0,-0.1,0.0,-0.1,-0.133,-4.7,-0.3,-5.0,-0.1
18,Ron Boone,SG,SG,34.0,UTA,52.0,1146.0,9.0,0.492,0.105,0.253,1.7,6.6,4.2,19.9,1.4,0.4,21.2,19.7,0.0,-0.8,0.2,-0.6,-0.025,-3.2,-2.1,-5.2,-0.9
19,Winford Boynes,SG,SG,23.0,DAL,44.0,757.0,6.1,0.426,0.0,0.176,3.5,8.0,5.6,7.5,1.5,1.2,17.0,22.4,0.0,-1.6,0.2,-1.4,-0.091,-5.3,-2.0,-7.3,-1.0
20,Dudley Bradley,SG,SG,23.0,IND,82.0,1867.0,13.7,0.515,0.029,0.318,4.0,7.4,5.6,13.6,4.7,1.1,16.1,16.3,0.0,1.0,2.9,3.9,0.1,-1.8,3.4,1.6,1.7
21,Mike Bratz,PG,PG,25.0,CLE,80.0,2595.0,11.5,0.458,0.207,0.162,2.7,5.9,4.2,22.4,2.5,0.4,15.6,16.1,0.0,0.7,1.4,2.1,0.038,-1.2,0.0,-1.2,0.5
23,Jim Brewer,PF,PF,29.0,LAL,78.0,1107.0,10.6,0.506,0.01,0.203,13.2,14.2,13.8,5.8,1.8,2.8,18.3,9.5,0.0,0.7,1.5,2.2,0.097,-1.6,1.1,-0.5,0.4
24,Ron Brewer,SG,SG,25.0,TOT,75.0,1452.0,12.0,0.471,0.011,0.181,2.6,3.8,3.2,14.0,2.0,1.3,11.9,21.1,0.0,0.4,1.0,1.4,0.046,-1.4,-0.8,-2.2,-0.1
25,Ron Brewer,SG,SG,25.0,POR,29.0,548.0,9.5,0.416,0.012,0.138,2.6,4.0,3.3,13.1,2.9,0.9,12.7,21.6,0.0,-0.6,0.5,-0.1,-0.011,-3.6,-0.2,-3.9,-0.3
26,Ron Brewer,SG,SG,25.0,SAS,46.0,904.0,13.5,0.506,0.01,0.208,2.6,3.7,3.2,14.6,1.4,1.5,11.4,20.8,0.0,1.0,0.5,1.5,0.08,0.0,-1.1,-1.1,0.2
27,Junior Bridgeman,SF,SF,27.0,MIL,77.0,2215.0,17.1,0.534,0.019,0.219,4.0,10.2,7.2,15.1,1.8,0.7,11.0,24.0,0.0,3.9,2.8,6.7,0.146,1.3,-0.2,1.1,1.7
