,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Mark Acres,C,C,27.0,ORL,80.0,1691.0,8.3,0.536,0.014,0.421,9.3,17.8,13.4,5.0,1.0,0.8,17.2,9.4,0.0,1.1,0.6,1.6,0.047,-3.1,-0.6,-3.7,-0.7
1,Michael Adams,PG,PG,27.0,DEN,79.0,2690.0,15.4,0.542,0.437,0.317,1.8,7.3,4.4,23.3,2.0,0.1,11.1,18.5,0.0,4.4,2.5,6.9,0.124,1.8,-0.1,1.8,2.6
2,Mark Aguirre,SF,SF,30.0,DET,78.0,2005.0,15.8,0.544,0.104,0.283,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,0.0,3.1,2.5,5.7,0.136,1.0,0.0,1.0,1.5
3,Danny Ainge,PG,PG,30.0,SAC,75.0,2727.0,16.1,0.528,0.25,0.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23.0,0.0,2.7,2.1,4.8,0.085,1.2,-0.1,1.1,2.1
4,Mark Alarie,PF,PF,26.0,WSB,82.0,1893.0,14.1,0.51,0.062,0.169,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,0.0,1.5,1.6,3.1,0.079,-0.6,-0.7,-1.3,0.3
5,Steve Alford,PG,PG,25.0,DAL,41.0,302.0,18.7,0.544,0.159,0.268,0.8,8.5,4.7,21.2,2.5,0.6,9.4,24.7,0.0,0.6,0.3,0.9,0.144,1.2,0.4,1.6,0.3
6,Randy Allen,SG,SG,25.0,SAC,63.0,746.0,8.4,0.456,0.029,0.18,7.5,13.4,10.5,4.4,1.1,1.5,9.8,16.5,0.0,-0.3,0.6,0.2,0.014,-4.2,-0.9,-5.2,-0.6
7,Greg Anderson,PF,PF,25.0,MIL,60.0,1291.0,13.0,0.522,0.0,0.394,9.8,23.6,16.6,2.7,1.2,2.6,13.6,19.1,0.0,0.2,1.7,2.0,0.073,-2.8,-0.9,-3.8,-0.6
8,Nick Anderson,SG,SG,22.0,ORL,81.0,1785.0,14.9,0.536,0.023,0.351,6.1,12.7,9.3,10.5,1.8,1.0,13.7,22.1,0.0,1.2,0.7,1.8,0.049,0.0,-1.0,-1.0,0.5
9,Richard Anderson,PF,PF,29.0,CHH,54.0,604.0,13.3,0.522,0.474,0.109,5.9,18.8,11.9,13.4,1.6,0.9,10.5,17.4,0.0,0.4,0.5,1.0,0.077,0.6,0.2,0.7,0.4
10,Ron Anderson,SF,SF,31.0,PHI,78.0,2089.0,13.9,0.499,0.025,0.234,4.4,11.5,8.0,10.0,1.7,0.4,7.8,20.4,0.0,2.0,1.7,3.8,0.086,-0.8,-0.5,-1.4,0.3
11,Willie Anderson,SG,SG,23.0,SAS,82.0,2788.0,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,0.0,2.8,3.7,6.5,0.111,0.5,0.9,1.3,2.4
12,Michael Ansley,SF,SF,22.0,ORL,72.0,1221.0,17.3,0.554,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,0.0,3.0,0.3,3.3,0.129,1.2,-2.5,-1.3,0.2
13,B.J. Armstrong,PG,PG,22.0,CHI,81.0,1291.0,11.9,0.53,0.015,0.199,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,0.0,1.0,0.8,1.7,0.064,-1.7,-1.1,-2.8,-0.3
14,John Bagley,PG,PG,29.0,BOS,54.0,1095.0,10.8,0.489,0.083,0.179,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,0.0,0.3,0.8,1.1,0.047,-1.0,-0.6,-1.6,0.1
15,Thurl Bailey,SF,SF,28.0,UTA,82.0,2583.0,13.4,0.527,0.008,0.292,5.6,12.5,9.3,8.1,0.6,2.4,11.2,21.0,0.0,1.7,2.8,4.6,0.085,-0.6,-0.6,-1.2,0.5
16,Ken Bannister,PF,PF,29.0,LAC,52.0,589.0,7.6,0.492,0.006,0.683,7.7,14.0,10.9,4.3,1.4,0.7,17.4,18.0,0.0,-0.5,0.5,0.1,0.005,-4.8,-1.1,-5.9,-0.6
17,Charles Barkley*,SF,SF,26.0,PHI,79.0,3085.0,27.1,0.661,0.078,0.632,13.4,20.0,16.7,15.6,2.4,1.0,13.9,24.0,0.0,13.1,4.2,17.3,0.269,7.2,1.0,8.2,8.0
18,Dana Barros,PG,PG,22.0,SEA,81.0,1630.0,12.8,0.497,0.322,0.149,2.4,7.3,4.7,18.3,1.6,0.0,13.5,23.3,0.0,1.1,0.7,1.8,0.053,0.8,-1.4,-0.6,0.6
19,John Battle,SG,SG,27.0,ATL,60.0,1477.0,12.6,0.542,0.024,0.248,2.1,5.8,3.9,15.3,0.9,0.1,12.9,19.7,0.0,1.7,0.0,1.7,0.055,-0.8,-2.3,-3.1,-0.4
21,Kenny Battle,SG,SG,25.0,PHO,59.0,729.0,12.2,0.587,0.024,0.482,7.1,11.3,9.3,6.8,2.3,0.9,13.4,13.5,0.0,1.0,1.0,1.9,0.127,-1.2,1.2,0.0,0.4
22,William Bedford,C,C,26.0,DET,42.0,246.0,9.5,0.438,0.048,0.176,7.0,19.8,13.4,2.6,0.6,4.4,13.5,27.2,0.0,-0.5,0.5,-0.1,-0.016,-6.6,0.2,-6.4,-0.3
23,Benoit Benjamin,C,C,25.0,LAC,71.0,2313.0,16.7,0.578,0.001,0.467,7.8,24.4,16.2,10.1,1.2,4.8,18.4,18.4,0.0,1.7,3.7,5.4,0.113,-0.5,2.1,1.6,2.1
24,Winston Bennett,SF,SF,24.0,CLE,55.0,990.0,10.0,0.515,0.0,0.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,0.0,0.2,0.9,1.1,0.055,-3.4,-0.8,-4.2,-0.6
25,Larry Bird*,SF,SF,33.0,BOS,75.0,2944.0,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,0.0,5.3,4.1,9.5,0.154,4.1,1.2,5.3,5.5
26,Uwe Blab,C,C,27.0,TOT,47.0,531.0,3.3,0.429,0.0,0.378,6.1,15.2,10.9,5.8,0.1,2.3,23.4,11.3,0.0,-0.6,0.2,-0.4,-0.039,-6.4,-1.0,-7.4,-0.7
27,Uwe Blab,C,C,27.0,GSW,40.0,481.0,3.3,0.412,0.0,0.356,6.5,15.0,11.0,6.1,0.1,2.5,23.0,10.8,0.0,-0.6,0.1,-0.4,-0.041,-6.2,-0.9,-7.1,-0.6
28,Uwe Blab,C,C,27.0,SAS,7.0,50.0,3.1,0.55,0.0,0.545,2.3,17.5,10.1,2.7,0.0,0.0,26.8,15.5,0.0,-0.1,0.1,0.0,-0.022,-8.1,-1.6,-9.7,-0.1
29,Rolando Blackman,SG,SG,30.0,DAL,80.0,2934.0,17.0,0.552,0.034,0.271,3.5,7.3,5.4,16.3,1.3,0.4,11.0,23.6,0.0,4.6,2.2,6.8,0.111,1.6,-0.6,0.9,2.2
30,Mookie Blaylock,PG,PG,22.0,NJN,50.0,1267.0,11.5,0.416,0.14,0.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,0.0,-1.6,1.3,-0.3,-0.011,-2.4,0.4,-2.0,0.0
31,Muggsy Bogues,PG,PG,25.0,CHH,81.0,2743.0,16.9,0.528,0.039,0.202,1.9,7.0,4.3,44.6,3.0,0.1,16.8,13.5,0.0,4.6,2.1,6.7,0.117,1.5,0.7,2.2,2.9
32,Manute Bol,C,C,27.0,GSW,75.0,1310.0,7.2,0.383,0.284,0.29,2.8,18.8,11.2,3.3,0.4,10.0,21.1,7.4,0.0,-1.4,1.4,0.0,0.001,-4.6,3.3,-1.2,0.3
33,Anthony Bowie,SG,SG,26.0,HOU,66.0,918.0,8.8,0.448,0.072,0.184,4.2,9.3,6.8,13.9,2.2,0.3,15.7,16.6,0.0,-0.6,1.3,0.7,0.037,-3.5,0.9,-2.5,-0.1
34,Sam Bowie,C,C,28.0,NJN,68.0,2207.0,16.2,0.499,0.037,0.454,9.3,24.9,16.6,6.4,0.8,3.3,11.1,20.5,0.0,1.9,2.8,4.7,0.103,-0.7,-0.4,-1.1,0.5
