,Player,Pos,BasePos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Al Attles*,PG,PG,26.0,SFW,71.0,0.0,1876.0,301.0,630.0,0.478,0.0,0.0,0.0,301.0,630.0,0.478,0.478,133.0,206.0,0.646,0.0,0.0,205.0,184.0,0.0,0.0,0.0,253.0,735.0
1,Dick Barnett,SG,SG,26.0,LAL,80.0,0.0,2544.0,547.0,1162.0,0.471,0.0,0.0,0.0,547.0,1162.0,0.471,0.471,343.0,421.0,0.815,0.0,0.0,242.0,224.0,0.0,0.0,0.0,189.0,1437.0
2,John Barnhill,SG,SG,24.0,STL,77.0,0.0,2692.0,360.0,838.0,0.43,0.0,0.0,0.0,360.0,838.0,0.43,0.43,181.0,255.0,0.71,0.0,0.0,359.0,322.0,0.0,0.0,0.0,168.0,901.0
3,Elgin Baylor*,SF,SF,28.0,LAL,80.0,0.0,3370.0,1029.0,2273.0,0.453,0.0,0.0,0.0,1029.0,2273.0,0.453,0.453,661.0,790.0,0.837,0.0,0.0,1146.0,386.0,0.0,0.0,0.0,226.0,2719.0
4,Zelmo Beaty*,C,C,23.0,STL,80.0,0.0,1918.0,297.0,677.0,0.439,0.0,0.0,0.0,297.0,677.0,0.439,0.439,220.0,307.0,0.717,0.0,0.0,665.0,85.0,0.0,0.0,0.0,312.0,814.0
5,Walt Bellamy*,C,C,23.0,CHZ,80.0,0.0,3306.0,840.0,1595.0,0.527,0.0,0.0,0.0,840.0,1595.0,0.527,0.527,553.0,821.0,0.674,0.0,0.0,1309.0,233.0,0.0,0.0,0.0,283.0,2233.0
6,Al Bianchi,SG,SG,30.0,SYR,61.0,0.0,1159.0,202.0,476.0,0.424,0.0,0.0,0.0,202.0,476.0,0.424,0.424,120.0,164.0,0.732,0.0,0.0,134.0,170.0,0.0,0.0,0.0,165.0,524.0
7,Bucky Bockhorn,SG,SG,29.0,CIN,80.0,0.0,2612.0,375.0,954.0,0.393,0.0,0.0,0.0,375.0,954.0,0.393,0.393,183.0,242.0,0.756,0.0,0.0,322.0,261.0,0.0,0.0,0.0,260.0,933.0
8,Bob Boozer,PF,PF,25.0,CIN,79.0,0.0,2488.0,440.0,992.0,0.444,0.0,0.0,0.0,440.0,992.0,0.444,0.444,252.0,353.0,0.714,0.0,0.0,878.0,102.0,0.0,0.0,0.0,299.0,1132.0
9,Bill Bridges,PF,PF,23.0,STL,27.0,0.0,374.0,66.0,160.0,0.413,0.0,0.0,0.0,66.0,160.0,0.413,0.413,32.0,51.0,0.627,0.0,0.0,144.0,23.0,0.0,0.0,0.0,58.0,164.0
