,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Al Attles*,PG,PG,26.0,SFW,71.0,1876.0,10.6,0.51,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.2,3.4,0.086,0.0,0.0,0.0,0.0
1,Dick Barnett,SG,SG,26.0,LAL,80.0,2544.0,16.3,0.533,0.0,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2.1,8.0,0.15,0.0,0.0,0.0,0.0
2,John Barnhill,SG,SG,24.0,STL,77.0,2692.0,11.7,0.474,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.3,4.6,0.082,0.0,0.0,0.0,0.0
3,Elgin Baylor*,SF,SF,28.0,LAL,80.0,3370.0,26.6,0.519,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.1,14.4,0.205,0.0,0.0,0.0,0.0
4,Zelmo Beaty*,C,C,23.0,STL,80.0,1918.0,14.3,0.501,0.0,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.1,5.2,0.131,0.0,0.0,0.0,0.0
5,Walt Bellamy*,C,C,23.0,CHZ,80.0,3306.0,24.9,0.571,0.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.1,13.7,0.199,0.0,0.0,0.0,0.0
6,Al Bianchi,SG,SG,30.0,SYR,61.0,1159.0,12.5,0.478,0.0,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,1.9,0.079,0.0,0.0,0.0,0.0
7,Bucky Bockhorn,SG,SG,29.0,CIN,80.0,2612.0,9.2,0.44,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1.2,0.5,0.01,0.0,0.0,0.0,0.0
8,Bob Boozer,PF,PF,25.0,CIN,79.0,2488.0,14.4,0.493,0.0,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.6,3.9,0.075,0.0,0.0,0.0,0.0
9,Bill Bridges,PF,PF,23.0,STL,27.0,374.0,14.3,0.449,0.0,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.7,0.6,0.079,0.0,0.0,0.0,0.0
10,Joe Buckhalter,PF,PF,25.0,CIN,2.0,12.0,-2.8,0.17,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.329,0.0,0.0,0.0,0.0
11,Cleveland Buckner,PF,PF,24.0,NYK,6.0,27.0,14.0,0.51,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.102,0.0,0.0,0.0,0.0
12,Dave Budd,SF,SF,24.0,NYK,78.0,1725.0,13.8,0.54,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.9,4.1,0.113,0.0,0.0,0.0,0.0
13,Donnie Butcher,SG,SG,26.0,NYK,68.0,1193.0,11.4,0.466,0.0,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,1.1,0.043,0.0,0.0,0.0,0.0
14,Al Butler,PG,PG,24.0,NYK,74.0,1488.0,13.8,0.487,0.0,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.7,2.1,0.068,0.0,0.0,0.0,0.0
15,Barney Cable,SF,SF,27.0,TOT,61.0,1203.0,10.7,0.483,0.0,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,1.6,0.066,0.0,0.0,0.0,0.0
16,Barney Cable,SF,SF,27.0,STL,42.0,662.0,12.2,0.523,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.8,0.127,0.0,0.0,0.0,0.0
17,Barney Cable,SF,SF,27.0,CHZ,19.0,541.0,9.0,0.429,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,-0.1,-0.01,0.0,0.0,0.0,0.0
