,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Alaa Abdelnaby,PF,PF,24.0,TOT,75.0,1311.0,13.2,0.551,0.002,0.245,11.0,18.1,14.6,3.0,1.0,1.2,15.6,20.5,0.0,0.7,1.3,2.0,0.074,-2.4,-1.5,-3.9,-0.6
1,Alaa Abdelnaby,PF,PF,24.0,MIL,12.0,159.0,11.9,0.508,0.018,0.286,8.6,18.3,13.4,9.5,1.9,1.6,17.1,20.5,0.0,0.0,0.2,0.1,0.035,-3.3,-0.2,-3.5,-0.1
2,Alaa Abdelnaby,PF,PF,24.0,BOS,63.0,1152.0,13.4,0.557,0.0,0.24,11.3,18.1,14.8,2.2,0.8,1.2,15.4,20.5,0.0,0.7,1.2,1.9,0.079,-2.3,-1.7,-4.0,-0.6
3,Mahmoud Abdul-Rauf,PG,PG,23.0,DEN,81.0,2710.0,15.6,0.515,0.14,0.165,2.0,6.8,4.4,20.8,1.5,0.2,11.0,25.5,0.0,3.0,2.2,5.1,0.091,0.9,-1.1,-0.1,1.3
4,Mark Acres,C,C,30.0,TOT,18.0,269.0,8.9,0.571,0.041,0.327,10.8,17.4,14.0,2.5,0.5,1.4,18.8,11.0,0.0,0.1,0.2,0.3,0.056,-3.7,-1.6,-5.3,-0.2
5,Mark Acres,C,C,30.0,HOU,6.0,23.0,-0.6,0.304,0.222,0.222,10.5,18.6,14.8,0.0,0.0,0.0,16.8,22.8,0.0,-0.1,0.0,-0.1,-0.165,-9.1,-6.7,-15.7,-0.1
6,Mark Acres,C,C,30.0,WSB,12.0,246.0,9.8,0.628,0.0,0.35,10.8,17.3,14.0,2.8,0.6,1.5,19.2,9.9,0.0,0.2,0.1,0.4,0.077,-3.2,-1.1,-4.3,-0.1
7,Michael Adams,PG,PG,30.0,WSB,70.0,2499.0,15.6,0.543,0.255,0.333,2.3,8.6,5.4,30.6,2.0,0.1,15.5,19.2,0.0,3.3,1.2,4.6,0.088,0.9,-0.9,0.0,1.3
8,Rafael Addison,SF,SF,28.0,NJN,68.0,1164.0,8.4,0.484,0.083,0.17,4.2,8.2,6.2,6.8,1.0,0.6,12.7,18.2,0.0,-0.1,1.0,0.9,0.038,-3.9,-0.9,-4.8,-0.8
9,Mark Aguirre,SF,SF,33.0,DET,51.0,1056.0,13.7,0.525,0.197,0.306,4.3,12.0,8.0,15.3,0.8,0.4,12.4,22.2,0.0,1.1,0.7,1.8,0.082,0.3,-0.5,-0.2,0.5
10,Danny Ainge,SG,SG,33.0,PHO,80.0,2163.0,14.3,0.596,0.51,0.199,2.6,8.3,5.5,16.5,1.5,0.2,12.5,17.3,0.0,4.5,1.8,6.2,0.139,1.8,-0.3,1.4,1.9
