,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,C,40.0,LAL,80.0,2308.0,15.8,0.57,0.001,0.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,0.0,2.6,2.7,5.3,0.111,-0.1,0.1,0.0,1.2
1,Mark Acres,C,C,25.0,BOS,79.0,1151.0,9.3,0.57,0.0,0.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,0.0,1.1,1.0,2.2,0.09,-2.6,-0.2,-2.8,-0.2
2,Alvan Adams,C,C,33.0,PHO,82.0,1646.0,13.1,0.543,0.004,0.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,0.0,0.6,1.6,2.2,0.064,-1.5,1.0,-0.5,0.6
3,Michael Adams,PG,PG,25.0,DEN,82.0,2778.0,15.6,0.56,0.409,0.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,0.0,4.4,3.2,7.5,0.13,1.5,0.9,2.5,3.1
4,Mark Aguirre,SF,SF,28.0,DAL,77.0,2610.0,21.9,0.539,0.109,0.321,7.7,10.3,9.0,18.4,1.3,1.3,10.2,31.6,0.0,6.5,2.3,8.8,0.163,4.6,-0.8,3.8,3.9
5,Danny Ainge,SG,SG,28.0,BOS,81.0,3018.0,15.9,0.598,0.364,0.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,0.0,6.7,1.9,8.6,0.136,2.7,-0.3,2.4,3.3
6,Mark Alarie,PF,PF,24.0,WSB,63.0,769.0,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0.0,0.3,0.6,0.9,0.058,-1.9,-1.3,-3.2,-0.2
7,Steve Alford,PG,PG,23.0,DAL,28.0,197.0,11.6,0.472,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0.0,0.0,0.3,0.3,0.082,-4.1,3.1,-1.1,0.0
8,Greg Anderson,PF,PF,23.0,SAS,82.0,1984.0,14.7,0.531,0.007,0.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,0.0,0.8,1.5,2.3,0.056,-1.6,-1.1,-2.7,-0.4
9,Richard Anderson,PF,PF,27.0,TOT,74.0,1350.0,11.1,0.474,0.342,0.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,0.0,0.7,1.6,2.3,0.082,-0.7,0.1,-0.6,0.5
10,Richard Anderson,PF,PF,27.0,HOU,12.0,53.0,22.9,0.567,0.577,0.192,17.8,15.7,16.8,11.2,0.9,0.0,3.4,22.1,0.0,0.2,0.1,0.3,0.253,10.0,-1.3,8.8,0.1
11,Richard Anderson,PF,PF,27.0,POR,62.0,1297.0,10.7,0.468,0.327,0.174,6.8,17.0,11.9,10.4,1.8,0.7,11.9,15.4,0.0,0.4,1.6,2.0,0.075,-1.1,0.2,-1.0,0.3
12,Ron Anderson,SF,SF,29.0,IND,74.0,1097.0,16.2,0.544,0.005,0.323,8.9,12.6,10.8,10.5,1.8,0.3,12.8,22.0,0.0,1.3,1.2,2.5,0.108,0.9,-0.3,0.6,0.7
13,Joe Arlauckas,SF,SF,22.0,SAC,9.0,85.0,7.9,0.365,0.0,0.186,7.6,9.0,8.3,13.3,1.7,2.6,7.9,24.0,0.0,-0.1,0.1,-0.1,-0.045,-5.1,-1.7,-6.8,-0.1
14,Vincent Askew,SG,SG,21.0,PHI,14.0,234.0,7.1,0.33,0.0,0.149,3.0,8.0,5.5,19.8,2.1,1.5,13.2,16.4,0.0,-0.4,0.2,-0.2,-0.043,-3.3,0.5,-2.8,0.0
15,John Bagley,PG,PG,27.0,NJN,82.0,2774.0,12.4,0.503,0.18,0.201,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,0.0,0.8,1.7,2.6,0.044,-0.7,-0.7,-1.4,0.4
