,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Steven Adams,C,C,26.0,OKC,63.0,1680.0,20.5,0.604,0.006,0.421,14.0,24.0,19.2,13.2,1.5,3.4,14.2,17.3,0.0,3.8,2.7,6.5,0.185,1.9,1.1,2.9,2.1
1,Bam Adebayo,PF,PF,22.0,MIA,72.0,2417.0,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,0.0,4.6,3.9,8.5,0.168,1.4,2.0,3.4,3.3
2,LaMarcus Aldridge,C,C,34.0,SAS,53.0,1754.0,19.7,0.571,0.198,0.241,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.4,0.0,3.0,1.4,4.5,0.122,1.8,-0.5,1.4,1.5
3,Kyle Alexander,PF,PF,23.0,MIA,2.0,13.0,4.7,0.5,0.0,0.0,17.9,8.3,12.9,0.0,0.0,0.0,33.3,10.2,0.0,0.0,0.0,0.0,-0.003,-6.1,-3.5,-9.6,0.0
4,Nickeil Alexander-Walker,SG,SG,21.0,NOP,47.0,591.0,8.9,0.473,0.5,0.139,1.6,13.5,7.5,21.1,1.3,1.1,16.1,23.3,0.0,-0.7,0.4,-0.2,-0.02,-3.2,-1.4,-4.6,-0.4
5,Grayson Allen,SG,SG,24.0,MEM,38.0,718.0,12.0,0.609,0.562,0.179,1.2,11.1,6.2,10.0,0.7,0.2,10.9,17.6,0.0,0.8,0.4,1.2,0.082,-0.1,-1.2,-1.3,0.1
6,Jarrett Allen,C,C,21.0,BRK,70.0,1852.0,20.7,0.664,0.013,0.581,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,0.0,5.2,2.9,8.2,0.212,1.4,1.0,2.3,2.0
7,Kadeem Allen,SG,SG,27.0,NYK,10.0,117.0,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.0,0.1,0.1,0.1,0.053,-0.1,-0.6,-0.7,0.0
8,Al-Farouq Aminu,PF,PF,29.0,ORL,18.0,380.0,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,0.0,-0.4,0.5,0.1,0.014,-4.4,1.4,-3.0,-0.1
9,Justin Anderson,SF,SF,26.0,BRK,10.0,107.0,3.2,0.352,0.763,0.105,1.0,18.9,10.2,10.1,0.0,4.7,9.1,17.1,0.0,-0.2,0.1,-0.1,-0.054,-6.8,-0.9,-7.7,-0.2
10,Kyle Anderson,PF,PF,26.0,MEM,67.0,1330.0,12.5,0.534,0.257,0.236,4.7,17.6,11.3,15.9,1.9,2.4,15.3,13.5,0.0,0.9,1.7,2.5,0.091,-1.5,2.0,0.5,0.9
11,Ryan Anderson,C,C,31.0,HOU,2.0,14.0,9.4,0.357,0.714,0.0,0.0,52.9,26.2,20.4,3.3,0.0,12.5,23.7,0.0,0.0,0.0,0.0,-0.037,-3.3,0.5,-2.8,0.0
12,Giannis Antetokounmpo,PF,PF,25.0,MIL,63.0,1917.0,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,0.0,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6
13,Kostas Antetokounmpo,PF,PF,22.0,LAL,5.0,20.0,16.3,0.902,0.0,0.667,11.1,5.4,8.2,13.7,0.0,0.0,20.5,10.3,0.0,0.1,0.0,0.1,0.193,0.2,-0.9,-0.7,0.0
14,Thanasis Antetokounmpo,SF,SF,27.0,MIL,20.0,129.0,12.2,0.496,0.208,0.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,0.0,-0.1,0.2,0.2,0.07,-4.6,1.4,-3.2,0.0
15,Carmelo Anthony,PF,PF,35.0,POR,58.0,1902.0,12.4,0.525,0.289,0.206,4.0,16.1,10.1,6.4,1.2,1.2,10.5,21.2,0.0,0.4,0.9,1.3,0.033,-1.8,-1.8,-3.6,-0.8
16,OG Anunoby,SF,SF,22.0,TOR,69.0,2066.0,13.2,0.6,0.403,0.18,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,0.0,2.1,3.7,5.7,0.134,-0.8,1.9,1.2,1.7
17,Ryan Arcidiacono,PG,PG,25.0,CHI,58.0,930.0,9.0,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.0,0.7,0.7,1.4,0.071,-2.7,-0.1,-2.8,-0.2
18,Trevor Ariza,SF,SF,34.0,TOT,53.0,1493.0,11.0,0.593,0.639,0.228,2.5,15.7,9.0,8.0,2.2,0.9,13.6,11.8,0.0,1.3,1.2,2.5,0.081,-1.4,0.9,-0.5,0.5
19,Trevor Ariza,SF,SF,34.0,SAC,32.0,791.0,9.4,0.543,0.739,0.164,2.9,18.2,10.4,8.3,2.1,0.8,13.7,11.2,0.0,0.3,0.8,1.1,0.066,-1.9,1.3,-0.7,0.3
20,Trevor Ariza,SF,SF,34.0,POR,21.0,702.0,12.8,0.643,0.535,0.296,2.0,12.8,7.4,7.6,2.3,1.0,13.5,12.5,0.0,1.0,0.4,1.4,0.098,-0.9,0.4,-0.4,0.3
21,D.J. Augustin,PG,PG,32.0,ORL,57.0,1420.0,14.0,0.554,0.436,0.393,1.6,7.8,4.6,26.8,1.2,0.1,13.7,19.1,0.0,2.0,0.9,2.9,0.098,-0.3,-1.3,-1.6,0.2
23,Deandre Ayton,C,C,21.0,PHO,38.0,1236.0,20.0,0.568,0.023,0.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,0.0,1.5,1.6,3.1,0.121,0.8,-0.4,0.4,0.7
24,Dwayne Bacon,SG,SG,24.0,CHO,39.0,687.0,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,0.0,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8
25,Marvin Bagley III,PF,PF,20.0,SAC,13.0,334.0,15.6,0.512,0.132,0.186,9.5,23.5,16.3,4.9,0.9,3.4,9.1,25.8,0.0,0.0,0.3,0.4,0.051,-2.2,-1.3,-3.5,-0.1
26,Lonzo Ball,PG,PG,22.0,NOP,63.0,2025.0,13.1,0.517,0.575,0.111,3.7,16.4,10.0,29.1,2.0,1.6,21.1,18.5,0.0,0.4,2.0,2.4,0.058,0.1,0.6,0.6,1.3
27,Mo Bamba,C,C,21.0,ORL,62.0,878.0,17.5,0.542,0.374,0.161,11.9,25.6,18.5,7.2,1.3,8.8,12.1,17.1,0.0,0.8,1.7,2.5,0.135,-1.2,1.6,0.4,0.5
28,J.J. Barea,PG,PG,35.0,DAL,29.0,450.0,14.6,0.512,0.411,0.106,2.4,9.9,6.2,37.1,0.5,0.4,14.9,24.2,0.0,0.5,0.2,0.7,0.072,1.6,-3.0,-1.4,0.1
29,Harrison Barnes,PF,PF,27.0,SAC,72.0,2482.0,13.3,0.574,0.338,0.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,0.0,3.4,1.1,4.6,0.088,0.0,-1.3,-1.3,0.5
30,RJ Barrett,SG,SG,19.0,NYK,56.0,1704.0,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,0.0,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0
