,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Shareef Abdur-Rahim,PF,PF,29.0,SAC,72.0,1961.0,17.2,0.588,0.035,0.44,6.4,14.8,10.6,13.2,1.3,1.6,12.5,20.1,0.0,4.0,2.2,6.2,0.152,0.5,0.4,0.9,1.4
1,Alex Acker,SG,SG,23.0,DET,5.0,35.0,-2.4,0.281,0.313,0.0,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,0.0,-0.2,0.0,-0.2,-0.23,-11.0,-4.2,-15.3,-0.1
2,Malik Allen,PF,PF,27.0,CHI,54.0,701.0,11.5,0.504,0.004,0.154,7.2,15.7,11.5,4.9,1.0,1.8,11.4,19.2,0.0,0.0,1.0,1.0,0.068,-3.0,0.3,-2.7,-0.1
3,Ray Allen*,SG,SG,30.0,SEA,78.0,3022.0,22.2,0.59,0.435,0.239,2.8,10.6,6.6,17.2,1.8,0.4,10.2,27.4,0.0,9.8,-0.3,9.5,0.15,6.4,-2.0,4.4,4.9
4,Tony Allen,PG,PG,24.0,BOS,51.0,978.0,12.9,0.554,0.124,0.489,4.1,9.6,6.9,11.2,2.7,1.4,16.8,18.8,0.0,0.6,1.0,1.7,0.082,-2.3,0.9,-1.4,0.1
5,Rafer Alston,PG,PG,29.0,HOU,63.0,2431.0,12.6,0.475,0.423,0.194,1.8,10.4,6.1,30.8,2.3,0.5,16.4,18.8,0.0,0.2,3.1,3.4,0.067,-1.0,0.6,-0.4,1.0
6,Chris Andersen,C,C,27.0,NOK,32.0,570.0,14.1,0.562,0.0,1.051,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,0.0,0.6,0.7,1.3,0.112,-2.0,0.9,-1.2,0.1
7,Alan Anderson,SF,SF,23.0,CHA,36.0,564.0,10.4,0.52,0.32,0.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,0.0,0.2,0.3,0.4,0.037,-1.7,-1.7,-3.3,-0.2
8,Derek Anderson,SG,SG,31.0,TOT,43.0,1047.0,10.8,0.496,0.442,0.366,2.4,13.3,8.0,15.7,1.2,0.5,13.3,18.2,0.0,0.5,1.1,1.6,0.074,-1.3,0.1,-1.2,0.2
9,Derek Anderson,SG,SG,31.0,HOU,20.0,582.0,12.5,0.527,0.387,0.422,2.5,14.1,8.4,16.1,1.4,0.6,15.3,19.8,0.0,0.3,0.7,1.0,0.084,-0.4,0.7,0.3,0.3
