,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Jay Arnette,SG,SG,26.0,CIN,63.0,662.0,7.5,0.428,0.0,0.306,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,-0.2,0.3,0.1,0.009,0.0,0.0,0.0,0.0
1,Al Attles*,PG,PG,28.0,SFW,73.0,1733.0,10.8,0.434,0.0,0.414,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,-0.2,1.9,1.7,0.048,0.0,0.0,0.0,0.0
2,Jim Barnes,PF,PF,23.0,NYK,75.0,2586.0,13.7,0.469,0.0,0.354,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,1.8,1.6,3.4,0.063,0.0,0.0,0.0,0.0
3,Dick Barnett,SG,SG,28.0,LAL,74.0,2026.0,13.3,0.483,0.0,0.372,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,2.5,0.9,3.4,0.081,0.0,0.0,0.0,0.0
4,John Barnhill,SG,SG,26.0,STL,41.0,777.0,10.1,0.419,0.0,0.224,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,-0.4,0.8,0.4,0.022,0.0,0.0,0.0,0.0
5,Elgin Baylor*,SF,SF,30.0,LAL,74.0,3056.0,20.5,0.463,0.0,0.321,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4,4.9,0.078,0.0,0.0,0.0,0.0
6,Zelmo Beaty*,C,C,25.0,STL,80.0,2916.0,17.2,0.537,0.0,0.456,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,6.8,4.0,10.8,0.178,0.0,0.0,0.0,0.0
7,Walt Bellamy*,C,C,25.0,BAL,80.0,3301.0,21.7,0.559,0.0,0.522,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,11.2,0.9,12.1,0.175,0.0,0.0,0.0,0.0
8,Al Bianchi,PG,PG,32.0,PHI,60.0,1116.0,7.3,0.389,0.0,0.156,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,-1.4,0.8,-0.6,-0.025,0.0,0.0,0.0,0.0
9,Bucky Bockhorn,SG,SG,31.0,CIN,19.0,424.0,9.1,0.425,0.0,0.248,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.008,0.0,0.0,0.0,0.0
10,Ron Bonham,SF,SF,22.0,BOS,37.0,369.0,21.6,0.509,0.0,0.509,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.8,0.23,0.0,0.0,0.0,0.0
11,Bob Boozer,SF,SF,27.0,NYK,80.0,2139.0,17.8,0.504,0.0,0.389,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,3.9,1.4,5.3,0.119,0.0,0.0,0.0,0.0
12,Gary Bradds,SF,SF,22.0,BAL,41.0,335.0,13.1,0.494,0.0,0.568,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.067,0.0,0.0,0.0,0.0
13,Bill Bridges,PF,PF,25.0,STL,79.0,2362.0,14.1,0.43,0.0,0.293,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,-0.7,3.8,3.1,0.063,0.0,0.0,0.0,0.0
14,Em Bryant,PG,PG,26.0,NYK,77.0,1332.0,7.1,0.381,0.0,0.305,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,-1.5,0.8,-0.7,-0.026,0.0,0.0,0.0,0.0
15,Dave Budd,SF,SF,26.0,NYK,62.0,1188.0,15.2,0.532,0.0,0.418,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,2.5,0.7,3.2,0.13,0.0,0.0,0.0,0.0
16,Ed Burton,F,F,25.0,STL,7.0,42.0,7.8,0.39,0.0,0.35,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,-0.017,0.0,0.0,0.0,0.0
17,Donnie Butcher,PG,PG,28.0,DET,71.0,1157.0,10.9,0.465,0.0,0.578,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.7,1.2,1.9,0.08,0.0,0.0,0.0,0.0
18,Al Butler,PG,PG,26.0,BAL,25.0,172.0,5.7,0.371,0.0,0.205,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,-0.3,-0.077,0.0,0.0,0.0,0.0
19,Joe Caldwell,SF,SF,23.0,DET,66.0,1543.0,13.0,0.408,0.0,0.271,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,-1.6,1.9,0.3,0.008,0.0,0.0,0.0,0.0
21,Wilt Chamberlain*,C,C,28.0,TOT,73.0,3301.0,28.6,0.513,0.0,0.422,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,9.6,5.5,15.1,0.219,0.0,0.0,0.0,0.0
22,Wilt Chamberlain*,C,C,28.0,SFW,38.0,1743.0,29.8,0.495,0.0,0.392,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,4.3,3.2,7.5,0.208,0.0,0.0,0.0,0.0
23,Wilt Chamberlain*,C,C,28.0,PHI,35.0,1558.0,27.3,0.54,0.0,0.47,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,5.3,2.3,7.6,0.233,0.0,0.0,0.0,0.0
24,Len Chappell,C,C,24.0,NYK,43.0,655.0,12.9,0.436,0.0,0.272,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,-0.2,0.3,0.1,0.009,0.0,0.0,0.0,0.0
25,Larry Costello,PG,PG,33.0,PHI,64.0,1967.0,14.0,0.527,0.0,0.399,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,4.1,1.5,5.7,0.138,0.0,0.0,0.0,0.0
26,Mel Counts,C,C,23.0,BOS,54.0,572.0,13.5,0.424,0.0,0.272,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,-0.4,1.8,1.5,0.123,0.0,0.0,0.0,0.0
27,Steve Courtin,SG,SG,22.0,PHI,24.0,317.0,6.9,0.45,0.0,0.204,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.036,0.0,0.0,0.0,0.0
28,Dave DeBusschere*,PF,PF,24.0,DET,79.0,2769.0,17.4,0.476,0.0,0.365,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,2.8,3.7,6.6,0.114,0.0,0.0,0.0,0.0
29,Connie Dierking,C,C,28.0,TOT,68.0,1294.0,13.2,0.438,0.0,0.312,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,-0.1,1.5,1.4,0.052,0.0,0.0,0.0,0.0
