,Player,Pos,BasePos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,C,28.0,HOU,65.0,0.0,1450.0,235.0,538.0,0.437,0.0,0.0,0.0,235.0,538.0,0.437,0.437,159.0,203.0,0.783,154.0,334.0,488.0,84.0,37.0,74.0,0.0,128.0,629.0
1,Kareem Abdul-Jabbar*,C,C,27.0,MIL,65.0,0.0,2747.0,812.0,1584.0,0.513,0.0,0.0,0.0,812.0,1584.0,0.513,0.513,325.0,426.0,0.763,194.0,718.0,912.0,264.0,65.0,212.0,0.0,205.0,1949.0
2,Don Adams,SF,SF,27.0,DET,51.0,0.0,1376.0,127.0,315.0,0.403,0.0,0.0,0.0,127.0,315.0,0.403,0.403,45.0,78.0,0.577,63.0,181.0,244.0,75.0,69.0,20.0,0.0,179.0,299.0
3,Rick Adelman,PG,PG,28.0,TOT,58.0,0.0,1074.0,123.0,291.0,0.423,0.0,0.0,0.0,123.0,291.0,0.423,0.423,73.0,103.0,0.709,25.0,70.0,95.0,112.0,70.0,8.0,0.0,101.0,319.0
4,Rick Adelman,PG,PG,28.0,CHI,12.0,0.0,340.0,43.0,104.0,0.413,0.0,0.0,0.0,43.0,104.0,0.413,0.413,28.0,39.0,0.718,6.0,20.0,26.0,35.0,16.0,1.0,0.0,31.0,114.0
5,Rick Adelman,PG,PG,28.0,NOJ,28.0,0.0,613.0,67.0,159.0,0.421,0.0,0.0,0.0,67.0,159.0,0.421,0.421,41.0,59.0,0.695,13.0,42.0,55.0,69.0,47.0,6.0,0.0,58.0,175.0
6,Rick Adelman,PG,PG,28.0,KCO,18.0,0.0,121.0,13.0,28.0,0.464,0.0,0.0,0.0,13.0,28.0,0.464,0.464,4.0,5.0,0.8,6.0,8.0,14.0,8.0,7.0,1.0,0.0,12.0,30.0
7,Lucius Allen,PG,PG,27.0,TOT,66.0,0.0,2353.0,511.0,1170.0,0.437,0.0,0.0,0.0,511.0,1170.0,0.437,0.437,238.0,306.0,0.778,90.0,188.0,278.0,372.0,136.0,29.0,0.0,217.0,1260.0
8,Lucius Allen,PG,PG,27.0,MIL,10.0,0.0,342.0,68.0,164.0,0.415,0.0,0.0,0.0,68.0,164.0,0.415,0.415,31.0,37.0,0.838,9.0,22.0,31.0,53.0,14.0,1.0,0.0,23.0,167.0
9,Lucius Allen,PG,PG,27.0,LAL,56.0,0.0,2011.0,443.0,1006.0,0.44,0.0,0.0,0.0,443.0,1006.0,0.44,0.44,207.0,269.0,0.77,81.0,166.0,247.0,319.0,122.0,28.0,0.0,194.0,1093.0
10,Dan Anderson,SG,SG,24.0,POR,43.0,0.0,453.0,47.0,105.0,0.448,0.0,0.0,0.0,47.0,105.0,0.448,0.448,26.0,30.0,0.867,8.0,21.0,29.0,81.0,16.0,1.0,0.0,44.0,120.0
11,Tiny Archibald*,PG,PG,26.0,KCO,82.0,0.0,3244.0,759.0,1664.0,0.456,0.0,0.0,0.0,759.0,1664.0,0.456,0.456,652.0,748.0,0.872,48.0,174.0,222.0,557.0,119.0,7.0,0.0,187.0,2170.0
12,Jim Ard,C,C,26.0,BOS,59.0,0.0,719.0,89.0,266.0,0.335,0.0,0.0,0.0,89.0,266.0,0.335,0.335,48.0,65.0,0.738,59.0,140.0,199.0,40.0,13.0,32.0,0.0,96.0,226.0
13,Dennis Awtrey,C,C,26.0,PHO,82.0,0.0,2837.0,339.0,722.0,0.47,0.0,0.0,0.0,339.0,722.0,0.47,0.47,132.0,195.0,0.677,242.0,462.0,704.0,342.0,60.0,52.0,0.0,227.0,810.0
14,Gus Bailey,SG,SG,23.0,HOU,47.0,0.0,446.0,51.0,126.0,0.405,0.0,0.0,0.0,51.0,126.0,0.405,0.405,20.0,41.0,0.488,23.0,59.0,82.0,59.0,17.0,16.0,0.0,52.0,122.0
15,Mike Bantom,SF,SF,23.0,PHO,82.0,0.0,2239.0,418.0,907.0,0.461,0.0,0.0,0.0,418.0,907.0,0.461,0.461,185.0,259.0,0.714,211.0,342.0,553.0,159.0,62.0,47.0,0.0,273.0,1021.0
16,Jim Barnett,SG,SG,30.0,TOT,73.0,0.0,1776.0,285.0,652.0,0.437,0.0,0.0,0.0,285.0,652.0,0.437,0.437,199.0,238.0,0.836,60.0,119.0,179.0,176.0,47.0,16.0,0.0,160.0,769.0
17,Jim Barnett,SG,SG,30.0,NOJ,45.0,0.0,1238.0,215.0,480.0,0.448,0.0,0.0,0.0,215.0,480.0,0.448,0.448,156.0,188.0,0.83,45.0,83.0,128.0,137.0,35.0,16.0,0.0,109.0,586.0
18,Jim Barnett,SG,SG,30.0,NYK,28.0,0.0,538.0,70.0,172.0,0.407,0.0,0.0,0.0,70.0,172.0,0.407,0.407,43.0,50.0,0.86,15.0,36.0,51.0,39.0,12.0,0.0,0.0,51.0,183.0
19,Rick Barry*,SF,SF,30.0,GSW,80.0,0.0,3235.0,1028.0,2217.0,0.464,0.0,0.0,0.0,1028.0,2217.0,0.464,0.464,394.0,436.0,0.904,92.0,364.0,456.0,492.0,228.0,33.0,0.0,225.0,2450.0
20,Butch Beard,PG,PG,27.0,GSW,82.0,0.0,2521.0,408.0,773.0,0.528,0.0,0.0,0.0,408.0,773.0,0.528,0.528,232.0,279.0,0.832,116.0,200.0,316.0,345.0,132.0,11.0,0.0,297.0,1048.0
21,Zelmo Beaty*,C,C,35.0,LAL,69.0,0.0,1213.0,136.0,310.0,0.439,0.0,0.0,0.0,136.0,310.0,0.439,0.439,108.0,135.0,0.8,93.0,234.0,327.0,74.0,45.0,29.0,0.0,130.0,380.0
22,Ron Behagen,PF,PF,24.0,KCO,81.0,0.0,2205.0,333.0,834.0,0.399,0.0,0.0,0.0,333.0,834.0,0.399,0.399,199.0,264.0,0.754,146.0,446.0,592.0,153.0,60.0,42.0,0.0,301.0,865.0
23,Dennis Bell,SF,SF,23.0,NYK,52.0,0.0,465.0,68.0,181.0,0.376,0.0,0.0,0.0,68.0,181.0,0.376,0.376,20.0,36.0,0.556,48.0,57.0,105.0,25.0,22.0,9.0,0.0,54.0,156.0
24,Walt Bellamy*,C,C,35.0,NOJ,1.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0
25,Leon Benbow,SG,SG,24.0,CHI,39.0,0.0,252.0,35.0,94.0,0.372,0.0,0.0,0.0,35.0,94.0,0.372,0.372,15.0,18.0,0.833,14.0,24.0,38.0,25.0,11.0,6.0,0.0,41.0,85.0
26,Henry Bibby,PG,PG,25.0,TOT,75.0,0.0,1400.0,270.0,619.0,0.436,0.0,0.0,0.0,270.0,619.0,0.436,0.436,137.0,189.0,0.725,47.0,90.0,137.0,181.0,54.0,3.0,0.0,157.0,677.0
27,Henry Bibby,PG,PG,25.0,NYK,47.0,0.0,876.0,179.0,400.0,0.448,0.0,0.0,0.0,179.0,400.0,0.448,0.448,69.0,96.0,0.719,29.0,58.0,87.0,105.0,29.0,3.0,0.0,96.0,427.0
28,Henry Bibby,PG,PG,25.0,NOJ,28.0,0.0,524.0,91.0,219.0,0.416,0.0,0.0,0.0,91.0,219.0,0.416,0.416,68.0,93.0,0.731,18.0,32.0,50.0,76.0,25.0,0.0,0.0,61.0,250.0
30,Dave Bing*,PG,PG,31.0,DET,79.0,0.0,3222.0,578.0,1333.0,0.434,0.0,0.0,0.0,578.0,1333.0,0.434,0.434,343.0,424.0,0.809,86.0,200.0,286.0,610.0,116.0,26.0,0.0,222.0,1499.0
31,John Block,PF,PF,30.0,TOT,54.0,0.0,939.0,159.0,346.0,0.46,0.0,0.0,0.0,159.0,346.0,0.46,0.46,114.0,144.0,0.792,69.0,163.0,232.0,51.0,42.0,32.0,0.0,121.0,432.0
32,John Block,PF,PF,30.0,NOJ,4.0,0.0,57.0,9.0,29.0,0.31,0.0,0.0,0.0,9.0,29.0,0.31,0.31,9.0,10.0,0.9,6.0,12.0,18.0,7.0,4.0,1.0,0.0,11.0,27.0
33,John Block,PF,PF,30.0,CHI,50.0,0.0,882.0,150.0,317.0,0.473,0.0,0.0,0.0,150.0,317.0,0.473,0.473,105.0,134.0,0.784,63.0,151.0,214.0,44.0,38.0,31.0,0.0,110.0,405.0
34,Tom Boerwinkle,C,C,29.0,CHI,80.0,0.0,1175.0,132.0,271.0,0.487,0.0,0.0,0.0,132.0,271.0,0.487,0.487,73.0,95.0,0.768,105.0,275.0,380.0,272.0,25.0,45.0,0.0,163.0,337.0
35,Freddie Boyd,PG,PG,24.0,PHI,66.0,0.0,1362.0,205.0,495.0,0.414,0.0,0.0,0.0,205.0,495.0,0.414,0.414,55.0,115.0,0.478,16.0,73.0,89.0,161.0,43.0,4.0,0.0,134.0,465.0
36,Ken Boyd,SF,SF,22.0,NOJ,6.0,0.0,25.0,7.0,13.0,0.538,0.0,0.0,0.0,7.0,13.0,0.538,0.538,5.0,11.0,0.455,3.0,2.0,5.0,2.0,3.0,0.0,0.0,2.0,19.0
37,Steve Bracey,SG,SG,24.0,GSW,42.0,0.0,340.0,54.0,130.0,0.415,0.0,0.0,0.0,54.0,130.0,0.415,0.415,25.0,38.0,0.658,10.0,28.0,38.0,52.0,14.0,1.0,0.0,41.0,133.0
38,Bill Bradley*,SF,SF,31.0,NYK,79.0,0.0,2787.0,452.0,1036.0,0.436,0.0,0.0,0.0,452.0,1036.0,0.436,0.436,144.0,165.0,0.873,65.0,186.0,251.0,247.0,74.0,18.0,0.0,283.0,1048.0
39,Jim Brewer,PF,PF,23.0,CLE,82.0,0.0,1991.0,291.0,639.0,0.455,0.0,0.0,0.0,291.0,639.0,0.455,0.455,103.0,159.0,0.648,205.0,304.0,509.0,128.0,77.0,43.0,0.0,150.0,685.0
40,Bill Bridges,PF,PF,35.0,TOT,32.0,0.0,415.0,35.0,93.0,0.376,0.0,0.0,0.0,35.0,93.0,0.376,0.376,17.0,34.0,0.5,64.0,70.0,134.0,31.0,11.0,5.0,0.0,65.0,87.0
41,Bill Bridges,PF,PF,35.0,LAL,17.0,0.0,307.0,20.0,57.0,0.351,0.0,0.0,0.0,20.0,57.0,0.351,0.351,16.0,30.0,0.533,46.0,48.0,94.0,27.0,7.0,5.0,0.0,46.0,56.0
42,Bill Bridges,PF,PF,35.0,GSW,15.0,0.0,108.0,15.0,36.0,0.417,0.0,0.0,0.0,15.0,36.0,0.417,0.417,1.0,4.0,0.25,18.0,22.0,40.0,4.0,4.0,0.0,0.0,19.0,31.0
43,John Brisker,SG,SG,27.0,SEA,21.0,0.0,276.0,60.0,141.0,0.426,0.0,0.0,0.0,60.0,141.0,0.426,0.426,42.0,49.0,0.857,15.0,18.0,33.0,19.0,7.0,3.0,0.0,33.0,162.0
44,Allan Bristow,SF,SF,23.0,PHI,72.0,0.0,1101.0,163.0,393.0,0.415,0.0,0.0,0.0,163.0,393.0,0.415,0.415,121.0,153.0,0.791,111.0,143.0,254.0,99.0,25.0,2.0,0.0,101.0,447.0
45,Gary Brokaw,SG,SG,21.0,MIL,73.0,0.0,1639.0,234.0,514.0,0.455,0.0,0.0,0.0,234.0,514.0,0.455,0.455,126.0,184.0,0.685,36.0,111.0,147.0,221.0,31.0,18.0,0.0,176.0,594.0
46,Fred Brown,SG,SG,26.0,SEA,81.0,0.0,2669.0,737.0,1537.0,0.48,0.0,0.0,0.0,737.0,1537.0,0.48,0.48,226.0,272.0,0.831,113.0,230.0,343.0,284.0,187.0,14.0,0.0,227.0,1700.0
47,John Brown,SF,SF,23.0,ATL,73.0,0.0,1986.0,315.0,684.0,0.461,0.0,0.0,0.0,315.0,684.0,0.461,0.461,185.0,250.0,0.74,180.0,254.0,434.0,133.0,54.0,15.0,0.0,228.0,815.0
48,Tom Burleson,C,C,22.0,SEA,82.0,0.0,1888.0,322.0,772.0,0.417,0.0,0.0,0.0,322.0,772.0,0.417,0.417,182.0,265.0,0.687,155.0,417.0,572.0,115.0,64.0,153.0,0.0,221.0,826.0
49,Corky Calhoun,SF,SF,24.0,TOT,70.0,0.0,1378.0,132.0,318.0,0.415,0.0,0.0,0.0,132.0,318.0,0.415,0.415,58.0,77.0,0.753,109.0,160.0,269.0,79.0,55.0,25.0,0.0,180.0,322.0
50,Corky Calhoun,SF,SF,24.0,PHO,13.0,0.0,108.0,12.0,32.0,0.375,0.0,0.0,0.0,12.0,32.0,0.375,0.375,14.0,15.0,0.933,14.0,19.0,33.0,4.0,6.0,2.0,0.0,20.0,38.0
51,Corky Calhoun,SF,SF,24.0,LAL,57.0,0.0,1270.0,120.0,286.0,0.42,0.0,0.0,0.0,120.0,286.0,0.42,0.42,44.0,62.0,0.71,95.0,141.0,236.0,75.0,49.0,23.0,0.0,160.0,284.0
52,Austin Carr,SG,SG,26.0,CLE,41.0,0.0,1081.0,252.0,538.0,0.468,0.0,0.0,0.0,252.0,538.0,0.468,0.468,89.0,106.0,0.84,51.0,56.0,107.0,154.0,48.0,2.0,0.0,57.0,593.0
53,Fred Carter,PG,PG,29.0,PHI,77.0,0.0,3046.0,715.0,1598.0,0.447,0.0,0.0,0.0,715.0,1598.0,0.447,0.447,256.0,347.0,0.738,73.0,267.0,340.0,336.0,82.0,20.0,0.0,257.0,1686.0
54,Harvey Catchings,C,C,23.0,PHI,37.0,0.0,528.0,41.0,74.0,0.554,0.0,0.0,0.0,41.0,74.0,0.554,0.554,16.0,25.0,0.64,49.0,104.0,153.0,21.0,10.0,60.0,0.0,82.0,98.0
55,Don Chaney,SG,SG,28.0,BOS,82.0,0.0,2208.0,321.0,750.0,0.428,0.0,0.0,0.0,321.0,750.0,0.428,0.428,133.0,165.0,0.806,171.0,199.0,370.0,181.0,122.0,66.0,0.0,244.0,775.0
57,Ken Charles,SG,SG,23.0,BUF,79.0,0.0,1690.0,240.0,515.0,0.466,0.0,0.0,0.0,240.0,515.0,0.466,0.466,120.0,146.0,0.822,68.0,96.0,164.0,171.0,87.0,20.0,0.0,165.0,600.0
58,Phil Chenier,SG,SG,24.0,WSB,77.0,0.0,2869.0,690.0,1533.0,0.45,0.0,0.0,0.0,690.0,1533.0,0.45,0.45,301.0,365.0,0.825,74.0,218.0,292.0,248.0,176.0,58.0,0.0,158.0,1681.0
59,Jim Chones,C,C,25.0,CLE,72.0,0.0,2427.0,446.0,916.0,0.487,0.0,0.0,0.0,446.0,916.0,0.487,0.487,152.0,224.0,0.679,156.0,521.0,677.0,132.0,49.0,120.0,0.0,247.0,1044.0
60,Archie Clark,PG,PG,33.0,SEA,77.0,0.0,2481.0,455.0,919.0,0.495,0.0,0.0,0.0,455.0,919.0,0.495,0.495,161.0,193.0,0.834,59.0,176.0,235.0,433.0,110.0,5.0,0.0,188.0,1071.0
61,Jim Cleamons,PG,PG,25.0,CLE,74.0,0.0,2691.0,369.0,768.0,0.48,0.0,0.0,0.0,369.0,768.0,0.48,0.48,144.0,181.0,0.796,97.0,232.0,329.0,381.0,84.0,21.0,0.0,194.0,882.0
62,Barry Clemens,SF,SF,31.0,POR,77.0,0.0,952.0,168.0,355.0,0.473,0.0,0.0,0.0,168.0,355.0,0.473,0.473,45.0,60.0,0.75,33.0,128.0,161.0,76.0,68.0,2.0,0.0,139.0,381.0
63,Ben Clyde,SF,SF,23.0,BOS,25.0,0.0,157.0,31.0,72.0,0.431,0.0,0.0,0.0,31.0,72.0,0.431,0.431,7.0,9.0,0.778,15.0,26.0,41.0,5.0,5.0,3.0,0.0,34.0,69.0
64,E.C. Coleman,PF,PF,24.0,NOJ,77.0,0.0,2176.0,253.0,568.0,0.445,0.0,0.0,0.0,253.0,568.0,0.445,0.445,116.0,166.0,0.699,189.0,360.0,549.0,105.0,82.0,37.0,0.0,277.0,622.0
65,Doug Collins,SG,SG,23.0,PHI,81.0,0.0,2820.0,561.0,1150.0,0.488,0.0,0.0,0.0,561.0,1150.0,0.488,0.488,331.0,392.0,0.844,104.0,211.0,315.0,213.0,108.0,17.0,0.0,291.0,1453.0
66,Mel Counts,C,C,33.0,NOJ,75.0,0.0,1421.0,217.0,495.0,0.438,0.0,0.0,0.0,217.0,495.0,0.438,0.438,86.0,113.0,0.761,102.0,339.0,441.0,182.0,49.0,43.0,0.0,196.0,520.0
67,Dave Cowens*,C,C,26.0,BOS,65.0,0.0,2632.0,569.0,1199.0,0.475,0.0,0.0,0.0,569.0,1199.0,0.475,0.475,191.0,244.0,0.783,229.0,729.0,958.0,296.0,87.0,73.0,0.0,243.0,1329.0
68,Billy Cunningham*,SF,SF,31.0,PHI,80.0,0.0,2859.0,609.0,1423.0,0.428,0.0,0.0,0.0,609.0,1423.0,0.428,0.428,345.0,444.0,0.777,130.0,596.0,726.0,442.0,91.0,35.0,0.0,270.0,1563.0
69,Dick Cunningham,C,C,28.0,MIL,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
70,Mike D'Antoni,SG,SG,23.0,KCO,67.0,0.0,759.0,69.0,173.0,0.399,0.0,0.0,0.0,69.0,173.0,0.399,0.399,28.0,36.0,0.778,13.0,64.0,77.0,107.0,67.0,12.0,0.0,106.0,166.0
71,Bob Dandridge,SF,SF,27.0,MIL,80.0,0.0,3031.0,691.0,1460.0,0.473,0.0,0.0,0.0,691.0,1460.0,0.473,0.473,211.0,262.0,0.805,142.0,409.0,551.0,243.0,122.0,48.0,0.0,330.0,1593.0
72,Jesse Dark,SG,SG,23.0,NYK,47.0,0.0,401.0,74.0,157.0,0.471,0.0,0.0,0.0,74.0,157.0,0.471,0.471,22.0,40.0,0.55,15.0,22.0,37.0,30.0,3.0,1.0,0.0,48.0,170.0
73,Dwight Davis,PF,PF,25.0,CLE,78.0,0.0,1964.0,295.0,666.0,0.443,0.0,0.0,0.0,295.0,666.0,0.443,0.443,176.0,245.0,0.718,108.0,356.0,464.0,150.0,45.0,39.0,0.0,254.0,766.0
74,Jim Davis,C,C,33.0,DET,79.0,0.0,1078.0,118.0,260.0,0.454,0.0,0.0,0.0,118.0,260.0,0.454,0.454,85.0,117.0,0.726,96.0,189.0,285.0,90.0,50.0,36.0,0.0,129.0,321.0
75,Mel Davis,PF,PF,24.0,NYK,62.0,0.0,903.0,154.0,395.0,0.39,0.0,0.0,0.0,154.0,395.0,0.39,0.39,48.0,70.0,0.686,70.0,251.0,321.0,54.0,16.0,8.0,0.0,105.0,356.0
76,Mickey Davis,SF,SF,24.0,MIL,75.0,0.0,1077.0,174.0,363.0,0.479,0.0,0.0,0.0,174.0,363.0,0.479,0.479,78.0,88.0,0.886,68.0,169.0,237.0,79.0,30.0,5.0,0.0,103.0,426.0
