,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Mahmoud Abdul-Rauf,PG,PG,26.0,DEN,57.0,2029.0,18.6,0.535,0.324,0.164,1.5,6.4,3.9,34.7,1.6,0.1,10.1,25.1,0.0,4.4,1.1,5.5,0.131,3.5,-1.6,1.9,1.9
1,Michael Adams,PG,PG,33.0,CHH,21.0,329.0,16.1,0.579,0.494,0.422,1.8,6.4,4.1,30.4,3.3,0.9,20.3,17.0,0.0,0.6,0.2,0.8,0.117,1.6,1.2,2.8,0.4
2,Rafael Addison,SF,SF,31.0,CHH,53.0,516.0,9.6,0.489,0.055,0.133,5.8,15.6,10.6,9.2,0.9,1.3,13.4,17.7,0.0,0.0,0.2,0.2,0.019,-3.9,-1.0,-4.9,-0.4
3,Cory Alexander,PG,PG,22.0,SAS,60.0,560.0,8.7,0.506,0.426,0.161,1.9,6.3,4.2,31.6,2.5,0.3,29.1,18.8,0.0,-0.5,0.7,0.2,0.021,-4.2,-0.1,-4.3,-0.3
4,Jerome Allen,SG,SG,23.0,MIN,41.0,362.0,7.8,0.447,0.314,0.343,1.7,6.6,4.1,20.8,3.0,1.1,22.0,19.0,0.0,-0.5,0.3,-0.3,-0.033,-4.3,-0.2,-4.6,-0.2
5,Derrick Alston,C,C,23.0,PHI,73.0,1614.0,11.8,0.518,0.008,0.289,8.8,12.9,10.8,6.5,1.8,2.4,11.9,13.7,0.0,1.0,0.8,1.7,0.052,-2.5,-0.2,-2.8,-0.3
6,John Amaechi,PF,PF,25.0,CLE,28.0,357.0,3.1,0.456,0.0,0.471,4.8,14.8,9.7,4.1,1.0,2.7,28.7,16.8,0.0,-0.9,0.4,-0.6,-0.075,-8.3,-0.9,-9.1,-0.6
7,Ashraf Amaya,PF,PF,24.0,VAN,54.0,1104.0,11.8,0.534,0.004,0.591,11.7,20.8,16.1,5.1,1.1,0.7,15.2,15.5,0.0,0.7,1.1,1.8,0.078,-3.3,-1.5,-4.8,-0.8
8,Greg Anderson,PF,PF,31.0,SAS,46.0,344.0,7.7,0.466,0.021,0.532,9.8,22.1,16.2,4.0,1.3,5.0,27.5,10.5,0.0,-0.3,0.7,0.4,0.056,-6.2,2.6,-3.5,-0.1
9,Kenny Anderson,PG,PG,25.0,TOT,69.0,2344.0,19.5,0.534,0.307,0.405,3.0,7.1,5.0,40.4,2.5,0.5,12.9,21.4,0.0,6.1,1.6,7.7,0.158,4.1,0.2,4.3,3.7
10,Kenny Anderson,PG,PG,25.0,NJN,31.0,1042.0,19.8,0.511,0.261,0.495,3.8,6.9,5.3,40.4,2.6,0.6,11.1,21.8,0.0,2.7,1.0,3.7,0.172,4.2,1.2,5.4,1.9
11,Kenny Anderson,PG,PG,25.0,CHH,38.0,1302.0,19.2,0.555,0.346,0.33,2.4,7.2,4.8,40.4,2.4,0.3,14.5,21.1,0.0,3.4,0.6,4.0,0.148,4.1,-0.6,3.4,1.8
12,Nick Anderson,SG,SG,28.0,ORL,77.0,2717.0,16.5,0.562,0.476,0.265,4.0,13.5,8.9,15.6,2.3,1.2,12.3,19.1,0.0,4.2,3.3,7.4,0.131,2.3,0.7,2.9,3.4
13,Willie Anderson,SG,SG,29.0,TOT,76.0,2060.0,11.3,0.507,0.182,0.247,2.8,11.4,7.1,15.1,1.9,2.2,16.3,18.9,0.0,0.0,1.5,1.4,0.033,-2.4,0.2,-2.2,-0.1
14,Willie Anderson,SG,SG,29.0,TOR,49.0,1564.0,11.9,0.518,0.18,0.25,2.7,11.6,7.1,15.1,1.9,2.5,16.9,19.8,0.0,0.1,0.8,0.9,0.027,-2.0,-0.1,-2.1,0.0
15,Willie Anderson,SG,SG,29.0,NYK,27.0,496.0,9.2,0.464,0.188,0.233,3.2,10.9,7.2,15.0,1.8,1.2,14.1,16.0,0.0,-0.2,0.7,0.5,0.052,-3.6,1.2,-2.4,-0.1
16,Greg Anthony,PG,PG,28.0,VAN,69.0,2096.0,18.6,0.53,0.347,0.38,1.6,8.4,4.9,41.9,2.9,0.4,14.9,23.3,0.0,2.9,1.9,4.8,0.111,2.6,0.4,2.9,2.6
17,B.J. Armstrong,PG,PG,28.0,GSW,82.0,2262.0,17.3,0.595,0.285,0.384,1.1,8.3,4.7,28.4,1.5,0.2,13.1,18.8,0.0,6.2,0.8,7.0,0.149,2.7,-0.8,1.8,2.2
18,Darrell Armstrong,PG,PG,27.0,ORL,13.0,41.0,32.4,0.622,0.375,0.125,0.0,5.6,2.8,29.3,7.7,0.0,15.1,43.8,0.0,0.0,0.1,0.1,0.158,5.7,3.8,9.5,0.1
19,Vincent Askew,SG,SG,29.0,SEA,69.0,1725.0,11.9,0.574,0.197,0.369,4.7,10.0,7.5,14.6,1.4,0.7,15.9,15.6,0.0,2.2,2.2,4.3,0.12,-0.5,0.4,-0.1,0.8
20,Keith Askins,SF,SF,28.0,MIA,75.0,1897.0,10.0,0.55,0.606,0.146,7.1,12.7,9.9,9.8,1.3,2.5,16.5,11.9,0.0,1.6,2.8,4.4,0.111,-0.8,1.8,1.0,1.4
21,Stacey Augmon,SF,SF,27.0,ATL,77.0,2294.0,15.9,0.556,0.005,0.43,6.8,9.0,7.8,10.0,2.5,1.0,13.6,19.9,0.0,3.5,2.1,5.6,0.117,0.1,0.2,0.3,1.4
22,Anthony Avent,PF,PF,26.0,VAN,71.0,1586.0,6.9,0.415,0.0,0.165,7.7,18.9,13.1,7.4,1.0,2.0,17.6,17.5,0.0,-2.8,1.6,-1.2,-0.037,-6.5,-0.7,-7.3,-2.1
23,Vin Baker,PF,PF,24.0,MIL,82.0,3319.0,18.4,0.527,0.034,0.335,9.5,20.5,14.9,11.4,1.1,2.1,11.6,25.6,0.0,3.7,2.4,6.2,0.089,1.2,-1.1,0.1,1.8
25,Steve Bardo,SG,SG,27.0,DET,9.0,123.0,8.4,0.429,0.174,0.261,2.0,18.9,10.8,19.2,1.8,0.6,16.3,11.9,0.0,0.0,0.2,0.2,0.069,-4.4,1.9,-2.6,0.0
26,Charles Barkley*,PF,PF,32.0,PHO,71.0,2632.0,24.8,0.585,0.151,0.488,10.9,25.0,18.1,17.4,2.2,1.6,13.4,27.5,0.0,7.0,3.5,10.5,0.191,5.0,0.6,5.7,5.1
27,Dana Barros,PG,PG,28.0,BOS,80.0,2328.0,15.6,0.596,0.457,0.182,1.0,8.4,4.6,20.8,1.2,0.1,12.1,18.3,0.0,4.8,0.8,5.6,0.116,2.3,-1.1,1.1,1.8
28,Brent Barry,SG,SG,24.0,LAC,79.0,1898.0,15.9,0.609,0.496,0.229,2.4,8.4,5.3,18.8,2.6,0.9,15.4,18.3,0.0,3.7,1.2,4.9,0.124,1.7,0.5,2.2,2.0
29,Jon Barry,SG,SG,26.0,GSW,68.0,712.0,14.9,0.638,0.503,0.2,2.7,7.5,5.1,18.5,2.4,1.1,17.3,14.9,0.0,1.4,0.4,1.8,0.122,2.0,0.8,2.8,0.9
30,Corey Beck,PG,PG,24.0,CHH,5.0,33.0,0.8,0.282,0.0,0.25,10.8,15.0,12.9,21.0,1.6,0.0,31.1,17.7,0.0,-0.1,0.0,-0.1,-0.14,-9.0,-0.7,-9.7,-0.1
31,Benoit Benjamin,C,C,31.0,TOT,83.0,1896.0,14.4,0.539,0.005,0.329,8.8,26.1,17.3,5.7,1.3,3.4,17.6,19.8,0.0,0.1,2.2,2.3,0.057,-2.3,-0.3,-2.6,-0.3
32,Benoit Benjamin,C,C,31.0,VAN,13.0,404.0,13.6,0.488,0.0,0.348,8.7,21.7,15.0,7.6,1.3,2.8,15.5,24.8,0.0,-0.4,0.5,0.1,0.01,-2.6,-1.2,-3.8,-0.2
33,Benoit Benjamin,C,C,31.0,MIL,70.0,1492.0,14.6,0.558,0.007,0.322,8.9,27.3,17.9,5.2,1.2,3.6,18.3,18.4,0.0,0.5,1.7,2.2,0.07,-2.2,-0.1,-2.3,-0.1
34,Elmer Bennett,PG,PG,25.0,PHI,8.0,66.0,-0.5,0.293,0.0,0.235,1.7,7.2,4.4,18.7,0.8,1.1,27.2,17.4,0.0,-0.3,0.0,-0.3,-0.2,-8.3,-3.0,-11.3,-0.2
35,Mario Bennett,SF,SF,22.0,PHO,19.0,230.0,13.3,0.515,0.016,0.656,10.7,13.9,12.3,3.9,2.5,3.6,11.8,18.1,0.0,0.2,0.3,0.5,0.098,-3.4,0.8,-2.6,0.0
36,David Benoit,SF,SF,27.0,UTA,81.0,1961.0,12.2,0.524,0.33,0.193,5.8,17.9,12.0,6.3,1.2,2.1,10.1,16.4,0.0,1.6,2.3,3.9,0.096,-0.2,-0.1,-0.2,0.9
37,Travis Best,PG,PG,23.0,IND,59.0,571.0,11.5,0.545,0.153,0.552,2.5,7.0,4.8,26.8,1.9,0.4,23.7,21.4,0.0,0.2,0.5,0.7,0.057,-1.9,-0.4,-2.2,0.0
38,Mookie Blaylock,PG,PG,28.0,ATL,81.0,2893.0,18.9,0.529,0.555,0.151,4.3,9.5,6.8,27.6,3.9,0.5,13.6,21.5,0.0,5.4,3.6,9.0,0.149,3.8,1.5,5.3,5.4
39,Corie Blount,PF,PF,27.0,LAL,57.0,715.0,10.9,0.491,0.012,0.263,11.5,16.1,13.8,8.3,1.8,3.4,20.1,14.6,0.0,-0.1,1.0,0.9,0.063,-3.5,0.9,-2.7,-0.1
