b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 12, 1971",/boxscores/197110120CHI.html,Philadelphia 76ers,114,Chicago Bulls,100,Box Score,,,
"Tue, Oct 12, 1971",/boxscores/197110120BUF.html,Seattle SuperSonics,123,Buffalo Braves,90,Box Score,,,
"Tue, Oct 12, 1971",/boxscores/197110120NYK.html,Detroit Pistons,91,New York Knicks,84,Box Score,,,
"Tue, Oct 12, 1971",/boxscores/197110120CIN.html,Atlanta Hawks,113,Cincinnati Royals,127,Box Score,,,
"Thu, Oct 14, 1971",/boxscores/197110140HOU.html,Philadelphia 76ers,105,Houston Rockets,94,Box Score,,,
"Thu, Oct 14, 1971",/boxscores/197110140PHO.html,Milwaukee Bucks,110,Phoenix Suns,97,Box Score,,,
"Fri, Oct 15, 1971",/boxscores/197110150BOS.html,Golden State Warriors,97,Boston Celtics,75,Box Score,,,
"Fri, Oct 15, 1971",/boxscores/197110150CHI.html,Baltimore Bullets,82,Chicago Bulls,106,Box Score,,,
"Fri, Oct 15, 1971",/boxscores/197110150CLE.html,Buffalo Braves,111,Cleveland Cavaliers,109,Box Score,OT,,
"Fri, Oct 15, 1971",/boxscores/197110150DET.html,Los Angeles Lakers,132,Detroit Pistons,103,Box Score,,,
"Fri, Oct 15, 1971",/boxscores/197110150POR.html,Seattle SuperSonics,119,Portland Trail Blazers,88,Box Score,,,
"Sat, Oct 16, 1971",/boxscores/197110160ATL.html,Philadelphia 76ers,104,Atlanta Hawks,102,Box Score,,,
"Sat, Oct 16, 1971",/boxscores/197110160BAL.html,Golden State Warriors,93,Baltimore Bullets,108,Box Score,,,
"Sat, Oct 16, 1971",/boxscores/197110160BUF.html,Cleveland Cavaliers,93,Buffalo Braves,89,Box Score,,,
"Sat, Oct 16, 1971",/boxscores/197110160NYK.html,Los Angeles Lakers,119,New York Knicks,104,Box Score,,,
"Sat, Oct 16, 1971",/boxscores/197110160PHO.html,Houston Rockets,108,Phoenix Suns,128,Box Score,,,
"Sat, Oct 16, 1971",/boxscores/197110160SEA.html,Milwaukee Bucks,98,Seattle SuperSonics,91,Box Score,,,
"Sun, Oct 17, 1971",/boxscores/197110170POR.html,Milwaukee Bucks,127,Portland Trail Blazers,94,Box Score,,,
"Sun, Oct 17, 1971",/boxscores/197110170DET.html,Houston Rockets,99,Detroit Pistons,112,Box Score,,,"at San Antonio, TX"
"Sun, Oct 17, 1971",/boxscores/197110170CLE.html,New York Knicks,121,Cleveland Cavaliers,120,Box Score,OT,,
"Tue, Oct 19, 1971",/boxscores/197110190BUF.html,Los Angeles Lakers,123,Buffalo Braves,106,Box Score,,,
"Tue, Oct 19, 1971",/boxscores/197110190CIN.html,Seattle SuperSonics,101,Cincinnati Royals,100,Box Score,,,
"Tue, Oct 19, 1971",/boxscores/197110190MIL.html,Cleveland Cavaliers,82,Milwaukee Bucks,116,Box Score,,,
"Tue, Oct 19, 1971",/boxscores/197110190NYK.html,Golden State Warriors,84,New York Knicks,93,Box Score,,,
"Tue, Oct 19, 1971",/boxscores/197110190POR.html,Detroit Pistons,101,Portland Trail Blazers,99,Box Score,,,
"Tue, Oct 19, 1971",/boxscores/197110190BOS.html,Baltimore Bullets,114,Boston Celtics,134,Box Score,,,
"Wed, Oct 20, 1971",/boxscores/197110200CLE.html,Golden State Warriors,115,Cleveland Cavaliers,98,Box Score,,,
"Wed, Oct 20, 1971",/boxscores/197110200PHI.html,Seattle SuperSonics,93,Philadelphia 76ers,100,Box Score,,,
"Wed, Oct 20, 1971",/boxscores/197110200CHI.html,Houston Rockets,110,Chicago Bulls,125,Box Score,,,"at Waco, TX"
"Wed, Oct 20, 1971",/boxscores/197110200ATL.html,Los Angeles Lakers,126,Atlanta Hawks,104,Box Score,,,
"Fri, Oct 22, 1971",/boxscores/197110220ATL.html,Boston Celtics,115,Atlanta Hawks,108,Box Score,,,
"Fri, Oct 22, 1971",/boxscores/197110220BAL.html,New York Knicks,110,Baltimore Bullets,87,Box Score,,,
"Fri, Oct 22, 1971",/boxscores/197110220LAL.html,Chicago Bulls,113,Los Angeles Lakers,106,Box Score,,,
