b'Date',b'href',b'Start (ET)',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 27, 2009",/boxscores/200910270CLE.html,7:30p,Boston Celtics,95,Cleveland Cavaliers,89,Box Score,,"20,562",
"Tue, Oct 27, 2009",/boxscores/200910270DAL.html,8:30p,Washington Wizards,102,Dallas Mavericks,91,Box Score,,"19,871",
"Tue, Oct 27, 2009",/boxscores/200910270POR.html,10:00p,Houston Rockets,87,Portland Trail Blazers,96,Box Score,,"20,403",
"Tue, Oct 27, 2009",/boxscores/200910270LAL.html,10:30p,Los Angeles Clippers,92,Los Angeles Lakers,99,Box Score,,"18,997",
"Wed, Oct 28, 2009",/boxscores/200910280ATL.html,7:00p,Indiana Pacers,109,Atlanta Hawks,120,Box Score,,"17,998",
"Wed, Oct 28, 2009",/boxscores/200910280TOR.html,7:00p,Cleveland Cavaliers,91,Toronto Raptors,101,Box Score,,"20,152",
"Wed, Oct 28, 2009",/boxscores/200910280ORL.html,7:00p,Philadelphia 76ers,106,Orlando Magic,120,Box Score,,"17,461",
"Wed, Oct 28, 2009",/boxscores/200910280BOS.html,7:30p,Charlotte Bobcats,59,Boston Celtics,92,Box Score,,"18,624",
"Wed, Oct 28, 2009",/boxscores/200910280MIA.html,7:30p,New York Knicks,93,Miami Heat,115,Box Score,,"19,600",
"Wed, Oct 28, 2009",/boxscores/200910280OKC.html,8:00p,Sacramento Kings,89,Oklahoma City Thunder,102,Box Score,,"18,203",
"Wed, Oct 28, 2009",/boxscores/200910280SAS.html,8:00p,New Orleans Hornets,96,San Antonio Spurs,113,Box Score,,"18,581",
"Wed, Oct 28, 2009",/boxscores/200910280MIN.html,8:00p,New Jersey Nets,93,Minnesota Timberwolves,95,Box Score,,"18,358",
"Wed, Oct 28, 2009",/boxscores/200910280MEM.html,8:00p,Detroit Pistons,96,Memphis Grizzlies,74,Box Score,,"17,212",
"Wed, Oct 28, 2009",/boxscores/200910280LAC.html,10:30p,Phoenix Suns,109,Los Angeles Clippers,107,Box Score,,"15,974",
"Wed, Oct 28, 2009",/boxscores/200910280GSW.html,10:30p,Houston Rockets,108,Golden State Warriors,107,Box Score,,"19,596",
"Wed, Oct 28, 2009",/boxscores/200910280DEN.html,10:30p,Utah Jazz,105,Denver Nuggets,114,Box Score,,"19,155",
"Thu, Oct 29, 2009",/boxscores/200910290CHI.html,8:00p,San Antonio Spurs,85,Chicago Bulls,92,Box Score,,"21,412",
"Thu, Oct 29, 2009",/boxscores/200910290POR.html,10:30p,Denver Nuggets,97,Portland Trail Blazers,94,Box Score,,"20,218",
"Fri, Oct 30, 2009",/boxscores/200910300CHA.html,7:00p,New York Knicks,100,Charlotte Bobcats,102,Box Score,2OT,"18,624",
"Fri, Oct 30, 2009",/boxscores/200910300PHI.html,7:00p,Milwaukee Bucks,86,Philadelphia 76ers,99,Box Score,,"14,638",
"Fri, Oct 30, 2009",/boxscores/200910300ATL.html,7:30p,Washington Wizards,89,Atlanta Hawks,100,Box Score,,"17,079",
"Fri, Oct 30, 2009",/boxscores/200910300BOS.html,8:00p,Chicago Bulls,90,Boston Celtics,118,Box Score,,"18,624",
"Fri, Oct 30, 2009",/boxscores/200910300NOH.html,8:00p,Sacramento Kings,92,New Orleans Hornets,97,Box Score,,"17,306",
"Fri, Oct 30, 2009",/boxscores/200910300NJN.html,8:00p,Orlando Magic,95,New Jersey Nets,85,Box Score,,"17,525",
"Fri, Oct 30, 2009",/boxscores/200910300MIN.html,8:00p,Cleveland Cavaliers,104,Minnesota Timberwolves,87,Box Score,,"19,356",
"Fri, Oct 30, 2009",/boxscores/200910300MEM.html,8:00p,Toronto Raptors,107,Memphis Grizzlies,115,Box Score,,"10,563",
"Fri, Oct 30, 2009",/boxscores/200910300IND.html,8:00p,Miami Heat,96,Indiana Pacers,83,Box Score,,"18,165",
"Fri, Oct 30, 2009",/boxscores/200910300DET.html,8:00p,Oklahoma City Thunder,91,Detroit Pistons,83,Box Score,,"22,076",
"Fri, Oct 30, 2009",/boxscores/200910300UTA.html,9:00p,Los Angeles Clippers,98,Utah Jazz,111,Box Score,,"19,911",
"Fri, Oct 30, 2009",/boxscores/200910300PHO.html,10:00p,Golden State Warriors,101,Phoenix Suns,123,Box Score,,"18,422",
"Fri, Oct 30, 2009",/boxscores/200910300LAL.html,10:30p,Dallas Mavericks,94,Los Angeles Lakers,80,Box Score,,"18,997",
"Sat, Oct 31, 2009",/boxscores/200910310WAS.html,7:00p,New Jersey Nets,104,Washington Wizards,123,Box Score,,"20,173",
"Sat, Oct 31, 2009",/boxscores/200910310CLE.html,7:30p,Charlotte Bobcats,79,Cleveland Cavaliers,90,Box Score,,"20,562",
"Sat, Oct 31, 2009",/boxscores/200910310NYK.html,7:30p,Philadelphia 76ers,141,New York Knicks,127,Box Score,OT,"19,763",
"Sat, Oct 31, 2009",/boxscores/200910310HOU.html,8:30p,Portland Trail Blazers,107,Houston Rockets,111,Box Score,,"18,100",
"Sat, Oct 31, 2009",/boxscores/200910310MIL.html,8:30p,Detroit Pistons,85,Milwaukee Bucks,96,Box Score,,"15,095",
"Sat, Oct 31, 2009",/boxscores/200910310SAS.html,8:30p,Sacramento Kings,94,San Antonio Spurs,113,Box Score,,"16,966",
"Sat, Oct 31, 2009",/boxscores/200910310LAC.html,10:30p,Dallas Mavericks,93,Los Angeles Clippers,84,Box Score,,"13,626",
"Sun, Nov 1, 2009",/boxscores/200911010TOR.html,1:00p,Orlando Magic,125,Toronto Raptors,116,Box Score,,"18,147",
"Sun, Nov 1, 2009",/boxscores/200911010BOS.html,6:00p,New Orleans Hornets,87,Boston Celtics,97,Box Score,,"18,624",
"Sun, Nov 1, 2009",/boxscores/200911010MIA.html,6:00p,Chicago Bulls,87,Miami Heat,95,Box Score,,"15,865",
"Sun, Nov 1, 2009",/boxscores/200911010OKC.html,7:00p,Portland Trail Blazers,83,Oklahoma City Thunder,74,Box Score,,"16,920",
"Sun, Nov 1, 2009",/boxscores/200911010DEN.html,8:00p,Memphis Grizzlies,123,Denver Nuggets,133,Box Score,,"15,823",
"Sun, Nov 1, 2009",/boxscores/200911010PHO.html,8:00p,Minnesota Timberwolves,112,Phoenix Suns,120,Box Score,,"15,376",
"Sun, Nov 1, 2009",/boxscores/200911010LAL.html,9:30p,Atlanta Hawks,110,Los Angeles Lakers,118,Box Score,,"18,997",
"Mon, Nov 2, 2009",/boxscores/200911020CHA.html,7:00p,New Jersey Nets,68,Charlotte Bobcats,79,Box Score,,"9,380",
"Mon, Nov 2, 2009",/boxscores/200911020NYK.html,7:30p,New Orleans Hornets,111,New York Knicks,117,Box Score,,"19,763",
"Mon, Nov 2, 2009",/boxscores/200911020UTA.html,9:00p,Houston Rockets,113,Utah Jazz,96,Box Score,,"19,911",
"Mon, Nov 2, 2009",/boxscores/200911020SAC.html,10:00p,Memphis Grizzlies,116,Sacramento Kings,127,Box Score,OT,"17,317",
"Mon, Nov 2, 2009",/boxscores/200911020LAC.html,10:30p,Minnesota Timberwolves,90,Los Angeles Clippers,93,Box Score,,"13,614",
"Tue, Nov 3, 2009",/boxscores/200911030CLE.html,7:00p,Washington Wizards,90,Cleveland Cavaliers,102,Box Score,,"20,562",
"Tue, Nov 3, 2009",/boxscores/200911030IND.html,7:00p,Denver Nuggets,111,Indiana Pacers,93,Box Score,,"10,627",
"Tue, Nov 3, 2009",/boxscores/200911030PHI.html,7:00p,Boston Celtics,105,Philadelphia 76ers,74,Box Score,,"11,251",
"Tue, Nov 3, 2009",/boxscores/200911030DET.html,7:30p,Orlando Magic,80,Detroit Pistons,85,Box Score,,"15,487",
"Tue, Nov 3, 2009",/boxscores/200911030MIA.html,7:30p,Phoenix Suns,104,Miami Heat,96,Box Score,,"15,105",
"Tue, Nov 3, 2009",/boxscores/200911030CHI.html,8:00p,Milwaukee Bucks,81,Chicago Bulls,83,Box Score,,"19,789",
