b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Wed, Oct 19, 1960",/boxscores/196010190CIN.html,Los Angeles Lakers,123,Cincinnati Royals,140,Box Score,,,
"Thu, Oct 20, 1960",/boxscores/196010200NYK.html,Cincinnati Royals,113,New York Knicks,105,Box Score,,,
"Sat, Oct 22, 1960",/boxscores/196010220BOS.html,Detroit Pistons,116,Boston Celtics,118,Box Score,,,
"Sat, Oct 22, 1960",/boxscores/196010220CIN.html,New York Knicks,117,Cincinnati Royals,119,Box Score,,,
"Sat, Oct 22, 1960",/boxscores/196010220STL.html,Los Angeles Lakers,96,St. Louis Hawks,112,Box Score,,,
"Sat, Oct 22, 1960",/boxscores/196010220SYR.html,Philadelphia Warriors,133,Syracuse Nationals,123,Box Score,,,
"Sun, Oct 23, 1960",/boxscores/196010230CIN.html,St. Louis Hawks,103,Cincinnati Royals,114,Box Score,,,
"Mon, Oct 24, 1960",/boxscores/196010240LAL.html,New York Knicks,111,Los Angeles Lakers,101,Box Score,,,
"Tue, Oct 25, 1960",/boxscores/196010250STL.html,Syracuse Nationals,100,St. Louis Hawks,123,Box Score,,,
"Tue, Oct 25, 1960",/boxscores/196010250LAL.html,New York Knicks,118,Los Angeles Lakers,120,Box Score,,,
"Wed, Oct 26, 1960",/boxscores/196010260DET.html,Cincinnati Royals,117,Detroit Pistons,131,Box Score,,,
"Thu, Oct 27, 1960",/boxscores/196010270CIN.html,Syracuse Nationals,140,Cincinnati Royals,143,Box Score,OT,,
"Fri, Oct 28, 1960",/boxscores/196010280NYK.html,Boston Celtics,110,New York Knicks,101,Box Score,,,
"Fri, Oct 28, 1960",/boxscores/196010280PHW.html,Los Angeles Lakers,120,Philadelphia Warriors,122,Box Score,,,
"Sat, Oct 29, 1960",/boxscores/196010290BOS.html,Philadelphia Warriors,131,Boston Celtics,103,Box Score,,,
"Sat, Oct 29, 1960",/boxscores/196010290DET.html,New York Knicks,110,Detroit Pistons,115,Box Score,,,
"Sat, Oct 29, 1960",/boxscores/196010290STL.html,Cincinnati Royals,97,St. Louis Hawks,113,Box Score,,,
"Sat, Oct 29, 1960",/boxscores/196010290SYR.html,Los Angeles Lakers,118,Syracuse Nationals,125,Box Score,,,
"Tue, Nov 1, 1960",/boxscores/196011010CIN.html,Philadelphia Warriors,131,Cincinnati Royals,113,Box Score,,,
"Wed, Nov 2, 1960",/boxscores/196011020DET.html,St. Louis Hawks,132,Detroit Pistons,117,Box Score,,,
"Wed, Nov 2, 1960",/boxscores/196011020LAL.html,New York Knicks,96,Los Angeles Lakers,106,Box Score,,,"at Detroit, MI"
"Fri, Nov 4, 1960",/boxscores/196011040PHW.html,Detroit Pistons,121,Philadelphia Warriors,136,Box Score,,,
"Sat, Nov 5, 1960",/boxscores/196011050BOS.html,Cincinnati Royals,113,Boston Celtics,104,Box Score,,,
"Sat, Nov 5, 1960",/boxscores/196011050DET.html,Philadelphia Warriors,130,Detroit Pistons,123,Box Score,,,"at Boston, MA"
"Sat, Nov 5, 1960",/boxscores/196011050LAL.html,Syracuse Nationals,110,Los Angeles Lakers,112,Box Score,,,
"Sat, Nov 5, 1960",/boxscores/196011050STL.html,New York Knicks,104,St. Louis Hawks,119,Box Score,,,
"Sun, Nov 6, 1960",/boxscores/196011060LAL.html,Syracuse Nationals,113,Los Angeles Lakers,119,Box Score,,,"at San Francisco, CA"
"Tue, Nov 8, 1960",/boxscores/196011080CIN.html,Boston Celtics,136,Cincinnati Royals,120,Box Score,,,
"Wed, Nov 9, 1960",/boxscores/196011090LAL.html,Philadelphia Warriors,125,Los Angeles Lakers,118,Box Score,,,"at St. Louis, MO"
"Wed, Nov 9, 1960",/boxscores/196011090STL.html,Detroit Pistons,120,St. Louis Hawks,126,Box Score,,,
"Thu, Nov 10, 1960",/boxscores/196011100NYK.html,Philadelphia Warriors,116,New York Knicks,112,Box Score,OT,,
"Fri, Nov 11, 1960",/boxscores/196011110BOS.html,Cincinnati Royals,110,Boston Celtics,128,Box Score,,,"at New York, NY"
"Fri, Nov 11, 1960",/boxscores/196011110NYK.html,Syracuse Nationals,108,New York Knicks,112,Box Score,,,
"Fri, Nov 11, 1960",/boxscores/196011110PHW.html,St. Louis Hawks,112,Philadelphia Warriors,117,Box Score,,,
"Sat, Nov 12, 1960",/boxscores/196011120BOS.html,Los Angeles Lakers,124,Boston Celtics,131,Box Score,,,"at Providence, RI"
"Sat, Nov 12, 1960",/boxscores/196011120SYR.html,New York Knicks,117,Syracuse Nationals,128,Box Score,,,
"Sat, Nov 12, 1960",/boxscores/196011120STL.html,Philadelphia Warriors,105,St. Louis Hawks,107,Box Score,,,
"Sat, Nov 12, 1960",/boxscores/196011120DET.html,Cincinnati Royals,112,Detroit Pistons,116,Box Score,,,
"Sun, Nov 13, 1960",/boxscores/196011130CIN.html,Detroit Pistons,125,Cincinnati Royals,113,Box Score,,,
"Tue, Nov 15, 1960",/boxscores/196011150BOS.html,Detroit Pistons,115,Boston Celtics,114,Box Score,OT,,"at New York, NY"
"Tue, Nov 15, 1960",/boxscores/196011150CIN.html,Philadelphia Warriors,115,Cincinnati Royals,124,Box Score,,,
"Tue, Nov 15, 1960",/boxscores/196011150NYK.html,Los Angeles Lakers,123,New York Knicks,108,Box Score,,,
"Wed, Nov 16, 1960",/boxscores/196011160BOS.html,St. Louis Hawks,106,Boston Celtics,124,Box Score,,,
"Wed, Nov 16, 1960",/boxscores/196011160DET.html,Philadelphia Warriors,118,Detroit Pistons,119,Box Score,,,
"Wed, Nov 16, 1960",/boxscores/196011160SYR.html,Cincinnati Royals,87,Syracuse Nationals,124,Box Score,,,
"Thu, Nov 17, 1960",/boxscores/196011170DET.html,St. Louis Hawks,112,Detroit Pistons,105,Box Score,,,"at Philadelphia, PA"
"Thu, Nov 17, 1960",/boxscores/196011170PHW.html,Syracuse Nationals,106,Philadelphia Warriors,105,Box Score,,,
"Fri, Nov 18, 1960",/boxscores/196011180NYK.html,Philadelphia Warriors,101,New York Knicks,99,Box Score,,,
"Fri, Nov 18, 1960",/boxscores/196011180CIN.html,St. Louis Hawks,128,Cincinnati Royals,129,Box Score,OT,,
"Sat, Nov 19, 1960",/boxscores/196011190LAL.html,Detroit Pistons,122,Los Angeles Lakers,130,Box Score,,,
"Sat, Nov 19, 1960",/boxscores/196011190PHW.html,New York Knicks,111,Philadelphia Warriors,121,Box Score,,,
"Sat, Nov 19, 1960",/boxscores/196011190STL.html,Cincinnati Royals,120,St. Louis Hawks,121,Box Score,,,
"Sat, Nov 19, 1960",/boxscores/196011190SYR.html,Boston Celtics,114,Syracuse Nationals,94,Box Score,,,
"Sun, Nov 20, 1960",/boxscores/196011200CIN.html,Boston Celtics,120,Cincinnati Royals,103,Box Score,,,
"Sun, Nov 20, 1960",/boxscores/196011200DET.html,Los Angeles Lakers,135,Detroit Pistons,131,Box Score,,,"at San Francisco, CA"
"Tue, Nov 22, 1960",/boxscores/196011220CIN.html,Los Angeles Lakers,133,Cincinnati Royals,118,Box Score,,,"at New York, NY"
"Tue, Nov 22, 1960",/boxscores/196011220NYK.html,St. Louis Hawks,120,New York Knicks,119,Box Score,,,
