b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 12, 1979",/boxscores/197910120ATL.html,New York Knicks,104,Atlanta Hawks,121,Box Score,,,
"Fri, Oct 12, 1979",/boxscores/197910120BOS.html,Houston Rockets,106,Boston Celtics,114,Box Score,,"15,320",
"Fri, Oct 12, 1979",/boxscores/197910120DET.html,Indiana Pacers,105,Detroit Pistons,114,Box Score,,,
"Fri, Oct 12, 1979",/boxscores/197910120KCK.html,Milwaukee Bucks,103,Kansas City Kings,105,Box Score,,,
"Fri, Oct 12, 1979",/boxscores/197910120NJN.html,Cleveland Cavaliers,95,New Jersey Nets,102,Box Score,,,
"Fri, Oct 12, 1979",/boxscores/197910120PHO.html,Golden State Warriors,89,Phoenix Suns,97,Box Score,,,
"Fri, Oct 12, 1979",/boxscores/197910120POR.html,Utah Jazz,85,Portland Trail Blazers,101,Box Score,,,
"Fri, Oct 12, 1979",/boxscores/197910120SDC.html,Los Angeles Lakers,103,San Diego Clippers,102,Box Score,,"8,503",
"Fri, Oct 12, 1979",/boxscores/197910120WSB.html,Philadelphia 76ers,93,Washington Bullets,92,Box Score,,,
"Sat, Oct 13, 1979",/boxscores/197910130CLE.html,Boston Celtics,139,Cleveland Cavaliers,117,Box Score,,"15,443",
"Sat, Oct 13, 1979",/boxscores/197910130DEN.html,Milwaukee Bucks,125,Denver Nuggets,96,Box Score,,,
"Sat, Oct 13, 1979",/boxscores/197910130GSW.html,Chicago Bulls,102,Golden State Warriors,96,Box Score,OT,,
"Sat, Oct 13, 1979",/boxscores/197910130IND.html,Atlanta Hawks,101,Indiana Pacers,115,Box Score,,,
"Sat, Oct 13, 1979",/boxscores/197910130NYK.html,Washington Bullets,118,New York Knicks,125,Box Score,OT,,
"Sat, Oct 13, 1979",/boxscores/197910130PHI.html,Houston Rockets,105,Philadelphia 76ers,113,Box Score,,,
"Sat, Oct 13, 1979",/boxscores/197910130SAS.html,Detroit Pistons,112,San Antonio Spurs,110,Box Score,,,
"Sun, Oct 14, 1979",/boxscores/197910140PHO.html,Chicago Bulls,102,Phoenix Suns,112,Box Score,,,
"Sun, Oct 14, 1979",/boxscores/197910140POR.html,Denver Nuggets,93,Portland Trail Blazers,109,Box Score,,,
"Sun, Oct 14, 1979",/boxscores/197910140SDC.html,Seattle SuperSonics,93,San Diego Clippers,98,Box Score,,,
"Mon, Oct 15, 1979",/boxscores/197910150UTA.html,Milwaukee Bucks,131,Utah Jazz,107,Box Score,,"7,721",
"Tue, Oct 16, 1979",/boxscores/197910160ATL.html,San Antonio Spurs,118,Atlanta Hawks,116,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160CLE.html,Detroit Pistons,117,Cleveland Cavaliers,137,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160DEN.html,Golden State Warriors,108,Denver Nuggets,106,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160IND.html,New Jersey Nets,100,Indiana Pacers,113,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160LAL.html,Chicago Bulls,96,Los Angeles Lakers,105,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160NYK.html,Houston Rockets,121,New York Knicks,126,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160PHO.html,Seattle SuperSonics,86,Phoenix Suns,102,Box Score,,,
"Tue, Oct 16, 1979",/boxscores/197910160POR.html,San Diego Clippers,81,Portland Trail Blazers,88,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170BOS.html,Cleveland Cavaliers,108,Boston Celtics,127,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170HOU.html,Indiana Pacers,112,Houston Rockets,116,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170KCK.html,Golden State Warriors,107,Kansas City Kings,94,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170MIL.html,Denver Nuggets,97,Milwaukee Bucks,125,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170NJN.html,Philadelphia 76ers,113,New Jersey Nets,88,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170SEA.html,Los Angeles Lakers,110,Seattle SuperSonics,112,Box Score,,,
"Wed, Oct 17, 1979",/boxscores/197910170WSB.html,Atlanta Hawks,97,Washington Bullets,100,Box Score,,,
"Thu, Oct 18, 1979",/boxscores/197910180ATL.html,Indiana Pacers,85,Atlanta Hawks,115,Box Score,,"5,259",
"Thu, Oct 18, 1979",/boxscores/197910180CLE.html,San Antonio Spurs,134,Cleveland Cavaliers,141,Box Score,,,
"Thu, Oct 18, 1979",/boxscores/197910180DET.html,New York Knicks,115,Detroit Pistons,129,Box Score,,,
"Thu, Oct 18, 1979",/boxscores/197910180SDC.html,Chicago Bulls,107,San Diego Clippers,111,Box Score,,,
"Thu, Oct 18, 1979",/boxscores/197910180UTA.html,Portland Trail Blazers,107,Utah Jazz,92,Box Score,,,
"Fri, Oct 19, 1979",/boxscores/197910190BOS.html,Washington Bullets,93,Boston Celtics,130,Box Score,,,
"Fri, Oct 19, 1979",/boxscores/197910190DEN.html,Kansas City Kings,107,Denver Nuggets,84,Box Score,,,
"Fri, Oct 19, 1979",/boxscores/197910190LAL.html,Portland Trail Blazers,99,Los Angeles Lakers,82,Box Score,,,
"Fri, Oct 19, 1979",/boxscores/197910190MIL.html,Phoenix Suns,94,Milwaukee Bucks,95,Box Score,,"10,938",
"Fri, Oct 19, 1979",/boxscores/197910190NJN.html,New York Knicks,111,New Jersey Nets,106,Box Score,,,
"Fri, Oct 19, 1979",/boxscores/197910190PHI.html,Detroit Pistons,104,Philadelphia 76ers,112,Box Score,,,
"Fri, Oct 19, 1979",/boxscores/197910190SEA.html,San Diego Clippers,98,Seattle SuperSonics,106,Box Score,,,
"Sat, Oct 20, 1979",/boxscores/197910200CHI.html,Phoenix Suns,104,Chicago Bulls,116,Box Score,,,
"Sat, Oct 20, 1979",/boxscores/197910200GSW.html,Utah Jazz,96,Golden State Warriors,101,Box Score,,,
"Sat, Oct 20, 1979",/boxscores/197910200HOU.html,Atlanta Hawks,102,Houston Rockets,107,Box Score,,,
"Sat, Oct 20, 1979",/boxscores/197910200IND.html,Boston Celtics,128,Indiana Pacers,131,Box Score,OT,,
"Sat, Oct 20, 1979",/boxscores/197910200NYK.html,Philadelphia 76ers,136,New York Knicks,111,Box Score,,,
"Sat, Oct 20, 1979",/boxscores/197910200SAS.html,Cleveland Cavaliers,127,San Antonio Spurs,129,Box Score,,,
"Sat, Oct 20, 1979",/boxscores/197910200WSB.html,Detroit Pistons,106,Washington Bullets,117,Box Score,,,
"Sun, Oct 21, 1979",/boxscores/197910210KCK.html,Phoenix Suns,85,Kansas City Kings,122,Box Score,,,
"Sun, Oct 21, 1979",/boxscores/197910210LAL.html,Seattle SuperSonics,97,Los Angeles Lakers,106,Box Score,,,
"Sun, Oct 21, 1979",/boxscores/197910210MIL.html,Chicago Bulls,111,Milwaukee Bucks,113,Box Score,,,
"Sun, Oct 21, 1979",/boxscores/197910210POR.html,Golden State Warriors,74,Portland Trail Blazers,91,Box Score,,,
"Mon, Oct 22, 1979",/boxscores/197910220UTA.html,San Diego Clippers,109,Utah Jazz,110,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230CHI.html,New Jersey Nets,103,Chicago Bulls,108,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230CLE.html,Atlanta Hawks,121,Cleveland Cavaliers,111,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230LAL.html,Utah Jazz,87,Los Angeles Lakers,102,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230NYK.html,Indiana Pacers,112,New York Knicks,136,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230PHO.html,Milwaukee Bucks,114,Phoenix Suns,108,Box Score,,"10,538",
"Tue, Oct 23, 1979",/boxscores/197910230POR.html,Kansas City Kings,88,Portland Trail Blazers,90,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230SAS.html,Boston Celtics,120,San Antonio Spurs,129,Box Score,,,
"Tue, Oct 23, 1979",/boxscores/197910230SDC.html,Denver Nuggets,127,San Diego Clippers,132,Box Score,,,
"Wed, Oct 24, 1979",/boxscores/197910240ATL.html,Cleveland Cavaliers,118,Atlanta Hawks,128,Box Score,,,
"Wed, Oct 24, 1979",/boxscores/197910240DEN.html,Portland Trail Blazers,88,Denver Nuggets,87,Box Score,,,
"Wed, Oct 24, 1979",/boxscores/197910240DET.html,Washington Bullets,103,Detroit Pistons,104,Box Score,,,
"Wed, Oct 24, 1979",/boxscores/197910240GSW.html,Phoenix Suns,110,Golden State Warriors,108,Box Score,OT,"6,296",
"Wed, Oct 24, 1979",/boxscores/197910240HOU.html,Boston Celtics,100,Houston Rockets,99,Box Score,,"11,635",
"Wed, Oct 24, 1979",/boxscores/197910240PHI.html,Indiana Pacers,110,Philadelphia 76ers,132,Box Score,,,
"Wed, Oct 24, 1979",/boxscores/197910240SEA.html,Kansas City Kings,92,Seattle SuperSonics,105,Box Score,,,
"Thu, Oct 25, 1979",/boxscores/197910250SDC.html,Milwaukee Bucks,118,San Diego Clippers,115,Box Score,,,
"Thu, Oct 25, 1979",/boxscores/197910250UTA.html,Chicago Bulls,105,Utah Jazz,113,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260DET.html,San Antonio Spurs,129,Detroit Pistons,113,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260IND.html,Washington Bullets,108,Indiana Pacers,118,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260LAL.html,Kansas City Kings,104,Los Angeles Lakers,116,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260NJN.html,Atlanta Hawks,94,New Jersey Nets,90,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260PHI.html,New York Knicks,116,Philadelphia 76ers,127,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260POR.html,Chicago Bulls,93,Portland Trail Blazers,95,Box Score,,,
"Fri, Oct 26, 1979",/boxscores/197910260SEA.html,Phoenix Suns,92,Seattle SuperSonics,86,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270ATL.html,Boston Celtics,100,Atlanta Hawks,95,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270CLE.html,Philadelphia 76ers,112,Cleveland Cavaliers,106,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270DEN.html,Utah Jazz,96,Denver Nuggets,116,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270GSW.html,Kansas City Kings,95,Golden State Warriors,101,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270MIL.html,Detroit Pistons,118,Milwaukee Bucks,132,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270NYK.html,New Jersey Nets,92,New York Knicks,94,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270SAS.html,Indiana Pacers,121,San Antonio Spurs,128,Box Score,,,
"Sat, Oct 27, 1979",/boxscores/197910270SDC.html,Seattle SuperSonics,105,San Diego Clippers,110,Box Score,,,
"Sun, Oct 28, 1979",/boxscores/197910280LAL.html,Golden State Warriors,90,Los Angeles Lakers,97,Box Score,,,
"Sun, Oct 28, 1979",/boxscores/197910280NJN.html,Houston Rockets,115,New Jersey Nets,120,Box Score,,,
"Sun, Oct 28, 1979",/boxscores/197910280POR.html,Phoenix Suns,89,Portland Trail Blazers,88,Box Score,,,
"Sun, Oct 28, 1979",/boxscores/197910280SDC.html,Kansas City Kings,106,San Diego Clippers,101,Box Score,,,
"Sun, Oct 28, 1979",/boxscores/197910280SEA.html,Chicago Bulls,97,Seattle SuperSonics,108,Box Score,,,
"Tue, Oct 30, 1979",/boxscores/197910300CHI.html,Los Angeles Lakers,111,Chicago Bulls,105,Box Score,,,
"Tue, Oct 30, 1979",/boxscores/197910300CLE.html,Houston Rockets,112,Cleveland Cavaliers,124,Box Score,,,
"Tue, Oct 30, 1979",/boxscores/197910300DEN.html,New York Knicks,112,Denver Nuggets,121,Box Score,,,
"Tue, Oct 30, 1979",/boxscores/197910300PHO.html,San Antonio Spurs,109,Phoenix Suns,142,Box Score,,,
"Wed, Oct 31, 1979",/boxscores/197910310ATL.html,Philadelphia 76ers,97,Atlanta Hawks,102,Box Score,,,
