b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 13, 1970",/boxscores/197010130NYK.html,Boston Celtics,107,New York Knicks,114,Box Score,,,
"Tue, Oct 13, 1970",/boxscores/197010130CHI.html,San Diego Rockets,96,Chicago Bulls,111,Box Score,,,
"Wed, Oct 14, 1970",/boxscores/197010140BUF.html,Cleveland Cavaliers,92,Buffalo Braves,107,Box Score,,,
"Wed, Oct 14, 1970",/boxscores/197010140BAL.html,San Diego Rockets,105,Baltimore Bullets,123,Box Score,,,
"Wed, Oct 14, 1970",/boxscores/197010140SEA.html,Detroit Pistons,123,Seattle SuperSonics,117,Box Score,,,
"Wed, Oct 14, 1970",/boxscores/197010140PHI.html,Chicago Bulls,107,Philadelphia 76ers,110,Box Score,,,
"Wed, Oct 14, 1970",/boxscores/197010140CIN.html,New York Knicks,128,Cincinnati Royals,104,Box Score,,,
"Thu, Oct 15, 1970",/boxscores/197010150PHO.html,Boston Celtics,100,Phoenix Suns,119,Box Score,,,
"Fri, Oct 16, 1970",/boxscores/197010160CHI.html,Los Angeles Lakers,106,Chicago Bulls,102,Box Score,,,
"Fri, Oct 16, 1970",/boxscores/197010160PHI.html,San Diego Rockets,119,Philadelphia 76ers,127,Box Score,,,
"Fri, Oct 16, 1970",/boxscores/197010160POR.html,Cleveland Cavaliers,112,Portland Trail Blazers,115,Box Score,,,
"Fri, Oct 16, 1970",/boxscores/197010160SFW.html,Detroit Pistons,120,San Francisco Warriors,106,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170ATL.html,Milwaukee Bucks,107,Atlanta Hawks,98,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170BAL.html,Los Angeles Lakers,116,Baltimore Bullets,118,Box Score,OT,,
"Sat, Oct 17, 1970",/boxscores/197010170BUF.html,San Diego Rockets,102,Buffalo Braves,93,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170CIN.html,Philadelphia 76ers,123,Cincinnati Royals,105,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170NYK.html,Chicago Bulls,99,New York Knicks,96,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170PHO.html,Detroit Pistons,110,Phoenix Suns,107,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170SEA.html,Boston Celtics,114,Seattle SuperSonics,126,Box Score,,,
"Sat, Oct 17, 1970",/boxscores/197010170SFW.html,Cleveland Cavaliers,108,San Francisco Warriors,128,Box Score,,,"at Oakland, CA"
"Sun, Oct 18, 1970",/boxscores/197010180POR.html,Boston Celtics,133,Portland Trail Blazers,115,Box Score,,,
"Tue, Oct 20, 1970",/boxscores/197010200BUF.html,Philadelphia 76ers,98,Buffalo Braves,89,Box Score,,,
"Tue, Oct 20, 1970",/boxscores/197010200DET.html,Milwaukee Bucks,114,Detroit Pistons,115,Box Score,,,
"Tue, Oct 20, 1970",/boxscores/197010200NYK.html,Los Angeles Lakers,100,New York Knicks,115,Box Score,,,
"Tue, Oct 20, 1970",/boxscores/197010200POR.html,Cleveland Cavaliers,98,Portland Trail Blazers,120,Box Score,,,
"Tue, Oct 20, 1970",/boxscores/197010200SDR.html,Phoenix Suns,114,San Diego Rockets,115,Box Score,,,
"Tue, Oct 20, 1970",/boxscores/197010200BAL.html,San Francisco Warriors,125,Baltimore Bullets,105,Box Score,,,
"Wed, Oct 21, 1970",/boxscores/197010210CIN.html,Baltimore Bullets,117,Cincinnati Royals,105,Box Score,,,
"Wed, Oct 21, 1970",/boxscores/197010210SEA.html,Phoenix Suns,106,Seattle SuperSonics,110,Box Score,,,
"Wed, Oct 21, 1970",/boxscores/197010210PHI.html,Los Angeles Lakers,141,Philadelphia 76ers,117,Box Score,,,
"Wed, Oct 21, 1970",/boxscores/197010210BOS.html,Detroit Pistons,121,Boston Celtics,118,Box Score,,,
"Wed, Oct 21, 1970",/boxscores/197010210ATL.html,San Francisco Warriors,100,Atlanta Hawks,102,Box Score,,,
"Thu, Oct 22, 1970",/boxscores/197010220DET.html,Atlanta Hawks,101,Detroit Pistons,120,Box Score,,,
"Thu, Oct 22, 1970",/boxscores/197010220NYK.html,San Francisco Warriors,92,New York Knicks,95,Box Score,,,
"Thu, Oct 22, 1970",/boxscores/197010220SDR.html,Cleveland Cavaliers,110,San Diego Rockets,140,Box Score,,,
"Fri, Oct 23, 1970",/boxscores/197010230SEA.html,Portland Trail Blazers,111,Seattle SuperSonics,141,Box Score,,,
"Fri, Oct 23, 1970",/boxscores/197010230PHO.html,Cleveland Cavaliers,104,Phoenix Suns,108,Box Score,,,
"Fri, Oct 23, 1970",/boxscores/197010230LAL.html,Philadelphia 76ers,127,Los Angeles Lakers,122,Box Score,,,
"Fri, Oct 23, 1970",/boxscores/197010230BAL.html,New York Knicks,92,Baltimore Bullets,98,Box Score,,,
"Fri, Oct 23, 1970",/boxscores/197010230BOS.html,Cincinnati Royals,126,Boston Celtics,131,Box Score,,,
"Sat, Oct 24, 1970",/boxscores/197010240ATL.html,Boston Celtics,113,Atlanta Hawks,109,Box Score,,,
"Sat, Oct 24, 1970",/boxscores/197010240BUF.html,Detroit Pistons,114,Buffalo Braves,95,Box Score,,,
"Sat, Oct 24, 1970",/boxscores/197010240MIL.html,Baltimore Bullets,120,Milwaukee Bucks,122,Box Score,2OT,,
"Sat, Oct 24, 1970",/boxscores/197010240NYK.html,Cincinnati Royals,103,New York Knicks,115,Box Score,,,
"Sat, Oct 24, 1970",/boxscores/197010240SDR.html,Philadelphia 76ers,111,San Diego Rockets,116,Box Score,,,
"Sat, Oct 24, 1970",/boxscores/197010240SFW.html,Portland Trail Blazers,115,San Francisco Warriors,118,Box Score,,,"at Oakland, CA"
"Sun, Oct 25, 1970",/boxscores/197010250PHO.html,San Diego Rockets,98,Phoenix Suns,117,Box Score,,,
"Sun, Oct 25, 1970",/boxscores/197010250POR.html,Chicago Bulls,131,Portland Trail Blazers,116,Box Score,,,
"Sun, Oct 25, 1970",/boxscores/197010250MIL.html,Seattle SuperSonics,107,Milwaukee Bucks,126,Box Score,,,
"Sun, Oct 25, 1970",/boxscores/197010250LAL.html,Cleveland Cavaliers,96,Los Angeles Lakers,123,Box Score,,,
"Mon, Oct 26, 1970",/boxscores/197010260CIN.html,Atlanta Hawks,107,Cincinnati Royals,126,Box Score,,,
"Mon, Oct 26, 1970",/boxscores/197010260DET.html,Seattle SuperSonics,111,Detroit Pistons,142,Box Score,,,
"Tue, Oct 27, 1970",/boxscores/197010270MIL.html,San Diego Rockets,113,Milwaukee Bucks,126,Box Score,,,
"Tue, Oct 27, 1970",/boxscores/197010270NYK.html,Seattle SuperSonics,104,New York Knicks,117,Box Score,,,
"Tue, Oct 27, 1970",/boxscores/197010270POR.html,Buffalo Braves,108,Portland Trail Blazers,119,Box Score,,,
"Wed, Oct 28, 1970",/boxscores/197010280BOS.html,New York Knicks,126,Boston Celtics,89,Box Score,,,
