b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 13, 1978",/boxscores/197810130DEN.html,San Antonio Spurs,117,Denver Nuggets,118,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130DET.html,New Jersey Nets,107,Detroit Pistons,105,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130IND.html,Atlanta Hawks,104,Indiana Pacers,117,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130NYK.html,Houston Rockets,111,New York Knicks,107,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130PHI.html,Los Angeles Lakers,102,Philadelphia 76ers,110,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130PHO.html,San Diego Clippers,114,Phoenix Suns,128,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130SEA.html,Chicago Bulls,86,Seattle SuperSonics,104,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130WSB.html,New Orleans Jazz,101,Washington Bullets,117,Box Score,,,
"Fri, Oct 13, 1978",/boxscores/197810130BOS.html,Cleveland Cavaliers,115,Boston Celtics,101,Box Score,,,
"Sat, Oct 14, 1978",/boxscores/197810140GSW.html,San Diego Clippers,89,Golden State Warriors,117,Box Score,,,
"Sat, Oct 14, 1978",/boxscores/197810140SAS.html,Milwaukee Bucks,111,San Antonio Spurs,153,Box Score,,,
"Sat, Oct 14, 1978",/boxscores/197810140NJN.html,Los Angeles Lakers,100,New Jersey Nets,102,Box Score,,,
"Sat, Oct 14, 1978",/boxscores/197810140BOS.html,Houston Rockets,114,Boston Celtics,108,Box Score,,,
"Sat, Oct 14, 1978",/boxscores/197810140ATL.html,Detroit Pistons,114,Atlanta Hawks,122,Box Score,,,
"Sun, Oct 15, 1978",/boxscores/197810150NOJ.html,Milwaukee Bucks,123,New Orleans Jazz,112,Box Score,,,
"Sun, Oct 15, 1978",/boxscores/197810150PHO.html,Golden State Warriors,110,Phoenix Suns,129,Box Score,,,
"Sun, Oct 15, 1978",/boxscores/197810150POR.html,Chicago Bulls,108,Portland Trail Blazers,97,Box Score,,,
"Sun, Oct 15, 1978",/boxscores/197810150SDC.html,Denver Nuggets,98,San Diego Clippers,94,Box Score,,,
"Sun, Oct 15, 1978",/boxscores/197810150SEA.html,Kansas City Kings,105,Seattle SuperSonics,115,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170PHO.html,San Antonio Spurs,110,Phoenix Suns,107,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170WSB.html,New Jersey Nets,109,Washington Bullets,113,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170SDC.html,Chicago Bulls,94,San Diego Clippers,99,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170POR.html,Kansas City Kings,112,Portland Trail Blazers,115,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170NYK.html,Seattle SuperSonics,120,New York Knicks,109,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170NOJ.html,Detroit Pistons,109,New Orleans Jazz,114,Box Score,,,
"Tue, Oct 17, 1978",/boxscores/197810170CLE.html,Los Angeles Lakers,111,Cleveland Cavaliers,113,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180ATL.html,Boston Celtics,116,Atlanta Hawks,99,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180DEN.html,Portland Trail Blazers,113,Denver Nuggets,125,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180GSW.html,Phoenix Suns,122,Golden State Warriors,112,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180HOU.html,New Jersey Nets,87,Houston Rockets,139,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180IND.html,Seattle SuperSonics,99,Indiana Pacers,92,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180PHI.html,Washington Bullets,121,Philadelphia 76ers,111,Box Score,,,
"Wed, Oct 18, 1978",/boxscores/197810180SDC.html,San Antonio Spurs,127,San Diego Clippers,125,Box Score,,,
"Thu, Oct 19, 1978",/boxscores/197810190NOJ.html,Boston Celtics,115,New Orleans Jazz,120,Box Score,,,
"Thu, Oct 19, 1978",/boxscores/197810190KCK.html,Houston Rockets,103,Kansas City Kings,108,Box Score,,,
"Fri, Oct 20, 1978",/boxscores/197810200CHI.html,San Diego Clippers,110,Chicago Bulls,94,Box Score,,,
