b'Date',b'href',b'Start (ET)',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 25, 1985",/boxscores/198510250CHI.html,,Cleveland Cavaliers,115,Chicago Bulls,116,Box Score,OT,"11,124",
"Fri, Oct 25, 1985",/boxscores/198510250DET.html,,Milwaukee Bucks,116,Detroit Pistons,118,Box Score,,"24,353",
"Fri, Oct 25, 1985",/boxscores/198510250GSW.html,,Denver Nuggets,119,Golden State Warriors,105,Box Score,,"6,593",
"Fri, Oct 25, 1985",/boxscores/198510250POR.html,,Phoenix Suns,123,Portland Trail Blazers,128,Box Score,OT,"12,666",
"Fri, Oct 25, 1985",/boxscores/198510250SAC.html,,Los Angeles Clippers,108,Sacramento Kings,104,Box Score,,"10,333",
"Fri, Oct 25, 1985",/boxscores/198510250UTA.html,,Houston Rockets,112,Utah Jazz,108,Box Score,,"12,431",
"Fri, Oct 25, 1985",/boxscores/198510250ATL.html,,Washington Bullets,100,Atlanta Hawks,91,Box Score,,"10,129",
"Fri, Oct 25, 1985",/boxscores/198510250NJN.html,8:15p,Boston Celtics,109,New Jersey Nets,113,Box Score,OT,"13,095",
"Sat, Oct 26, 1985",/boxscores/198510260DEN.html,,Sacramento Kings,112,Denver Nuggets,123,Box Score,,"9,309",
"Sat, Oct 26, 1985",/boxscores/198510260SAS.html,,Los Angeles Lakers,121,San Antonio Spurs,116,Box Score,2OT,"10,875",
"Sat, Oct 26, 1985",/boxscores/198510260NYK.html,,Philadelphia 76ers,99,New York Knicks,89,Box Score,,"19,591",
"Sat, Oct 26, 1985",/boxscores/198510260MIL.html,,Atlanta Hawks,91,Milwaukee Bucks,117,Box Score,,"10,237",
"Sat, Oct 26, 1985",/boxscores/198510260LAC.html,,Houston Rockets,129,Los Angeles Clippers,130,Box Score,2OT,"7,656",
"Sat, Oct 26, 1985",/boxscores/198510260IND.html,,New Jersey Nets,92,Indiana Pacers,119,Box Score,,"15,856",
"Sat, Oct 26, 1985",/boxscores/198510260DAL.html,,Seattle SuperSonics,95,Dallas Mavericks,101,Box Score,,"17,007",
"Sat, Oct 26, 1985",/boxscores/198510260CLE.html,,Boston Celtics,105,Cleveland Cavaliers,100,Box Score,,"20,900",
"Sat, Oct 26, 1985",/boxscores/198510260CHI.html,,Detroit Pistons,118,Chicago Bulls,121,Box Score,,"15,137",
"Sun, Oct 27, 1985",/boxscores/198510270POR.html,,Golden State Warriors,99,Portland Trail Blazers,116,Box Score,,"12,666",
"Tue, Oct 29, 1985",/boxscores/198510290CLE.html,,Washington Bullets,97,Cleveland Cavaliers,90,Box Score,,"7,557",
"Tue, Oct 29, 1985",/boxscores/198510290SAS.html,,Utah Jazz,112,San Antonio Spurs,124,Box Score,,"5,213",
"Tue, Oct 29, 1985",/boxscores/198510290PHO.html,,Denver Nuggets,142,Phoenix Suns,127,Box Score,,"12,855",
"Tue, Oct 29, 1985",/boxscores/198510290MIL.html,,Philadelphia 76ers,117,Milwaukee Bucks,119,Box Score,,"10,175",
"Tue, Oct 29, 1985",/boxscores/198510290LAC.html,,Portland Trail Blazers,113,Los Angeles Clippers,119,Box Score,,"4,948",
"Tue, Oct 29, 1985",/boxscores/198510290HOU.html,,Seattle SuperSonics,99,Houston Rockets,111,Box Score,,"11,989",
"Tue, Oct 29, 1985",/boxscores/198510290GSW.html,,Chicago Bulls,111,Golden State Warriors,105,Box Score,,"11,210",
"Tue, Oct 29, 1985",/boxscores/198510290DET.html,,New Jersey Nets,107,Detroit Pistons,124,Box Score,,"8,430",
"Tue, Oct 29, 1985",/boxscores/198510290DAL.html,,Los Angeles Lakers,133,Dallas Mavericks,115,Box Score,,"17,007",
"Tue, Oct 29, 1985",/boxscores/198510290ATL.html,,New York Knicks,87,Atlanta Hawks,102,Box Score,,"9,901",
"Wed, Oct 30, 1985",/boxscores/198510300BOS.html,,Milwaukee Bucks,106,Boston Celtics,117,Box Score,,"14,890",
"Wed, Oct 30, 1985",/boxscores/198510300PHI.html,,Detroit Pistons,125,Philadelphia 76ers,132,Box Score,OT,"8,925",
"Wed, Oct 30, 1985",/boxscores/198510300UTA.html,,San Antonio Spurs,100,Utah Jazz,102,Box Score,,"9,376",
"Wed, Oct 30, 1985",/boxscores/198510300NJN.html,7:40p,Indiana Pacers,138,New Jersey Nets,147,Box Score,3OT,"8,027",
"Thu, Oct 31, 1985",/boxscores/198510310DEN.html,,Seattle SuperSonics,73,Denver Nuggets,90,Box Score,,"7,439",
"Thu, Oct 31, 1985",/boxscores/198510310GSW.html,,New York Knicks,104,Golden State Warriors,111,Box Score,,"12,181",
"Thu, Oct 31, 1985",/boxscores/198510310LAC.html,,Chicago Bulls,112,Los Angeles Clippers,120,Box Score,,"7,809",
"Thu, Oct 31, 1985",/boxscores/198510310PHO.html,,Los Angeles Lakers,144,Phoenix Suns,107,Box Score,,"11,661",
"Thu, Oct 31, 1985",/boxscores/198510310SAC.html,,Houston Rockets,116,Sacramento Kings,122,Box Score,,"10,333",
"Thu, Oct 31, 1985",/boxscores/198510310WSB.html,,Cleveland Cavaliers,114,Washington Bullets,107,Box Score,,"7,146",
"Fri, Nov 1, 1985",/boxscores/198511010BOS.html,,Atlanta Hawks,105,Boston Celtics,109,Box Score,,"14,890",
"Fri, Nov 1, 1985",/boxscores/198511010DET.html,,Indiana Pacers,116,Detroit Pistons,124,Box Score,,"10,464",
"Fri, Nov 1, 1985",/boxscores/198511010SAS.html,,Dallas Mavericks,107,San Antonio Spurs,116,Box Score,,"7,064",
"Fri, Nov 1, 1985",/boxscores/198511010UTA.html,,Phoenix Suns,110,Utah Jazz,121,Box Score,,"11,124",
"Fri, Nov 1, 1985",/boxscores/198511010NJN.html,7:44p,Philadelphia 76ers,102,New Jersey Nets,106,Box Score,,"12,124",
"Sat, Nov 2, 1985",/boxscores/198511020ATL.html,,Philadelphia 76ers,113,Atlanta Hawks,114,Box Score,OT,"12,214",
"Sat, Nov 2, 1985",/boxscores/198511020DAL.html,,Sacramento Kings,113,Dallas Mavericks,119,Box Score,,"16,373",
"Sat, Nov 2, 1985",/boxscores/198511020GSW.html,,Los Angeles Lakers,120,Golden State Warriors,116,Box Score,,"14,401",
"Sat, Nov 2, 1985",/boxscores/198511020HOU.html,,San Antonio Spurs,98,Houston Rockets,111,Box Score,,"12,747",
"Sat, Nov 2, 1985",/boxscores/198511020IND.html,,Detroit Pistons,128,Indiana Pacers,117,Box Score,,"16,904",
"Sat, Nov 2, 1985",/boxscores/198511020LAC.html,,New York Knicks,95,Los Angeles Clippers,103,Box Score,,"11,057",
"Sat, Nov 2, 1985",/boxscores/198511020MIL.html,,New Jersey Nets,113,Milwaukee Bucks,136,Box Score,,"11,052",
"Sat, Nov 2, 1985",/boxscores/198511020POR.html,,Utah Jazz,108,Portland Trail Blazers,128,Box Score,,"12,666",
"Sat, Nov 2, 1985",/boxscores/198511020SEA.html,,Chicago Bulls,100,Seattle SuperSonics,118,Box Score,,"12,369",
"Sat, Nov 2, 1985",/boxscores/198511020WSB.html,,Boston Celtics,88,Washington Bullets,73,Box Score,,"17,488",
"Sun, Nov 3, 1985",/boxscores/198511030CLE.html,,Milwaukee Bucks,120,Cleveland Cavaliers,110,Box Score,,"7,488",
"Sun, Nov 3, 1985",/boxscores/198511030POR.html,,New York Knicks,96,Portland Trail Blazers,110,Box Score,,"12,666",
"Tue, Nov 5, 1985",/boxscores/198511050DEN.html,,Atlanta Hawks,113,Denver Nuggets,128,Box Score,,"8,691",
"Tue, Nov 5, 1985",/boxscores/198511050HOU.html,,Portland Trail Blazers,113,Houston Rockets,127,Box Score,,"11,896",
"Tue, Nov 5, 1985",/boxscores/198511050LAL.html,,Cleveland Cavaliers,129,Los Angeles Lakers,111,Box Score,,"17,505",
"Tue, Nov 5, 1985",/boxscores/198511050MIL.html,,San Antonio Spurs,97,Milwaukee Bucks,126,Box Score,,"10,107",
"Tue, Nov 5, 1985",/boxscores/198511050SEA.html,,New York Knicks,80,Seattle SuperSonics,84,Box Score,,"12,451",
"Tue, Nov 5, 1985",/boxscores/198511050UTA.html,,Golden State Warriors,99,Utah Jazz,118,Box Score,,"9,794",
"Tue, Nov 5, 1985",/boxscores/198511050NJN.html,7:42p,Washington Bullets,106,New Jersey Nets,112,Box Score,,"8,649",
"Wed, Nov 6, 1985",/boxscores/198511060DAL.html,,Portland Trail Blazers,111,Dallas Mavericks,109,Box Score,,"16,455",
"Wed, Nov 6, 1985",/boxscores/198511060DET.html,,Chicago Bulls,105,Detroit Pistons,122,Box Score,,"13,156",
"Wed, Nov 6, 1985",/boxscores/198511060GSW.html,,Seattle SuperSonics,101,Golden State Warriors,105,Box Score,,"5,506",
"Wed, Nov 6, 1985",/boxscores/198511060PHI.html,,Indiana Pacers,97,Philadelphia 76ers,105,Box Score,,"10,121",
"Wed, Nov 6, 1985",/boxscores/198511060PHO.html,,Atlanta Hawks,114,Phoenix Suns,106,Box Score,,"9,805",
"Wed, Nov 6, 1985",/boxscores/198511060WSB.html,,San Antonio Spurs,81,Washington Bullets,80,Box Score,,"4,254",
"Thu, Nov 7, 1985",/boxscores/198511070DEN.html,,Dallas Mavericks,99,Denver Nuggets,131,Box Score,,"12,616",
"Thu, Nov 7, 1985",/boxscores/198511070HOU.html,,Los Angeles Clippers,115,Houston Rockets,137,Box Score,,"13,826",
"Thu, Nov 7, 1985",/boxscores/198511070NYK.html,,Milwaukee Bucks,92,New York Knicks,88,Box Score,,"12,862",
"Thu, Nov 7, 1985",/boxscores/198511070SAC.html,,Cleveland Cavaliers,95,Sacramento Kings,94,Box Score,,"10,333",
"Thu, Nov 7, 1985",/boxscores/198511070UTA.html,,Los Angeles Lakers,116,Utah Jazz,106,Box Score,,"12,631",
"Thu, Nov 7, 1985",/boxscores/198511070NJN.html,7:43p,Chicago Bulls,97,New Jersey Nets,106,Box Score,,"10,149",
"Fri, Nov 8, 1985",/boxscores/198511080BOS.html,,Phoenix Suns,101,Boston Celtics,125,Box Score,,"14,890",
"Fri, Nov 8, 1985",/boxscores/198511080GSW.html,,Atlanta Hawks,119,Golden State Warriors,130,Box Score,,"14,780",
"Fri, Nov 8, 1985",/boxscores/198511080LAL.html,,Denver Nuggets,99,Los Angeles Lakers,128,Box Score,,"16,573",
"Fri, Nov 8, 1985",/boxscores/198511080PHI.html,,San Antonio Spurs,107,Philadelphia 76ers,95,Box Score,,"13,212",
"Fri, Nov 8, 1985",/boxscores/198511080POR.html,,Seattle SuperSonics,88,Portland Trail Blazers,92,Box Score,,"12,666",
"Fri, Nov 8, 1985",/boxscores/198511080WSB.html,,Detroit Pistons,117,Washington Bullets,110,Box Score,,"10,311",
"Sat, Nov 9, 1985",/boxscores/198511090DAL.html,,Houston Rockets,115,Dallas Mavericks,110,Box Score,,"17,007",
"Sat, Nov 9, 1985",/boxscores/198511090DET.html,,Boston Celtics,124,Detroit Pistons,105,Box Score,,"25,148",
"Sat, Nov 9, 1985",/boxscores/198511090IND.html,,Phoenix Suns,105,Indiana Pacers,127,Box Score,,"10,168",
"Sat, Nov 9, 1985",/boxscores/198511090LAC.html,,Atlanta Hawks,97,Los Angeles Clippers,94,Box Score,,"8,716",
"Sat, Nov 9, 1985",/boxscores/198511090NYK.html,,Chicago Bulls,97,New York Knicks,94,Box Score,,"18,737",
"Sat, Nov 9, 1985",/boxscores/198511090SAC.html,,Seattle SuperSonics,93,Sacramento Kings,98,Box Score,,"10,333",
"Sat, Nov 9, 1985",/boxscores/198511090UTA.html,,Cleveland Cavaliers,114,Utah Jazz,121,Box Score,,"10,573",
"Sat, Nov 9, 1985",/boxscores/198511090NJN.html,7:43p,Milwaukee Bucks,123,New Jersey Nets,126,Box Score,,"10,388",
"Sun, Nov 10, 1985",/boxscores/198511100GSW.html,,Sacramento Kings,111,Golden State Warriors,117,Box Score,,"11,568",
