b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Sat, Oct 15, 1966",/boxscores/196610150BOS.html,San Francisco Warriors,113,Boston Celtics,121,Box Score,,,
"Sat, Oct 15, 1966",/boxscores/196610150BAL.html,Los Angeles Lakers,126,Baltimore Bullets,115,Box Score,,,
"Sat, Oct 15, 1966",/boxscores/196610150STL.html,Chicago Bulls,104,St. Louis Hawks,97,Box Score,,,
"Sat, Oct 15, 1966",/boxscores/196610150PHI.html,New York Knicks,112,Philadelphia 76ers,128,Box Score,,,
"Sat, Oct 15, 1966",/boxscores/196610150CIN.html,Detroit Pistons,99,Cincinnati Royals,103,Box Score,,,
"Tue, Oct 18, 1966",/boxscores/196610180CHI.html,San Francisco Warriors,116,Chicago Bulls,119,Box Score,,,
"Tue, Oct 18, 1966",/boxscores/196610180DET.html,Cincinnati Royals,112,Detroit Pistons,114,Box Score,,,
"Tue, Oct 18, 1966",/boxscores/196610180NYK.html,Los Angeles Lakers,119,New York Knicks,122,Box Score,,,
"Wed, Oct 19, 1966",/boxscores/196610190BAL.html,New York Knicks,131,Baltimore Bullets,109,Box Score,,,
"Wed, Oct 19, 1966",/boxscores/196610190CHI.html,Los Angeles Lakers,124,Chicago Bulls,134,Box Score,,,
"Thu, Oct 20, 1966",/boxscores/196610200CHI.html,San Francisco Warriors,121,Chicago Bulls,111,Box Score,,,"at San Jose, CA"
"Thu, Oct 20, 1966",/boxscores/196610200DET.html,St. Louis Hawks,113,Detroit Pistons,105,Box Score,,,
"Fri, Oct 21, 1966",/boxscores/196610210BOS.html,Baltimore Bullets,91,Boston Celtics,111,Box Score,,,
"Fri, Oct 21, 1966",/boxscores/196610210LAL.html,Chicago Bulls,108,Los Angeles Lakers,101,Box Score,,,
"Fri, Oct 21, 1966",/boxscores/196610210PHI.html,St. Louis Hawks,110,Philadelphia 76ers,119,Box Score,,,
"Fri, Oct 21, 1966",/boxscores/196610210SFW.html,Detroit Pistons,119,San Francisco Warriors,136,Box Score,,,
"Sat, Oct 22, 1966",/boxscores/196610220STL.html,Cincinnati Royals,123,St. Louis Hawks,133,Box Score,OT,,
"Sat, Oct 22, 1966",/boxscores/196610220NYK.html,Boston Celtics,126,New York Knicks,97,Box Score,,,
"Sat, Oct 22, 1966",/boxscores/196610220BAL.html,Philadelphia 76ers,141,Baltimore Bullets,112,Box Score,,,
"Sun, Oct 23, 1966",/boxscores/196610230CHI.html,New York Knicks,124,Chicago Bulls,105,Box Score,,,
"Sun, Oct 23, 1966",/boxscores/196610230DET.html,San Francisco Warriors,110,Detroit Pistons,119,Box Score,,,"at Seattle, WA"
"Tue, Oct 25, 1966",/boxscores/196610250PHI.html,Baltimore Bullets,110,Philadelphia 76ers,130,Box Score,,,
"Wed, Oct 26, 1966",/boxscores/196610260BAL.html,Cincinnati Royals,116,Baltimore Bullets,122,Box Score,,,
"Wed, Oct 26, 1966",/boxscores/196610260LAL.html,New York Knicks,133,Los Angeles Lakers,122,Box Score,,,
"Thu, Oct 27, 1966",/boxscores/196610270BOS.html,Chicago Bulls,100,Boston Celtics,123,Box Score,,,"at Providence, RI"
"Thu, Oct 27, 1966",/boxscores/196610270CIN.html,St. Louis Hawks,118,Cincinnati Royals,121,Box Score,,,
"Fri, Oct 28, 1966",/boxscores/196610280BAL.html,San Francisco Warriors,105,Baltimore Bullets,104,Box Score,,,
"Fri, Oct 28, 1966",/boxscores/196610280CHI.html,Detroit Pistons,129,Chicago Bulls,117,Box Score,,,"at Fort Wayne, IN"
"Fri, Oct 28, 1966",/boxscores/196610280LAL.html,New York Knicks,114,Los Angeles Lakers,124,Box Score,,,
"Sat, Oct 29, 1966",/boxscores/196610290CIN.html,San Francisco Warriors,127,Cincinnati Royals,115,Box Score,,,
"Sat, Oct 29, 1966",/boxscores/196610290DET.html,Baltimore Bullets,97,Detroit Pistons,103,Box Score,,,
