b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 10, 1980",/boxscores/198010100BOS.html,Cleveland Cavaliers,103,Boston Celtics,130,Box Score,,"15,320",
"Fri, Oct 10, 1980",/boxscores/198010100DEN.html,San Antonio Spurs,113,Denver Nuggets,112,Box Score,,"10,027",
"Fri, Oct 10, 1980",/boxscores/198010100DET.html,Washington Bullets,95,Detroit Pistons,85,Box Score,,"9,129",
"Fri, Oct 10, 1980",/boxscores/198010100NJN.html,Indiana Pacers,110,New Jersey Nets,91,Box Score,,"6,661",
"Fri, Oct 10, 1980",/boxscores/198010100PHI.html,Milwaukee Bucks,106,Philadelphia 76ers,103,Box Score,,"15,136",
"Fri, Oct 10, 1980",/boxscores/198010100PHO.html,Golden State Warriors,101,Phoenix Suns,121,Box Score,,"11,590",
"Fri, Oct 10, 1980",/boxscores/198010100SDC.html,Houston Rockets,104,San Diego Clippers,120,Box Score,,"5,623",
"Fri, Oct 10, 1980",/boxscores/198010100SEA.html,Los Angeles Lakers,99,Seattle SuperSonics,98,Box Score,,"35,233",
"Fri, Oct 10, 1980",/boxscores/198010100UTA.html,Portland Trail Blazers,86,Utah Jazz,96,Box Score,,"8,150",
"Sat, Oct 11, 1980",/boxscores/198010110ATL.html,Chicago Bulls,93,Atlanta Hawks,101,Box Score,,"11,275",
"Sat, Oct 11, 1980",/boxscores/198010110CLE.html,New Jersey Nets,99,Cleveland Cavaliers,96,Box Score,,"5,731",
"Sat, Oct 11, 1980",/boxscores/198010110DAL.html,San Antonio Spurs,92,Dallas Mavericks,103,Box Score,,"10,373",
"Sat, Oct 11, 1980",/boxscores/198010110GSW.html,San Diego Clippers,91,Golden State Warriors,104,Box Score,,"8,024",
"Sat, Oct 11, 1980",/boxscores/198010110IND.html,Detroit Pistons,87,Indiana Pacers,100,Box Score,,"9,756",
"Sat, Oct 11, 1980",/boxscores/198010110KCK.html,Utah Jazz,91,Kansas City Kings,98,Box Score,,"7,342",
