,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Gary Alcorn,C,24.0,LAL,20.0,0.0,174.0,2.5,8.3,0.3,0.0,0.0,0.0,2.5,8.3,0.3,1.4,1.7,0.875,0.0,0.0,10.3,0.4,0.0,0.0,0.0,9.7,6.4
1,Paul Arizin*,SF,32.0,PHW,79.0,0.0,2935.0,8.0,18.8,0.425,0.0,0.0,0.0,8.0,18.8,0.425,6.5,7.8,0.833,0.0,0.0,8.4,2.3,0.0,0.0,0.0,4.1,22.5
2,Al Attles*,PG,24.0,PHW,77.0,0.0,1544.0,5.2,12.7,0.409,0.0,0.0,0.0,5.2,12.7,0.409,2.3,3.8,0.599,0.0,0.0,5.0,4.1,0.0,0.0,0.0,5.5,12.6
3,Dick Barnett,SG,24.0,SYR,78.0,0.0,2070.0,9.4,20.8,0.452,0.0,0.0,0.0,9.4,20.8,0.452,4.2,5.9,0.712,0.0,0.0,4.9,3.8,0.0,0.0,0.0,2.9,23.0
4,Elgin Baylor*,SF,26.0,LAL,73.0,0.0,3133.0,10.7,24.9,0.43,0.0,0.0,0.0,10.7,24.9,0.43,7.8,9.9,0.783,0.0,0.0,16.6,4.3,0.0,0.0,0.0,3.2,29.2
5,Ernie Beck,SG,29.0,TOT,10.0,0.0,82.0,4.4,12.7,0.345,0.0,0.0,0.0,4.4,12.7,0.345,2.6,3.1,0.857,0.0,0.0,10.1,6.6,0.0,0.0,0.0,4.4,11.4
6,Ernie Beck,SG,29.0,STL,7.0,0.0,62.0,4.1,12.2,0.333,0.0,0.0,0.0,4.1,12.2,0.333,2.9,2.9,1.0,0.0,0.0,7.0,7.5,0.0,0.0,0.0,3.5,11.0
7,Ernie Beck,SG,29.0,SYR,3.0,0.0,20.0,5.4,14.4,0.375,0.0,0.0,0.0,5.4,14.4,0.375,1.8,3.6,0.5,0.0,0.0,19.8,3.6,0.0,0.0,0.0,7.2,12.6
8,Whitey Bell,PG,28.0,NYK,5.0,0.0,45.0,5.6,14.4,0.389,0.0,0.0,0.0,5.6,14.4,0.389,0.8,2.4,0.333,0.0,0.0,5.6,0.8,0.0,0.0,0.0,5.6,12.0
9,Al Bianchi,PG,28.0,SYR,52.0,0.0,667.0,6.4,18.5,0.345,0.0,0.0,0.0,6.4,18.5,0.345,3.2,4.7,0.69,0.0,0.0,5.7,5.0,0.0,0.0,0.0,7.4,16.0
10,Bucky Bockhorn,SG,27.0,CIN,79.0,0.0,2669.0,5.7,14.3,0.397,0.0,0.0,0.0,5.7,14.3,0.397,2.1,2.8,0.731,0.0,0.0,5.9,4.6,0.0,0.0,0.0,3.8,13.4
11,Bob Boozer,PF,23.0,CIN,79.0,0.0,1573.0,5.7,13.8,0.415,0.0,0.0,0.0,5.7,13.8,0.415,3.8,5.7,0.672,0.0,0.0,11.2,2.5,0.0,0.0,0.0,4.4,15.2
12,Carl Braun*,PG,33.0,NYK,15.0,0.0,218.0,6.1,13.0,0.468,0.0,0.0,0.0,6.1,13.0,0.468,1.8,2.3,0.786,0.0,0.0,5.1,7.9,0.0,0.0,0.0,4.8,14.0
