,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,PF,23.0,MIL,80.0,0.0,20.5,3.0,6.8,0.434,0.0,0.0,0.0,3.0,6.8,0.434,0.434,1.5,2.3,0.643,0.0,0.0,7.5,0.8,0.0,0.0,0.0,2.1,7.4
1,Kareem Abdul-Jabbar*,C,22.0,MIL,82.0,0.0,43.1,11.4,22.1,0.518,0.0,0.0,0.0,11.4,22.1,0.518,0.518,5.9,9.1,0.653,0.0,0.0,14.5,4.1,0.0,0.0,0.0,3.5,28.8
2,Rick Adelman,PG,23.0,SDR,35.0,0.0,20.5,2.7,7.1,0.389,0.0,0.0,0.0,2.7,7.1,0.389,0.389,1.9,2.6,0.747,0.0,0.0,2.3,3.2,0.0,0.0,0.0,2.6,7.4
3,Lucius Allen,PG,22.0,SEA,81.0,0.0,22.4,3.8,8.5,0.442,0.0,0.0,0.0,3.8,8.5,0.442,0.442,2.2,3.1,0.731,0.0,0.0,2.6,4.2,0.0,0.0,0.0,2.5,9.8
4,Wally Anderzunas,SF,24.0,CIN,44.0,0.0,8.4,1.5,3.8,0.392,0.0,0.0,0.0,1.5,3.8,0.392,0.392,0.7,1.0,0.63,0.0,0.0,1.9,0.2,0.0,0.0,0.0,1.1,3.6
5,John Arthurs,G,22.0,MIL,11.0,0.0,7.8,1.1,3.2,0.343,0.0,0.0,0.0,1.1,3.2,0.343,0.343,1.0,1.4,0.733,0.0,0.0,1.3,1.5,0.0,0.0,0.0,1.4,3.2
6,Al Attles*,PG,33.0,SFW,45.0,0.0,15.0,1.7,4.5,0.386,0.0,0.0,0.0,1.7,4.5,0.386,0.386,1.7,2.5,0.664,0.0,0.0,1.6,3.2,0.0,0.0,0.0,2.3,5.1
7,Jim Barnes,C,28.0,BOS,77.0,0.0,13.6,2.3,5.6,0.41,0.0,0.0,0.0,2.3,5.6,0.41,0.41,1.2,1.7,0.742,0.0,0.0,4.5,0.7,0.0,0.0,0.0,3.0,5.9
8,Dick Barnett,SG,33.0,NYK,82.0,0.0,33.8,6.0,12.7,0.475,0.0,0.0,0.0,6.0,12.7,0.475,0.475,2.8,4.0,0.714,0.0,0.0,2.7,3.6,0.0,0.0,0.0,2.7,14.9
9,Jim Barnett,SG,25.0,SDR,80.0,0.0,26.3,5.6,12.5,0.451,0.0,0.0,0.0,5.6,12.5,0.451,0.451,3.6,4.6,0.79,0.0,0.0,3.8,3.6,0.0,0.0,0.0,2.8,14.9
