,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,C,26.0,OKC,48.0,48.0,27.0,4.4,7.6,0.585,0.0,0.0,0.0,4.4,7.5,0.588,0.585,1.8,3.1,0.592,3.3,5.9,9.3,2.6,0.7,1.1,1.5,2.0,10.7
1,Bam Adebayo,PF,22.0,MIA,54.0,54.0,34.5,6.2,10.7,0.579,0.0,0.2,0.091,6.2,10.5,0.588,0.58,3.4,5.1,0.681,2.6,7.8,10.4,4.9,1.2,1.2,2.7,2.4,15.8
2,LaMarcus Aldridge,C,34.0,SAS,50.0,50.0,33.2,7.4,14.9,0.501,1.2,2.9,0.407,6.3,12.0,0.523,0.54,3.0,3.6,0.83,2.0,5.6,7.6,2.4,0.6,1.6,1.4,2.4,19.1
3,Nickeil Alexander-Walker,SG,21.0,NOP,41.0,0.0,12.2,1.9,5.5,0.339,1.0,2.9,0.342,0.9,2.7,0.336,0.427,0.4,0.7,0.607,0.2,1.8,2.0,1.8,0.3,0.2,1.0,1.1,5.1
4,Grayson Allen,SG,24.0,MEM,30.0,0.0,16.6,2.6,5.9,0.449,1.1,3.0,0.363,1.5,2.8,0.541,0.543,1.0,1.2,0.857,0.2,2.0,2.2,1.4,0.2,0.0,0.8,1.2,7.4
5,Jarrett Allen,C,21.0,BRK,53.0,49.0,26.6,4.3,6.7,0.641,0.0,0.1,0.0,4.3,6.6,0.651,0.641,2.4,3.8,0.631,3.1,6.6,9.7,1.4,0.6,1.5,1.1,2.4,11.1
6,Kadeem Allen,SG,27.0,NYK,10.0,0.0,11.7,1.9,4.4,0.432,0.5,1.6,0.313,1.4,2.8,0.5,0.489,0.7,1.1,0.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0
7,Al-Farouq Aminu,PF,29.0,ORL,18.0,2.0,21.1,1.4,4.8,0.291,0.5,2.0,0.25,0.9,2.8,0.32,0.343,1.1,1.6,0.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3
8,Justin Anderson,SF,26.0,BRK,3.0,0.0,5.7,0.3,2.0,0.167,0.0,1.0,0.0,0.3,1.0,0.333,0.167,0.3,0.7,0.5,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.7,1.0
9,Kyle Anderson,PF,26.0,MEM,48.0,9.0,18.1,2.2,4.4,0.498,0.2,0.9,0.195,2.0,3.6,0.57,0.516,0.7,1.1,0.648,0.9,3.2,4.1,2.1,0.8,0.5,0.9,1.5,5.3
10,Ryan Anderson,PF,31.0,HOU,2.0,0.0,7.0,1.0,3.5,0.286,0.5,2.5,0.2,0.5,1.0,0.5,0.357,0.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5
11,Giannis Antetokounmpo,PF,25.0,MIL,48.0,48.0,30.9,11.0,20.1,0.549,1.5,4.9,0.313,9.5,15.2,0.625,0.587,6.4,10.4,0.614,2.5,11.0,13.5,5.8,1.1,1.1,3.7,3.1,30.0
12,Kostas Antetokounmpo,PF,22.0,LAL,3.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0
13,Thanasis Antetokounmpo,SF,27.0,MIL,15.0,1.0,4.1,0.9,1.5,0.565,0.0,0.2,0.0,0.9,1.3,0.65,0.565,0.3,0.6,0.444,0.4,0.1,0.5,0.4,0.1,0.1,0.3,0.6,2.0
14,Carmelo Anthony,PF,35.0,POR,40.0,40.0,32.5,5.8,13.9,0.414,1.4,3.9,0.35,4.4,10.0,0.439,0.463,2.2,2.6,0.837,1.3,5.3,6.6,1.5,0.8,0.5,1.8,3.0,15.1
15,OG Anunoby,SF,22.0,TOR,54.0,53.0,29.1,4.1,8.2,0.499,1.3,3.4,0.372,2.8,4.8,0.588,0.576,0.8,1.2,0.662,1.1,4.3,5.4,1.5,1.2,0.6,1.2,2.4,10.2
16,Ryan Arcidiacono,PG,25.0,CHI,51.0,0.0,15.0,1.5,3.5,0.411,0.9,2.2,0.407,0.5,1.3,0.418,0.539,0.4,0.5,0.714,0.3,1.4,1.7,1.5,0.4,0.1,0.6,1.6,4.2
17,Trevor Ariza,SF,34.0,TOT,43.0,11.0,26.5,2.4,5.7,0.427,1.3,3.7,0.363,1.1,2.0,0.547,0.545,0.8,1.0,0.833,0.7,3.9,4.6,1.6,1.3,0.3,0.9,2.0,7.0
18,Trevor Ariza,SF,34.0,SAC,32.0,0.0,24.7,2.0,5.2,0.388,1.3,3.8,0.352,0.7,1.3,0.488,0.518,0.7,0.8,0.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0
19,Trevor Ariza,SF,34.0,POR,11.0,11.0,31.5,3.7,7.4,0.506,1.4,3.5,0.395,2.4,3.9,0.605,0.599,1.3,1.4,0.933,0.6,3.9,4.5,1.7,1.7,0.4,0.8,2.2,10.1
20,D.J. Augustin,PG,32.0,ORL,39.0,6.0,26.0,3.3,8.4,0.393,1.2,3.5,0.346,2.1,4.9,0.426,0.465,2.9,3.3,0.877,0.4,2.1,2.4,4.7,0.7,0.0,1.4,1.1,10.7
