,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Alaa Abdelnaby,PF,24.0,TOT,75.0,52.0,1311.0,9.4,18.2,0.518,0.0,0.0,0.0,9.4,18.2,0.519,3.4,4.5,0.759,4.9,8.1,13.0,1.0,1.0,1.0,3.7,7.3,22.3,0.0,104.0,108.0
1,Alaa Abdelnaby,PF,24.0,MIL,12.0,0.0,159.0,8.2,17.6,0.464,0.0,0.3,0.0,8.2,17.3,0.473,3.8,5.0,0.75,3.8,7.9,11.6,3.1,1.9,1.3,4.1,7.5,20.1,0.0,97.0,108.0
2,Alaa Abdelnaby,PF,24.0,BOS,63.0,52.0,1152.0,9.6,18.3,0.525,0.0,0.0,0.0,9.6,18.3,0.525,3.3,4.4,0.76,5.0,8.2,13.2,0.7,0.8,1.0,3.7,7.2,22.6,0.0,105.0,108.0
3,Mahmoud Abdul-Rauf,PG,23.0,DEN,81.0,81.0,2710.0,11.2,25.0,0.45,1.2,3.5,0.355,10.0,21.5,0.465,3.9,4.1,0.935,0.9,3.1,4.0,6.1,1.5,0.1,3.3,3.2,27.6,0.0,107.0,110.0
4,Mark Acres,C,30.0,TOT,18.0,7.0,269.0,4.8,9.0,0.531,0.2,0.4,0.5,4.6,8.6,0.532,2.0,2.9,0.688,4.8,7.5,12.3,0.9,0.5,1.1,2.4,6.2,11.7,0.0,107.0,111.0
5,Mark Acres,C,30.0,HOU,6.0,0.0,23.0,4.4,19.9,0.222,2.2,4.4,0.5,2.2,15.5,0.143,2.2,4.4,0.5,4.4,8.8,13.3,0.0,0.0,0.0,4.4,4.4,13.3,0.0,65.0,108.0
6,Mark Acres,C,30.0,WSB,12.0,7.0,246.0,4.8,8.0,0.6,0.0,0.0,0.0,4.8,8.0,0.6,2.0,2.8,0.714,4.8,7.4,12.2,1.0,0.6,1.2,2.2,6.4,11.6,0.0,115.0,112.0
7,Michael Adams,PG,30.0,WSB,70.0,70.0,2499.0,7.2,16.3,0.439,1.3,4.2,0.321,5.8,12.2,0.48,4.7,5.4,0.856,1.0,3.7,4.7,10.3,2.0,0.1,3.4,2.9,20.4,0.0,110.0,113.0
8,Rafael Addison,SF,28.0,NJN,68.0,15.0,1164.0,7.8,17.6,0.443,0.3,1.5,0.206,7.5,16.2,0.464,2.4,3.0,0.814,1.9,3.7,5.7,2.3,1.0,0.5,2.7,5.4,18.4,0.0,98.0,109.0
9,Mark Aguirre,SF,33.0,DET,51.0,15.0,1056.0,9.1,20.6,0.443,1.5,4.0,0.361,7.7,16.5,0.463,4.8,6.3,0.767,2.1,5.3,7.4,5.1,0.8,0.3,3.3,4.9,24.5,0.0,108.0,111.0
10,Danny Ainge,SG,33.0,PHO,80.0,0.0,2163.0,7.5,16.2,0.462,3.3,8.3,0.403,4.2,8.0,0.522,2.7,3.2,0.848,1.1,3.7,4.8,5.8,1.5,0.2,2.5,3.9,21.1,0.0,120.0,110.0
11,Victor Alexander,C,23.0,GSW,72.0,59.0,1753.0,9.5,18.4,0.516,0.3,0.6,0.455,9.2,17.7,0.518,3.1,4.5,0.685,3.6,7.9,11.6,2.6,0.9,1.5,3.3,6.0,22.3,0.0,107.0,110.0
12,Eric Anderson,PF,22.0,NYK,16.0,0.0,44.0,5.8,20.8,0.278,0.0,0.0,0.0,5.8,20.8,0.278,12.7,15.0,0.846,6.9,9.2,16.2,3.5,3.5,1.2,5.8,16.2,24.2,0.0,94.0,93.0
13,Kenny Anderson,PG,22.0,NJN,55.0,55.0,2010.0,9.2,21.1,0.435,0.2,0.6,0.28,9.0,20.5,0.44,4.5,5.8,0.776,1.3,4.4,5.6,11.2,2.4,0.3,3.8,3.5,23.1,0.0,106.0,106.0
14,Nick Anderson,SG,25.0,ORL,79.0,76.0,2920.0,10.1,22.6,0.449,1.5,4.3,0.353,8.6,18.4,0.471,5.1,6.9,0.741,2.1,6.1,8.1,4.5,2.2,1.0,2.8,3.4,26.9,0.0,109.0,106.0
15,Ron Anderson,SF,34.0,PHI,69.0,0.0,1263.0,8.7,21.0,0.414,1.5,4.6,0.325,7.2,16.4,0.439,2.8,3.4,0.809,2.4,4.7,7.1,3.6,1.2,0.2,2.4,2.9,21.7,0.0,99.0,113.0
16,Willie Anderson,SG,26.0,SAS,38.0,7.0,560.0,7.2,16.7,0.43,0.1,0.7,0.125,7.1,16.0,0.444,2.0,2.5,0.786,0.6,4.5,5.1,7.1,1.3,0.5,4.0,4.7,16.4,0.0,91.0,110.0
17,Greg Anthony,PG,25.0,NYK,70.0,35.0,1699.0,5.2,12.5,0.415,0.1,0.9,0.133,5.1,11.6,0.437,3.2,4.8,0.673,1.3,3.8,5.1,11.9,3.4,0.4,3.1,4.2,13.7,0.0,105.0,99.0
