b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Thu, Oct 21, 1976",/boxscores/197610210ATL.html,Houston Rockets,120,Atlanta Hawks,104,Box Score,,,
"Thu, Oct 21, 1976",/boxscores/197610210IND.html,Boston Celtics,129,Indiana Pacers,122,Box Score,OT,,
"Thu, Oct 21, 1976",/boxscores/197610210MIL.html,Buffalo Braves,133,Milwaukee Bucks,112,Box Score,,,
"Thu, Oct 21, 1976",/boxscores/197610210NYK.html,Los Angeles Lakers,97,New York Knicks,102,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220WSB.html,Los Angeles Lakers,103,Washington Bullets,84,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220PHI.html,San Antonio Spurs,121,Philadelphia 76ers,118,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220NOJ.html,Phoenix Suns,98,New Orleans Jazz,111,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220KCK.html,Detroit Pistons,99,Kansas City Kings,96,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220IND.html,Denver Nuggets,123,Indiana Pacers,110,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220GSW.html,New York Nets,104,Golden State Warriors,103,Box Score,,,
"Fri, Oct 22, 1976",/boxscores/197610220CLE.html,Chicago Bulls,95,Cleveland Cavaliers,106,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230POR.html,New York Nets,104,Portland Trail Blazers,114,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230NYK.html,San Antonio Spurs,98,New York Knicks,117,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230MIL.html,Boston Celtics,111,Milwaukee Bucks,107,Box Score,OT,,
"Sat, Oct 23, 1976",/boxscores/197610230HOU.html,Phoenix Suns,126,Houston Rockets,129,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230DET.html,Washington Bullets,98,Detroit Pistons,97,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230DEN.html,Kansas City Kings,99,Denver Nuggets,120,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230CHI.html,Indiana Pacers,97,Chicago Bulls,102,Box Score,,,
"Sat, Oct 23, 1976",/boxscores/197610230BUF.html,Philadelphia 76ers,105,Buffalo Braves,108,Box Score,,,
"Sun, Oct 24, 1976",/boxscores/197610240SEA.html,New York Nets,93,Seattle SuperSonics,104,Box Score,,,
"Sun, Oct 24, 1976",/boxscores/197610240CLE.html,Los Angeles Lakers,95,Cleveland Cavaliers,100,Box Score,,,
"Sun, Oct 24, 1976",/boxscores/197610240ATL.html,Milwaukee Bucks,91,Atlanta Hawks,115,Box Score,,,
"Tue, Oct 26, 1976",/boxscores/197610260POR.html,Golden State Warriors,96,Portland Trail Blazers,110,Box Score,,,
"Tue, Oct 26, 1976",/boxscores/197610260NYK.html,Buffalo Braves,104,New York Knicks,118,Box Score,,,
"Tue, Oct 26, 1976",/boxscores/197610260NOJ.html,Philadelphia 76ers,111,New Orleans Jazz,101,Box Score,,,
"Tue, Oct 26, 1976",/boxscores/197610260KCK.html,Los Angeles Lakers,115,Kansas City Kings,117,Box Score,OT,,
"Tue, Oct 26, 1976",/boxscores/197610260IND.html,Seattle SuperSonics,90,Indiana Pacers,120,Box Score,,,
"Tue, Oct 26, 1976",/boxscores/197610260CHI.html,Milwaukee Bucks,88,Chicago Bulls,90,Box Score,,,
"Tue, Oct 26, 1976",/boxscores/197610260ATL.html,San Antonio Spurs,114,Atlanta Hawks,122,Box Score,,,
"Wed, Oct 27, 1976",/boxscores/197610270DET.html,Seattle SuperSonics,92,Detroit Pistons,106,Box Score,,,
"Wed, Oct 27, 1976",/boxscores/197610270HOU.html,Philadelphia 76ers,116,Houston Rockets,94,Box Score,,,
"Wed, Oct 27, 1976",/boxscores/197610270NYN.html,Washington Bullets,93,New York Nets,96,Box Score,,,
"Wed, Oct 27, 1976",/boxscores/197610270SAS.html,Phoenix Suns,106,San Antonio Spurs,115,Box Score,,,
"Thu, Oct 28, 1976",/boxscores/197610280GSW.html,Portland Trail Blazers,92,Golden State Warriors,112,Box Score,,,
"Thu, Oct 28, 1976",/boxscores/197610280DEN.html,Milwaukee Bucks,100,Denver Nuggets,119,Box Score,,,
"Thu, Oct 28, 1976",/boxscores/197610280CLE.html,New York Knicks,90,Cleveland Cavaliers,114,Box Score,,,
"Thu, Oct 28, 1976",/boxscores/197610280BOS.html,Buffalo Braves,105,Boston Celtics,112,Box Score,,,"at Hartford, CT"
"Fri, Oct 29, 1976",/boxscores/197610290SEA.html,Detroit Pistons,103,Seattle SuperSonics,106,Box Score,,,
"Fri, Oct 29, 1976",/boxscores/197610290NYN.html,Indiana Pacers,90,New York Nets,89,Box Score,,,
"Fri, Oct 29, 1976",/boxscores/197610290NOJ.html,Washington Bullets,93,New Orleans Jazz,111,Box Score,,,
"Fri, Oct 29, 1976",/boxscores/197610290LAL.html,Atlanta Hawks,101,Los Angeles Lakers,118,Box Score,,,
"Fri, Oct 29, 1976",/boxscores/197610290KCK.html,San Antonio Spurs,102,Kansas City Kings,130,Box Score,,,
"Fri, Oct 29, 1976",/boxscores/197610290CHI.html,Phoenix Suns,95,Chicago Bulls,82,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300SAS.html,Boston Celtics,126,San Antonio Spurs,117,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300POR.html,Detroit Pistons,97,Portland Trail Blazers,131,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300PHI.html,New York Nets,80,Philadelphia 76ers,104,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300NYK.html,New Orleans Jazz,115,New York Knicks,112,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300MIL.html,Chicago Bulls,74,Milwaukee Bucks,102,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300IND.html,Kansas City Kings,102,Indiana Pacers,112,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300HOU.html,Washington Bullets,92,Houston Rockets,105,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300GSW.html,Atlanta Hawks,106,Golden State Warriors,114,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300DEN.html,Phoenix Suns,107,Denver Nuggets,113,Box Score,,,
"Sat, Oct 30, 1976",/boxscores/197610300BUF.html,Cleveland Cavaliers,109,Buffalo Braves,105,Box Score,,,
"Sun, Oct 31, 1976",/boxscores/197610310CLE.html,New Orleans Jazz,92,Cleveland Cavaliers,106,Box Score,,,
"Sun, Oct 31, 1976",/boxscores/197610310LAL.html,Detroit Pistons,101,Los Angeles Lakers,121,Box Score,,,
"Sun, Oct 31, 1976",/boxscores/197610310SEA.html,Atlanta Hawks,112,Seattle SuperSonics,126,Box Score,,,
"Mon, Nov 1, 1976",/boxscores/197611010KCK.html,New York Knicks,101,Kansas City Kings,105,Box Score,,,
"Mon, Nov 1, 1976",/boxscores/197611010NYN.html,Cleveland Cavaliers,82,New York Nets,75,Box Score,,,
"Tue, Nov 2, 1976",/boxscores/197611020GSW.html,Detroit Pistons,98,Golden State Warriors,111,Box Score,,,
"Tue, Nov 2, 1976",/boxscores/197611020MIL.html,Seattle SuperSonics,113,Milwaukee Bucks,125,Box Score,,,
"Tue, Nov 2, 1976",/boxscores/197611020NOJ.html,Boston Celtics,97,New Orleans Jazz,115,Box Score,,,
"Tue, Nov 2, 1976",/boxscores/197611020POR.html,Atlanta Hawks,116,Portland Trail Blazers,129,Box Score,,,
"Wed, Nov 3, 1976",/boxscores/197611030DEN.html,New York Knicks,110,Denver Nuggets,119,Box Score,,,
"Wed, Nov 3, 1976",/boxscores/197611030HOU.html,Boston Celtics,111,Houston Rockets,117,Box Score,OT,,
"Wed, Nov 3, 1976",/boxscores/197611030IND.html,San Antonio Spurs,97,Indiana Pacers,113,Box Score,,,
"Wed, Nov 3, 1976",/boxscores/197611030KCK.html,Seattle SuperSonics,106,Kansas City Kings,126,Box Score,,,
"Wed, Nov 3, 1976",/boxscores/197611030NYN.html,Buffalo Braves,96,New York Nets,100,Box Score,,,
"Wed, Nov 3, 1976",/boxscores/197611030WSB.html,Milwaukee Bucks,105,Washington Bullets,117,Box Score,,,
"Thu, Nov 4, 1976",/boxscores/197611040ATL.html,Chicago Bulls,87,Atlanta Hawks,97,Box Score,,,
