,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Gary Alcorn,C,24.0,LAL,20.0,174.0,2.5,0.356,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,-0.002,0.0,0.0,0.0,0.0
1,Paul Arizin*,SF,32.0,PHW,79.0,2935.0,17.1,0.506,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.0,9.7,0.159,0.0,0.0,0.0,0.0
2,Al Attles*,PG,24.0,PHW,77.0,1544.0,8.8,0.44,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,1.9,0.058,0.0,0.0,0.0,0.0
3,Dick Barnett,SG,24.0,SYR,78.0,2070.0,17.1,0.492,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.7,5.8,0.135,0.0,0.0,0.0,0.0
4,Elgin Baylor*,SF,26.0,LAL,73.0,3133.0,28.2,0.498,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.7,14.8,0.227,0.0,0.0,0.0,0.0
5,Ernie Beck,SG,29.0,TOT,10.0,82.0,12.5,0.405,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.064,0.0,0.0,0.0,0.0
6,Ernie Beck,SG,29.0,STL,7.0,62.0,12.1,0.409,0.0,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.071,0.0,0.0,0.0,0.0
7,Ernie Beck,SG,29.0,SYR,3.0,20.0,13.6,0.394,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0
8,Whitey Bell,PG,28.0,NYK,5.0,45.0,4.8,0.388,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.043,0.0,0.0,0.0,0.0
9,Al Bianchi,PG,28.0,SYR,52.0,667.0,8.8,0.389,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.6,-0.1,-0.01,0.0,0.0,0.0,0.0
