,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alaa Abdelnaby,PF,25.0,BOS,13.0,0.0,159.0,5.4,12.5,0.436,0.0,0.0,0.0,5.4,12.5,0.436,3.6,5.7,0.64,2.7,7.7,10.4,0.7,0.5,0.7,3.8,4.5,14.5
1,Mahmoud Abdul-Rauf,PG,24.0,DEN,80.0,78.0,2617.0,8.1,17.6,0.46,0.6,1.8,0.316,7.5,15.8,0.476,3.0,3.2,0.956,0.4,1.9,2.3,5.0,1.1,0.1,2.1,2.1,19.8
2,Michael Adams,PG,31.0,WSB,70.0,67.0,2337.0,4.4,10.8,0.408,0.8,2.9,0.288,3.5,7.8,0.454,3.5,4.2,0.83,0.6,2.2,2.8,7.4,1.5,0.1,2.6,2.2,13.1
3,Mark Aguirre,SF,34.0,LAC,39.0,0.0,859.0,6.8,14.6,0.468,1.6,3.9,0.398,5.3,10.7,0.494,2.1,3.0,0.694,1.2,3.7,4.9,4.4,0.9,0.3,2.9,4.1,17.3
4,Danny Ainge,SG,34.0,PHO,68.0,1.0,1555.0,5.2,12.4,0.417,1.9,5.6,0.328,3.3,6.8,0.491,1.8,2.2,0.83,0.6,2.4,3.0,4.2,1.3,0.2,1.9,3.2,14.0
5,Gary Alexander,PF,24.0,TOT,11.0,0.0,55.0,5.2,9.2,0.571,0.0,0.0,0.0,5.2,9.2,0.571,2.0,5.9,0.333,4.6,5.2,9.8,1.3,2.0,0.0,5.2,6.5,12.4
6,Gary Alexander,PF,24.0,MIA,4.0,0.0,12.0,3.0,6.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,0.0,6.0,0.0,3.0,6.0,9.0,3.0,0.0,0.0,3.0,9.0,6.0
7,Gary Alexander,PF,24.0,CLE,7.0,0.0,43.0,5.9,10.0,0.583,0.0,0.0,0.0,5.9,10.0,0.583,2.5,5.9,0.429,5.0,5.0,10.0,0.8,2.5,0.0,5.9,5.9,14.2
8,Victor Alexander,C,24.0,GSW,69.0,39.0,1318.0,7.3,13.7,0.53,0.1,0.4,0.154,7.2,13.4,0.54,1.9,3.5,0.527,3.1,5.3,8.4,1.8,0.8,0.9,2.3,4.6,16.4
9,Eric Anderson,PF,23.0,NYK,11.0,0.0,39.0,6.5,15.7,0.412,1.8,1.8,1.0,4.6,13.8,0.333,4.6,12.9,0.357,5.5,10.2,15.7,1.8,0.0,0.9,1.8,8.3,19.4
10,Greg Anderson,PF,29.0,DET,77.0,47.0,1624.0,4.5,8.2,0.543,0.0,0.1,0.333,4.4,8.1,0.545,2.0,3.4,0.571,4.1,8.6,12.7,1.1,1.2,1.5,2.1,5.2,10.9
11,Kenny Anderson,PG,23.0,NJN,82.0,82.0,3135.0,6.6,15.9,0.417,0.5,1.5,0.303,6.2,14.3,0.429,4.0,4.9,0.818,1.0,2.7,3.7,9.0,1.8,0.2,3.1,2.3,17.7
12,Nick Anderson,SG,26.0,ORL,81.0,81.0,2811.0,6.5,13.5,0.478,1.3,4.0,0.322,5.2,9.5,0.545,2.2,3.2,0.672,1.4,4.6,6.1,3.8,1.7,0.4,2.1,1.9,16.4
13,Ron Anderson,SF,35.0,TOT,21.0,2.0,356.0,3.5,8.7,0.407,0.7,2.6,0.269,2.8,6.1,0.467,1.9,2.3,0.826,1.6,3.7,5.4,1.7,0.8,0.3,1.0,1.6,9.7
14,Ron Anderson,SF,35.0,NJN,11.0,2.0,176.0,3.1,8.8,0.349,0.8,2.5,0.333,2.3,6.3,0.355,2.0,2.5,0.833,1.6,3.7,5.3,1.2,1.0,0.4,0.2,1.8,9.0
15,Ron Anderson,SF,35.0,WSB,10.0,0.0,180.0,4.0,8.6,0.465,0.6,2.8,0.214,3.4,5.8,0.586,1.8,2.2,0.818,1.6,3.8,5.4,2.2,0.6,0.2,1.8,1.4,10.4
16,Willie Anderson,SG,27.0,SAS,80.0,79.0,2488.0,5.7,12.1,0.471,0.3,1.0,0.324,5.4,11.1,0.484,2.1,2.5,0.848,1.0,2.5,3.5,5.0,1.0,0.7,2.2,2.7,13.8
17,Greg Anthony,PG,26.0,NYK,80.0,36.0,1994.0,4.1,10.3,0.394,0.9,2.9,0.3,3.2,7.4,0.431,2.3,3.0,0.774,0.8,2.6,3.4,6.6,2.1,0.2,2.3,2.9,11.3
18,B.J. Armstrong,PG,26.0,CHI,82.0,82.0,2770.0,6.2,13.1,0.476,0.8,1.8,0.444,5.4,11.3,0.481,2.5,3.0,0.855,0.4,1.8,2.2,4.2,1.0,0.1,1.7,1.9,15.8
19,Vincent Askew,SG,27.0,SEA,80.0,3.0,1690.0,5.8,12.1,0.481,0.1,0.7,0.194,5.7,11.4,0.498,3.7,4.5,0.829,1.3,2.6,3.9,4.1,1.6,0.4,1.5,3.1,15.5
20,Keith Askins,SF,26.0,MIA,37.0,0.0,319.0,4.1,9.9,0.409,0.5,2.4,0.19,3.6,7.6,0.478,1.0,1.1,0.9,3.7,5.5,9.3,1.5,1.2,0.1,2.4,6.4,9.6
