b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 9, 1973",/boxscores/197310090BUF.html,Houston Rockets,105,Buffalo Braves,107,Box Score,OT,,
"Tue, Oct 9, 1973",/boxscores/197310090CHI.html,Los Angeles Lakers,117,Chicago Bulls,97,Box Score,,,
"Tue, Oct 9, 1973",/boxscores/197310090NYK.html,Detroit Pistons,100,New York Knicks,101,Box Score,,,
"Tue, Oct 9, 1973",/boxscores/197310090ATL.html,Capital Bullets,114,Atlanta Hawks,128,Box Score,,,
"Wed, Oct 10, 1973",/boxscores/197310100KCO.html,Chicago Bulls,105,Kansas City-Omaha Kings,90,Box Score,,,
"Wed, Oct 10, 1973",/boxscores/197310100PHI.html,Houston Rockets,104,Philadelphia 76ers,88,Box Score,,,
"Wed, Oct 10, 1973",/boxscores/197310100PHO.html,Seattle SuperSonics,111,Phoenix Suns,115,Box Score,,,
"Thu, Oct 11, 1973",/boxscores/197310110ATL.html,Los Angeles Lakers,102,Atlanta Hawks,129,Box Score,,,
"Fri, Oct 12, 1973",/boxscores/197310120BOS.html,Buffalo Braves,112,Boston Celtics,118,Box Score,,,
"Fri, Oct 12, 1973",/boxscores/197310120SEA.html,Capital Bullets,102,Seattle SuperSonics,103,Box Score,,,
"Fri, Oct 12, 1973",/boxscores/197310120PHO.html,Milwaukee Bucks,107,Phoenix Suns,84,Box Score,,,
"Fri, Oct 12, 1973",/boxscores/197310120KCO.html,Chicago Bulls,84,Kansas City-Omaha Kings,88,Box Score,,,"at Omaha, NE"
"Fri, Oct 12, 1973",/boxscores/197310120DET.html,Atlanta Hawks,105,Detroit Pistons,122,Box Score,,,
"Fri, Oct 12, 1973",/boxscores/197310120CLE.html,Houston Rockets,106,Cleveland Cavaliers,99,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130PHI.html,Boston Celtics,111,Philadelphia 76ers,106,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130POR.html,Capital Bullets,87,Portland Trail Blazers,132,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130NYK.html,Houston Rockets,86,New York Knicks,85,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130CHI.html,Detroit Pistons,94,Chicago Bulls,101,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130ATL.html,Kansas City-Omaha Kings,117,Atlanta Hawks,102,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130BUF.html,Los Angeles Lakers,125,Buffalo Braves,122,Box Score,,,
"Sat, Oct 13, 1973",/boxscores/197310130GSW.html,Milwaukee Bucks,97,Golden State Warriors,85,Box Score,,,
"Sun, Oct 14, 1973",/boxscores/197310140CLE.html,Detroit Pistons,95,Cleveland Cavaliers,83,Box Score,,,
"Sun, Oct 14, 1973",/boxscores/197310140PHO.html,Golden State Warriors,120,Phoenix Suns,95,Box Score,,,
"Sun, Oct 14, 1973",/boxscores/197310140SEA.html,Milwaukee Bucks,100,Seattle SuperSonics,109,Box Score,,,
"Tue, Oct 16, 1973",/boxscores/197310160HOU.html,Philadelphia 76ers,106,Houston Rockets,101,Box Score,,,
"Tue, Oct 16, 1973",/boxscores/197310160NYK.html,Buffalo Braves,91,New York Knicks,117,Box Score,,,
"Wed, Oct 17, 1973",/boxscores/197310170SEA.html,Kansas City-Omaha Kings,108,Seattle SuperSonics,106,Box Score,,,
"Wed, Oct 17, 1973",/boxscores/197310170MIL.html,Golden State Warriors,95,Milwaukee Bucks,109,Box Score,,,
"Fri, Oct 19, 1973",/boxscores/197310190BOS.html,Philadelphia 76ers,102,Boston Celtics,133,Box Score,,,
"Fri, Oct 19, 1973",/boxscores/197310190CHI.html,Capital Bullets,103,Chicago Bulls,117,Box Score,,,
"Fri, Oct 19, 1973",/boxscores/197310190CLE.html,New York Knicks,92,Cleveland Cavaliers,90,Box Score,,,
"Fri, Oct 19, 1973",/boxscores/197310190DET.html,Milwaukee Bucks,96,Detroit Pistons,94,Box Score,,,
"Fri, Oct 19, 1973",/boxscores/197310190LAL.html,Seattle SuperSonics,91,Los Angeles Lakers,118,Box Score,,,
"Fri, Oct 19, 1973",/boxscores/197310190POR.html,Kansas City-Omaha Kings,99,Portland Trail Blazers,111,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200POR.html,Seattle SuperSonics,108,Portland Trail Blazers,123,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200PHO.html,Atlanta Hawks,108,Phoenix Suns,118,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200NYK.html,Chicago Bulls,85,New York Knicks,69,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200MIL.html,Cleveland Cavaliers,88,Milwaukee Bucks,101,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200GSW.html,Kansas City-Omaha Kings,81,Golden State Warriors,100,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200HOU.html,Detroit Pistons,107,Houston Rockets,104,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200BUF.html,Philadelphia 76ers,110,Buffalo Braves,116,Box Score,,,
"Sat, Oct 20, 1973",/boxscores/197310200CAP.html,Boston Celtics,87,Capital Bullets,96,Box Score,,,
"Sun, Oct 21, 1973",/boxscores/197310210CAP.html,Chicago Bulls,107,Capital Bullets,99,Box Score,,,
"Sun, Oct 21, 1973",/boxscores/197310210LAL.html,Atlanta Hawks,119,Los Angeles Lakers,100,Box Score,,,
"Sun, Oct 21, 1973",/boxscores/197310210SEA.html,Phoenix Suns,112,Seattle SuperSonics,116,Box Score,,,
"Tue, Oct 23, 1973",/boxscores/197310230CLE.html,Portland Trail Blazers,96,Cleveland Cavaliers,103,Box Score,,,
"Tue, Oct 23, 1973",/boxscores/197310230GSW.html,Phoenix Suns,109,Golden State Warriors,121,Box Score,,,
"Tue, Oct 23, 1973",/boxscores/197310230HOU.html,Los Angeles Lakers,107,Houston Rockets,98,Box Score,,,
"Tue, Oct 23, 1973",/boxscores/197310230NYK.html,Capital Bullets,101,New York Knicks,84,Box Score,,,
"Wed, Oct 24, 1973",/boxscores/197310240KCO.html,Los Angeles Lakers,92,Kansas City-Omaha Kings,91,Box Score,,,"at Omaha, NE"
