,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Mark Acres,C,27.0,ORL,80.0,50.0,1691.0,3.8,7.8,0.484,0.1,0.1,0.75,3.7,7.7,0.48,2.3,3.3,0.692,4.2,7.6,11.7,1.8,1.0,0.7,1.9,6.8,9.9,0.0,110.0,114.0
1,Michael Adams,PG,27.0,DEN,79.0,74.0,2690.0,6.7,16.7,0.402,2.7,7.3,0.366,4.1,9.4,0.431,4.5,5.3,0.85,0.8,3.0,3.8,8.4,2.0,0.1,2.4,2.3,20.7,0.0,114.0,109.0
2,Mark Aguirre,SF,30.0,DET,78.0,40.0,2005.0,11.1,22.8,0.488,0.8,2.4,0.333,10.3,20.4,0.506,4.9,6.4,0.756,3.0,4.8,7.7,3.7,0.9,0.5,3.1,5.1,27.9,0.0,111.0,106.0
3,Danny Ainge,PG,30.0,SAC,75.0,68.0,2727.0,9.2,21.0,0.438,2.0,5.3,0.374,7.2,15.7,0.46,4.0,4.9,0.831,1.3,4.7,5.9,8.2,2.1,0.3,3.4,4.3,24.4,0.0,107.0,110.0
4,Mark Alarie,PF,26.0,WSB,82.0,10.0,1893.0,9.5,20.0,0.473,0.3,1.3,0.204,9.2,18.8,0.49,2.8,3.4,0.812,3.9,5.7,9.5,3.6,1.5,1.0,2.6,5.6,21.9,0.0,106.0,110.0
5,Steve Alford,PG,25.0,DAL,41.0,0.0,302.0,10.6,23.2,0.457,1.2,3.7,0.318,9.4,19.5,0.483,5.9,6.2,0.946,0.3,3.9,4.2,6.6,2.5,0.5,2.7,3.7,28.3,0.0,113.0,108.0
6,Randy Allen,SG,25.0,SAC,63.0,6.0,746.0,7.1,15.9,0.444,0.0,0.5,0.0,7.1,15.4,0.457,1.5,2.9,0.535,3.3,5.9,9.2,1.5,1.1,1.3,1.9,6.8,15.6,0.0,95.0,111.0
7,Greg Anderson,PF,25.0,MIL,60.0,28.0,1291.0,8.3,16.4,0.507,0.0,0.0,0.0,8.3,16.4,0.507,3.5,6.4,0.535,4.2,9.9,14.1,0.9,1.2,2.0,3.0,6.7,20.1,0.0,101.0,105.0
8,Nick Anderson,SG,22.0,ORL,81.0,9.0,1785.0,9.6,19.4,0.494,0.0,0.4,0.059,9.6,19.0,0.504,4.8,6.8,0.705,2.8,5.4,8.2,3.2,1.8,0.9,3.6,3.6,24.0,0.0,105.0,114.0
9,Richard Anderson,PF,29.0,CHH,54.0,2.0,604.0,7.1,17.1,0.417,3.0,8.1,0.37,4.1,9.0,0.459,1.5,1.9,0.783,2.7,7.6,10.3,4.5,1.6,0.7,2.1,5.2,18.7,0.0,106.0,109.0
10,Ron Anderson,SF,31.0,PHI,78.0,3.0,2089.0,9.0,20.0,0.451,0.1,0.5,0.143,9.0,19.5,0.459,3.9,4.7,0.838,1.9,5.1,7.0,3.4,1.7,0.3,1.9,3.4,22.0,0.0,108.0,110.0
11,Willie Anderson,SG,23.0,SAS,82.0,81.0,2788.0,9.3,18.9,0.492,0.1,0.5,0.269,9.2,18.5,0.497,3.8,5.1,0.748,2.0,4.5,6.5,6.4,1.9,1.0,3.5,4.4,22.5,0.0,108.0,106.0
