,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Philadelphia 76ers,55.0,25.0,0.688,—,117.3,112.7,4.16
1,Boston Celtics,54.0,26.0,0.675,1.0,112.7,107.8,4.34
2,Cincinnati Royals,45.0,35.0,0.563,10.0,117.8,116.6,1.03
3,New York Knicks,30.0,50.0,0.375,25.0,116.7,119.3,-2.31
4,Los Angeles Lakers,45.0,35.0,0.563,—,119.5,116.4,2.76
5,Baltimore Bullets,38.0,42.0,0.475,7.0,118.3,119.5,-1.06
6,St. Louis Hawks,36.0,44.0,0.45,9.0,111.4,112.0,-0.5
7,San Francisco Warriors,35.0,45.0,0.438,10.0,115.5,118.2,-2.36
8,Detroit Pistons,22.0,58.0,0.275,23.0,110.3,117.2,-6.07
