,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Forest Able,G,24.0,SYR,1.0,0.0,1.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,36.0,0.0
1,Paul Arizin*,SF,28.0,PHW,71.0,0.0,2767.0,8.0,18.9,0.422,0.0,0.0,0.0,8.0,18.9,0.422,7.7,9.3,0.829,0.0,0.0,7.3,2.0,0.0,0.0,0.0,3.6,23.6
2,Bob Armstrong,C-F,23.0,PHW,19.0,0.0,110.0,3.6,12.1,0.297,0.0,0.0,0.0,3.6,12.1,0.297,2.0,3.9,0.5,0.0,0.0,12.8,1.0,0.0,0.0,0.0,4.3,9.2
3,Jim Baechtold,SF,29.0,NYK,45.0,0.0,462.0,5.8,15.4,0.381,0.0,0.0,0.0,5.8,15.4,0.381,5.1,6.9,0.75,0.0,0.0,6.2,2.6,0.0,0.0,0.0,3.0,16.8
4,John Barber,F,29.0,STL,5.0,0.0,19.0,3.8,15.2,0.25,0.0,0.0,0.0,3.8,15.2,0.25,5.7,11.4,0.5,0.0,0.0,11.4,0.0,0.0,0.0,0.0,7.6,13.3
5,Ernie Beck,SG,25.0,PHW,72.0,0.0,1743.0,4.0,10.5,0.384,0.0,0.0,0.0,4.0,10.5,0.384,2.3,3.2,0.707,0.0,0.0,6.4,3.9,0.0,0.0,0.0,3.2,10.3
6,Irv Bemoras,SF,26.0,STL,62.0,0.0,983.0,4.5,14.1,0.322,0.0,0.0,0.0,4.5,14.1,0.322,2.6,3.8,0.68,0.0,0.0,4.7,1.7,0.0,0.0,0.0,2.8,11.6
7,Gary Bergen,C,24.0,NYK,6.0,0.0,40.0,2.7,9.9,0.273,0.0,0.0,0.0,2.7,9.9,0.273,1.8,1.8,1.0,0.0,0.0,7.2,0.9,0.0,0.0,0.0,3.6,7.2
8,Al Bianchi,PG,24.0,SYR,68.0,0.0,1577.0,4.5,12.9,0.351,0.0,0.0,0.0,4.5,12.9,0.351,3.8,5.5,0.69,0.0,0.0,5.2,2.4,0.0,0.0,0.0,4.5,12.9
9,Carl Braun*,PG,29.0,NYK,72.0,0.0,2345.0,5.8,15.2,0.381,0.0,0.0,0.0,5.8,15.2,0.381,3.8,4.7,0.809,0.0,0.0,4.0,3.9,0.0,0.0,0.0,3.0,15.4
10,Bob Burrow,C,22.0,ROC,67.0,0.0,1028.0,4.8,12.8,0.374,0.0,0.0,0.0,4.8,12.8,0.374,4.6,7.4,0.616,0.0,0.0,10.3,1.4,0.0,0.0,0.0,5.8,14.1
11,Nat Clifton*,PF,34.0,NYK,71.0,0.0,2231.0,5.0,13.2,0.377,0.0,0.0,0.0,5.0,13.2,0.377,2.4,3.5,0.673,0.0,0.0,9.0,2.6,0.0,0.0,0.0,3.9,12.3
12,Jack Coleman,PF,32.0,STL,72.0,0.0,2145.0,5.3,13.0,0.408,0.0,0.0,0.0,5.3,13.0,0.408,2.1,2.7,0.764,0.0,0.0,10.8,2.7,0.0,0.0,0.0,3.9,12.7
13,Ed Conlin,SG,23.0,SYR,71.0,0.0,2250.0,5.4,14.3,0.374,0.0,0.0,0.0,5.4,14.3,0.374,4.5,5.9,0.769,0.0,0.0,6.9,3.3,0.0,0.0,0.0,2.7,15.2
14,Larry Costello,PG,25.0,PHW,72.0,0.0,2111.0,3.2,8.5,0.374,0.0,0.0,0.0,3.2,8.5,0.374,3.0,3.8,0.788,0.0,0.0,5.5,4.0,0.0,0.0,0.0,3.1,9.3
15,Bob Cousy*,PG,28.0,BOS,64.0,0.0,2364.0,7.3,19.2,0.378,0.0,0.0,0.0,7.3,19.2,0.378,5.5,6.7,0.821,0.0,0.0,4.7,7.3,0.0,0.0,0.0,2.0,20.1
16,Walt Davis,PF,26.0,PHW,65.0,0.0,1250.0,5.1,12.6,0.407,0.0,0.0,0.0,5.1,12.6,0.407,2.1,3.1,0.698,0.0,0.0,8.8,1.5,0.0,0.0,0.0,6.8,12.4
17,George Dempsey,PG,27.0,PHW,71.0,0.0,1147.0,4.2,9.5,0.444,0.0,0.0,0.0,4.2,9.5,0.444,1.7,3.2,0.539,0.0,0.0,7.9,4.3,0.0,0.0,0.0,3.4,10.1
18,Corky Devlin,SG,25.0,FTW,71.0,0.0,1242.0,5.5,14.6,0.378,0.0,0.0,0.0,5.5,14.6,0.378,2.8,4.1,0.678,0.0,0.0,4.2,4.1,0.0,0.0,0.0,3.3,13.8
19,Walter Dukes,C,26.0,MNL,71.0,0.0,1866.0,4.4,12.1,0.364,0.0,0.0,0.0,4.4,12.1,0.364,5.1,7.4,0.689,0.0,0.0,15.3,1.0,0.0,0.0,0.0,5.3,13.9
21,Ray Felix,C,26.0,NYK,72.0,0.0,1622.0,6.5,15.7,0.416,0.0,0.0,0.0,6.5,15.7,0.416,6.1,8.2,0.747,0.0,0.0,13.0,0.8,0.0,0.0,0.0,6.3,19.2
22,Ed Fleming,SG,23.0,ROC,51.0,0.0,927.0,4.2,14.1,0.299,0.0,0.0,0.0,4.2,14.1,0.299,5.4,7.4,0.728,0.0,0.0,7.1,3.1,0.0,0.0,0.0,3.7,13.9
