,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,PF,23.0,MIL,80.0,0.0,1637.0,5.2,12.0,0.434,0.0,0.0,0.0,5.2,12.0,0.434,2.6,4.1,0.643,0.0,0.0,13.3,1.4,0.0,0.0,0.0,3.7,13.0
1,Kareem Abdul-Jabbar*,C,22.0,MIL,82.0,0.0,3534.0,9.6,18.4,0.518,0.0,0.0,0.0,9.6,18.4,0.518,4.9,7.6,0.653,0.0,0.0,12.1,3.4,0.0,0.0,0.0,2.9,24.1
2,Rick Adelman,PG,23.0,SDR,35.0,0.0,717.0,4.8,12.4,0.389,0.0,0.0,0.0,4.8,12.4,0.389,3.4,4.6,0.747,0.0,0.0,4.1,5.7,0.0,0.0,0.0,4.5,13.1
3,Lucius Allen,PG,22.0,SEA,81.0,0.0,1817.0,6.1,13.7,0.442,0.0,0.0,0.0,6.1,13.7,0.442,3.6,4.9,0.731,0.0,0.0,4.2,6.8,0.0,0.0,0.0,4.0,15.7
4,Wally Anderzunas,SF,24.0,CIN,44.0,0.0,370.0,6.3,16.2,0.392,0.0,0.0,0.0,6.3,16.2,0.392,2.8,4.5,0.63,0.0,0.0,8.0,0.9,0.0,0.0,0.0,4.6,15.5
5,John Arthurs,G,22.0,MIL,11.0,0.0,86.0,5.0,14.7,0.343,0.0,0.0,0.0,5.0,14.7,0.343,4.6,6.3,0.733,0.0,0.0,5.9,7.1,0.0,0.0,0.0,6.3,14.7
6,Al Attles*,PG,33.0,SFW,45.0,0.0,676.0,4.2,10.8,0.386,0.0,0.0,0.0,4.2,10.8,0.386,4.0,6.0,0.664,0.0,0.0,3.9,7.6,0.0,0.0,0.0,5.5,12.3
7,Jim Barnes,C,28.0,BOS,77.0,0.0,1049.0,6.1,14.9,0.41,0.0,0.0,0.0,6.1,14.9,0.41,3.3,4.4,0.742,0.0,0.0,12.0,1.8,0.0,0.0,0.0,7.9,15.5
8,Dick Barnett,SG,33.0,NYK,82.0,0.0,2772.0,6.4,13.5,0.475,0.0,0.0,0.0,6.4,13.5,0.475,3.0,4.2,0.714,0.0,0.0,2.9,3.9,0.0,0.0,0.0,2.9,15.8
9,Jim Barnett,SG,25.0,SDR,80.0,0.0,2105.0,7.7,17.1,0.451,0.0,0.0,0.0,7.7,17.1,0.451,4.9,6.3,0.79,0.0,0.0,5.2,4.9,0.0,0.0,0.0,3.8,20.3
10,Johnny Baum,SF,23.0,CHI,3.0,0.0,13.0,8.3,30.5,0.273,0.0,0.0,0.0,8.3,30.5,0.273,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,2.8,16.6
11,Elgin Baylor*,SF,35.0,LAL,54.0,0.0,2213.0,8.3,17.1,0.486,0.0,0.0,0.0,8.3,17.1,0.486,4.5,5.8,0.773,0.0,0.0,9.1,4.8,0.0,0.0,0.0,2.1,21.1
12,Butch Beard,PG,22.0,ATL,72.0,0.0,941.0,7.0,15.0,0.467,0.0,0.0,0.0,7.0,15.0,0.467,5.2,6.2,0.828,0.0,0.0,5.4,4.6,0.0,0.0,0.0,4.7,19.2
13,Walt Bellamy*,C,30.0,TOT,79.0,0.0,2028.0,6.2,11.9,0.523,0.0,0.0,0.0,6.2,11.9,0.523,3.8,6.6,0.576,0.0,0.0,12.6,2.5,0.0,0.0,0.0,4.6,16.3
14,Walt Bellamy*,C,30.0,DET,56.0,0.0,1173.0,6.4,11.8,0.547,0.0,0.0,0.0,6.4,11.8,0.547,4.3,7.6,0.562,0.0,0.0,12.2,1.7,0.0,0.0,0.0,5.0,17.2
15,Walt Bellamy*,C,30.0,ATL,23.0,0.0,855.0,5.9,12.1,0.491,0.0,0.0,0.0,5.9,12.1,0.491,3.2,5.2,0.605,0.0,0.0,13.1,3.7,0.0,0.0,0.0,4.1,15.0
16,Dave Bing*,PG,26.0,DET,70.0,0.0,2334.0,8.9,20.0,0.444,0.0,0.0,0.0,8.9,20.0,0.444,7.0,8.9,0.783,0.0,0.0,4.6,6.4,0.0,0.0,0.0,3.0,24.7
17,John Block,PF,25.0,SDR,82.0,0.0,2152.0,7.6,17.1,0.442,0.0,0.0,0.0,7.6,17.1,0.442,4.8,6.1,0.782,0.0,0.0,10.2,2.3,0.0,0.0,0.0,4.6,20.0
18,Tom Boerwinkle,C,24.0,CHI,81.0,0.0,2335.0,5.4,11.9,0.449,0.0,0.0,0.0,5.4,11.9,0.449,2.3,3.5,0.664,0.0,0.0,15.7,3.5,0.0,0.0,0.0,3.9,13.0
