,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,LAL,James Worthy,UNC,12.0,926.0,30001.0,16320.0,4708.0,2791.0,0.521,0.241,0.769,32.4,17.6,5.1,3.0,81.2,0.13,1.8,28.5
2,2.0,SDC,Terry Cummings,DePaul,18.0,1183.0,33898.0,19460.0,8630.0,2190.0,0.484,0.295,0.706,28.7,16.4,7.3,1.9,91.1,0.129,0.9,24.9
3,3.0,UTA,Dominique Wilkins,Georgia,15.0,1074.0,38113.0,26668.0,7169.0,2677.0,0.461,0.319,0.811,35.5,24.8,6.7,2.5,117.5,0.148,2.3,41.8
4,4.0,DAL,Bill Garnett,Wyoming,4.0,300.0,5260.0,1638.0,1298.0,393.0,0.49,0.0,0.72,17.5,5.5,4.3,1.3,10.8,0.099,0.1,2.7
5,5.0,KCK,LaSalle Thompson,Texas,15.0,985.0,21238.0,7806.0,6689.0,1139.0,0.492,0.154,0.737,21.6,7.9,6.8,1.2,35.0,0.079,-0.5,8.3
6,6.0,NYK,Trent Tucker,Minnesota,11.0,756.0,15671.0,6236.0,1520.0,1532.0,0.461,0.408,0.754,20.7,8.2,2.0,2.0,34.3,0.105,0.3,9.0
7,7.0,CHI,Quintin Dailey,San Francisco,10.0,528.0,12170.0,7470.0,1307.0,1188.0,0.454,0.158,0.779,23.0,14.1,2.5,2.3,12.7,0.05,-2.9,-2.7
8,8.0,IND,Clark Kellogg,Ohio State,5.0,260.0,8514.0,4918.0,2482.0,764.0,0.497,0.338,0.757,32.7,18.9,9.5,2.9,20.9,0.118,2.1,8.9
9,9.0,DET,Cliff Levingston,Wichita State,11.0,830.0,16962.0,5888.0,4307.0,752.0,0.516,0.152,0.676,20.4,7.1,5.2,0.9,44.2,0.125,1.4,14.4
10,10.0,ATL,Keith Edmonson,Purdue,2.0,87.0,931.0,522.0,127.0,56.0,0.448,0.0,0.719,10.7,6.0,1.5,0.6,0.4,0.022,-4.6,-0.6
11,11.0,POR,Fat Lever,Arizona State,11.0,752.0,23814.0,10433.0,4523.0,4696.0,0.447,0.31,0.771,31.7,13.9,6.0,6.2,61.2,0.123,3.6,33.7
12,12.0,CLE,John Bagley,Boston College,11.0,665.0,17120.0,5802.0,1729.0,3980.0,0.437,0.241,0.779,25.7,8.7,2.6,6.0,16.6,0.047,-1.9,0.3
13,13.0,NJN,Sleepy Floyd,Georgetown,13.0,957.0,26383.0,12260.0,2494.0,5175.0,0.444,0.324,0.815,27.6,12.8,2.6,5.4,50.6,0.092,-0.5,10.1
14,14.0,GSW,Lester Conner,Oregon State,12.0,687.0,14970.0,4337.0,1861.0,2669.0,0.453,0.202,0.753,21.8,6.3,2.7,3.9,28.6,0.092,0.8,10.5
15,15.0,PHO,David Thirdkill,Bradley,5.0,179.0,1469.0,510.0,209.0,84.0,0.457,0.091,0.565,8.2,2.8,1.2,0.5,1.3,0.042,-4.6,-0.9
16,16.0,HOU,Terry Teagle,Baylor,11.0,687.0,14509.0,7982.0,1803.0,956.0,0.465,0.21,0.792,21.1,11.6,2.6,1.4,13.4,0.044,-3.5,-5.6
17,17.0,KCK,Brook Steppe,Georgia Tech,5.0,238.0,2858.0,1297.0,345.0,280.0,0.469,0.31,0.82,12.0,5.4,1.4,1.2,4.6,0.078,-2.9,-0.6
18,18.0,DET,Ricky Pierce,Rice University,16.0,969.0,23665.0,14467.0,2296.0,1826.0,0.493,0.322,0.875,24.4,14.9,2.4,1.9,72.2,0.146,-0.1,11.5
19,19.0,DEN,Rob Williams,Houston,2.0,153.0,3367.0,1319.0,330.0,825.0,0.439,0.274,0.789,22.0,8.6,2.2,5.4,2.1,0.03,-3.4,-1.2
20,20.0,MIL,Paul Pressey,Tulsa,11.0,724.0,19659.0,7664.0,2798.0,3715.0,0.485,0.222,0.749,27.2,10.6,3.9,5.1,49.0,0.12,2.4,22.0
21,21.0,NJN,Eddie Phillips,Alabama,1.0,48.0,416.0,152.0,77.0,29.0,0.406,0.0,0.678,8.7,3.2,1.6,0.6,0.1,0.011,-5.3,-0.4
22,22.0,PHI,Mark McNamara,Cal,8.0,278.0,2707.0,980.0,827.0,77.0,0.512,0.0,0.548,9.7,3.5,3.0,0.3,2.8,0.049,-4.8,-1.9
23,23.0,BOS,Darren Tillis,Cleveland State University,2.0,124.0,1256.0,425.0,314.0,42.0,0.423,0.0,0.626,10.1,3.4,2.5,0.3,0.9,0.036,-4.7,-0.8
26,24.0,SAS,Oliver Robinson,University of Alabama at Birmingham,1.0,35.0,147.0,101.0,17.0,21.0,0.361,0.091,0.667,4.2,2.9,0.5,0.6,0.1,0.018,-6.5,-0.2
27,25.0,WSB,Bryan Warrick,Saint Joseph's,4.0,169.0,2379.0,677.0,218.0,437.0,0.443,0.208,0.747,14.1,4.0,1.3,2.6,1.6,0.033,-4.5,-1.5
28,26.0,CHI,Ricky Frazier,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,27.0,MIL,Fred Roberts,BYU,13.0,818.0,14703.0,5962.0,2308.0,977.0,0.502,0.325,0.796,18.0,7.3,2.8,1.2,26.2,0.086,-1.6,1.7
30,28.0,CLE,Dave Magley,Kansas,1.0,14.0,56.0,12.0,10.0,2.0,0.25,0.0,0.5,4.0,0.9,0.7,0.1,-0.1,-0.066,-8.9,-0.1
31,29.0,NYK,Scott Hastings,Arkansas,11.0,578.0,5985.0,1647.0,1287.0,284.0,0.441,0.292,0.811,10.4,2.8,2.2,0.5,9.8,0.079,-2.1,-0.1
32,30.0,CHI,Wallace Bryant,San Francisco,3.0,102.0,1395.0,323.0,374.0,112.0,0.407,0.0,0.573,13.7,3.2,3.7,1.1,1.3,0.044,-1.9,0.0
33,31.0,CHI,Rod Higgins,Fresno State,13.0,779.0,17189.0,7011.0,2819.0,1254.0,0.465,0.342,0.808,22.1,9.0,3.6,1.6,37.8,0.106,-0.1,8.3
34,32.0,SDC,Richard Anderson,"University of California, Santa Barbara",6.0,407.0,6002.0,2260.0,1418.0,611.0,0.412,0.333,0.762,14.7,5.6,3.5,1.5,7.6,0.061,-1.2,1.2
35,33.0,POR,Linton Townes,James Madison University,3.0,60.0,543.0,257.0,67.0,32.0,0.44,0.36,0.75,9.1,4.3,1.1,0.5,0.6,0.057,-3.8,-0.2
36,34.0,NYK,Vince Taylor,Duke,1.0,31.0,321.0,95.0,36.0,41.0,0.363,0.0,0.656,10.4,3.1,1.2,1.3,0.1,0.009,-2.5,0.0
37,35.0,GSW,Derek Smith,Louisville,9.0,408.0,9825.0,5232.0,1300.0,866.0,0.499,0.294,0.753,24.1,12.8,3.2,2.1,18.3,0.089,-0.7,3.2
38,36.0,PHI,J.J. Anderson,Bradley,3.0,157.0,1970.0,751.0,439.0,110.0,0.465,0.0,0.558,12.5,4.8,2.8,0.7,2.7,0.065,-1.5,0.3
39,37.0,POR,Audie Norris,Jackson State University,3.0,187.0,2585.0,819.0,576.0,147.0,0.511,0.0,0.662,13.8,4.4,3.1,0.8,2.9,0.054,-2.3,-0.2
40,38.0,GSW,Wayne Sappleton,Loyola Chicago,1.0,33.0,298.0,96.0,75.0,7.0,0.471,0.0,0.412,9.0,2.9,2.3,0.2,0.1,0.012,-6.8,-0.4
41,39.0,PHO,Kevin Magee,"University of California, Irvine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,40.0,IND,Guy Morgan,Wake Forest,1.0,8.0,46.0,15.0,17.0,7.0,0.292,0.0,0.25,5.8,1.9,2.1,0.9,-0.1,-0.059,-5.3,0.0
43,41.0,WSB,Dwight Anderson,USC,1.0,5.0,33.0,21.0,2.0,3.0,0.5,0.0,0.7,6.6,4.2,0.4,0.6,0.0,0.001,-9.0,-0.1
44,42.0,HOU,Jeff Taylor,Texas Tech,2.0,56.0,818.0,179.0,82.0,113.0,0.412,0.0,0.696,14.6,3.2,1.5,2.0,-0.1,-0.008,-4.0,-0.4
45,43.0,IND,Jose Slaughter,University of Portland,1.0,63.0,515.0,225.0,68.0,52.0,0.374,0.22,0.644,8.2,3.6,1.1,0.8,-0.1,-0.007,-3.9,-0.3
46,44.0,WSB,Mike Gibson,USC Upstate,2.0,64.0,390.0,101.0,106.0,14.0,0.387,0.0,0.679,6.1,1.6,1.7,0.2,0.3,0.042,-4.0,-0.2
47,45.0,PHI,Russ Schoene,Chattanooga,4.0,290.0,3548.0,1491.0,735.0,175.0,0.435,0.335,0.751,12.2,5.1,2.5,0.6,4.5,0.061,-3.0,-0.9
48,46.0,BOS,Tony Guy,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,47.0,CLE,Michael Wilson,Marquette,3.0,32.0,338.0,108.0,36.0,45.0,0.438,0.0,0.75,10.6,3.4,1.1,1.4,0.3,0.038,-2.8,-0.1
52,48.0,SDC,Craig Hodges,Cal State Long Beach,10.0,695.0,15077.0,5940.0,937.0,1769.0,0.461,0.4,0.828,21.7,8.5,1.3,2.5,27.2,0.087,-1.4,2.2
53,49.0,UTA,Steve Trumbo,BYU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,50.0,DAL,Corny Thompson,UConn,1.0,44.0,520.0,122.0,120.0,34.0,0.314,0.0,0.783,11.8,2.8,2.7,0.8,-0.1,-0.01,-5.1,-0.4
