,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Zaid Abdul-Aziz,C,28.0,HOU,65.0,1450.0,17.1,0.501,0.0,0.377,11.8,25.8,18.8,8.2,1.2,2.8,0.0,0.0,0.0,1.9,1.8,3.7,0.124,-1.5,0.6,-0.9,0.4
1,Kareem Abdul-Jabbar*,C,27.0,MIL,65.0,2747.0,26.4,0.55,0.0,0.269,7.6,26.4,17.3,16.7,1.1,4.0,0.0,0.0,0.0,8.1,4.8,12.9,0.225,5.8,2.2,8.0,7.0
2,Don Adams,SF,27.0,DET,51.0,1376.0,8.4,0.428,0.0,0.248,5.1,14.3,9.7,7.3,2.4,0.8,0.0,0.0,0.0,-0.8,1.3,0.5,0.017,-4.5,1.8,-2.7,-0.2
3,Rick Adelman,PG,28.0,TOT,58.0,1074.0,11.1,0.474,0.0,0.354,2.3,6.8,4.5,14.7,2.9,0.4,0.0,0.0,0.0,0.2,1.2,1.3,0.059,-2.8,0.5,-2.3,-0.1
4,Rick Adelman,PG,28.0,CHI,12.0,340.0,11.3,0.47,0.0,0.375,1.9,6.2,4.0,15.4,2.3,0.2,0.0,0.0,0.0,0.1,0.4,0.5,0.075,-1.3,-1.1,-2.4,0.0
5,Rick Adelman,PG,28.0,NOJ,28.0,613.0,11.2,0.473,0.0,0.371,2.1,7.1,4.5,15.5,3.4,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.047,-3.4,1.4,-2.0,0.0
6,Rick Adelman,PG,28.0,KCO,18.0,121.0,10.0,0.497,0.0,0.179,5.1,6.9,6.0,9.2,2.7,0.4,0.0,0.0,0.0,0.1,0.1,0.2,0.077,-3.4,0.2,-3.2,0.0
7,Lucius Allen,PG,27.0,TOT,66.0,2353.0,17.5,0.483,0.0,0.262,3.7,7.6,5.7,24.6,2.6,0.6,0.0,0.0,0.0,2.0,1.7,3.6,0.074,1.6,-0.2,1.4,2.0
8,Lucius Allen,PG,27.0,MIL,10.0,342.0,15.7,0.463,0.0,0.226,2.8,6.5,4.7,23.1,1.9,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.059,0.4,-1.9,-1.4,0.0
9,Lucius Allen,PG,27.0,LAL,56.0,2011.0,17.8,0.486,0.0,0.267,3.9,7.8,5.9,24.9,2.7,0.7,0.0,0.0,0.0,1.8,1.4,3.2,0.077,1.8,0.0,1.9,2.0
10,Dan Anderson,SG,24.0,POR,43.0,453.0,11.2,0.508,0.0,0.286,1.9,4.6,3.4,23.7,1.6,0.1,0.0,0.0,0.0,0.2,0.2,0.5,0.05,-2.8,-2.6,-5.4,-0.4
11,Tiny Archibald*,PG,26.0,KCO,82.0,3244.0,21.7,0.544,0.0,0.45,1.5,5.6,3.5,29.0,1.7,0.1,0.0,0.0,0.0,9.0,2.2,11.2,0.165,6.2,-2.6,3.6,4.6
12,Jim Ard,C,26.0,BOS,59.0,719.0,9.5,0.384,0.0,0.244,8.2,19.2,13.8,7.1,0.8,2.3,0.0,0.0,0.0,-0.8,1.1,0.4,0.025,-5.1,-0.7,-5.8,-0.7
13,Dennis Awtrey,C,26.0,PHO,82.0,2837.0,13.5,0.501,0.0,0.27,8.6,17.0,12.8,16.4,1.0,1.0,0.0,0.0,0.0,2.7,2.4,5.2,0.087,-0.4,1.8,1.3,2.4
14,Gus Bailey,SG,23.0,HOU,47.0,446.0,11.4,0.423,0.0,0.325,5.7,14.8,10.3,17.5,1.8,2.0,0.0,0.0,0.0,-0.3,0.4,0.2,0.017,-3.9,1.0,-2.9,-0.1
15,Mike Bantom,SF,23.0,PHO,82.0,2239.0,15.5,0.5,0.0,0.286,9.5,15.9,12.7,10.6,1.3,1.1,0.0,0.0,0.0,2.5,2.1,4.5,0.097,0.0,-0.2,-0.2,1.0
16,Jim Barnett,SG,30.0,TOT,73.0,1776.0,13.2,0.508,0.0,0.365,3.3,7.0,5.1,14.7,1.2,0.5,0.0,0.0,0.0,1.8,0.8,2.5,0.069,-1.2,-1.3,-2.5,-0.2
17,Jim Barnett,SG,30.0,NOJ,45.0,1238.0,14.6,0.521,0.0,0.392,3.5,6.9,5.2,16.7,1.2,0.7,0.0,0.0,0.0,1.5,0.5,2.1,0.08,-0.5,-1.1,-1.6,0.1
18,Jim Barnett,SG,30.0,NYK,28.0,538.0,9.8,0.472,0.0,0.291,2.9,7.1,4.9,10.1,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.042,-3.1,-1.7,-4.8,-0.4
19,Rick Barry*,SF,30.0,GSW,80.0,3235.0,23.5,0.509,0.0,0.197,2.8,11.0,6.9,24.5,3.1,0.5,0.0,0.0,0.0,8.9,3.7,12.7,0.188,5.6,-0.3,5.3,6.0
20,Butch Beard,PG,27.0,GSW,82.0,2521.0,16.1,0.585,0.0,0.361,4.5,7.8,6.1,17.6,2.3,0.2,0.0,0.0,0.0,5.6,2.0,7.6,0.144,2.4,-0.3,2.1,2.6
21,Zelmo Beaty*,C,35.0,LAL,69.0,1213.0,12.8,0.514,0.0,0.435,7.4,18.3,12.9,8.2,1.7,1.2,0.0,0.0,0.0,1.1,1.2,2.3,0.091,-3.3,0.9,-2.3,-0.1
22,Ron Behagen,PF,24.0,KCO,81.0,2205.0,12.6,0.455,0.0,0.317,6.9,21.0,13.9,10.3,1.3,1.0,0.0,0.0,0.0,-0.5,2.8,2.2,0.049,-2.5,-0.1,-2.6,-0.4
23,Dennis Bell,SF,23.0,NYK,52.0,465.0,11.2,0.396,0.0,0.199,10.6,13.0,11.8,7.6,2.2,1.0,0.0,0.0,0.0,-0.4,0.5,0.1,0.013,-3.7,-0.5,-4.2,-0.3
24,Walt Bellamy*,C,35.0,NOJ,1.0,14.0,16.4,1.042,0.0,1.0,0.0,37.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.222,-3.6,-5.1,-8.6,0.0
25,Leon Benbow,SG,24.0,CHI,39.0,252.0,10.8,0.417,0.0,0.191,5.9,10.0,7.9,15.1,2.1,1.3,0.0,0.0,0.0,-0.2,0.4,0.2,0.033,-2.5,-0.9,-3.4,-0.1
26,Henry Bibby,PG,25.0,TOT,75.0,1400.0,14.6,0.482,0.0,0.305,3.4,6.8,5.0,19.8,1.7,0.1,0.0,0.0,0.0,0.7,0.8,1.5,0.052,-0.2,-2.0,-2.2,-0.1
27,Henry Bibby,PG,25.0,NYK,47.0,876.0,14.7,0.483,0.0,0.24,3.4,7.0,5.2,18.5,1.5,0.2,0.0,0.0,0.0,0.6,0.5,1.1,0.063,0.1,-2.2,-2.1,0.0
28,Henry Bibby,PG,25.0,NOJ,28.0,524.0,14.4,0.481,0.0,0.425,3.3,6.3,4.8,21.9,2.1,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.035,-0.7,-1.7,-2.4,-0.1
30,Dave Bing*,PG,31.0,DET,79.0,3222.0,17.1,0.493,0.0,0.318,3.0,6.8,4.9,28.9,1.7,0.4,0.0,0.0,0.0,4.0,1.3,5.3,0.08,2.1,-1.0,1.0,2.5
31,John Block,PF,30.0,TOT,54.0,939.0,17.0,0.528,0.0,0.416,7.7,18.2,13.0,8.6,2.1,1.9,0.0,0.0,0.0,1.4,1.7,3.1,0.159,0.6,0.0,0.6,0.6
32,John Block,PF,30.0,NOJ,4.0,57.0,15.2,0.404,0.0,0.345,10.2,21.8,15.8,18.1,3.1,0.9,0.0,0.0,0.0,-0.1,0.1,0.0,0.002,-2.1,0.9,-1.2,0.0
33,John Block,PF,30.0,CHI,50.0,882.0,17.2,0.539,0.0,0.423,7.6,17.9,12.8,8.0,2.1,2.0,0.0,0.0,0.0,1.5,1.6,3.1,0.17,0.8,-0.1,0.7,0.6
34,Tom Boerwinkle,C,29.0,CHI,80.0,1175.0,18.6,0.539,0.0,0.351,9.5,24.5,17.0,33.8,1.0,2.2,0.0,0.0,0.0,1.6,2.2,3.8,0.153,3.4,2.0,5.4,2.2
35,Freddie Boyd,PG,24.0,PHI,66.0,1362.0,9.6,0.426,0.0,0.232,1.2,5.5,3.3,17.2,1.5,0.2,0.0,0.0,0.0,-1.0,0.7,-0.3,-0.01,-4.0,-1.9,-5.8,-1.3
36,Ken Boyd,SF,22.0,NOJ,6.0,25.0,25.3,0.533,0.0,0.846,11.6,8.3,10.0,14.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.109,4.9,-0.4,4.5,0.0
37,Steve Bracey,SG,24.0,GSW,42.0,340.0,12.4,0.453,0.0,0.292,2.9,8.1,5.4,19.6,1.8,0.2,0.0,0.0,0.0,0.0,0.2,0.3,0.037,-2.4,-2.6,-5.0,-0.3
38,Bill Bradley*,SF,31.0,NYK,79.0,2787.0,11.1,0.473,0.0,0.159,2.4,7.1,4.7,12.9,1.2,0.3,0.0,0.0,0.0,1.4,1.4,2.8,0.048,-1.5,-0.7,-2.2,-0.1
39,Jim Brewer,PF,23.0,CLE,82.0,1991.0,14.6,0.483,0.0,0.249,10.9,16.2,13.6,9.0,1.8,1.2,0.0,0.0,0.0,2.0,2.4,4.4,0.107,-0.5,1.2,0.7,1.3
40,Bill Bridges,PF,35.0,TOT,32.0,415.0,9.8,0.403,0.0,0.366,14.9,16.2,15.5,9.4,1.2,0.6,0.0,0.0,0.0,-0.1,0.3,0.2,0.022,-3.7,0.1,-3.6,-0.2
41,Bill Bridges,PF,35.0,LAL,17.0,307.0,9.6,0.399,0.0,0.526,14.4,14.8,14.6,11.1,1.0,0.8,0.0,0.0,0.0,-0.1,0.2,0.1,0.014,-3.7,0.8,-2.9,-0.1
42,Bill Bridges,PF,35.0,GSW,15.0,108.0,10.6,0.41,0.0,0.111,16.2,20.0,18.1,4.6,1.7,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.047,-3.7,-2.1,-5.7,-0.1
43,John Brisker,SG,27.0,SEA,21.0,276.0,15.4,0.498,0.0,0.348,5.5,6.7,6.1,10.4,1.2,0.6,0.0,0.0,0.0,0.3,0.1,0.5,0.08,-0.4,-3.6,-4.0,-0.1
44,Allan Bristow,SF,23.0,PHI,72.0,1101.0,14.7,0.486,0.0,0.389,10.1,13.3,11.7,13.0,1.1,0.1,0.0,0.0,0.0,1.1,0.8,1.9,0.082,-0.5,-1.0,-1.6,0.1
45,Gary Brokaw,SG,21.0,MIL,73.0,1639.0,12.2,0.499,0.0,0.358,2.4,6.8,4.7,18.5,0.9,0.6,0.0,0.0,0.0,0.8,0.8,1.6,0.047,-1.1,-1.7,-2.9,-0.4
46,Fred Brown,SG,26.0,SEA,81.0,2669.0,19.8,0.513,0.0,0.177,4.3,8.9,6.6,17.7,3.2,0.3,0.0,0.0,0.0,5.0,2.9,7.9,0.142,3.6,-0.2,3.4,3.6
47,John Brown,SF,23.0,ATL,73.0,1986.0,13.9,0.513,0.0,0.365,8.4,13.3,10.7,9.5,1.2,0.4,0.0,0.0,0.0,3.0,1.2,4.2,0.101,0.0,0.1,0.1,1.0
48,Tom Burleson,C,22.0,SEA,82.0,1888.0,16.1,0.465,0.0,0.343,8.4,22.7,15.5,8.6,1.5,4.2,0.0,0.0,0.0,0.2,3.1,3.3,0.083,-2.2,1.4,-0.8,0.6
49,Corky Calhoun,SF,24.0,TOT,70.0,1378.0,9.1,0.458,0.0,0.242,7.7,11.1,9.4,7.5,1.8,0.9,0.0,0.0,0.0,0.0,0.9,1.0,0.033,-4.1,1.0,-3.1,-0.4
50,Corky Calhoun,SF,24.0,PHO,13.0,108.0,13.7,0.492,0.0,0.469,13.1,18.4,15.7,5.0,2.6,1.0,0.0,0.0,0.0,0.1,0.1,0.2,0.094,-2.3,-0.4,-2.6,0.0
51,Corky Calhoun,SF,24.0,LAL,57.0,1270.0,8.7,0.453,0.0,0.217,7.2,10.5,8.9,7.7,1.7,0.9,0.0,0.0,0.0,0.0,0.8,0.7,0.028,-4.3,1.1,-3.2,-0.4
52,Austin Carr,SG,26.0,CLE,41.0,1081.0,18.9,0.507,0.0,0.197,5.0,5.5,5.3,22.8,2.1,0.1,0.0,0.0,0.0,2.1,0.8,2.9,0.127,3.3,-1.4,1.8,1.0
53,Fred Carter,PG,29.0,PHI,77.0,3046.0,15.9,0.482,0.0,0.217,2.4,9.0,5.7,18.2,1.2,0.3,0.0,0.0,0.0,2.8,1.9,4.7,0.074,0.8,-1.3,-0.5,1.2
54,Harvey Catchings,C,23.0,PHI,37.0,528.0,12.1,0.576,0.0,0.338,9.3,20.1,14.7,5.2,0.9,6.0,0.0,0.0,0.0,0.3,0.8,1.2,0.107,-3.8,3.8,0.1,0.3
55,Don Chaney,SG,28.0,BOS,82.0,2208.0,12.9,0.471,0.0,0.22,7.8,8.9,8.3,10.8,2.5,1.5,0.0,0.0,0.0,1.7,3.4,5.1,0.111,-0.2,1.2,1.0,1.7
57,Ken Charles,SG,23.0,BUF,79.0,1690.0,12.5,0.518,0.0,0.283,4.3,5.6,4.9,13.3,2.3,0.6,0.0,0.0,0.0,1.7,1.3,3.0,0.086,-0.9,-0.1,-0.9,0.5
58,Phil Chenier,SG,24.0,WSB,77.0,2869.0,17.7,0.496,0.0,0.238,2.6,7.6,5.1,13.2,2.8,1.1,0.0,0.0,0.0,3.9,4.9,8.8,0.147,2.6,-0.5,2.2,3.0
