,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Gary Alcorn,C,23.0,DET,58.0,670.0,7.6,0.33,0.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.6,-1.3,-0.09,0.0,0.0,0.0,0.0
1,Bob Anderegg,SF,22.0,NYK,33.0,373.0,9.3,0.412,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.002,0.0,0.0,0.0,0.0
2,Paul Arizin*,SF,31.0,PHW,72.0,2618.0,17.2,0.492,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.7,9.2,0.168,0.0,0.0,0.0,0.0
3,Dick Barnett,SG,23.0,SYR,57.0,1235.0,15.1,0.452,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,2.2,0.084,0.0,0.0,0.0,0.0
4,Elgin Baylor*,SF,25.0,MNL,70.0,2873.0,25.2,0.489,0.0,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.1,11.5,0.192,0.0,0.0,0.0,0.0
5,Ernie Beck,SG,28.0,PHW,66.0,809.0,8.2,0.414,0.0,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.0,0.9,0.051,0.0,0.0,0.0,0.0
6,Whitey Bell,PG,27.0,NYK,31.0,449.0,10.3,0.412,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.008,0.0,0.0,0.0,0.0
7,Al Bianchi,PG,27.0,SYR,69.0,1256.0,9.6,0.412,0.0,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1.1,0.8,0.03,0.0,0.0,0.0,0.0
8,Bucky Bockhorn,SG,26.0,CIN,75.0,2103.0,11.3,0.441,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,1.3,0.031,0.0,0.0,0.0,0.0
9,Carl Braun*,PG,32.0,NYK,54.0,1514.0,15.0,0.481,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.6,3.0,0.095,0.0,0.0,0.0,0.0
10,Barney Cable,SF,24.0,TOT,57.0,715.0,10.5,0.41,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.7,0.4,0.026,0.0,0.0,0.0,0.0
11,Barney Cable,F,24.0,DET,7.0,116.0,11.2,0.373,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.1,-0.1,-0.034,0.0,0.0,0.0,0.0
12,Barney Cable,SF,24.0,SYR,50.0,599.0,10.4,0.419,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.6,0.5,0.038,0.0,0.0,0.0,0.0
13,Wilt Chamberlain*,C,23.0,PHW,72.0,3338.0,28.0,0.493,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,17.0,0.245,0.0,0.0,0.0,0.0
14,Gene Conley,PF,29.0,BOS,71.0,1330.0,10.1,0.406,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,2.8,2.1,0.074,0.0,0.0,0.0,0.0
15,Ed Conlin,SG,26.0,DET,70.0,1636.0,12.4,0.417,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.2,0.7,0.022,0.0,0.0,0.0,0.0
16,Larry Costello,PG,28.0,SYR,71.0,2469.0,15.6,0.523,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.6,8.0,0.156,0.0,0.0,0.0,0.0
17,Bob Cousy*,PG,31.0,BOS,75.0,2588.0,18.7,0.439,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.9,7.8,0.145,0.0,0.0,0.0,0.0
18,Archie Dees,PF,23.0,DET,73.0,1244.0,17.2,0.5,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,3.7,0.144,0.0,0.0,0.0,0.0
19,Connie Dierking,C,23.0,SYR,71.0,1119.0,12.3,0.404,0.0,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,1.3,0.5,0.022,0.0,0.0,0.0,0.0
20,Walter Dukes,C,29.0,DET,66.0,2140.0,15.5,0.459,0.0,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.1,3.9,0.087,0.0,0.0,0.0,0.0
21,Boo Ellis,PF,23.0,MNL,46.0,671.0,10.5,0.41,0.0,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.8,0.6,0.041,0.0,0.0,0.0,0.0
23,Wayne Embry*,C,22.0,CIN,73.0,1594.0,16.1,0.464,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.5,2.0,0.061,0.0,0.0,0.0,0.0
24,Mike Farmer,SF,23.0,NYK,67.0,1536.0,8.8,0.409,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.6,-0.1,-0.002,0.0,0.0,0.0,0.0
25,Ray Felix,C,29.0,TOT,47.0,882.0,11.3,0.423,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.9,0.8,0.045,0.0,0.0,0.0,0.0
26,Ray Felix,C,29.0,NYK,16.0,186.0,8.9,0.373,0.0,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.1,-0.2,-0.06,0.0,0.0,0.0,0.0
27,Ray Felix,C,29.0,MNL,31.0,696.0,12.0,0.441,0.0,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,1.1,0.073,0.0,0.0,0.0,0.0
28,Al Ferrari,SG,26.0,STL,71.0,1567.0,11.2,0.489,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,3.3,0.1,0.0,0.0,0.0,0.0
29,Bob Ferry,C,22.0,STL,62.0,875.0,11.5,0.466,0.0,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,1.4,0.078,0.0,0.0,0.0,0.0
30,Ed Fleming,SG,26.0,MNL,27.0,413.0,14.5,0.499,0.0,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4,1.2,0.136,0.0,0.0,0.0,0.0
31,Larry Foust,C-F,31.0,TOT,72.0,1964.0,0.0,0.484,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Larry Foust,C,31.0,MNL,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Larry Foust,C,31.0,STL,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Dave Gambee,F,22.0,TOT,61.0,656.0,0.0,0.449,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dave Gambee,SF,22.0,STL,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Dave Gambee,SF,22.0,CIN,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Dick Garmaker,SG,27.0,TOT,70.0,1932.0,13.0,0.456,0.0,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.5,3.1,0.076,0.0,0.0,0.0,0.0
38,Dick Garmaker,G-F,27.0,MNL,44.0,1187.0,12.3,0.43,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,1.4,0.057,0.0,0.0,0.0,0.0
39,Dick Garmaker,SG,27.0,NYK,26.0,745.0,14.2,0.503,0.0,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,1.7,0.107,0.0,0.0,0.0,0.0
