,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,CLE,Andrew Wiggins,Kansas,6.0,445.0,15938.0,8779.0,1930.0,1034.0,0.442,0.334,0.734,35.8,19.7,4.3,2.3,15.1,0.045,-2.3,-1.3
2,2.0,MIL,Jabari Parker,Duke,6.0,279.0,8178.0,4204.0,1610.0,583.0,0.492,0.324,0.738,29.3,15.1,5.8,2.1,12.9,0.075,-1.4,1.1
3,3.0,PHI,Joel Embiid,Kansas,4.0,197.0,6040.0,4726.0,2269.0,624.0,0.478,0.319,0.792,30.7,24.0,11.5,3.2,21.7,0.172,3.4,8.3
4,4.0,ORL,Aaron Gordon,Arizona,6.0,390.0,11080.0,4943.0,2471.0,890.0,0.447,0.319,0.702,28.4,12.7,6.3,2.3,20.5,0.089,0.1,5.9
5,5.0,UTA,Dante Exum,,5.0,236.0,4374.0,1342.0,414.0,501.0,0.405,0.304,0.764,18.5,5.7,1.8,2.1,2.9,0.032,-3.3,-1.5
6,6.0,BOS,Marcus Smart,Oklahoma State,6.0,383.0,11000.0,3682.0,1355.0,1537.0,0.373,0.317,0.771,28.7,9.6,3.5,4.0,19.4,0.084,0.8,7.7
7,7.0,LAL,Julius Randle,Kentucky,6.0,364.0,10595.0,5807.0,3264.0,1017.0,0.493,0.291,0.72,29.1,16.0,9.0,2.8,19.7,0.089,-0.4,4.2
8,8.0,SAC,Nik Stauskas,Michigan,5.0,335.0,6662.0,2272.0,688.0,513.0,0.389,0.353,0.814,19.9,6.8,2.1,1.5,3.8,0.028,-3.2,-2.1
9,9.0,CHH,Noah Vonleh,Indiana,6.0,329.0,5654.0,1651.0,1737.0,254.0,0.459,0.31,0.692,17.2,5.0,5.3,0.8,9.3,0.079,-2.5,-0.7
10,10.0,PHI,Elfrid Payton,LA-Lafayette,6.0,378.0,11092.0,4148.0,1660.0,2490.0,0.452,0.295,0.624,29.3,11.0,4.4,6.6,14.6,0.063,-0.3,4.9
11,11.0,DEN,Doug McDermott,Creighton,6.0,396.0,7932.0,3231.0,868.0,329.0,0.464,0.412,0.822,20.0,8.2,2.2,0.8,13.2,0.08,-2.8,-1.5
12,12.0,ORL,Dario Šarić,,4.0,288.0,7651.0,3501.0,1778.0,601.0,0.434,0.352,0.837,26.6,12.2,6.2,2.1,13.1,0.082,-0.6,2.7
13,13.0,MIN,Zach LaVine,UCLA,6.0,348.0,10670.0,6102.0,1256.0,1249.0,0.447,0.377,0.824,30.7,17.5,3.6,3.6,12.2,0.055,-1.0,2.8
14,14.0,PHO,T.J. Warren,NC State,6.0,313.0,8912.0,4717.0,1271.0,364.0,0.503,0.348,0.773,28.5,15.1,4.1,1.2,17.5,0.094,-1.0,2.3
15,15.0,ATL,Adreian Payne,Michigan State,4.0,107.0,1403.0,429.0,315.0,66.0,0.406,0.254,0.68,13.1,4.0,2.9,0.6,-0.6,-0.019,-5.5,-1.2
16,16.0,CHI,Jusuf Nurkić,,5.0,310.0,7103.0,3608.0,2480.0,589.0,0.491,0.071,0.666,22.9,11.6,8.0,1.9,16.4,0.111,1.3,5.9
17,17.0,BOS,James Young,Kentucky,4.0,95.0,812.0,219.0,96.0,28.0,0.367,0.277,0.563,8.5,2.3,1.0,0.3,0.8,0.046,-4.0,-0.4
18,18.0,PHO,Tyler Ennis,Syracuse,4.0,186.0,2336.0,779.0,250.0,359.0,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-4.6,-1.5
19,19.0,CHI,Gary Harris,Michigan State,6.0,358.0,10359.0,4348.0,931.0,761.0,0.453,0.357,0.805,28.9,12.1,2.6,2.1,17.5,0.081,-0.3,4.4
20,20.0,TOR,Bruno Caboclo,,6.0,91.0,1205.0,397.0,238.0,69.0,0.395,0.319,0.831,13.2,4.4,2.6,0.8,1.3,0.053,-1.3,0.2
21,21.0,OKC,Mitch McGary,Michigan,2.0,52.0,557.0,227.0,183.0,17.0,0.527,0.0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-3.1,-0.2
22,22.0,MEM,Jordan Adams,UCLA,2.0,32.0,263.0,101.0,30.0,19.0,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
23,23.0,UTA,Rodney Hood,Duke,6.0,341.0,9326.0,4247.0,980.0,645.0,0.426,0.372,0.839,27.3,12.5,2.9,1.9,17.1,0.088,-1.0,2.4
24,24.0,CHH,Shabazz Napier,UConn,6.0,329.0,5576.0,2242.0,619.0,789.0,0.395,0.345,0.815,16.9,6.8,1.9,2.4,8.0,0.069,-1.5,0.7
25,25.0,HOU,Clint Capela,,6.0,334.0,8674.0,4075.0,3243.0,324.0,0.634,0.0,0.526,26.0,12.2,9.7,1.0,36.4,0.201,1.8,8.4
26,26.0,MIA,P.J. Hairston,UNC,2.0,111.0,2000.0,664.0,266.0,59.0,0.343,0.295,0.81,18.0,6.0,2.4,0.5,0.9,0.021,-3.9,-1.0
27,27.0,PHO,Bogdan Bogdanović,,3.0,191.0,5335.0,2527.0,602.0,659.0,0.431,0.372,0.802,27.9,13.2,3.2,3.5,7.2,0.064,-0.8,1.6
28,28.0,LAC,C.J. Wilcox,Washington,3.0,66.0,376.0,132.0,31.0,30.0,0.37,0.333,0.813,5.7,2.0,0.5,0.5,0.1,0.007,-5.2,-0.3
29,29.0,OKC,Josh Huestis,Stanford,3.0,76.0,1068.0,187.0,180.0,23.0,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.8,-0.5
30,30.0,SAS,Kyle Anderson,UCLA,6.0,348.0,6750.0,1856.0,1370.0,675.0,0.493,0.3,0.699,19.4,5.3,3.9,1.9,17.1,0.122,1.9,6.6
33,31.0,MIL,Damien Inglis,,1.0,20.0,156.0,36.0,31.0,10.0,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-6.4,-0.2
34,32.0,PHI,K.J. McDaniels,Clemson,3.0,148.0,2092.0,782.0,324.0,95.0,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
35,33.0,CLE,Joe Harris,Virginia,6.0,314.0,7548.0,3174.0,967.0,500.0,0.474,0.423,0.787,24.0,10.1,3.1,1.6,13.8,0.087,-0.4,3.0
36,34.0,NYK,Cleanthony Early,Wichita State,2.0,56.0,801.0,241.0,123.0,42.0,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
37,35.0,UTA,Jarnell Stokes,Tennessee,3.0,28.0,151.0,67.0,40.0,7.0,0.581,0.0,0.531,5.4,2.4,1.4,0.3,0.6,0.202,1.0,0.1
38,36.0,MIL,Johnny O'Bryant,LSU,4.0,147.0,1684.0,509.0,352.0,69.0,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.4,-1.9
39,37.0,TOR,DeAndre Daniels,UConn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,38.0,DET,Spencer Dinwiddie,Colorado,6.0,306.0,7822.0,3896.0,838.0,1495.0,0.411,0.319,0.793,25.6,12.7,2.7,4.9,17.7,0.108,-0.4,3.2
41,39.0,PHI,Jerami Grant,Syracuse,6.0,437.0,10657.0,3979.0,1698.0,457.0,0.462,0.345,0.663,24.4,9.1,3.9,1.0,21.7,0.098,-1.0,2.7
