,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Arron Afflalo,SG,24.0,DEN,82.0,75.0,2221.0,6.2,13.3,0.465,2.5,5.7,0.434,3.7,7.7,0.488,1.6,2.2,0.735,1.3,4.4,5.7,3.1,1.0,0.7,1.7,5.1,16.5,0.0,114.0,111.0
1,Alexis Ajinca,C,21.0,CHA,6.0,0.0,30.0,8.9,17.7,0.5,0.0,0.0,0.0,8.9,17.7,0.5,0.0,1.8,0.0,1.8,5.3,7.1,0.0,1.8,1.8,3.5,8.9,17.7,0.0,81.0,103.0
2,LaMarcus Aldridge,PF,24.0,POR,78.0,78.0,2922.0,10.8,21.9,0.495,0.1,0.3,0.313,10.7,21.6,0.498,4.3,5.7,0.757,3.6,8.1,11.7,3.0,1.3,0.9,1.9,4.3,26.1,0.0,113.0,107.0
3,Joe Alexander,SF,23.0,CHI,8.0,0.0,29.0,1.8,10.7,0.167,0.0,1.8,0.0,1.8,8.9,0.2,3.6,5.3,0.667,3.6,5.3,8.9,3.6,1.8,1.8,0.0,16.0,7.1,0.0,88.0,104.0
4,Malik Allen,PF,31.0,DEN,51.0,3.0,456.0,5.1,12.9,0.397,0.1,0.7,0.167,5.0,12.2,0.409,1.3,1.4,0.923,4.0,5.1,9.1,1.8,1.2,0.6,2.4,7.6,11.7,0.0,93.0,110.0
5,Ray Allen*,SG,34.0,BOS,80.0,80.0,2819.0,8.6,18.1,0.477,2.7,7.4,0.363,5.9,10.7,0.556,4.3,4.7,0.913,0.8,3.9,4.7,3.9,1.2,0.5,2.4,3.4,24.2,0.0,115.0,108.0
6,Tony Allen,SG,28.0,BOS,54.0,8.0,889.0,7.6,14.9,0.51,0.0,0.3,0.0,7.6,14.6,0.52,4.2,7.0,0.605,3.1,5.5,8.5,4.2,3.5,1.1,3.9,6.4,19.4,0.0,101.0,101.0
7,Rafer Alston,PG,33.0,TOT,52.0,38.0,1421.0,5.8,16.6,0.348,2.2,6.3,0.345,3.6,10.4,0.349,2.2,3.0,0.728,0.5,4.3,4.8,6.6,1.9,0.4,3.5,3.8,15.9,0.0,89.0,109.0
8,Rafer Alston,PG,33.0,NJN,27.0,13.0,766.0,6.5,19.0,0.343,1.9,6.0,0.322,4.6,13.0,0.353,3.0,3.7,0.815,0.6,4.5,5.1,7.1,1.9,0.3,4.2,3.4,18.0,0.0,87.0,112.0
9,Rafer Alston,PG,33.0,MIA,25.0,25.0,655.0,4.9,13.8,0.355,2.5,6.6,0.37,2.5,7.2,0.341,1.2,2.2,0.556,0.3,4.1,4.4,5.9,1.9,0.4,2.8,4.3,13.5,0.0,93.0,106.0
10,Lou Amundson,PF,27.0,PHO,79.0,0.0,1168.0,6.6,11.9,0.551,0.0,0.0,0.0,6.6,11.9,0.553,2.9,5.3,0.545,5.5,9.4,14.9,1.3,1.0,3.1,2.5,7.3,16.0,0.0,113.0,107.0
11,Chris Andersen,PF,31.0,DEN,76.0,0.0,1695.0,4.2,7.5,0.566,0.0,0.1,0.0,4.2,7.4,0.573,4.9,7.1,0.695,4.4,10.0,14.4,1.0,1.3,4.3,1.8,5.1,13.4,0.0,126.0,103.0
12,David Andersen,C,29.0,HOU,63.0,0.0,891.0,8.4,19.5,0.432,1.5,4.5,0.346,6.9,15.0,0.458,2.6,3.8,0.687,3.1,8.8,11.9,2.5,0.9,0.7,2.1,6.8,21.0,0.0,103.0,108.0
