,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Kareem Abdul-Jabbar*,C,36.0,LAL,80.0,80.0,2622.0,12.6,21.9,0.578,0.0,0.0,0.0,12.6,21.8,0.579,5.0,7.0,0.723,3.0,7.4,10.4,3.7,1.0,2.5,3.9,3.7,30.3,0.0,115.0,107.0
1,Alvan Adams,C,29.0,PHO,70.0,13.0,1452.0,8.8,19.0,0.462,0.0,0.1,0.0,8.8,18.8,0.465,4.3,5.2,0.825,3.8,6.6,10.4,7.1,2.4,1.0,3.8,6.4,21.8,0.0,107.0,106.0
2,Mark Aguirre,SF,24.0,DAL,79.0,79.0,2900.0,15.5,29.5,0.524,0.3,0.9,0.268,15.2,28.6,0.532,7.8,10.4,0.749,2.7,5.2,7.8,6.0,1.3,0.4,4.8,4.1,39.0,0.0,112.0,111.0
3,Danny Ainge,SG,24.0,BOS,71.0,3.0,1154.0,6.9,15.1,0.46,0.3,0.9,0.273,6.7,14.1,0.472,1.9,2.3,0.821,1.2,3.6,4.8,6.8,1.7,0.2,2.9,6.0,16.0,0.0,104.0,107.0
4,J.J. Anderson,SF,23.0,UTA,48.0,0.0,311.0,8.1,19.1,0.423,0.0,0.4,0.0,8.1,18.7,0.433,1.8,4.3,0.414,5.6,3.7,9.3,3.2,2.2,1.3,2.9,4.1,17.9,0.0,94.0,108.0
5,Richard Anderson,PF,23.0,DEN,78.0,17.0,1380.0,8.6,20.1,0.426,0.1,0.6,0.158,8.5,19.5,0.435,3.7,4.7,0.773,4.3,8.5,12.8,6.1,1.4,0.9,3.4,5.8,20.9,0.0,101.0,110.0
6,Tiny Archibald*,PG,35.0,MIL,46.0,46.0,1038.0,6.5,13.3,0.487,0.2,0.9,0.222,6.3,12.5,0.506,3.1,4.8,0.634,0.8,2.9,3.6,7.6,1.6,0.0,3.7,3.7,16.2,0.0,102.0,107.0
7,Ken Austin,SF,22.0,DET,7.0,0.0,28.0,9.9,21.5,0.462,0.0,0.0,0.0,9.9,21.5,0.462,0.0,0.0,0.0,3.3,1.7,5.0,1.7,1.7,1.7,5.0,11.6,19.8,0.0,85.0,110.0
8,John Bagley,PG,23.0,CLE,76.0,19.0,1712.0,7.4,17.5,0.423,0.1,0.5,0.118,7.3,17.0,0.432,4.5,5.7,0.793,1.4,3.1,4.5,9.6,2.2,0.1,4.9,3.3,19.4,0.0,97.0,110.0
9,James Bailey,PF,26.0,HOU,73.0,0.0,1174.0,9.9,20.2,0.491,0.0,0.0,0.0,9.9,20.1,0.492,5.4,7.5,0.719,4.1,7.4,11.5,3.1,1.3,1.6,3.9,7.7,25.2,0.0,105.0,107.0
10,Thurl Bailey,PF,22.0,UTA,81.0,54.0,2009.0,6.9,13.4,0.512,0.0,0.0,0.0,6.9,13.4,0.512,2.0,2.7,0.752,2.6,7.9,10.6,2.9,0.9,2.8,2.4,4.4,15.8,0.0,106.0,107.0
11,Greg Ballard,SF,29.0,WSB,82.0,82.0,2701.0,9.3,19.4,0.481,0.0,0.3,0.133,9.3,19.1,0.486,3.0,3.8,0.798,2.6,6.3,8.9,5.3,1.7,0.6,2.6,3.9,21.7,0.0,106.0,107.0
12,Gene Banks,PF,24.0,SAS,80.0,66.0,2600.0,7.3,12.9,0.568,0.0,0.1,0.167,7.3,12.8,0.571,3.5,4.7,0.741,3.5,6.6,10.1,4.4,1.8,0.4,2.9,4.4,18.2,0.0,117.0,111.0
13,Dave Batton,C,27.0,SAS,4.0,0.0,31.0,7.3,14.5,0.5,0.0,0.0,0.0,7.3,14.5,0.5,0.0,0.0,0.0,1.5,4.4,5.8,4.4,0.0,4.4,5.8,7.3,14.5,0.0,81.0,112.0
14,Kent Benson,C,29.0,DET,82.0,58.0,1734.0,6.6,12.0,0.55,0.0,0.0,0.0,6.6,12.0,0.551,2.2,2.7,0.822,3.1,7.8,10.9,3.5,1.9,1.4,2.1,6.1,15.4,0.0,118.0,106.0
15,Larry Bird*,PF,27.0,BOS,79.0,77.0,3028.0,12.0,24.5,0.492,0.3,1.2,0.247,11.8,23.3,0.504,5.9,6.7,0.888,2.9,9.8,12.7,8.3,2.3,1.1,3.8,3.1,30.3,0.0,115.0,101.0
16,Otis Birdsong,SG,28.0,NJN,69.0,57.0,2168.0,12.5,24.6,0.508,0.1,0.4,0.25,12.4,24.2,0.513,4.2,6.9,0.608,1.6,2.1,3.7,5.7,1.8,0.4,3.7,3.9,29.3,0.0,106.0,108.0
17,Rolando Blackman,SG,24.0,DAL,81.0,81.0,3025.0,11.6,21.2,0.546,0.0,0.2,0.091,11.5,21.0,0.55,6.0,7.3,0.812,2.0,4.0,6.0,4.6,0.9,0.6,2.7,2.0,29.1,0.0,119.0,112.0
18,Tom Boswell,PF,30.0,UTA,38.0,0.0,261.0,4.9,9.1,0.538,0.2,0.2,1.0,4.7,8.9,0.529,2.8,3.7,0.762,4.9,6.3,11.2,2.8,1.6,0.0,2.3,10.2,12.8,0.0,118.0,108.0
19,Charles Bradley,SG,24.0,SEA,8.0,0.0,39.0,3.7,8.6,0.429,0.0,0.0,0.0,3.7,8.6,0.429,6.2,8.6,0.714,0.0,3.7,3.7,6.2,0.0,1.2,9.9,7.4,13.6,0.0,70.0,112.0
21,Mike Bratz,PG,28.0,GSW,82.0,0.0,1428.0,6.9,17.0,0.409,0.5,1.7,0.294,6.4,15.3,0.421,3.9,4.5,0.876,1.3,3.3,4.7,8.2,2.7,0.2,3.5,5.0,18.3,0.0,103.0,109.0
22,Randy Breuer,C,23.0,MIL,57.0,8.0,472.0,7.1,18.6,0.384,0.0,0.0,0.0,7.1,18.6,0.384,3.4,4.8,0.696,5.0,6.4,11.4,1.8,1.2,4.0,3.7,10.3,17.6,0.0,90.0,102.0
23,Ron Brewer,SG,28.0,TOT,53.0,8.0,992.0,8.2,18.4,0.444,0.1,0.6,0.214,8.0,17.8,0.452,2.4,3.1,0.776,1.0,1.9,2.9,2.3,1.1,1.0,1.8,2.9,18.9,0.0,100.0,115.0
24,Ron Brewer,SG,28.0,GSW,13.0,3.0,210.0,6.0,12.8,0.466,0.0,0.2,0.0,6.0,12.6,0.474,2.4,3.8,0.647,1.1,1.8,2.9,1.3,1.3,1.1,1.5,2.2,14.4,0.0,103.0,112.0
25,Ron Brewer,SG,28.0,SAS,40.0,5.0,782.0,8.8,19.9,0.441,0.2,0.7,0.231,8.6,19.1,0.449,2.4,2.9,0.82,1.0,1.9,2.9,2.5,1.0,0.9,1.9,3.1,20.0,0.0,100.0,115.0
26,Junior Bridgeman,SF,30.0,MIL,81.0,10.0,2431.0,10.4,22.3,0.465,0.1,0.6,0.194,10.2,21.7,0.473,4.0,5.0,0.807,1.6,5.1,6.8,5.4,1.1,0.3,3.0,4.6,24.9,0.0,106.0,106.0
27,Michael Brooks,SF,25.0,SDC,47.0,30.0,1405.0,7.2,15.0,0.479,0.0,0.2,0.0,7.2,14.9,0.484,3.5,5.1,0.689,4.8,6.8,11.6,3.0,1.7,0.5,2.6,4.2,17.9,0.0,110.0,112.0
28,Fred Brown,SG,35.0,SEA,71.0,1.0,1129.0,11.0,21.6,0.51,0.4,1.4,0.265,10.6,20.1,0.528,3.3,3.7,0.895,0.6,2.0,2.6,8.3,2.1,0.1,3.0,3.6,25.7,0.0,111.0,110.0
29,Rickey Brown,C,25.0,ATL,68.0,3.0,785.0,6.0,12.9,0.468,0.0,0.0,0.0,6.0,12.9,0.468,3.1,4.2,0.738,4.3,7.3,11.6,1.9,1.2,1.5,3.4,10.3,15.1,0.0,99.0,106.0
30,Wallace Bryant,C,24.0,CHI,29.0,0.0,317.0,7.9,20.2,0.391,0.0,0.0,0.0,7.9,20.2,0.391,2.1,5.0,0.424,5.6,6.5,12.1,2.0,1.4,1.7,2.4,7.3,17.9,0.0,90.0,107.0
31,Quinn Buckner,PG,29.0,BOS,79.0,0.0,1249.0,5.3,12.4,0.427,0.0,0.2,0.0,5.3,12.2,0.435,1.8,2.9,0.649,1.6,3.7,5.3,8.2,3.2,0.1,3.9,7.2,12.5,0.0,94.0,104.0
32,Don Buse,PG,33.0,KCK,76.0,10.0,1327.0,5.3,12.4,0.426,0.6,2.1,0.305,4.6,10.3,0.451,2.2,2.8,0.788,1.0,3.1,4.1,10.7,3.0,0.0,3.1,2.2,13.4,0.0,106.0,108.0
33,Kenny Carr,PF,28.0,POR,82.0,57.0,2455.0,10.0,17.8,0.561,0.0,0.1,0.0,10.0,17.8,0.564,4.8,7.1,0.673,4.0,8.4,12.4,3.0,1.3,0.6,3.9,5.3,24.8,0.0,112.0,107.0
34,M.L. Carr,SF,33.0,BOS,60.0,1.0,585.0,5.8,14.1,0.409,0.2,1.2,0.2,5.5,12.8,0.429,3.5,3.9,0.875,2.1,4.0,6.2,4.0,1.4,0.3,3.8,5.5,15.2,0.0,95.0,107.0
35,Joe Barry Carroll,C,25.0,GSW,80.0,80.0,2962.0,10.4,21.8,0.477,0.0,0.0,0.0,10.4,21.8,0.477,4.9,6.8,0.723,3.7,6.3,10.0,3.1,1.6,2.2,4.2,3.8,25.7,0.0,103.0,108.0
36,Butch Carter,SG,25.0,IND,73.0,54.0,2045.0,9.5,19.8,0.479,0.3,1.1,0.326,9.1,18.8,0.488,3.1,4.1,0.764,1.6,1.9,3.5,4.7,2.9,0.3,3.2,4.8,22.5,0.0,101.0,107.0
37,Howard Carter,SG,22.0,DEN,55.0,5.0,688.0,9.2,20.0,0.459,0.3,1.2,0.263,8.8,18.8,0.471,3.0,3.9,0.77,2.4,3.0,5.4,4.5,1.2,0.3,2.7,5.1,21.6,0.0,102.0,115.0
38,Bill Cartwright,C,26.0,NYK,77.0,77.0,2487.0,8.8,15.7,0.561,0.0,0.0,0.0,8.8,15.7,0.561,7.9,9.8,0.805,3.8,8.8,12.6,2.1,0.9,1.9,3.9,5.1,25.5,0.0,118.0,102.0
39,Harvey Catchings,PF,32.0,MIL,69.0,3.0,1156.0,2.6,6.6,0.399,0.0,0.0,0.0,2.6,6.5,0.401,0.9,1.8,0.524,3.8,7.8,11.6,1.8,1.1,3.5,2.4,7.4,6.2,0.0,88.0,101.0
40,Tom Chambers,PF,24.0,SEA,82.0,44.0,2570.0,10.4,20.8,0.499,0.0,0.2,0.0,10.4,20.6,0.505,7.0,8.8,0.8,4.1,5.9,10.0,2.5,0.9,1.0,3.6,5.8,27.8,0.0,110.0,109.0
41,Maurice Cheeks*,PG,27.0,PHI,75.0,75.0,2494.0,7.5,13.6,0.55,0.2,0.4,0.4,7.3,13.2,0.554,3.3,4.5,0.733,0.9,3.1,4.0,9.2,3.3,0.4,3.5,3.8,18.4,0.0,114.0,105.0
42,Carlos Clark,SG,23.0,BOS,31.0,0.0,127.0,7.2,19.7,0.365,0.0,0.8,0.0,7.2,18.9,0.38,6.1,6.8,0.889,2.7,3.8,6.4,6.4,3.0,0.4,4.5,4.9,20.5,0.0,95.0,104.0
44,Don Collins,SG,25.0,GSW,61.0,6.0,957.0,9.1,18.8,0.483,0.0,0.2,0.2,9.0,18.5,0.487,3.2,4.3,0.73,3.0,3.3,6.3,3.3,2.1,0.7,3.9,5.8,21.4,0.0,101.0,110.0
45,Leroy Combs,SF,23.0,IND,48.0,0.0,446.0,8.5,17.2,0.497,0.0,0.3,0.0,8.5,16.9,0.506,5.9,9.6,0.615,2.0,3.9,5.9,4.0,2.4,1.9,4.8,5.2,23.0,0.0,96.0,106.0
46,Lester Conner,SG,24.0,GSW,82.0,82.0,2573.0,6.5,13.2,0.493,0.0,0.1,0.167,6.5,13.1,0.496,3.4,4.7,0.718,2.4,3.1,5.5,7.2,2.9,0.2,2.6,3.2,16.4,0.0,114.0,109.0
47,Darwin Cook,PG,25.0,NJN,82.0,31.0,1870.0,7.6,17.1,0.443,0.3,1.1,0.239,7.3,16.0,0.457,2.4,3.1,0.754,1.3,2.6,3.9,8.9,4.1,0.9,3.5,4.6,17.8,0.0,102.0,103.0
48,Jeff Cook,C,27.0,CLE,81.0,21.0,1950.0,4.8,9.8,0.486,0.0,0.1,0.5,4.7,9.7,0.486,2.4,3.3,0.723,4.4,7.8,12.2,3.1,1.7,1.2,2.3,7.1,11.9,0.0,109.0,107.0
49,Michael Cooper,SG,27.0,LAL,82.0,9.0,2387.0,5.3,10.6,0.497,0.7,2.3,0.314,4.6,8.3,0.549,3.0,3.6,0.838,1.0,4.1,5.1,9.3,2.2,1.3,2.9,5.2,14.3,0.0,118.0,107.0
50,Wayne Cooper,C,27.0,POR,81.0,38.0,1662.0,8.7,18.9,0.459,0.0,0.2,0.0,8.7,18.7,0.463,5.3,6.6,0.804,5.0,8.6,13.6,2.2,0.7,3.0,3.1,7.1,22.7,0.0,109.0,106.0
51,Dave Corzine,C,27.0,CHI,82.0,82.0,2674.0,6.9,14.8,0.467,0.1,0.2,0.333,6.9,14.7,0.469,4.2,4.9,0.84,3.0,7.3,10.3,3.6,1.0,2.2,3.1,4.1,18.1,0.0,105.0,107.0
52,Charlie Criss,PG,35.0,TOT,15.0,0.0,215.0,4.6,12.1,0.385,0.2,1.4,0.167,4.4,10.7,0.413,2.8,3.7,0.75,1.2,3.5,4.6,8.8,1.9,0.0,2.3,2.6,12.3,0.0,103.0,108.0
53,Charlie Criss,PG,35.0,MIL,6.0,0.0,107.0,5.1,13.9,0.367,0.5,2.8,0.167,4.6,11.1,0.417,3.2,5.1,0.636,0.9,3.2,4.2,7.9,2.3,0.0,1.9,3.2,13.9,0.0,102.0,105.0
54,Charlie Criss,PG,35.0,ATL,9.0,0.0,108.0,4.2,10.3,0.409,0.0,0.0,0.0,4.2,10.3,0.409,2.3,2.3,1.0,1.4,3.7,5.1,9.8,1.4,0.0,2.8,1.9,10.7,0.0,105.0,110.0
55,Geoff Crompton,C,28.0,CLE,7.0,0.0,23.0,2.1,17.2,0.125,0.0,0.0,0.0,2.1,17.2,0.125,6.4,12.9,0.5,12.9,6.4,19.3,2.1,2.1,2.1,8.6,8.6,10.7,0.0,61.0,106.0
56,Russell Cross,C,22.0,GSW,45.0,0.0,354.0,8.4,14.7,0.571,0.0,0.0,0.0,8.4,14.7,0.571,5.0,11.9,0.418,4.6,6.2,10.8,2.9,1.6,0.9,2.5,7.6,21.8,0.0,110.0,109.0
57,Pat Cummings,PF,27.0,DAL,80.0,80.0,2492.0,8.8,17.8,0.494,0.0,0.0,0.0,8.8,17.8,0.495,2.7,3.7,0.742,2.9,9.9,12.8,3.1,1.2,0.4,2.8,5.5,20.3,0.0,105.0,107.0
58,Terry Cummings,PF,22.0,SDC,81.0,80.0,2907.0,12.0,24.3,0.494,0.0,0.0,0.0,12.0,24.3,0.495,6.2,8.6,0.72,5.3,7.4,12.7,2.3,1.5,0.9,3.6,4.9,30.3,0.0,112.0,111.0
59,Earl Cureton,C,26.0,DET,73.0,0.0,907.0,4.1,9.0,0.458,0.0,0.1,0.0,4.1,9.0,0.46,1.6,3.0,0.525,4.4,10.2,14.6,1.8,1.2,1.6,2.8,7.3,9.8,0.0,95.0,105.0
60,Quintin Dailey,SG,23.0,CHI,82.0,42.0,2449.0,11.5,24.1,0.474,0.1,0.6,0.125,11.4,23.5,0.484,6.3,7.8,0.811,1.2,3.4,4.6,5.0,2.1,0.2,4.3,4.3,29.3,0.0,103.0,109.0
61,Adrian Dantley*,SF,27.0,UTA,79.0,79.0,2984.0,12.3,22.0,0.558,0.0,0.1,0.25,12.3,22.0,0.559,12.5,14.5,0.859,2.7,4.1,6.9,4.8,0.9,0.1,4.0,3.1,37.1,0.0,126.0,112.0
62,Brad Davis,PG,28.0,DAL,81.0,81.0,2665.0,6.3,11.8,0.53,0.1,0.7,0.184,6.2,11.2,0.551,3.6,4.3,0.836,0.7,2.7,3.4,10.2,1.7,0.2,3.0,4.0,16.3,0.0,118.0,112.0
63,Charles Davis,SF,25.0,WSB,46.0,0.0,467.0,10.9,23.0,0.472,0.1,0.9,0.111,10.8,22.0,0.488,2.5,4.1,0.615,3.6,7.3,10.9,3.2,1.5,1.1,3.8,6.1,24.4,0.0,95.0,106.0
64,Johnny Davis,PG,28.0,ATL,75.0,72.0,2079.0,8.6,19.4,0.443,0.0,0.2,0.0,8.6,19.2,0.447,5.3,6.2,0.848,1.3,2.1,3.4,7.9,1.5,0.1,3.2,3.5,22.4,0.0,106.0,111.0
65,Walter Davis,SG,29.0,PHO,78.0,70.0,2546.0,12.1,23.7,0.512,0.4,1.6,0.23,11.7,22.1,0.532,4.3,5.0,0.863,0.7,3.0,3.8,8.0,2.0,0.2,4.0,3.8,28.9,0.0,110.0,110.0
67,Darryl Dawkins,C,27.0,NJN,81.0,80.0,2417.0,9.8,16.5,0.593,0.0,0.1,0.4,9.7,16.4,0.594,6.6,8.9,0.735,3.1,7.4,10.4,2.4,1.2,2.6,4.5,7.4,26.2,0.0,113.0,104.0
68,Darren Daye,SF,23.0,WSB,75.0,0.0,1174.0,7.6,17.1,0.441,0.0,0.3,0.0,7.6,16.9,0.448,4.0,5.6,0.714,3.8,4.1,7.9,7.4,1.6,0.5,4.0,6.5,19.1,0.0,100.0,108.0
69,Kenny Dennard,PF,25.0,DEN,43.0,0.0,413.0,3.8,10.4,0.364,0.3,1.1,0.3,3.5,9.4,0.371,1.6,2.5,0.625,3.9,6.7,10.6,4.7,2.4,0.8,3.1,8.7,9.5,0.0,91.0,109.0
70,James Donaldson,C,26.0,SDC,82.0,67.0,2525.0,6.8,11.4,0.596,0.0,0.0,0.0,6.8,11.4,0.596,4.7,6.1,0.761,3.1,9.1,12.2,1.7,0.8,2.6,3.2,4.0,18.2,0.0,117.0,110.0
71,John Drew,SF,29.0,UTA,81.0,4.0,1797.0,13.0,27.2,0.479,0.2,0.6,0.273,12.9,26.6,0.483,10.2,13.2,0.778,3.7,4.9,8.6,3.4,2.2,0.1,4.9,5.3,36.4,0.0,107.0,108.0
72,Larry Drew,PG,25.0,KCK,73.0,73.0,2363.0,9.4,20.3,0.462,0.1,0.2,0.3,9.3,20.1,0.464,4.8,6.2,0.776,0.7,2.2,2.9,11.0,2.4,0.2,3.8,3.4,23.6,0.0,107.0,109.0
73,Clyde Drexler*,SG,21.0,POR,82.0,3.0,1408.0,8.5,18.8,0.451,0.0,0.1,0.25,8.5,18.7,0.452,4.1,5.7,0.728,3.8,4.1,7.9,5.2,3.6,1.0,4.1,7.0,21.2,0.0,102.0,105.0
74,Mike Dunleavy,PG,29.0,MIL,17.0,12.0,404.0,8.6,15.6,0.551,2.3,5.5,0.422,6.3,10.1,0.622,3.9,4.9,0.8,0.7,2.7,3.4,9.6,1.5,0.1,4.4,6.3,23.4,0.0,119.0,107.0
75,T.R. Dunn,SG,28.0,DEN,80.0,74.0,2705.0,2.8,5.9,0.47,0.0,0.0,0.0,2.8,5.9,0.472,1.7,2.3,0.731,3.1,6.1,9.2,3.7,2.8,0.5,1.6,3.7,7.3,0.0,113.0,110.0
76,Mark Eaton,C,27.0,UTA,82.0,78.0,2139.0,4.1,8.9,0.466,0.0,0.0,0.0,4.1,8.9,0.467,1.6,2.6,0.593,3.2,9.6,12.7,2.4,0.5,7.5,2.1,6.5,9.9,0.0,100.0,102.0
77,Jerry Eaves,PG,24.0,UTA,80.0,1.0,1034.0,5.8,13.0,0.451,0.0,0.3,0.0,5.8,12.7,0.46,4.1,5.8,0.697,1.3,2.5,3.8,8.8,1.5,0.2,4.1,4.0,15.8,0.0,100.0,112.0
78,Keith Edmonson,SG,23.0,TOT,55.0,0.0,622.0,11.4,23.1,0.492,0.0,0.0,0.0,11.4,23.1,0.492,6.8,9.1,0.746,3.3,3.0,6.3,2.4,1.9,0.5,4.4,6.0,29.5,0.0,104.0,113.0
79,Keith Edmonson,SG,23.0,SAS,40.0,0.0,521.0,11.7,23.7,0.493,0.0,0.0,0.0,11.7,23.7,0.493,6.6,8.7,0.752,3.5,2.6,6.1,2.3,1.9,0.5,3.9,5.8,29.9,0.0,107.0,113.0
80,Keith Edmonson,SG,23.0,DEN,15.0,0.0,101.0,9.9,20.2,0.489,0.0,0.0,0.0,9.9,20.2,0.489,7.7,10.8,0.72,2.6,5.2,7.7,3.0,1.7,0.4,6.9,6.9,27.5,0.0,94.0,112.0
81,Franklin Edwards,PG,24.0,PHI,60.0,0.0,654.0,6.2,16.3,0.38,0.0,0.1,0.0,6.2,16.2,0.382,2.5,3.5,0.708,0.9,3.5,4.3,6.6,2.3,0.4,3.4,5.8,14.9,0.0,90.0,106.0
82,James Edwards,C,28.0,PHO,72.0,67.0,1897.0,10.9,20.4,0.536,0.0,0.0,0.0,10.9,20.4,0.537,4.6,6.3,0.72,2.7,6.0,8.7,4.6,0.6,0.7,3.5,6.3,26.4,0.0,111.0,110.0
83,Craig Ehlo,SG,22.0,HOU,7.0,0.0,63.0,8.0,19.6,0.407,0.0,0.0,0.0,8.0,19.6,0.407,0.7,0.7,1.0,2.9,3.6,6.5,4.4,2.2,0.0,2.2,9.5,16.7,0.0,95.0,109.0
84,Dale Ellis,SF,23.0,DAL,67.0,2.0,1059.0,10.3,22.6,0.456,0.5,1.3,0.414,9.8,21.2,0.459,4.0,5.5,0.719,4.9,6.6,11.4,2.6,1.9,0.4,3.6,5.4,25.1,0.0,102.0,108.0
85,Len Elmore,PF,31.0,NYK,65.0,5.0,832.0,3.7,9.1,0.408,0.0,0.0,0.0,3.7,9.1,0.408,1.6,2.2,0.711,3.6,6.0,9.6,1.7,1.7,1.7,2.7,8.9,9.0,0.0,91.0,102.0
86,Chris Engler,C,24.0,GSW,46.0,1.0,360.0,4.3,10.7,0.398,0.0,0.0,0.0,4.3,10.7,0.398,1.8,3.0,0.609,3.5,9.0,12.5,1.4,1.2,0.4,3.1,8.8,10.3,0.0,86.0,108.0
87,Alex English*,SF,30.0,DEN,82.0,77.0,2870.0,13.7,26.0,0.529,0.0,0.1,0.143,13.7,25.8,0.531,5.3,6.5,0.824,3.3,3.8,7.0,6.1,1.3,1.4,3.4,3.8,32.8,0.0,114.0,113.0
88,Julius Erving*,SF,33.0,PHI,77.0,77.0,2683.0,12.2,23.8,0.512,0.1,0.4,0.333,12.1,23.4,0.515,6.5,8.7,0.754,3.4,6.1,9.6,5.6,2.5,2.5,4.1,3.9,31.0,0.0,112.0,102.0
