,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,Pos,STL,TOV,TRB,Tm,Unnamed: 0,Yr,eFG%,Seasons
0,4199.0,2.953,9943.0,0.0,0.0,0.0,1147.0,210.0,0.0,0.0,4199.0,2.953,9943.0,3561.0,5.697,4371.0,510.0,0.0,19005.0,0.0,1960.0,11959.0,Paul Arizin*,N/A,0.0,0.0,4069.0,N/A,5.0,13713.0,2.953,7
1,52.0,0.317,164.0,0.0,0.0,0.0,18.0,22.0,0.0,0.0,52.0,0.317,164.0,43.0,0.623,69.0,31.0,0.0,409.0,0.0,60.0,147.0,Jesse Arnelle,N/A,0.0,0.0,170.0,N/A,1.0,1956.0,0.317,1
2,53.0,0.771,135.0,0.0,0.0,0.0,51.0,50.0,0.0,0.0,53.0,0.771,135.0,31.0,1.611,39.0,43.0,0.0,448.0,0.0,63.0,137.0,Dick Atha,N/A,0.0,0.0,66.0,N/A,3.0,3914.0,0.771,2
3,343.0,0.767,892.0,0.0,0.0,0.0,196.0,57.0,0.0,0.0,343.0,0.767,892.0,299.0,1.551,379.0,115.0,0.0,2200.0,0.0,195.0,985.0,Jim Baechtold,N/A,0.0,0.0,300.0,N/A,6.0,3913.0,0.767,2
4,207.0,0.38799999999999996,533.0,0.0,0.0,0.0,174.0,26.0,0.0,0.0,207.0,0.38799999999999996,533.0,93.0,0.7879999999999999,118.0,72.0,0.0,1451.0,0.0,184.0,507.0,Ernie Barrett,N/A,0.0,0.0,243.0,N/A,4.0,1956.0,0.38799999999999996,1
5,900.0,3.0,2312.0,0.0,0.0,0.0,650.0,217.0,0.0,0.0,900.0,3.0,2312.0,439.0,6.1240000000000006,577.0,366.0,0.0,6714.0,0.0,648.0,2239.0,Ernie Beck,N/A,0.0,0.0,1164.0,N/A,37.0,15673.0,3.0,6
6,5.0,0.556,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.556,9.0,4.0,0.5710000000000001,7.0,7.0,0.0,38.0,0.0,9.0,14.0,Don Bielke,N/A,0.0,0.0,9.0,N/A,6.0,1956.0,0.556,1
7,1887.0,2.8680000000000003,4704.0,0.0,0.0,0.0,1685.0,217.0,0.0,0.0,1887.0,2.8680000000000003,4704.0,1226.0,5.686999999999999,1476.0,404.0,0.0,11241.0,0.0,976.0,5000.0,Carl Braun*,N/A,0.0,0.0,1348.0,N/A,58.0,13713.0,2.8680000000000003,7
8,78.0,0.297,263.0,0.0,0.0,0.0,74.0,32.0,0.0,0.0,78.0,0.297,263.0,72.0,0.818,88.0,37.0,0.0,680.0,0.0,62.0,228.0,Frankie Brian,N/A,0.0,0.0,88.0,N/A,8.0,1956.0,0.297,1
9,738.0,1.134,1956.0,0.0,0.0,0.0,391.0,102.0,0.0,0.0,738.0,1.134,1956.0,372.0,2.003,554.0,203.0,0.0,5203.0,0.0,634.0,1848.0,Nat Clifton*,N/A,0.0,0.0,1346.0,N/A,28.0,5871.0,1.134,3
10,1327.0,2.057,3227.0,0.0,0.0,0.0,864.0,158.0,0.0,0.0,1327.0,2.057,3227.0,561.0,3.5380000000000003,790.0,294.0,0.0,9127.0,0.0,888.0,3215.0,Jack Coleman,N/A,0.0,0.0,2506.0,N/A,54.0,9783.0,2.057,3
11,2191.0,3.3229999999999995,5930.0,0.0,0.0,0.0,1081.0,225.0,0.0,0.0,2191.0,3.3229999999999995,5930.0,1364.0,6.605,1830.0,558.0,0.0,13347.0,0.0,1264.0,5746.0,Ed Conlin,N/A,0.0,0.0,2743.0,N/A,126.0,17631.0,3.3229999999999995,7
12,202.0,0.9810000000000001,616.0,0.0,0.0,0.0,178.0,87.0,0.0,0.0,202.0,0.9810000000000001,616.0,200.0,2.266,266.0,134.0,0.0,2288.0,0.0,280.0,604.0,Chuck Cooper*,N/A,0.0,0.0,478.0,N/A,45.0,5868.0,0.9810000000000001,1
13,3783.0,3.351,10044.0,0.0,0.0,0.0,4551.0,285.0,0.0,0.0,3783.0,3.351,10044.0,2589.0,7.430000000000001,3206.0,575.0,0.0,18935.0,0.0,1274.0,10155.0,Bob Cousy*,N/A,0.0,0.0,2624.0,N/A,178.0,17646.0,3.351,9
14,0.0,0.0,6.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,0.0,16.0,0.0,2.0,2.0,Red Davis,N/A,0.0,0.0,4.0,N/A,18.0,1956.0,0.0,1
15,471.0,1.822,1258.0,0.0,0.0,0.0,166.0,132.0,0.0,0.0,471.0,1.822,1258.0,273.0,3.5729999999999995,382.0,257.0,0.0,3673.0,0.0,751.0,1215.0,Walt Davis,N/A,0.0,0.0,930.0,N/A,77.0,9787.0,1.822,3
16,556.0,2.5869999999999997,1308.0,0.0,0.0,0.0,605.0,168.0,0.0,0.0,556.0,2.5869999999999997,1308.0,375.0,4.095000000000001,558.0,324.0,0.0,5027.0,0.0,556.0,1487.0,George Dempsey,N/A,0.0,0.0,1049.0,N/A,104.0,11748.0,2.5869999999999997,4
17,560.0,1.096,1532.0,0.0,0.0,0.0,446.0,75.0,0.0,0.0,560.0,1.096,1532.0,376.0,2.211,507.0,210.0,0.0,4025.0,0.0,337.0,1496.0,Corky Devlin,N/A,0.0,0.0,449.0,N/A,56.0,5871.0,1.096,3
18,1912.0,2.955,5175.0,0.0,0.0,0.0,608.0,228.0,0.0,0.0,1912.0,2.955,5175.0,1941.0,5.6240000000000006,2773.0,553.0,0.0,14671.0,0.0,2260.0,5765.0,Walter Dukes,N/A,0.0,0.0,6223.0,N/A,185.0,15676.0,2.955,8
19,345.0,0.768,899.0,0.0,0.0,0.0,275.0,49.0,0.0,0.0,345.0,0.768,899.0,280.0,1.428,393.0,142.0,0.0,2709.0,0.0,284.0,970.0,Dick Farley,N/A,0.0,0.0,360.0,N/A,46.0,3915.0,0.768,2
20,8.0,0.28600000000000003,28.0,0.0,0.0,0.0,6.0,24.0,0.0,0.0,8.0,0.28600000000000003,28.0,14.0,0.875,16.0,10.0,0.0,59.0,0.0,9.0,30.0,Ron Feiereisel,N/A,0.0,0.0,6.0,N/A,25.0,1956.0,0.28600000000000003,1
21,1768.0,3.561,4381.0,0.0,0.0,0.0,338.0,254.0,0.0,0.0,1768.0,3.561,4381.0,1473.0,6.101,2097.0,540.0,0.0,11373.0,0.0,2057.0,5009.0,Ray Felix,N/A,0.0,0.0,4218.0,N/A,240.0,17633.0,3.561,7
22,878.0,2.157,2389.0,0.0,0.0,0.0,943.0,157.0,0.0,0.0,878.0,2.157,2389.0,769.0,4.648,1012.0,371.0,0.0,7582.0,0.0,1008.0,2525.0,Al Ferrari,N/A,0.0,0.0,830.0,N/A,184.0,11761.0,2.157,6
23,862.0,1.8199999999999998,2403.0,0.0,0.0,0.0,544.0,120.0,0.0,0.0,862.0,1.8199999999999998,2403.0,787.0,3.6719999999999997,1077.0,292.0,0.0,6186.0,0.0,688.0,2511.0,Ed Fleming,N/A,0.0,0.0,1532.0,N/A,133.0,9790.0,1.8199999999999998,5
24,2012.0,2.904,4879.0,0.0,0.0,0.0,648.0,272.0,0.0,0.0,2012.0,2.904,4879.0,1975.0,5.411,2573.0,546.0,0.0,12015.0,0.0,1628.0,5999.0,Larry Foust,N/A,0.0,0.0,4044.0,N/A,274.0,17633.0,2.904,7
25,994.0,1.171,2549.0,0.0,0.0,0.0,339.0,87.0,0.0,0.0,994.0,1.171,2549.0,1165.0,2.374,1472.0,216.0,0.0,6311.0,0.0,639.0,3153.0,Harry Gallatin*,N/A,0.0,0.0,2214.0,N/A,82.0,5871.0,1.171,3
26,2345.0,3.204,5834.0,0.0,0.0,0.0,1320.0,207.0,0.0,0.0,2345.0,3.204,5834.0,1756.0,6.299,2237.0,491.0,0.0,14087.0,0.0,1354.0,6446.0,Dick Garmaker,N/A,0.0,0.0,2061.0,N/A,263.0,15671.0,3.204,6
27,1584.0,2.8440000000000003,4408.0,0.0,0.0,0.0,1719.0,237.0,0.0,0.0,1584.0,2.8440000000000003,4408.0,1155.0,5.918,1564.0,438.0,0.0,12613.0,0.0,990.0,4323.0,Jack George,N/A,0.0,0.0,1734.0,N/A,261.0,15669.0,2.8440000000000003,6
28,3327.0,5.232,7674.0,0.0,0.0,0.0,3260.0,344.0,0.0,0.0,3327.0,5.232,7674.0,2113.0,9.136000000000001,2775.0,771.0,0.0,25199.0,0.0,2983.0,8767.0,Tom Gola*,N/A,0.0,0.0,6134.0,N/A,472.0,23540.0,5.232,10
29,2033.0,2.8199999999999994,5770.0,0.0,0.0,0.0,836.0,299.0,0.0,0.0,2033.0,2.8199999999999994,5770.0,1308.0,5.614,1785.0,505.0,0.0,12506.0,0.0,1416.0,5374.0,Joe Graboski,N/A,0.0,0.0,3456.0,N/A,385.0,19599.0,2.8199999999999994,7
30,223.0,0.667,676.0,0.0,0.0,0.0,185.0,131.0,0.0,0.0,223.0,0.667,676.0,130.0,1.265,210.0,130.0,0.0,2122.0,0.0,406.0,576.0,Alex Hannum*,N/A,0.0,0.0,502.0,N/A,131.0,7827.0,0.667,2
31,74.0,0.745,298.0,0.0,0.0,0.0,88.0,66.0,0.0,0.0,74.0,0.745,298.0,54.0,1.8039999999999998,90.0,82.0,0.0,840.0,0.0,86.0,202.0,Chris Harris,N/A,0.0,0.0,88.0,N/A,111.0,5868.0,0.745,1
32,713.0,1.093,1958.0,0.0,0.0,0.0,607.0,145.0,0.0,0.0,713.0,1.093,1958.0,287.0,2.174,398.0,210.0,0.0,5828.0,0.0,666.0,1713.0,Bob Harrison,N/A,0.0,0.0,517.0,N/A,179.0,9785.0,1.093,3
33,270.0,0.7469999999999999,717.0,0.0,0.0,0.0,102.0,45.0,0.0,0.0,270.0,0.7469999999999999,717.0,323.0,1.343,483.0,138.0,0.0,2384.0,0.0,240.0,863.0,Dick Hemric,N/A,0.0,0.0,703.0,N/A,78.0,3913.0,0.7469999999999999,2
34,197.0,1.271,597.0,0.0,0.0,0.0,100.0,107.0,0.0,0.0,197.0,1.271,597.0,72.0,2.2510000000000003,96.0,95.0,0.0,444.0,0.0,93.0,466.0,Larry Hennessy,N/A,0.0,0.0,139.0,N/A,161.0,7827.0,1.271,2
35,316.0,1.524,827.0,0.0,0.0,0.0,157.0,107.0,0.0,0.0,316.0,1.524,827.0,226.0,2.9019999999999997,308.0,205.0,0.0,3395.0,0.0,291.0,858.0,Lew Hitch,N/A,0.0,0.0,789.0,N/A,171.0,7827.0,1.524,2
36,24.0,0.27,89.0,0.0,0.0,0.0,38.0,75.0,0.0,0.0,24.0,0.27,89.0,24.0,0.649,37.0,27.0,0.0,352.0,0.0,51.0,72.0,Jim Holstein,N/A,0.0,0.0,76.0,N/A,132.0,5868.0,0.27,1
37,24.0,0.8440000000000001,84.0,0.0,0.0,0.0,4.0,69.0,0.0,0.0,24.0,0.8440000000000001,84.0,20.0,2.709,22.0,38.0,0.0,186.0,0.0,42.0,68.0,Johnny Horan,N/A,0.0,0.0,20.0,N/A,141.0,5868.0,0.8440000000000001,1
38,549.0,1.2200000000000002,1297.0,0.0,0.0,0.0,291.0,72.0,0.0,0.0,549.0,1.2200000000000002,1297.0,480.0,2.1510000000000002,660.0,147.0,0.0,3429.0,0.0,301.0,1578.0,Bob Houbregs*,N/A,0.0,0.0,880.0,N/A,137.0,5871.0,1.2200000000000002,3
39,745.0,1.201,1848.0,0.0,0.0,0.0,424.0,84.0,0.0,0.0,745.0,1.201,1848.0,318.0,1.939,470.0,156.0,0.0,5271.0,0.0,379.0,1808.0,Mel Hutchins,N/A,0.0,0.0,1153.0,N/A,141.0,5871.0,1.201,3
40,1546.0,1.662,3521.0,0.0,0.0,0.0,615.0,110.0,0.0,0.0,1546.0,1.662,3521.0,1595.0,3.2299999999999995,1961.0,238.0,0.0,7926.0,0.0,765.0,4687.0,Neil Johnston*,N/A,0.0,0.0,2656.0,N/A,201.0,7830.0,1.662,4
41,372.0,0.71,1047.0,0.0,0.0,0.0,235.0,47.0,0.0,0.0,372.0,0.71,1047.0,383.0,1.399,550.0,137.0,0.0,3256.0,0.0,479.0,1127.0,Ed Kalafat,N/A,0.0,0.0,865.0,N/A,105.0,3913.0,0.71,2
42,527.0,1.453,1467.0,0.0,0.0,0.0,443.0,107.0,0.0,0.0,527.0,1.453,1467.0,448.0,2.975,591.0,203.0,0.0,3993.0,0.0,400.0,1502.0,Billy Kenville,N/A,0.0,0.0,712.0,N/A,219.0,7831.0,1.453,4
43,4608.0,4.563999999999999,11033.0,0.0,0.0,0.0,1924.0,308.0,0.0,0.0,4608.0,4.563999999999999,11033.0,2510.0,7.988,3459.0,833.0,0.0,26255.0,0.0,2122.0,11726.0,Red Kerr,N/A,0.0,0.0,9618.0,N/A,703.0,21571.0,4.563999999999999,11
44,519.0,0.736,1408.0,0.0,0.0,0.0,747.0,81.0,0.0,1.0,519.0,0.736,1408.0,316.0,1.2570000000000001,502.0,136.0,0.0,4621.0,0.0,274.0,1354.0,George King,N/A,0.0,0.0,557.0,N/A,493.0,5933.0,0.736,3
45,1059.0,1.744,3017.0,0.0,0.0,0.0,469.0,145.0,0.0,0.0,1059.0,1.744,3017.0,664.0,3.819,868.0,345.0,0.0,8253.0,0.0,1245.0,2782.0,Earl Lloyd*,N/A,0.0,0.0,2036.0,N/A,298.0,9790.0,1.744,5
46,1333.0,3.081,3868.0,0.0,0.0,0.0,353.0,261.0,0.0,0.0,1333.0,3.081,3868.0,490.0,5.344999999999999,750.0,511.0,0.0,9431.0,0.0,1497.0,3156.0,Jim Loscutoff,N/A,0.0,0.0,2848.0,N/A,610.0,17640.0,3.081,9
47,4028.0,3.9949999999999997,9043.0,0.0,0.0,0.0,946.0,270.0,0.0,0.0,4028.0,3.9949999999999997,9043.0,1992.0,7.015,2579.0,562.0,0.0,15459.0,0.0,1817.0,10048.0,Clyde Lovellette*,N/A,0.0,0.0,5442.0,N/A,624.0,17640.0,3.9949999999999997,9
48,1232.0,1.5619999999999998,2936.0,0.0,0.0,0.0,569.0,114.0,0.0,0.0,1232.0,1.5619999999999998,2936.0,1047.0,2.8670000000000004,1387.0,229.0,0.0,7040.0,0.0,540.0,3511.0,Ed Macauley*,N/A,0.0,0.0,1380.0,N/A,243.0,7830.0,1.5619999999999998,4
49,1442.0,2.418,4192.0,0.0,0.0,0.0,1867.0,222.0,0.0,0.0,1442.0,2.418,4192.0,1305.0,5.486,1662.0,399.0,0.0,13998.0,0.0,1179.0,4189.0,Slater Martin*,N/A,0.0,0.0,1504.0,N/A,450.0,13704.0,2.418,5
50,906.0,1.975,2293.0,0.0,0.0,0.0,1839.0,160.0,0.0,0.0,906.0,1.975,2293.0,691.0,3.295,1040.0,342.0,0.0,8716.0,0.0,686.0,2503.0,Dick McGuire*,N/A,0.0,0.0,1206.0,N/A,337.0,9790.0,1.975,5
51,1140.0,2.328,3459.0,0.0,0.0,0.0,1491.0,199.0,0.0,0.0,1140.0,2.328,3459.0,608.0,4.189,1001.0,381.0,0.0,10578.0,0.0,1000.0,2888.0,Jack McMahon,N/A,0.0,0.0,965.0,N/A,471.0,13702.0,2.328,5
52,279.0,0.7280000000000001,765.0,0.0,0.0,0.0,140.0,52.0,0.0,0.0,279.0,0.7280000000000001,765.0,258.0,1.427,351.0,136.0,0.0,2040.0,0.0,346.0,816.0,Monk Meineke,N/A,0.0,0.0,542.0,N/A,133.0,3914.0,0.7280000000000001,2
53,363.0,0.673,1063.0,0.0,0.0,0.0,333.0,45.0,0.0,0.0,363.0,0.673,1063.0,257.0,1.559,336.0,141.0,0.0,2821.0,0.0,169.0,983.0,Chuck Mencel,N/A,0.0,0.0,347.0,N/A,135.0,3913.0,0.673,2
54,148.0,0.395,375.0,0.0,0.0,0.0,53.0,31.0,0.0,0.0,148.0,0.395,375.0,94.0,0.77,122.0,37.0,0.0,765.0,0.0,153.0,390.0,George Mikan*,N/A,0.0,0.0,308.0,N/A,68.0,1956.0,0.395,1
55,1431.0,1.5630000000000002,3649.0,0.0,0.0,0.0,619.0,114.0,0.0,0.0,1431.0,1.5630000000000002,3649.0,1326.0,3.2030000000000003,1658.0,288.0,0.0,8827.0,0.0,1176.0,4188.0,Vern Mikkelsen*,N/A,0.0,0.0,2613.0,N/A,279.0,7830.0,1.5630000000000002,4
56,93.0,0.794,235.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,93.0,0.794,235.0,69.0,1.408,99.0,111.0,0.0,802.0,0.0,155.0,255.0,Jackie Moore,N/A,0.0,0.0,233.0,N/A,140.0,3913.0,0.794,2
57,98.0,0.7170000000000001,266.0,0.0,0.0,0.0,53.0,48.0,0.0,0.0,98.0,0.7170000000000001,266.0,47.0,1.244,93.0,84.0,0.0,989.0,0.0,171.0,243.0,Red Morrison,N/A,0.0,0.0,371.0,N/A,140.0,3914.0,0.7170000000000001,2
58,695.0,1.127,1820.0,0.0,0.0,0.0,308.0,90.0,0.0,0.0,695.0,1.127,1820.0,367.0,2.323,469.0,190.0,0.0,4560.0,0.0,536.0,1757.0,Jack Nichols,N/A,0.0,0.0,1301.0,N/A,219.0,5871.0,1.127,3
59,1362.0,2.3669999999999995,3937.0,0.0,0.0,0.0,1344.0,189.0,0.0,0.0,1362.0,2.3669999999999995,3937.0,552.0,4.933999999999999,755.0,411.0,0.0,9212.0,0.0,1128.0,3276.0,Chuck Noble,N/A,0.0,0.0,1075.0,N/A,552.0,13713.0,2.3669999999999995,7
60,1046.0,2.58,2747.0,0.0,0.0,0.0,252.0,173.0,0.0,0.0,1046.0,2.58,2747.0,599.0,4.918,811.0,334.0,0.0,4853.0,0.0,627.0,2691.0,Togo Palazzi,N/A,0.0,0.0,1229.0,N/A,539.0,13704.0,2.58,5
61,820.0,2.675,2143.0,0.0,0.0,0.0,640.0,170.0,0.0,0.0,820.0,2.675,2143.0,689.0,5.111000000000001,938.0,375.0,0.0,6758.0,0.0,673.0,2329.0,Med Park,N/A,0.0,0.0,1155.0,N/A,552.0,13708.0,2.675,5
62,121.0,0.39899999999999997,303.0,0.0,0.0,0.0,44.0,24.0,0.0,0.0,121.0,0.39899999999999997,303.0,68.0,0.654,104.0,58.0,0.0,779.0,0.0,123.0,310.0,Bob Peterson,N/A,0.0,0.0,223.0,N/A,77.0,1956.0,0.39899999999999997,1
63,6829.0,4.365,15593.0,0.0,0.0,0.0,2140.0,275.0,0.0,0.0,6829.0,4.365,15593.0,5756.0,7.648,7552.0,720.0,0.0,28031.0,0.0,2271.0,19414.0,Bob Pettit*,N/A,0.0,0.0,11855.0,N/A,897.0,19605.0,4.365,10
64,350.0,1.099,955.0,0.0,0.0,0.0,699.0,102.0,0.0,0.0,350.0,1.099,955.0,242.0,1.7970000000000002,407.0,207.0,0.0,4718.0,0.0,397.0,942.0,Andy Phillip*,N/A,0.0,0.0,596.0,N/A,242.0,5871.0,1.099,3
65,699.0,1.036,2030.0,0.0,0.0,0.0,629.0,78.0,0.0,0.0,699.0,1.036,2030.0,387.0,2.1109999999999998,540.0,215.0,0.0,5494.0,0.0,532.0,1785.0,Richie Regan,N/A,0.0,0.0,554.0,N/A,251.0,5871.0,1.036,3
66,984.0,1.606,3037.0,0.0,0.0,0.0,653.0,113.0,0.0,0.0,984.0,1.606,3037.0,614.0,3.489,883.0,280.0,0.0,7620.0,0.0,1158.0,2582.0,Dick Ricketts,N/A,0.0,0.0,1827.0,N/A,419.0,9783.0,1.606,3
67,442.0,1.109,1197.0,0.0,0.0,0.0,191.0,96.0,0.0,0.0,442.0,1.109,1197.0,390.0,2.07,563.0,174.0,0.0,3651.0,0.0,658.0,1274.0,Arnie Risen*,N/A,0.0,0.0,1199.0,N/A,259.0,5871.0,1.109,3
68,386.0,0.71,1082.0,0.0,0.0,0.0,212.0,65.0,0.0,0.0,386.0,0.71,1082.0,329.0,1.54,425.0,144.0,0.0,3037.0,0.0,406.0,1101.0,Red Rocha,N/A,0.0,0.0,688.0,N/A,175.0,3913.0,0.71,2
69,5.0,0.5,10.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,0.5,10.0,1.0,0.5,2.0,4.0,0.0,23.0,0.0,4.0,11.0,Bob Santini,N/A,0.0,0.0,3.0,N/A,86.0,1956.0,0.5,1
70,181.0,1.225,606.0,0.0,0.0,0.0,121.0,89.0,0.0,0.0,181.0,1.225,606.0,135.0,2.991,175.0,119.0,0.0,1323.0,0.0,166.0,497.0,Bob Schafer,N/A,0.0,0.0,153.0,N/A,358.0,7825.0,1.225,2
71,3753.0,3.377,9776.0,0.0,0.0,0.0,1726.0,279.0,0.0,0.0,3753.0,3.377,9776.0,4048.0,7.8740000000000006,4590.0,588.0,0.0,19947.0,0.0,1973.0,11554.0,Dolph Schayes*,N/A,0.0,0.0,6726.0,N/A,913.0,17640.0,3.377,9
72,495.0,1.0739999999999998,1355.0,0.0,0.0,0.0,265.0,84.0,0.0,0.0,495.0,1.0739999999999998,1355.0,665.0,2.533,785.0,192.0,0.0,3906.0,0.0,523.0,1655.0,Dick Schnittker,N/A,0.0,0.0,692.0,N/A,279.0,5871.0,1.0739999999999998,3
73,2626.0,4.713000000000001,5724.0,0.0,0.0,0.0,938.0,264.0,0.0,0.0,2626.0,4.713000000000001,5724.0,2556.0,7.978,3105.0,606.0,0.0,16064.0,0.0,1598.0,7808.0,Kenny Sears,N/A,0.0,0.0,4348.0,N/A,1042.0,19604.0,4.713000000000001,8
74,2019.0,4.3389999999999995,5133.0,0.0,0.0,0.0,1480.0,323.0,0.0,0.0,2019.0,4.3389999999999995,5133.0,1432.0,8.365,1977.0,594.0,0.0,13974.0,0.0,1156.0,5470.0,Frank Selvy,N/A,0.0,0.0,1967.0,N/A,1247.0,23519.0,4.3389999999999995,8
75,509.0,1.33,1529.0,0.0,0.0,0.0,598.0,150.0,0.0,0.0,509.0,1.33,1529.0,368.0,3.3660000000000005,448.0,211.0,0.0,4097.0,0.0,335.0,1386.0,Paul Seymour,N/A,0.0,0.0,429.0,N/A,495.0,9790.0,1.33,5
76,972.0,2.0420000000000003,2345.0,0.0,0.0,0.0,505.0,214.0,0.0,0.0,972.0,2.0420000000000003,2345.0,997.0,3.445,1448.0,370.0,0.0,7836.0,0.0,1269.0,2941.0,Chuck Share,N/A,0.0,0.0,3043.0,N/A,724.0,13710.0,2.0420000000000003,5
77,3108.0,2.564,7277.0,0.0,0.0,0.0,1211.0,189.0,0.0,0.0,3108.0,2.564,7277.0,1845.0,5.384,2058.0,406.0,0.0,13151.0,0.0,995.0,8061.0,Bill Sharman*,N/A,0.0,0.0,1617.0,N/A,608.0,11751.0,2.564,6
78,3615.0,3.472,9089.0,0.0,0.0,0.0,2519.0,252.0,0.0,0.0,3615.0,3.472,9089.0,2579.0,6.991,3195.0,637.0,0.0,22391.0,0.0,1341.0,9809.0,Gene Shue,N/A,0.0,0.0,2701.0,N/A,977.0,17640.0,3.472,9
79,144.0,0.336,428.0,0.0,0.0,0.0,82.0,30.0,0.0,0.0,144.0,0.336,428.0,78.0,0.605,129.0,68.0,0.0,903.0,0.0,142.0,366.0,Connie Simmons,N/A,0.0,0.0,235.0,N/A,98.0,1956.0,0.336,1
80,418.0,0.7529999999999999,1074.0,0.0,0.0,0.0,331.0,59.0,0.0,0.0,418.0,0.7529999999999999,1074.0,199.0,1.7389999999999999,240.0,95.0,0.0,2967.0,0.0,297.0,1035.0,Whitey Skoog,N/A,0.0,0.0,363.0,N/A,204.0,3913.0,0.7529999999999999,2
81,178.0,0.671,506.0,0.0,0.0,0.0,128.0,127.0,0.0,0.0,178.0,0.671,506.0,178.0,1.655,223.0,83.0,0.0,1496.0,0.0,215.0,534.0,Odie Spears,N/A,0.0,0.0,246.0,N/A,422.0,7827.0,0.671,2
82,765.0,1.866,1973.0,0.0,0.0,0.0,265.0,122.0,0.0,0.0,765.0,1.866,1973.0,505.0,3.494,732.0,275.0,0.0,5426.0,0.0,866.0,2035.0,Art Spoelstra,N/A,0.0,0.0,1320.0,N/A,526.0,9787.0,1.866,3
83,248.0,0.386,643.0,0.0,0.0,0.0,207.0,22.0,0.0,0.0,248.0,0.386,643.0,247.0,0.6920000000000001,357.0,72.0,0.0,2219.0,0.0,144.0,743.0,Jack Stephens,N/A,0.0,0.0,377.0,N/A,103.0,1956.0,0.386,1
84,1251.0,1.052,3567.0,0.0,0.0,0.0,1062.0,69.0,0.0,0.0,1251.0,1.052,3567.0,813.0,2.094,1165.0,202.0,0.0,7544.0,0.0,789.0,3315.0,Maurice Stokes*,N/A,0.0,0.0,3492.0,N/A,322.0,5871.0,1.052,3
85,118.0,0.734,334.0,0.0,0.0,0.0,40.0,47.0,0.0,0.0,118.0,0.734,334.0,66.0,0.795,84.0,79.0,0.0,1014.0,0.0,192.0,302.0,Jim Tucker,N/A,0.0,0.0,252.0,N/A,219.0,3913.0,0.734,2
86,6237.0,4.944999999999999,13873.0,0.0,0.0,0.0,1861.0,286.0,0.0,0.0,6237.0,4.944999999999999,13873.0,3366.0,8.61,4325.0,823.0,0.0,26147.0,0.0,2782.0,15840.0,Jack Twyman*,N/A,0.0,0.0,5424.0,N/A,1304.0,21571.0,4.944999999999999,11
87,10.0,0.32299999999999995,31.0,0.0,0.0,0.0,12.0,27.0,0.0,0.0,10.0,0.32299999999999995,31.0,2.0,1.0,2.0,5.0,0.0,77.0,0.0,15.0,22.0,Ernie Vandeweghe,N/A,0.0,0.0,13.0,N/A,107.0,1956.0,0.32299999999999995,1
88,268.0,0.845,700.0,0.0,0.0,0.0,234.0,69.0,0.0,0.0,268.0,0.845,700.0,295.0,1.502,406.0,93.0,0.0,2139.0,0.0,171.0,831.0,Bobby Wanzer*,N/A,0.0,0.0,297.0,N/A,224.0,3913.0,0.845,2
89,22.0,0.7070000000000001,50.0,0.0,0.0,0.0,7.0,49.0,0.0,0.0,22.0,0.7070000000000001,50.0,26.0,1.2,48.0,24.0,0.0,193.0,0.0,38.0,70.0,Bob Williams,N/A,0.0,0.0,59.0,N/A,226.0,3913.0,0.7070000000000001,2
90,3067.0,3.009,7253.0,0.0,0.0,0.0,655.0,205.0,0.0,0.0,3067.0,3.009,7253.0,2538.0,5.398999999999999,3220.0,410.0,0.0,13967.0,0.0,1214.0,8672.0,George Yardley*,N/A,0.0,0.0,3650.0,N/A,804.0,13708.0,3.009,5
91,29.0,0.358,81.0,0.0,0.0,0.0,16.0,30.0,0.0,0.0,29.0,0.358,81.0,30.0,0.857,35.0,9.0,0.0,182.0,0.0,18.0,88.0,Max Zaslofsky,N/A,0.0,0.0,16.0,N/A,111.0,1956.0,0.358,1
92,0.0,0.0,2.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Forest Able,N/A,0.0,0.0,1.0,N/A,0.0,1957.0,0.0,1
93,11.0,0.297,37.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,11.0,0.297,37.0,6.0,0.5,12.0,19.0,0.0,110.0,0.0,13.0,28.0,Bob Armstrong,N/A,0.0,0.0,39.0,N/A,2.0,1957.0,0.297,1
94,2.0,0.25,8.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,0.25,8.0,3.0,0.5,6.0,5.0,0.0,19.0,0.0,4.0,7.0,John Barber,N/A,0.0,0.0,6.0,N/A,4.0,1957.0,0.25,1
95,124.0,0.322,385.0,0.0,0.0,0.0,46.0,26.0,0.0,0.0,124.0,0.322,385.0,70.0,0.68,103.0,62.0,0.0,983.0,0.0,76.0,318.0,Irv Bemoras,N/A,0.0,0.0,127.0,N/A,6.0,1957.0,0.322,1
