b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 14, 1969",/boxscores/196910140NYK.html,Seattle SuperSonics,101,New York Knicks,126,Box Score,,,
"Wed, Oct 15, 1969",/boxscores/196910150ATL.html,Seattle SuperSonics,119,Atlanta Hawks,124,Box Score,,,
"Wed, Oct 15, 1969",/boxscores/196910150BAL.html,Chicago Bulls,93,Baltimore Bullets,98,Box Score,,,
"Wed, Oct 15, 1969",/boxscores/196910150CIN.html,New York Knicks,94,Cincinnati Royals,89,Box Score,,,
"Thu, Oct 16, 1969",/boxscores/196910160PHO.html,San Diego Rockets,114,Phoenix Suns,116,Box Score,,,
"Fri, Oct 17, 1969",/boxscores/196910170BOS.html,Cincinnati Royals,110,Boston Celtics,108,Box Score,,,
"Fri, Oct 17, 1969",/boxscores/196910170CHI.html,New York Knicks,116,Chicago Bulls,87,Box Score,,,
"Fri, Oct 17, 1969",/boxscores/196910170PHI.html,Los Angeles Lakers,126,Philadelphia 76ers,131,Box Score,,,
"Sat, Oct 18, 1969",/boxscores/196910180NYK.html,Los Angeles Lakers,96,New York Knicks,99,Box Score,,,
"Sat, Oct 18, 1969",/boxscores/196910180SFW.html,San Diego Rockets,125,San Francisco Warriors,124,Box Score,OT,,
"Sat, Oct 18, 1969",/boxscores/196910180MIL.html,Detroit Pistons,110,Milwaukee Bucks,119,Box Score,,,
"Sat, Oct 18, 1969",/boxscores/196910180CIN.html,Philadelphia 76ers,134,Cincinnati Royals,123,Box Score,,,
"Sat, Oct 18, 1969",/boxscores/196910180CHI.html,Seattle SuperSonics,126,Chicago Bulls,131,Box Score,OT,,
"Sat, Oct 18, 1969",/boxscores/196910180BAL.html,Boston Celtics,117,Baltimore Bullets,124,Box Score,,,
"Sat, Oct 18, 1969",/boxscores/196910180ATL.html,Phoenix Suns,116,Atlanta Hawks,121,Box Score,,,
"Sun, Oct 19, 1969",/boxscores/196910190MIL.html,Seattle SuperSonics,106,Milwaukee Bucks,130,Box Score,,,
"Tue, Oct 21, 1969",/boxscores/196910210BAL.html,Los Angeles Lakers,142,Baltimore Bullets,137,Box Score,OT,,
