b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Nov 4, 1994",/boxscores/199411040ATL.html,Indiana Pacers,94,Atlanta Hawks,92,Box Score,,"12,568",
"Fri, Nov 4, 1994",/boxscores/199411040BOS.html,New York Knicks,120,Boston Celtics,107,Box Score,,"14,890",
"Fri, Nov 4, 1994",/boxscores/199411040CHI.html,Charlotte Hornets,83,Chicago Bulls,89,Box Score,,"22,313",
"Fri, Nov 4, 1994",/boxscores/199411040DEN.html,Minnesota Timberwolves,108,Denver Nuggets,130,Box Score,,"17,171",
"Fri, Nov 4, 1994",/boxscores/199411040DET.html,Los Angeles Lakers,115,Detroit Pistons,98,Box Score,,"21,454",
"Fri, Nov 4, 1994",/boxscores/199411040HOU.html,New Jersey Nets,86,Houston Rockets,90,Box Score,,"16,611",
"Fri, Nov 4, 1994",/boxscores/199411040LAC.html,Portland Trail Blazers,121,Los Angeles Clippers,100,Box Score,,"14,229","at Yokohama, Japan"
"Fri, Nov 4, 1994",/boxscores/199411040PHI.html,Milwaukee Bucks,91,Philadelphia 76ers,86,Box Score,,"16,114",
"Fri, Nov 4, 1994",/boxscores/199411040SAC.html,Phoenix Suns,89,Sacramento Kings,107,Box Score,,"17,317",
"Fri, Nov 4, 1994",/boxscores/199411040SAS.html,Golden State Warriors,123,San Antonio Spurs,118,Box Score,,"30,542",
"Fri, Nov 4, 1994",/boxscores/199411040UTA.html,Miami Heat,108,Utah Jazz,119,Box Score,,"19,911",
"Fri, Nov 4, 1994",/boxscores/199411040WSB.html,Orlando Magic,108,Washington Bullets,110,Box Score,,"18,756",
"Sat, Nov 5, 1994",/boxscores/199411050ATL.html,Detroit Pistons,114,Atlanta Hawks,109,Box Score,OT,"11,587",
"Sat, Nov 5, 1994",/boxscores/199411050CHH.html,Cleveland Cavaliers,115,Charlotte Hornets,107,Box Score,,"23,698",
"Sat, Nov 5, 1994",/boxscores/199411050CHI.html,Washington Bullets,100,Chicago Bulls,99,Box Score,OT,"22,186",
"Sat, Nov 5, 1994",/boxscores/199411050DAL.html,New Jersey Nets,103,Dallas Mavericks,112,Box Score,,"17,502",
"Sat, Nov 5, 1994",/boxscores/199411050DEN.html,Golden State Warriors,108,Denver Nuggets,104,Box Score,,"17,171",
"Sat, Nov 5, 1994",/boxscores/199411050IND.html,Boston Celtics,103,Indiana Pacers,112,Box Score,,"16,532",
"Sat, Nov 5, 1994",/boxscores/199411050MIL.html,Los Angeles Lakers,96,Milwaukee Bucks,97,Box Score,,"18,633",
"Sat, Nov 5, 1994",/boxscores/199411050MIN.html,Houston Rockets,115,Minnesota Timberwolves,85,Box Score,,"16,578",
"Sat, Nov 5, 1994",/boxscores/199411050ORL.html,Philadelphia 76ers,107,Orlando Magic,122,Box Score,,"16,010",
"Sat, Nov 5, 1994",/boxscores/199411050POR.html,Los Angeles Clippers,95,Portland Trail Blazers,112,Box Score,,"14,239","at Yokohama, Japan"
"Sat, Nov 5, 1994",/boxscores/199411050SEA.html,Utah Jazz,103,Seattle SuperSonics,110,Box Score,,"16,324",
"Sun, Nov 6, 1994",/boxscores/199411060PHO.html,Miami Heat,107,Phoenix Suns,119,Box Score,,"19,023",
"Mon, Nov 7, 1994",/boxscores/199411070CHI.html,Philadelphia 76ers,83,Chicago Bulls,98,Box Score,,"22,122",
"Mon, Nov 7, 1994",/boxscores/199411070SAS.html,New Jersey Nets,96,San Antonio Spurs,105,Box Score,,"13,805",
"Mon, Nov 7, 1994",/boxscores/199411070UTA.html,Atlanta Hawks,86,Utah Jazz,104,Box Score,,"18,661",
"Tue, Nov 8, 1994",/boxscores/199411080CLE.html,Houston Rockets,100,Cleveland Cavaliers,98,Box Score,,"20,562",
"Tue, Nov 8, 1994",/boxscores/199411080DAL.html,Denver Nuggets,115,Dallas Mavericks,107,Box Score,,"12,526",
"Tue, Nov 8, 1994",/boxscores/199411080DET.html,Minnesota Timberwolves,112,Detroit Pistons,126,Box Score,,"13,424",
"Tue, Nov 8, 1994",/boxscores/199411080GSW.html,Miami Heat,114,Golden State Warriors,121,Box Score,,"15,025",
"Tue, Nov 8, 1994",/boxscores/199411080NYK.html,Los Angeles Lakers,113,New York Knicks,117,Box Score,,"19,763",
"Wed, Nov 9, 1994",/boxscores/199411090CHH.html,Orlando Magic,130,Charlotte Hornets,128,Box Score,OT,"23,698",
"Wed, Nov 9, 1994",/boxscores/199411090IND.html,Houston Rockets,109,Indiana Pacers,104,Box Score,,"15,258",
"Wed, Nov 9, 1994",/boxscores/199411090MIN.html,Los Angeles Lakers,122,Minnesota Timberwolves,99,Box Score,,"15,892",
"Wed, Nov 9, 1994",/boxscores/199411090NJN.html,Chicago Bulls,109,New Jersey Nets,110,Box Score,,"20,049",
"Wed, Nov 9, 1994",/boxscores/199411090PHI.html,Washington Bullets,97,Philadelphia 76ers,98,Box Score,,"6,811",
"Wed, Nov 9, 1994",/boxscores/199411090PHO.html,Atlanta Hawks,102,Phoenix Suns,106,Box Score,,"19,023",
"Wed, Nov 9, 1994",/boxscores/199411090SAS.html,Utah Jazz,101,San Antonio Spurs,109,Box Score,,"14,354",
"Wed, Nov 9, 1994",/boxscores/199411090SEA.html,Sacramento Kings,108,Seattle SuperSonics,100,Box Score,,"16,352",
"Thu, Nov 10, 1994",/boxscores/199411100CLE.html,Milwaukee Bucks,88,Cleveland Cavaliers,108,Box Score,,"19,203",
"Thu, Nov 10, 1994",/boxscores/199411100DET.html,Indiana Pacers,110,Detroit Pistons,112,Box Score,,"15,355",
