b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Sat, Nov 5, 1955",/boxscores/195511050ROC.html,New York Knicks,100,Rochester Royals,98,Box Score,OT,,
"Sat, Nov 5, 1955",/boxscores/195511050STL.html,Minneapolis Lakers,89,St. Louis Hawks,101,Box Score,,,
"Sat, Nov 5, 1955",/boxscores/195511050SYR.html,Fort Wayne Pistons,113,Syracuse Nationals,114,Box Score,OT,,
"Sat, Nov 5, 1955",/boxscores/195511050BOS.html,Philadelphia Warriors,87,Boston Celtics,98,Box Score,,,
"Sun, Nov 6, 1955",/boxscores/195511060FTW.html,Minneapolis Lakers,96,Fort Wayne Pistons,95,Box Score,,,
"Sun, Nov 6, 1955",/boxscores/195511060ROC.html,Syracuse Nationals,80,Rochester Royals,83,Box Score,,,
"Wed, Nov 9, 1955",/boxscores/195511090PHW.html,Minneapolis Lakers,106,Philadelphia Warriors,117,Box Score,,,
"Thu, Nov 10, 1955",/boxscores/195511100NYK.html,Minneapolis Lakers,105,New York Knicks,112,Box Score,,,
"Thu, Nov 10, 1955",/boxscores/195511100PHW.html,Rochester Royals,84,Philadelphia Warriors,89,Box Score,,,"at New York, NY"
"Fri, Nov 11, 1955",/boxscores/195511110BOS.html,Minneapolis Lakers,75,Boston Celtics,119,Box Score,,,
"Sat, Nov 12, 1955",/boxscores/195511120MNL.html,Philadelphia Warriors,100,Minneapolis Lakers,89,Box Score,,,"at Hershey, PA"
"Sat, Nov 12, 1955",/boxscores/195511120STL.html,Syracuse Nationals,91,St. Louis Hawks,81,Box Score,,,
"Sat, Nov 12, 1955",/boxscores/195511120NYK.html,Boston Celtics,95,New York Knicks,96,Box Score,,,
"Sat, Nov 12, 1955",/boxscores/195511120FTW.html,Rochester Royals,84,Fort Wayne Pistons,79,Box Score,,,"at St. Louis, MO"
"Sun, Nov 13, 1955",/boxscores/195511130FTW.html,Syracuse Nationals,79,Fort Wayne Pistons,93,Box Score,,,
"Sun, Nov 13, 1955",/boxscores/195511130NYK.html,Rochester Royals,91,New York Knicks,94,Box Score,,,"at Fort Wayne, IN"
"Tue, Nov 15, 1955",/boxscores/195511150STL.html,New York Knicks,95,St. Louis Hawks,121,Box Score,,,
"Thu, Nov 17, 1955",/boxscores/195511170FTW.html,New York Knicks,110,Fort Wayne Pistons,88,Box Score,,,"at Syracuse, NY"
"Thu, Nov 17, 1955",/boxscores/195511170PHW.html,Boston Celtics,92,Philadelphia Warriors,106,Box Score,,,
"Thu, Nov 17, 1955",/boxscores/195511170SYR.html,Minneapolis Lakers,91,Syracuse Nationals,105,Box Score,,,
