b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Thu, Oct 17, 1974",/boxscores/197410170NYK.html,New Orleans Jazz,74,New York Knicks,89,Box Score,,"15,883",
"Thu, Oct 17, 1974",/boxscores/197410170PHO.html,Seattle SuperSonics,97,Phoenix Suns,114,Box Score,,,
"Fri, Oct 18, 1974",/boxscores/197410180SEA.html,Detroit Pistons,100,Seattle SuperSonics,95,Box Score,,,
"Fri, Oct 18, 1974",/boxscores/197410180POR.html,Cleveland Cavaliers,129,Portland Trail Blazers,131,Box Score,4OT,,
"Fri, Oct 18, 1974",/boxscores/197410180PHI.html,New Orleans Jazz,99,Philadelphia 76ers,112,Box Score,,,
"Fri, Oct 18, 1974",/boxscores/197410180MIL.html,Houston Rockets,106,Milwaukee Bucks,101,Box Score,,,
"Fri, Oct 18, 1974",/boxscores/197410180LAL.html,Golden State Warriors,90,Los Angeles Lakers,105,Box Score,,,
"Fri, Oct 18, 1974",/boxscores/197410180CHI.html,Atlanta Hawks,115,Chicago Bulls,120,Box Score,OT,,
"Fri, Oct 18, 1974",/boxscores/197410180BOS.html,Buffalo Braves,126,Boston Celtics,119,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190WSB.html,New Orleans Jazz,92,Washington Bullets,110,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190POR.html,Detroit Pistons,122,Portland Trail Blazers,99,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190PHO.html,Kansas City-Omaha Kings,94,Phoenix Suns,91,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190NYK.html,Philadelphia 76ers,99,New York Knicks,86,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190GSW.html,Cleveland Cavaliers,110,Golden State Warriors,113,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190CHI.html,Milwaukee Bucks,70,Chicago Bulls,87,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190BUF.html,Boston Celtics,113,Buffalo Braves,95,Box Score,,,
"Sat, Oct 19, 1974",/boxscores/197410190ATL.html,Houston Rockets,112,Atlanta Hawks,118,Box Score,,,
"Sun, Oct 20, 1974",/boxscores/197410200LAL.html,Kansas City-Omaha Kings,105,Los Angeles Lakers,95,Box Score,,,
"Sun, Oct 20, 1974",/boxscores/197410200SEA.html,Cleveland Cavaliers,93,Seattle SuperSonics,100,Box Score,,,
"Tue, Oct 22, 1974",/boxscores/197410220NYK.html,Houston Rockets,100,New York Knicks,110,Box Score,,,
