,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Mahmoud Abdul-Rauf,PG,28.0,SAC,31.0,0.0,530.0,10.1,26.8,0.377,0.5,3.0,0.161,9.6,23.8,0.405,1.6,1.6,1.0,0.6,3.0,3.6,5.7,1.6,0.1,1.9,3.0,22.3,0.0,90.0,110.0
1,Tariq Abdul-Wahad,SG,23.0,SAC,59.0,16.0,959.0,7.8,19.4,0.403,0.2,1.0,0.211,7.6,18.4,0.414,4.6,6.8,0.672,2.4,3.9,6.3,2.8,1.9,0.7,3.5,4.4,20.4,0.0,91.0,108.0
2,Shareef Abdur-Rahim,SF,21.0,VAN,82.0,82.0,2950.0,11.5,23.8,0.485,0.4,0.9,0.412,11.2,22.9,0.488,8.9,11.3,0.784,4.0,6.3,10.3,3.8,1.6,1.3,4.5,3.6,32.3,0.0,109.0,112.0
3,Cory Alexander,PG,24.0,TOT,60.0,22.0,1298.0,7.1,16.6,0.428,2.7,7.3,0.375,4.4,9.3,0.469,3.3,4.2,0.784,0.7,5.3,6.1,8.7,2.9,0.5,4.6,4.1,20.2,0.0,103.0,106.0
4,Cory Alexander,PG,24.0,SAS,37.0,3.0,501.0,6.5,15.7,0.414,2.2,6.9,0.313,4.3,8.8,0.494,2.7,4.0,0.676,0.8,4.3,5.1,7.7,2.7,0.5,5.1,5.7,17.9,0.0,94.0,100.0
5,Cory Alexander,PG,24.0,DEN,23.0,19.0,797.0,7.5,17.1,0.435,3.1,7.5,0.411,4.4,9.6,0.455,3.7,4.4,0.846,0.7,6.0,6.6,9.3,3.0,0.4,4.4,3.0,21.7,0.0,108.0,110.0
6,Ray Allen*,SG,22.0,MIL,82.0,82.0,3287.0,9.1,21.3,0.428,2.2,6.0,0.364,6.9,15.3,0.453,5.5,6.3,0.875,2.1,4.5,6.6,5.8,1.8,0.2,4.3,4.0,25.9,0.0,106.0,108.0
7,Derek Anderson,SF,23.0,CLE,66.0,13.0,1839.0,6.9,17.0,0.408,0.5,2.4,0.202,6.4,14.6,0.442,8.0,9.1,0.873,1.6,3.8,5.4,6.6,2.5,0.4,3.7,4.0,22.4,0.0,107.0,101.0
8,Greg Anderson,C,33.0,ATL,50.0,0.0,398.0,5.0,11.1,0.444,0.0,0.7,0.0,5.0,10.5,0.474,2.2,5.6,0.39,5.4,10.9,16.2,2.1,2.6,1.4,2.3,11.7,12.1,0.0,98.0,99.0
9,Kenny Anderson,PG,27.0,TOT,61.0,56.0,1858.0,7.6,19.2,0.398,1.6,4.6,0.356,6.0,14.6,0.411,4.4,5.5,0.789,1.1,3.8,4.9,9.8,2.5,0.0,4.1,3.8,21.3,0.0,103.0,105.0
10,Kenny Anderson,PG,27.0,POR,45.0,40.0,1472.0,7.4,19.1,0.387,1.7,4.8,0.353,5.7,14.3,0.398,4.1,5.3,0.772,1.3,3.6,4.9,8.9,2.2,0.0,4.1,3.6,20.5,0.0,100.0,105.0
11,Kenny Anderson,PG,27.0,BOS,16.0,16.0,386.0,8.5,19.6,0.435,1.3,3.6,0.37,7.2,16.0,0.45,5.5,6.5,0.837,0.4,4.8,5.2,13.3,3.5,0.0,3.9,4.8,23.9,0.0,114.0,105.0
12,Nick Anderson,SF,30.0,ORL,58.0,44.0,1701.0,11.1,24.4,0.455,2.5,6.9,0.36,8.6,17.5,0.493,4.1,6.4,0.638,3.2,6.4,9.6,3.9,2.3,0.7,2.8,3.2,28.8,0.0,109.0,103.0
