,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,CLE,Anthony Bennett,UNLV,4.0,151.0,1905.0,658.0,472.0,77.0,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-5.6,-1.7
2,2.0,ORL,Victor Oladipo,Indiana,7.0,409.0,13535.0,7106.0,1873.0,1609.0,0.441,0.349,0.793,33.1,17.4,4.6,3.9,24.0,0.085,1.0,10.2
3,3.0,WAS,Otto Porter,Georgetown,7.0,408.0,10973.0,4484.0,2020.0,607.0,0.482,0.405,0.791,26.9,11.0,5.0,1.5,29.6,0.129,1.9,10.7
4,4.0,CHA,Cody Zeller,Indiana,7.0,411.0,9426.0,3517.0,2440.0,568.0,0.511,0.25,0.733,22.9,8.6,5.9,1.4,27.0,0.137,0.7,6.4
5,5.0,PHO,Alex Len,Maryland,7.0,452.0,8945.0,3624.0,2829.0,387.0,0.493,0.33,0.69,19.8,8.0,6.3,0.9,17.3,0.093,-1.5,1.0
6,6.0,NOH,Nerlens Noel,Kentucky,6.0,345.0,7699.0,2804.0,2174.0,415.0,0.538,0.286,0.649,22.3,8.1,6.3,1.2,20.9,0.13,2.2,8.1
7,7.0,SAC,Ben McLemore,Kansas,7.0,422.0,10001.0,3790.0,1027.0,456.0,0.419,0.359,0.78,23.7,9.0,2.4,1.1,7.1,0.034,-2.6,-1.5
8,8.0,DET,Kentavious Caldwell-Pope,Georgia,7.0,523.0,15324.0,6099.0,1677.0,859.0,0.417,0.35,0.8,29.3,11.7,3.2,1.6,27.2,0.085,0.1,7.9
9,9.0,MIN,Trey Burke,Michigan,7.0,386.0,8858.0,4071.0,776.0,1354.0,0.41,0.343,0.798,22.9,10.5,2.0,3.5,11.1,0.06,-2.2,-0.5
10,10.0,POR,CJ McCollum,Lehigh,7.0,463.0,14179.0,8435.0,1493.0,1391.0,0.454,0.398,0.83,30.6,18.2,3.2,3.0,30.3,0.102,0.1,7.5
11,11.0,PHI,Michael Carter-Williams,Syracuse,7.0,347.0,8831.0,3632.0,1528.0,1550.0,0.401,0.252,0.706,25.4,10.5,4.4,4.5,6.4,0.035,-0.6,3.1
12,12.0,OKC,Steven Adams,Pitt,7.0,515.0,13821.0,5020.0,3890.0,593.0,0.588,0.0,0.557,26.8,9.7,7.6,1.2,43.6,0.152,2.0,13.9
