b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Fri, Oct 13, 1967",/boxscores/196710130SFW.html,Seattle SuperSonics,116,San Francisco Warriors,144,Box Score,,,
"Sat, Oct 14, 1967",/boxscores/196710140BOS.html,Chicago Bulls,90,Boston Celtics,105,Box Score,,,
"Sat, Oct 14, 1967",/boxscores/196710140SDR.html,St. Louis Hawks,99,San Diego Rockets,98,Box Score,,,
"Sun, Oct 15, 1967",/boxscores/196710150SFW.html,St. Louis Hawks,107,San Francisco Warriors,102,Box Score,,,
"Tue, Oct 17, 1967",/boxscores/196710170CHI.html,Los Angeles Lakers,107,Chicago Bulls,105,Box Score,,,
"Tue, Oct 17, 1967",/boxscores/196710170DET.html,Cincinnati Royals,108,Detroit Pistons,131,Box Score,,,
"Tue, Oct 17, 1967",/boxscores/196710170NYK.html,San Francisco Warriors,122,New York Knicks,124,Box Score,,,
"Tue, Oct 17, 1967",/boxscores/196710170SDR.html,St. Louis Hawks,123,San Diego Rockets,105,Box Score,,,
"Wed, Oct 18, 1967",/boxscores/196710180BAL.html,New York Knicks,98,Baltimore Bullets,121,Box Score,,,
"Wed, Oct 18, 1967",/boxscores/196710180CIN.html,San Francisco Warriors,118,Cincinnati Royals,122,Box Score,,,
"Wed, Oct 18, 1967",/boxscores/196710180PHI.html,Los Angeles Lakers,87,Philadelphia 76ers,103,Box Score,,,
"Thu, Oct 19, 1967",/boxscores/196710190STL.html,Los Angeles Lakers,95,St. Louis Hawks,100,Box Score,,,
"Thu, Oct 19, 1967",/boxscores/196710190CHI.html,San Francisco Warriors,116,Chicago Bulls,106,Box Score,,,
"Fri, Oct 20, 1967",/boxscores/196710200CHI.html,St. Louis Hawks,126,Chicago Bulls,99,Box Score,,,
"Fri, Oct 20, 1967",/boxscores/196710200SEA.html,San Diego Rockets,121,Seattle SuperSonics,114,Box Score,,,
"Sat, Oct 21, 1967",/boxscores/196710210BAL.html,Boston Celtics,125,Baltimore Bullets,109,Box Score,,,
"Sat, Oct 21, 1967",/boxscores/196710210CIN.html,Chicago Bulls,107,Cincinnati Royals,109,Box Score,,,
"Sat, Oct 21, 1967",/boxscores/196710210NYK.html,Los Angeles Lakers,114,New York Knicks,106,Box Score,,,
"Sat, Oct 21, 1967",/boxscores/196710210PHI.html,Detroit Pistons,111,Philadelphia 76ers,116,Box Score,,,
"Sat, Oct 21, 1967",/boxscores/196710210SDR.html,Seattle SuperSonics,117,San Diego Rockets,110,Box Score,OT,,
"Sat, Oct 21, 1967",/boxscores/196710210STL.html,San Francisco Warriors,110,St. Louis Hawks,115,Box Score,,,
"Sun, Oct 22, 1967",/boxscores/196710220SEA.html,Cincinnati Royals,106,Seattle SuperSonics,94,Box Score,,,
"Sun, Oct 22, 1967",/boxscores/196710220SFW.html,San Diego Rockets,126,San Francisco Warriors,137,Box Score,,,
"Tue, Oct 24, 1967",/boxscores/196710240BAL.html,Seattle SuperSonics,125,Baltimore Bullets,136,Box Score,,,"at Portland, OR"
"Tue, Oct 24, 1967",/boxscores/196710240SFW.html,Cincinnati Royals,106,San Francisco Warriors,116,Box Score,,,"at Oakland, CA"
"Tue, Oct 24, 1967",/boxscores/196710240DET.html,Philadelphia 76ers,124,Detroit Pistons,102,Box Score,,,"at New York, NY"
"Tue, Oct 24, 1967",/boxscores/196710240NYK.html,St. Louis Hawks,135,New York Knicks,130,Box Score,OT,,
"Wed, Oct 25, 1967",/boxscores/196710250BOS.html,St. Louis Hawks,104,Boston Celtics,118,Box Score,,,
"Wed, Oct 25, 1967",/boxscores/196710250DET.html,Chicago Bulls,99,Detroit Pistons,107,Box Score,,,
"Wed, Oct 25, 1967",/boxscores/196710250LAL.html,Cincinnati Royals,116,Los Angeles Lakers,132,Box Score,,,
"Wed, Oct 25, 1967",/boxscores/196710250PHI.html,New York Knicks,114,Philadelphia 76ers,117,Box Score,,,
"Wed, Oct 25, 1967",/boxscores/196710250SDR.html,Baltimore Bullets,125,San Diego Rockets,109,Box Score,,,
"Fri, Oct 27, 1967",/boxscores/196710270SDR.html,Cincinnati Royals,116,San Diego Rockets,113,Box Score,,,
"Fri, Oct 27, 1967",/boxscores/196710270SFW.html,Baltimore Bullets,111,San Francisco Warriors,124,Box Score,,,"at Oakland, CA"
