,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,37.0,LAL,79.0,2630.0,22.9,0.628,0.001,0.327,7.7,18.2,13.5,13.1,1.1,3.3,12.5,24.3,0.0,7.6,3.6,11.2,0.204,3.8,1.1,4.9,4.6
1,Alvan Adams,PF,30.0,PHO,82.0,2136.0,19.8,0.578,0.0,0.309,8.2,18.1,13.3,21.8,2.5,1.3,15.9,23.6,0.0,3.5,3.3,6.8,0.152,2.5,1.9,4.4,3.5
2,Mark Aguirre,SF,25.0,DAL,80.0,2699.0,21.3,0.563,0.054,0.37,7.8,12.5,10.1,15.3,1.1,0.5,12.2,32.2,0.0,5.3,1.9,7.2,0.128,3.3,-1.6,1.7,2.5
3,Danny Ainge,SG,25.0,BOS,75.0,2564.0,14.2,0.57,0.071,0.172,3.4,7.9,5.8,19.9,2.2,0.1,14.9,15.9,0.0,3.9,2.8,6.6,0.124,1.7,0.0,1.7,2.4
4,Chuck Aleksinas,C,25.0,GSW,74.0,1114.0,9.1,0.509,0.003,0.223,8.1,20.1,13.6,4.4,0.6,0.8,16.3,15.6,0.0,0.1,0.4,0.4,0.019,-5.1,-0.7,-5.9,-1.1
5,J.J. Anderson,SF,24.0,UTA,44.0,457.0,8.2,0.441,0.013,0.302,6.7,11.7,9.3,6.2,2.9,1.1,15.9,17.5,0.0,-0.6,0.8,0.2,0.025,-3.7,0.4,-3.2,-0.1
6,Ron Anderson,SF,26.0,CLE,36.0,520.0,10.7,0.484,0.01,0.256,8.1,10.2,9.2,9.1,0.8,0.7,13.5,19.4,0.0,0.0,0.3,0.3,0.032,-2.6,-0.9,-3.5,-0.2
7,John Bagley,PG,24.0,CLE,81.0,2401.0,16.0,0.524,0.038,0.241,2.4,10.7,6.6,39.4,2.5,0.1,21.3,16.3,0.0,2.3,2.3,4.6,0.092,0.2,0.3,0.5,1.5
8,James Bailey,PF,27.0,NYK,74.0,1297.0,7.9,0.485,0.003,0.309,10.6,20.4,15.4,4.0,1.1,2.4,20.1,15.8,0.0,-0.8,1.4,0.6,0.021,-4.9,0.8,-4.1,-0.7
9,Thurl Bailey,PF,23.0,UTA,80.0,2481.0,14.7,0.533,0.001,0.226,6.5,15.1,10.9,8.2,0.9,2.3,11.8,20.6,0.0,1.6,3.8,5.4,0.104,-0.1,0.1,0.0,1.2
10,Greg Ballard,SF,30.0,WSB,82.0,2664.0,14.3,0.513,0.047,0.154,6.1,16.2,11.0,10.9,1.8,0.7,9.2,18.0,0.0,2.1,3.9,6.0,0.109,0.3,0.8,1.1,2.1
11,Gene Banks,SF,25.0,SAS,82.0,2091.0,14.5,0.642,0.006,0.521,7.4,16.4,12.0,14.0,1.4,0.3,18.8,14.3,0.0,3.9,1.8,5.6,0.13,1.0,0.8,1.8,2.0
12,Ken Bannister,PF,24.0,NYK,75.0,1404.0,7.3,0.481,0.0,0.431,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,0.0,-2.2,1.4,-0.8,-0.028,-5.9,-0.1,-6.0,-1.4
13,Charles Barkley*,PF,21.0,PHI,82.0,2347.0,18.3,0.599,0.008,0.511,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,0.0,4.2,3.3,7.5,0.154,2.1,1.4,3.4,3.2
14,Kent Benson,C,30.0,DET,72.0,1401.0,12.6,0.545,0.008,0.237,7.4,17.2,12.1,8.0,1.7,1.7,13.4,13.9,0.0,1.5,1.9,3.3,0.113,-0.9,1.7,0.8,1.0
15,Larry Bird*,SF,28.0,BOS,80.0,3161.0,26.5,0.585,0.074,0.26,6.0,22.6,14.7,25.7,1.9,1.7,11.2,28.5,0.0,10.5,5.2,15.7,0.238,6.5,2.0,8.5,8.4
16,Otis Birdsong,SG,29.0,NJN,56.0,1842.0,18.1,0.534,0.022,0.268,3.5,5.5,4.5,19.3,2.2,0.2,9.8,26.3,0.0,2.8,1.4,4.2,0.109,2.1,-1.8,0.3,1.1
17,Rolando Blackman,SG,25.0,DAL,81.0,2834.0,17.7,0.566,0.016,0.336,4.2,7.9,6.0,15.1,1.0,0.3,10.3,23.2,0.0,5.8,1.4,7.3,0.123,1.8,-1.2,0.6,1.9
18,Cory Blackwell,SF,21.0,SEA,60.0,551.0,6.4,0.387,0.008,0.232,8.8,11.4,10.1,7.0,2.2,0.3,14.4,23.2,0.0,-1.5,0.5,-0.9,-0.081,-6.9,-1.6,-8.4,-0.9
19,Sam Bowie,C,23.0,POR,76.0,2216.0,15.7,0.578,0.0,0.404,10.5,22.6,16.6,12.2,1.2,5.0,20.8,14.8,0.0,2.2,3.5,5.7,0.123,-0.1,3.7,3.6,3.1
21,Dudley Bradley,SG,27.0,WSB,73.0,1232.0,12.2,0.536,0.214,0.264,3.0,9.2,6.0,18.1,3.7,1.0,20.1,14.1,0.0,0.3,2.1,2.4,0.093,-0.8,1.6,0.8,0.9
22,Mike Bratz,PG,29.0,GSW,56.0,746.0,12.8,0.502,0.104,0.328,1.5,7.7,4.4,22.1,2.9,0.3,15.9,17.9,0.0,0.4,0.4,0.8,0.05,-2.9,-0.5,-3.4,-0.3
23,Randy Breuer,C,24.0,MIL,78.0,1083.0,13.4,0.554,0.0,0.401,9.5,16.7,13.1,4.9,0.9,4.5,14.5,16.4,0.0,1.1,1.9,3.0,0.133,-1.1,0.6,-0.4,0.4
24,Ron Brewer,SG,29.0,TOT,20.0,326.0,13.3,0.57,0.017,0.212,3.0,4.2,3.6,7.0,0.9,1.1,6.5,17.1,0.0,0.6,0.2,0.8,0.111,-0.7,-2.4,-3.1,-0.1
25,Ron Brewer,SG,29.0,SAS,9.0,81.0,6.9,0.445,0.0,0.206,1.4,2.7,2.1,9.6,0.6,0.7,9.7,20.3,0.0,0.0,0.0,0.0,-0.008,-5.4,-4.0,-9.4,-0.2
26,Ron Brewer,SG,29.0,NJN,11.0,245.0,15.5,0.62,0.024,0.214,3.5,4.7,4.1,6.2,1.0,1.2,5.2,16.0,0.0,0.6,0.1,0.8,0.15,0.8,-1.8,-1.0,0.1
27,Frank Brickowski,C,25.0,SEA,78.0,1115.0,10.5,0.533,0.013,0.416,7.9,19.1,13.5,12.9,1.5,0.8,21.7,17.3,0.0,-0.3,1.3,1.0,0.042,-3.4,0.7,-2.7,-0.2
28,Junior Bridgeman,SF,31.0,LAC,80.0,2042.0,14.8,0.516,0.039,0.208,3.1,9.2,6.2,12.5,1.1,0.5,9.7,23.9,0.0,2.2,0.9,3.1,0.074,-1.1,-1.6,-2.7,-0.3
29,Rickey Brown,C,26.0,ATL,69.0,814.0,7.5,0.439,0.0,0.354,10.4,19.5,15.0,4.0,1.1,1.5,18.7,13.8,0.0,-0.6,1.0,0.4,0.024,-4.7,0.3,-4.5,-0.5
30,Tony Brown,SF,24.0,IND,82.0,1586.0,10.8,0.503,0.013,0.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,0.0,0.4,1.4,1.8,0.054,-1.4,0.2,-1.1,0.3
