,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Henry Akin,PF,22.0,NYK,50.0,0.0,453.0,83.0,230.0,0.361,0.0,0.0,0.0,83.0,230.0,0.361,0.361,26.0,37.0,0.703,0.0,0.0,120.0,25.0,0.0,0.0,0.0,82.0,192.0
1,Al Attles*,PG,30.0,SFW,69.0,0.0,1764.0,212.0,467.0,0.454,0.0,0.0,0.0,212.0,467.0,0.454,0.454,88.0,151.0,0.583,0.0,0.0,321.0,269.0,0.0,0.0,0.0,265.0,512.0
2,Johnny Austin,SG,22.0,BAL,4.0,0.0,61.0,5.0,22.0,0.227,0.0,0.0,0.0,5.0,22.0,0.227,0.227,13.0,16.0,0.813,0.0,0.0,7.0,4.0,0.0,0.0,0.0,12.0,23.0
3,Jim Barnes,PF,25.0,LAL,80.0,0.0,1398.0,217.0,497.0,0.437,0.0,0.0,0.0,217.0,497.0,0.437,0.437,128.0,187.0,0.684,0.0,0.0,450.0,47.0,0.0,0.0,0.0,266.0,562.0
4,Dick Barnett,SG,30.0,NYK,67.0,0.0,1969.0,454.0,949.0,0.478,0.0,0.0,0.0,454.0,949.0,0.478,0.478,231.0,295.0,0.783,0.0,0.0,226.0,161.0,0.0,0.0,0.0,185.0,1139.0
5,Jim Barnett,SG,22.0,BOS,48.0,0.0,383.0,78.0,211.0,0.37,0.0,0.0,0.0,78.0,211.0,0.37,0.37,42.0,62.0,0.677,0.0,0.0,53.0,41.0,0.0,0.0,0.0,61.0,198.0
6,John Barnhill,PG,28.0,BAL,53.0,0.0,1214.0,187.0,447.0,0.418,0.0,0.0,0.0,187.0,447.0,0.418,0.418,66.0,103.0,0.641,0.0,0.0,157.0,136.0,0.0,0.0,0.0,80.0,440.0
7,Rick Barry*,SF,22.0,SFW,78.0,0.0,3175.0,1011.0,2240.0,0.451,0.0,0.0,0.0,1011.0,2240.0,0.451,0.451,753.0,852.0,0.884,0.0,0.0,714.0,282.0,0.0,0.0,0.0,258.0,2775.0
8,Elgin Baylor*,SF,32.0,LAL,70.0,0.0,2706.0,711.0,1658.0,0.429,0.0,0.0,0.0,711.0,1658.0,0.429,0.429,440.0,541.0,0.813,0.0,0.0,898.0,215.0,0.0,0.0,0.0,211.0,1862.0
9,Zelmo Beaty*,C,27.0,STL,48.0,0.0,1661.0,328.0,694.0,0.473,0.0,0.0,0.0,328.0,694.0,0.473,0.473,197.0,260.0,0.758,0.0,0.0,515.0,60.0,0.0,0.0,0.0,189.0,853.0
