,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Jeff Adrien,PF,24.0,GSW,23.0,0.0,196.0,5.9,13.9,0.426,0.0,0.0,0.0,5.9,13.9,0.426,2.8,4.9,0.579,5.9,9.0,15.0,2.6,1.0,1.3,2.3,7.2,14.7,0.0,102.0,110.0
1,Arron Afflalo,SG,25.0,DEN,69.0,69.0,2324.0,6.7,13.5,0.498,2.3,5.4,0.423,4.5,8.2,0.546,3.0,3.5,0.847,1.0,4.5,5.4,3.6,0.7,0.7,1.5,3.3,18.7,0.0,123.0,111.0
2,Maurice Ager,SG,26.0,MIN,4.0,0.0,29.0,10.3,18.9,0.545,5.1,6.9,0.75,5.1,12.0,0.429,0.0,0.0,0.0,0.0,3.4,3.4,1.7,1.7,0.0,6.9,6.9,25.7,0.0,94.0,114.0
3,Alexis Ajinca,C,22.0,TOT,34.0,2.0,340.0,9.0,20.3,0.444,1.8,5.2,0.353,7.2,15.1,0.475,2.0,2.7,0.722,2.6,9.3,11.9,1.5,1.7,2.9,2.7,11.1,21.8,0.0,98.0,107.0
4,Alexis Ajinca,C,22.0,DAL,10.0,2.0,75.0,8.4,22.4,0.375,2.1,4.9,0.429,6.3,17.5,0.36,1.4,2.1,0.667,3.5,8.4,11.9,1.4,2.1,3.5,0.7,9.1,20.3,0.0,97.0,100.0
5,Alexis Ajinca,C,22.0,TOR,24.0,0.0,265.0,9.2,19.7,0.465,1.8,5.3,0.333,7.4,14.4,0.514,2.1,2.9,0.733,2.3,9.6,11.9,1.6,1.6,2.7,3.3,11.7,22.2,0.0,99.0,108.0
6,Solomon Alabi,C,22.0,TOR,12.0,0.0,59.0,2.6,13.1,0.2,0.0,0.0,0.0,2.6,13.1,0.2,0.0,1.8,0.0,6.1,6.1,12.3,1.8,1.8,1.8,2.6,4.4,5.3,0.0,61.0,112.0
7,Cole Aldrich,C,22.0,OKC,18.0,0.0,142.0,2.9,5.5,0.533,0.0,0.0,0.0,2.9,5.5,0.533,0.7,1.5,0.5,4.7,8.0,12.8,1.5,1.8,2.6,2.9,10.9,6.6,0.0,98.0,104.0
8,LaMarcus Aldridge,PF,25.0,POR,81.0,81.0,3211.0,12.0,24.1,0.5,0.1,0.4,0.174,12.0,23.7,0.505,6.0,7.5,0.791,4.7,7.3,12.1,2.9,1.4,1.6,2.6,3.7,30.1,0.0,114.0,107.0
9,Malik Allen,PF,32.0,ORL,18.0,0.0,178.0,3.3,9.2,0.355,0.0,0.0,0.0,3.3,9.2,0.355,0.3,0.6,0.5,3.5,5.9,9.5,1.2,0.3,1.2,0.9,8.9,6.8,0.0,92.0,105.0
10,Ray Allen*,SG,35.0,BOS,80.0,80.0,2890.0,8.8,18.0,0.491,3.1,6.9,0.444,5.7,11.0,0.52,3.5,4.0,0.881,0.9,4.1,5.0,4.0,1.4,0.3,2.2,2.7,24.3,0.0,116.0,104.0
11,Tony Allen,SG,29.0,MEM,72.0,31.0,1494.0,8.8,17.2,0.51,0.1,0.8,0.174,8.6,16.4,0.527,4.8,6.4,0.753,2.4,4.3,6.7,3.6,4.5,1.5,3.0,5.6,22.5,0.0,110.0,101.0
12,Al-Farouq Aminu,SF,20.0,LAC,81.0,14.0,1452.0,5.7,14.5,0.394,1.6,5.1,0.315,4.1,9.4,0.437,3.3,4.2,0.773,2.7,6.8,9.5,2.1,2.1,0.9,3.7,4.3,16.3,0.0,94.0,108.0
13,Lou Amundson,PF,28.0,GSW,46.0,7.0,691.0,6.1,13.4,0.454,0.0,0.0,0.0,6.1,13.4,0.454,2.5,6.4,0.391,5.9,7.6,13.6,1.2,1.0,2.4,1.8,6.4,14.7,0.0,101.0,110.0
14,Chris Andersen,C,32.0,DEN,45.0,0.0,732.0,5.6,9.4,0.599,0.0,0.1,0.0,5.6,9.3,0.603,5.9,9.3,0.637,5.1,9.9,15.0,1.4,1.6,4.0,1.7,5.4,17.2,0.0,129.0,102.0
15,David Andersen,PF,30.0,TOT,40.0,0.0,373.0,8.0,17.2,0.463,1.1,3.3,0.348,6.8,14.0,0.49,2.0,3.1,0.636,2.8,9.1,12.0,1.9,0.7,1.3,3.1,5.7,19.1,0.0,97.0,108.0
16,David Andersen,PF,30.0,TOR,11.0,0.0,150.0,7.9,16.2,0.489,1.0,3.4,0.3,6.9,12.8,0.541,2.4,2.4,1.0,2.8,9.0,11.7,2.4,1.0,1.0,2.8,3.8,19.3,0.0,107.0,112.0
17,David Andersen,PF,30.0,NOH,29.0,0.0,223.0,8.0,18.0,0.446,1.2,3.2,0.385,6.8,14.8,0.459,1.7,3.6,0.467,2.9,9.2,12.1,1.5,0.5,1.5,3.4,7.0,18.9,0.0,90.0,106.0
18,James Anderson,SF,21.0,SAS,26.0,2.0,286.0,5.6,14.7,0.383,3.3,8.4,0.391,2.4,6.4,0.371,2.5,3.3,0.778,0.4,3.8,4.2,3.3,0.5,1.1,2.4,4.4,17.1,0.0,102.0,110.0
19,Ryan Anderson,PF,22.0,ORL,64.0,14.0,1424.0,8.3,19.4,0.43,5.0,12.6,0.393,3.4,6.8,0.5,3.5,4.3,0.812,4.8,8.3,13.1,1.9,1.1,1.4,1.8,5.1,25.2,0.0,122.0,102.0
20,Carmelo Anthony,SF,26.0,TOT,77.0,77.0,2751.0,12.5,27.4,0.455,1.7,4.6,0.378,10.8,22.9,0.47,9.3,11.0,0.838,2.2,8.1,10.3,4.0,1.2,0.8,3.8,4.1,36.0,0.0,109.0,108.0
21,Carmelo Anthony,SF,26.0,DEN,50.0,50.0,1774.0,12.4,27.4,0.452,1.2,3.6,0.333,11.2,23.8,0.47,9.7,11.8,0.823,2.2,8.6,10.8,4.0,1.2,0.9,4.0,3.8,35.6,0.0,107.0,107.0
22,Carmelo Anthony,SF,26.0,NYK,27.0,27.0,977.0,12.7,27.6,0.461,2.7,6.4,0.424,10.0,21.1,0.472,8.4,9.7,0.872,2.1,7.2,9.3,4.2,1.3,0.8,3.3,4.6,36.5,0.0,114.0,111.0
23,Joel Anthony,C,28.0,MIA,75.0,11.0,1463.0,1.9,3.6,0.535,0.0,0.0,0.0,1.9,3.6,0.535,1.7,2.6,0.644,3.8,5.8,9.6,0.9,0.4,3.4,1.3,7.0,5.5,0.0,120.0,104.0
24,Gilbert Arenas,PG,29.0,TOT,70.0,16.0,1796.0,7.8,21.3,0.366,2.8,9.5,0.297,5.0,11.8,0.423,3.5,4.4,0.784,0.6,4.8,5.5,7.9,2.1,0.6,5.1,5.4,21.9,0.0,93.0,106.0
25,Gilbert Arenas,PG,29.0,WAS,21.0,14.0,726.0,9.2,23.3,0.394,3.3,10.2,0.324,5.8,13.0,0.449,3.9,4.7,0.836,0.4,4.5,4.9,8.2,2.1,0.8,5.0,5.4,25.6,0.0,98.0,111.0
26,Gilbert Arenas,PG,29.0,ORL,49.0,2.0,1070.0,6.8,19.9,0.344,2.5,8.9,0.275,4.4,10.9,0.401,3.1,4.2,0.744,0.8,5.1,5.9,7.7,2.2,0.4,5.2,5.5,19.3,0.0,88.0,102.0
27,Trevor Ariza,SF,25.0,NOH,75.0,75.0,2600.0,6.3,15.9,0.398,1.7,5.6,0.303,4.6,10.2,0.45,2.9,4.1,0.701,1.3,7.2,8.5,3.4,2.5,0.6,2.5,3.7,17.2,0.0,97.0,104.0
29,Hilton Armstrong,C,26.0,TOT,53.0,2.0,488.0,3.9,8.0,0.487,0.2,0.4,0.5,3.7,7.6,0.486,1.7,3.5,0.485,4.4,9.4,13.8,1.5,1.9,2.2,3.0,8.9,9.7,0.0,95.0,106.0
30,Hilton Armstrong,C,26.0,WAS,41.0,2.0,412.0,3.8,7.9,0.484,0.1,0.4,0.333,3.7,7.6,0.492,1.7,2.9,0.609,4.8,9.3,14.2,1.2,1.9,2.0,3.1,9.3,9.6,0.0,96.0,107.0
31,Hilton Armstrong,C,26.0,ATL,12.0,0.0,76.0,4.2,8.5,0.5,0.7,0.7,1.0,3.5,7.8,0.455,1.4,7.1,0.2,2.1,9.9,12.0,2.8,2.1,3.5,2.1,6.4,10.6,0.0,90.0,101.0
32,Carlos Arroyo,PG,31.0,TOT,64.0,43.0,1185.0,5.4,12.2,0.44,1.4,3.1,0.449,4.0,9.1,0.436,1.7,2.1,0.83,0.9,3.7,4.6,5.6,0.9,0.0,2.7,3.2,13.8,0.0,104.0,108.0
