,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zaid Abdul-Aziz,C,25.0,SEA,58.0,0.0,1780.0,6.5,15.2,0.429,0.0,0.0,0.0,6.5,15.2,0.429,3.1,4.3,0.72,0.0,0.0,13.2,2.5,0.0,0.0,0.0,3.6,16.1
1,Kareem Abdul-Jabbar*,C,24.0,MIL,81.0,0.0,3583.0,11.6,20.3,0.574,0.0,0.0,0.0,11.6,20.3,0.574,5.1,7.4,0.689,0.0,0.0,13.5,3.7,0.0,0.0,0.0,2.4,28.4
2,Don Adams,SF,24.0,TOT,73.0,0.0,2071.0,5.4,13.9,0.392,0.0,0.0,0.0,5.4,13.9,0.392,3.6,4.8,0.745,0.0,0.0,8.7,2.4,0.0,0.0,0.0,4.6,14.4
3,Don Adams,SF,24.0,HOU,3.0,0.0,41.0,5.3,16.7,0.316,0.0,0.0,0.0,5.3,16.7,0.316,0.9,1.8,0.5,0.0,0.0,7.0,2.6,0.0,0.0,0.0,6.1,11.4
4,Don Adams,SF,24.0,ATL,70.0,0.0,2030.0,5.4,13.8,0.394,0.0,0.0,0.0,5.4,13.8,0.394,3.6,4.8,0.747,0.0,0.0,8.8,2.4,0.0,0.0,0.0,4.6,14.5
5,Rick Adelman,PG,25.0,POR,80.0,0.0,2445.0,4.8,11.1,0.437,0.0,0.0,0.0,4.8,11.1,0.437,2.2,3.0,0.751,0.0,0.0,3.4,6.1,0.0,0.0,0.0,3.1,11.9
6,Lucius Allen,PG,24.0,MIL,80.0,0.0,2316.0,6.9,13.6,0.505,0.0,0.0,0.0,6.9,13.6,0.505,3.1,4.0,0.764,0.0,0.0,3.9,5.2,0.0,0.0,0.0,3.3,16.8
7,Odis Allison,SF,22.0,GSW,36.0,0.0,166.0,3.7,16.9,0.218,0.0,0.0,0.0,3.7,16.9,0.218,7.2,13.2,0.541,0.0,0.0,9.8,2.2,0.0,0.0,0.0,7.4,14.5
8,Tiny Archibald*,PG,23.0,CIN,76.0,0.0,3272.0,8.1,16.6,0.486,0.0,0.0,0.0,8.1,16.6,0.486,7.4,9.1,0.822,0.0,0.0,2.4,7.7,0.0,0.0,0.0,2.2,23.6
9,Dennis Awtrey,C,23.0,PHI,58.0,0.0,794.0,4.4,10.1,0.441,0.0,0.0,0.0,4.4,10.1,0.441,2.2,3.4,0.645,0.0,0.0,11.2,2.3,0.0,0.0,0.0,6.4,11.1
10,Dick Barnett,SG,35.0,NYK,79.0,0.0,2256.0,6.4,14.6,0.437,0.0,0.0,0.0,6.4,14.6,0.437,2.6,3.4,0.753,0.0,0.0,2.4,3.2,0.0,0.0,0.0,3.7,15.4
11,Jim Barnett,PG,27.0,GSW,80.0,0.0,2200.0,6.1,15.0,0.409,0.0,0.0,0.0,6.1,15.0,0.409,4.0,4.8,0.836,0.0,0.0,4.1,5.1,0.0,0.0,0.0,3.1,16.2
12,Vic Bartolome,C,23.0,GSW,38.0,0.0,165.0,3.3,12.9,0.254,0.0,0.0,0.0,3.3,12.9,0.254,0.9,1.1,0.8,0.0,0.0,13.1,0.7,0.0,0.0,0.0,4.8,7.4
13,Elgin Baylor*,SF,37.0,LAL,9.0,0.0,239.0,6.3,14.6,0.433,0.0,0.0,0.0,6.3,14.6,0.433,3.3,4.1,0.815,0.0,0.0,8.6,2.7,0.0,0.0,0.0,3.0,16.0
14,Butch Beard,PG,24.0,CLE,68.0,0.0,2434.0,5.8,12.6,0.464,0.0,0.0,0.0,5.8,12.6,0.464,3.8,5.1,0.76,0.0,0.0,4.1,6.7,0.0,0.0,0.0,3.2,15.5
