b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Tue, Oct 16, 1962",/boxscores/196210160NYK.html,Chicago Zephyrs,119,New York Knicks,121,Box Score,,,
"Tue, Oct 16, 1962",/boxscores/196210160DET.html,Los Angeles Lakers,122,Detroit Pistons,106,Box Score,,,"at New York, NY"
"Fri, Oct 19, 1962",/boxscores/196210190NYK.html,Los Angeles Lakers,105,New York Knicks,116,Box Score,,,
"Sat, Oct 20, 1962",/boxscores/196210200BOS.html,New York Knicks,116,Boston Celtics,149,Box Score,,,
"Sat, Oct 20, 1962",/boxscores/196210200CHZ.html,Cincinnati Royals,109,Chicago Zephyrs,113,Box Score,,,
"Sat, Oct 20, 1962",/boxscores/196210200STL.html,Detroit Pistons,111,St. Louis Hawks,120,Box Score,,,
"Sat, Oct 20, 1962",/boxscores/196210200SYR.html,Los Angeles Lakers,102,Syracuse Nationals,108,Box Score,,,
"Tue, Oct 23, 1962",/boxscores/196210230CHZ.html,St. Louis Hawks,110,Chicago Zephyrs,109,Box Score,,,"at New York, NY"
"Tue, Oct 23, 1962",/boxscores/196210230CIN.html,Los Angeles Lakers,115,Cincinnati Royals,116,Box Score,,,
"Tue, Oct 23, 1962",/boxscores/196210230NYK.html,Syracuse Nationals,123,New York Knicks,119,Box Score,,,
"Tue, Oct 23, 1962",/boxscores/196210230SFW.html,Detroit Pistons,113,San Francisco Warriors,140,Box Score,,,
"Wed, Oct 24, 1962",/boxscores/196210240CHZ.html,Los Angeles Lakers,107,Chicago Zephyrs,118,Box Score,,,
"Wed, Oct 24, 1962",/boxscores/196210240STL.html,Cincinnati Royals,114,St. Louis Hawks,121,Box Score,,,
"Fri, Oct 26, 1962",/boxscores/196210260CIN.html,St. Louis Hawks,102,Cincinnati Royals,118,Box Score,,,
"Fri, Oct 26, 1962",/boxscores/196210260SYR.html,Chicago Zephyrs,112,Syracuse Nationals,130,Box Score,,,
"Fri, Oct 26, 1962",/boxscores/196210260SFW.html,Detroit Pistons,131,San Francisco Warriors,132,Box Score,OT,,
"Fri, Oct 26, 1962",/boxscores/196210260NYK.html,Boston Celtics,133,New York Knicks,108,Box Score,,,
"Sat, Oct 27, 1962",/boxscores/196210270BOS.html,Syracuse Nationals,98,Boston Celtics,118,Box Score,,,Dolph Schayes of Syracuse scored a field goal for Boston
"Sat, Oct 27, 1962",/boxscores/196210270CHZ.html,San Francisco Warriors,129,Chicago Zephyrs,126,Box Score,OT,,
"Sat, Oct 27, 1962",/boxscores/196210270LAL.html,Detroit Pistons,118,Los Angeles Lakers,134,Box Score,,,
"Sat, Oct 27, 1962",/boxscores/196210270STL.html,New York Knicks,109,St. Louis Hawks,115,Box Score,,,
"Sun, Oct 28, 1962",/boxscores/196210280CIN.html,San Francisco Warriors,130,Cincinnati Royals,131,Box Score,OT,,
"Tue, Oct 30, 1962",/boxscores/196210300SFW.html,New York Knicks,106,San Francisco Warriors,125,Box Score,,,
"Tue, Oct 30, 1962",/boxscores/196210300STL.html,Boston Celtics,97,St. Louis Hawks,98,Box Score,,,
"Wed, Oct 31, 1962",/boxscores/196210310DET.html,Boston Celtics,115,Detroit Pistons,100,Box Score,,,
"Wed, Oct 31, 1962",/boxscores/196210310LAL.html,New York Knicks,95,Los Angeles Lakers,115,Box Score,,,
"Wed, Oct 31, 1962",/boxscores/196210310STL.html,Syracuse Nationals,126,St. Louis Hawks,108,Box Score,,,"at Baltimore, MD"
"Fri, Nov 2, 1962",/boxscores/196211020SFW.html,New York Knicks,121,San Francisco Warriors,143,Box Score,,,
