,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Kareem Abdul-Jabbar*,C,41.0,LAL,74.0,74.0,1695.0,8.9,18.6,0.475,0.0,0.1,0.0,8.9,18.6,0.477,3.5,4.7,0.739,2.9,6.5,9.4,2.1,1.1,2.4,2.7,5.5,21.2,0.0,104.0,107.0
1,Mark Acres,C,26.0,BOS,62.0,0.0,632.0,4.3,8.8,0.482,0.1,0.1,1.0,4.2,8.7,0.478,2.0,3.7,0.542,4.6,6.7,11.3,1.5,1.5,0.5,1.8,7.3,10.6,0.0,108.0,110.0
2,Michael Adams,PG,26.0,DEN,77.0,77.0,2787.0,7.5,17.3,0.433,2.7,7.5,0.356,4.8,9.9,0.49,5.2,6.3,0.819,1.1,3.4,4.5,7.8,2.7,0.2,2.9,2.4,22.8,0.0,115.0,108.0
3,Mark Aguirre,SF,29.0,TOT,80.0,76.0,2597.0,11.3,24.5,0.461,1.0,3.4,0.293,10.3,21.2,0.488,5.6,7.6,0.733,2.8,4.6,7.5,5.4,0.9,0.7,4.0,4.4,29.2,0.0,105.0,110.0
4,Mark Aguirre,SF,29.0,DAL,44.0,44.0,1529.0,12.2,27.2,0.45,0.9,3.2,0.293,11.3,23.9,0.471,5.8,8.0,0.73,2.9,4.7,7.7,6.2,0.9,0.9,4.6,4.2,31.2,0.0,102.0,111.0
5,Mark Aguirre,SF,29.0,DET,36.0,32.0,1068.0,10.0,20.8,0.483,1.0,3.5,0.293,9.0,17.2,0.522,5.2,7.0,0.738,2.6,4.5,7.1,4.2,0.8,0.3,3.2,4.8,26.3,0.0,111.0,108.0
6,Danny Ainge,PG,29.0,TOT,73.0,54.0,2377.0,9.8,21.4,0.457,2.4,6.2,0.38,7.4,15.2,0.488,4.2,4.9,0.854,1.4,3.7,5.2,8.2,1.9,0.2,3.0,3.8,26.1,0.0,116.0,111.0
7,Danny Ainge,PG,29.0,BOS,45.0,28.0,1349.0,9.8,21.4,0.46,2.1,5.6,0.374,7.7,15.7,0.491,4.1,4.6,0.891,1.3,4.2,5.6,7.8,1.9,0.0,3.0,3.9,25.9,0.0,116.0,111.0
8,Danny Ainge,PG,29.0,SAC,28.0,26.0,1028.0,9.7,21.5,0.452,2.7,7.0,0.387,7.0,14.5,0.484,4.2,5.2,0.813,1.6,3.1,4.7,8.7,1.9,0.3,2.9,3.6,26.3,0.0,116.0,112.0
9,Mark Alarie,PF,25.0,WSB,74.0,5.0,1141.0,8.6,18.0,0.478,0.5,1.6,0.342,8.1,16.4,0.491,3.0,3.6,0.839,4.3,6.3,10.6,2.6,1.0,0.9,2.6,6.7,20.8,0.0,109.0,109.0
10,Steve Alford,PG,24.0,TOT,66.0,3.0,906.0,7.3,16.1,0.457,1.0,2.7,0.364,6.3,13.3,0.476,2.5,3.0,0.82,0.5,3.1,3.6,4.6,2.2,0.1,2.2,2.8,18.2,0.0,107.0,110.0
11,Steve Alford,PG,24.0,DAL,9.0,0.0,38.0,4.0,14.5,0.273,0.0,2.6,0.0,4.0,11.9,0.333,1.3,2.6,0.5,0.0,4.0,4.0,11.9,1.3,0.0,1.3,4.0,9.2,0.0,87.0,112.0
12,Steve Alford,PG,24.0,GSW,57.0,3.0,868.0,7.5,16.1,0.463,1.0,2.7,0.377,6.4,13.4,0.481,2.5,3.0,0.831,0.5,3.0,3.6,4.3,2.3,0.2,2.3,2.8,18.5,0.0,108.0,110.0
13,Randy Allen,SG,24.0,SAC,7.0,0.0,43.0,8.9,21.1,0.421,0.0,1.1,0.0,8.9,20.0,0.444,1.1,2.2,0.5,3.3,4.4,7.8,0.0,1.1,1.1,2.2,7.8,18.9,0.0,88.0,112.0
14,Greg Anderson,PF,24.0,SAS,82.0,56.0,2401.0,8.8,17.5,0.503,0.0,0.1,0.0,8.8,17.5,0.505,4.0,7.7,0.514,4.9,8.1,13.0,1.2,2.0,2.0,3.5,4.2,21.6,0.0,100.0,106.0
15,Michael Anderson,PG,22.0,SAS,36.0,12.0,730.0,4.6,11.0,0.417,0.1,0.4,0.143,4.5,10.6,0.429,3.6,5.2,0.695,2.8,2.8,5.6,9.7,2.8,0.2,5.3,4.0,12.9,0.0,93.0,109.0
16,Richard Anderson,PF,28.0,POR,72.0,3.0,1082.0,6.2,14.9,0.417,2.1,6.0,0.348,4.1,8.8,0.464,1.4,1.6,0.842,2.6,7.2,9.9,4.2,1.9,0.5,2.3,4.3,15.8,0.0,109.0,107.0
17,Ron Anderson,SF,30.0,PHI,82.0,12.0,2618.0,10.5,21.4,0.491,0.0,0.2,0.182,10.5,21.2,0.494,3.6,4.3,0.856,3.1,4.4,7.6,2.6,1.3,0.4,2.3,3.1,24.7,0.0,110.0,114.0
18,Willie Anderson,SF,22.0,SAS,81.0,79.0,2738.0,10.8,21.6,0.498,0.1,0.4,0.19,10.7,21.3,0.503,3.8,4.9,0.775,2.6,4.5,7.0,6.3,2.5,1.0,4.4,5.0,25.4,0.0,105.0,108.0
19,John Bagley,PG,28.0,NJN,68.0,20.0,1642.0,5.8,14.0,0.416,0.3,1.6,0.204,5.5,12.5,0.443,2.6,3.6,0.724,1.1,3.2,4.2,11.4,2.1,0.1,4.6,3.4,14.6,0.0,96.0,111.0
20,Thurl Bailey,SF,27.0,UTA,82.0,3.0,2777.0,10.9,22.4,0.483,0.0,0.1,0.4,10.8,22.4,0.484,6.4,7.8,0.825,2.0,5.9,7.9,2.4,0.8,1.6,3.7,3.3,28.1,0.0,105.0,104.0
21,Greg Ballard,SF,34.0,SEA,2.0,0.0,15.0,3.2,25.6,0.125,0.0,3.2,0.0,3.2,22.4,0.143,12.8,12.8,1.0,6.4,16.0,22.4,0.0,0.0,0.0,0.0,9.6,19.2,0.0,93.0,106.0
22,Ken Bannister,PF,28.0,LAC,9.0,2.0,130.0,7.8,12.7,0.611,0.0,0.4,0.0,7.8,12.4,0.629,10.6,18.7,0.566,2.1,9.5,11.7,1.1,2.5,0.7,2.8,6.0,26.2,0.0,116.0,106.0
23,Charles Barkley*,PF,25.0,PHI,79.0,79.0,3088.0,11.0,19.1,0.579,0.6,2.6,0.216,10.5,16.5,0.636,9.5,12.6,0.753,6.4,9.2,15.6,5.1,2.0,1.1,4.0,4.1,32.1,0.0,127.0,108.0
24,John Battle,SG,26.0,ATL,82.0,0.0,1672.0,8.4,18.3,0.457,0.3,1.0,0.324,8.1,17.3,0.465,5.7,6.9,0.815,0.9,3.2,4.1,5.8,1.2,0.3,3.0,3.6,22.7,0.0,110.0,112.0
25,Benoit Benjamin,C,24.0,LAC,79.0,62.0,2585.0,8.7,16.1,0.541,0.0,0.0,0.0,8.7,16.1,0.543,5.6,7.6,0.744,2.9,9.5,12.4,2.8,1.0,3.9,4.2,3.9,23.1,0.0,106.0,107.0
27,Ricky Berry,SG,24.0,SAC,64.0,21.0,1406.0,8.7,19.3,0.45,2.2,5.4,0.406,6.5,13.8,0.467,4.5,5.6,0.789,1.9,4.8,6.7,2.7,1.3,0.7,2.8,6.7,24.0,0.0,109.0,111.0
28,Walter Berry,PF,24.0,TOT,69.0,31.0,1355.0,8.9,17.6,0.507,0.0,0.1,0.5,8.9,17.5,0.507,3.5,5.0,0.699,3.0,6.3,9.4,2.7,1.0,1.7,3.1,6.4,21.3,0.0,105.0,108.0
29,Walter Berry,PF,24.0,NJN,29.0,17.0,556.0,9.3,19.9,0.468,0.0,0.0,0.0,9.3,19.9,0.468,3.7,5.4,0.683,2.8,7.2,9.9,1.7,0.9,1.1,3.5,6.0,22.3,0.0,98.0,110.0
30,Walter Berry,PF,24.0,HOU,40.0,14.0,799.0,8.6,15.9,0.541,0.1,0.1,0.5,8.6,15.8,0.541,3.4,4.7,0.713,3.2,5.8,9.0,3.4,1.1,2.1,2.9,6.7,20.7,0.0,112.0,106.0
31,Larry Bird*,SF,32.0,BOS,6.0,6.0,189.0,12.7,26.9,0.471,0.0,0.0,0.0,12.7,26.9,0.471,4.7,4.9,0.947,0.3,9.3,9.6,7.5,1.6,1.3,2.8,4.7,30.0,0.0,110.0,107.0
32,Otis Birdsong,SG,33.0,BOS,13.0,0.0,108.0,8.2,16.3,0.5,0.5,1.4,0.333,7.7,14.9,0.515,0.0,0.9,0.0,1.8,4.1,5.9,4.1,1.4,0.5,5.4,4.5,16.8,0.0,85.0,112.0
33,Uwe Blab,C,26.0,DAL,37.0,0.0,208.0,5.8,12.5,0.462,0.0,0.0,0.0,5.8,12.5,0.462,4.8,6.0,0.8,2.6,7.9,10.6,2.9,0.7,3.1,3.4,8.7,16.4,0.0,102.0,107.0
34,Rolando Blackman,SG,29.0,DAL,78.0,78.0,2946.0,10.1,21.2,0.476,0.5,1.4,0.353,9.6,19.8,0.485,5.4,6.3,0.854,1.2,3.5,4.6,4.9,1.1,0.3,2.8,2.3,26.1,0.0,110.0,112.0
35,Muggsy Bogues,PG,24.0,CHH,79.0,21.0,1755.0,4.9,11.4,0.426,0.0,0.4,0.077,4.8,11.0,0.437,1.8,2.4,0.75,1.4,3.1,4.5,16.9,3.0,0.2,3.4,3.8,11.5,0.0,108.0,112.0
36,Manute Bol,C,26.0,GSW,80.0,4.0,1769.0,3.2,8.7,0.369,0.5,2.3,0.22,2.7,6.4,0.423,1.0,1.7,0.606,2.9,8.7,11.7,0.7,0.3,8.7,2.0,5.7,7.9,0.0,88.0,103.0
37,Anthony Bowie,SG,25.0,SAS,18.0,5.0,438.0,7.6,15.2,0.5,0.1,0.5,0.2,7.5,14.6,0.511,1.1,1.6,0.667,2.6,3.3,5.9,3.1,1.9,0.4,2.3,4.5,16.3,0.0,104.0,111.0
38,Sam Bowie,C,27.0,POR,20.0,0.0,412.0,7.7,17.2,0.451,0.6,0.8,0.714,7.2,16.4,0.438,3.1,5.5,0.571,4.0,7.8,11.9,4.0,0.8,3.7,3.7,4.8,19.2,0.0,100.0,106.0
39,Dudley Bradley,SG,31.0,ATL,38.0,0.0,267.0,5.1,15.7,0.326,1.5,5.7,0.258,3.7,10.1,0.364,1.5,2.9,0.5,1.3,4.6,5.8,4.4,2.9,0.4,2.6,7.5,13.2,0.0,88.0,107.0
40,Adrian Branch,SF,25.0,POR,67.0,4.0,811.0,11.5,24.8,0.463,0.4,1.8,0.226,11.1,23.1,0.481,5.0,6.8,0.725,3.6,3.9,7.5,3.4,2.6,0.2,3.6,5.6,28.4,0.0,105.0,109.0
41,Randy Breuer,C,28.0,MIL,48.0,4.0,513.0,8.2,17.0,0.48,0.0,0.0,0.0,8.2,17.0,0.48,2.7,4.8,0.549,4.8,8.0,12.8,2.1,0.9,3.5,2.8,5.6,19.0,0.0,102.0,105.0
42,Frank Brickowski,C,29.0,SAS,64.0,60.0,1822.0,8.5,16.5,0.515,0.0,0.1,0.0,8.5,16.5,0.517,5.1,7.1,0.715,3.7,6.5,10.3,3.3,2.6,0.9,4.2,6.4,22.1,0.0,105.0,106.0
43,Scott Brooks,PG,23.0,PHI,82.0,6.0,1372.0,5.5,13.2,0.42,2.0,5.4,0.359,3.6,7.7,0.463,2.2,2.4,0.884,0.7,2.7,3.3,10.9,2.4,0.1,2.3,4.1,15.2,0.0,118.0,113.0
44,Mike Brown,C,25.0,UTA,66.0,16.0,1051.0,4.8,11.6,0.419,0.0,0.0,0.0,4.8,11.6,0.419,4.3,6.1,0.708,4.3,7.7,12.0,1.9,1.2,0.8,3.6,6.2,14.0,0.0,96.0,102.0
45,Tony Brown,SF-SG,28.0,TOT,43.0,0.0,365.0,6.6,15.6,0.424,0.5,2.1,0.25,6.1,13.5,0.451,3.2,4.1,0.774,2.9,2.9,5.8,3.4,2.0,0.5,2.2,5.6,16.9,0.0,104.0,108.0
46,Tony Brown,SG,28.0,HOU,14.0,0.0,91.0,7.3,23.3,0.311,1.0,4.7,0.222,6.2,18.7,0.333,3.1,4.1,0.75,3.6,4.1,7.8,2.6,1.6,0.0,3.6,7.3,18.7,0.0,82.0,108.0
47,Tony Brown,SF,28.0,MIL,29.0,0.0,274.0,6.4,13.0,0.493,0.4,1.2,0.286,6.0,11.7,0.515,3.2,4.1,0.783,2.7,2.5,5.2,3.7,2.1,0.7,1.8,5.0,16.4,0.0,117.0,109.0
48,Mark Bryant,PF,23.0,POR,56.0,32.0,803.0,6.9,14.2,0.486,0.0,0.0,0.0,6.9,14.2,0.486,2.3,4.0,0.58,3.7,6.6,10.3,1.9,1.2,0.4,2.4,8.3,16.1,0.0,104.0,109.0
49,Greg Butler,C,22.0,NYK,33.0,0.0,140.0,6.6,15.8,0.417,0.0,1.0,0.0,6.6,14.8,0.444,5.3,6.6,0.8,3.0,6.2,9.2,0.7,0.3,0.7,5.6,9.2,18.4,0.0,87.0,111.0
50,Michael Cage,PF,27.0,SEA,80.0,71.0,2536.0,5.9,11.9,0.498,0.0,0.1,0.0,5.9,11.8,0.502,3.7,5.0,0.743,5.2,9.2,14.5,2.4,1.7,1.0,2.3,3.5,15.6,0.0,116.0,107.0
52,Tony Campbell,SF,26.0,LAL,63.0,2.0,787.0,9.6,21.0,0.458,0.1,1.3,0.095,9.5,19.7,0.481,4.3,5.1,0.843,3.2,4.7,7.9,2.9,2.3,0.4,3.8,6.6,23.6,0.0,101.0,107.0
53,Antoine Carr,PF,27.0,ATL,78.0,12.0,1488.0,7.4,15.4,0.48,0.0,0.0,0.0,7.4,15.4,0.481,4.3,5.0,0.855,3.5,5.5,9.0,3.0,1.0,2.0,2.7,7.2,19.1,0.0,112.0,109.0
54,Joe Barry Carroll,C,30.0,NJN,64.0,62.0,1996.0,8.7,19.5,0.448,0.0,0.0,0.0,8.7,19.5,0.448,4.2,5.3,0.8,2.8,8.5,11.4,2.5,1.7,1.9,3.4,4.6,21.7,0.0,99.0,107.0
55,Bill Cartwright,C,31.0,CHI,78.0,76.0,2333.0,7.7,16.3,0.475,0.0,0.0,0.0,7.7,16.3,0.475,5.0,6.5,0.766,3.2,7.8,11.0,1.9,0.4,0.9,4.0,5.0,20.5,0.0,100.0,109.0
56,Terry Catledge,PF,25.0,WSB,79.0,77.0,2077.0,7.7,15.6,0.49,0.0,0.1,0.2,7.6,15.5,0.493,3.5,5.8,0.602,5.3,7.8,13.1,1.7,1.1,0.6,2.7,5.7,18.8,0.0,105.0,109.0
57,Ron Cavenall,C,29.0,NJN,5.0,0.0,16.0,6.0,9.0,0.667,0.0,0.0,0.0,6.0,9.0,0.667,6.0,15.0,0.4,0.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,18.0,0.0,79.0,108.0
