,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Shareef Abdur-Rahim,C,30.0,SAC,80.0,45.0,2015.0,7.8,16.4,0.474,0.1,0.5,0.15,7.7,15.9,0.484,4.3,5.9,0.726,3.1,6.9,10.0,2.7,1.3,1.0,2.9,6.1,19.9,0.0,103.0,108.0
1,Hassan Adams,SG,22.0,NJN,61.0,8.0,495.0,8.0,14.3,0.556,0.0,0.1,0.0,8.0,14.2,0.56,2.5,3.8,0.667,3.7,4.5,8.2,1.4,1.8,0.4,2.3,5.0,18.5,0.0,109.0,107.0
2,Maurice Ager,SG,22.0,DAL,32.0,1.0,214.0,5.5,17.5,0.314,1.3,3.8,0.333,4.3,13.8,0.309,5.0,8.3,0.606,0.3,5.0,5.3,1.8,1.0,0.8,3.8,6.8,17.3,0.0,79.0,106.0
3,LaMarcus Aldridge,C,21.0,POR,63.0,22.0,1392.0,9.4,18.7,0.503,0.0,0.1,0.0,9.4,18.6,0.505,3.2,4.5,0.722,5.6,6.6,12.2,0.9,0.9,2.8,1.7,7.3,22.1,0.0,113.0,109.0
4,Malik Allen,PF,28.0,CHI,60.0,1.0,638.0,8.6,20.7,0.415,0.0,0.1,0.0,8.6,20.6,0.416,2.2,2.7,0.824,3.4,6.2,9.6,1.3,1.4,1.3,1.7,6.8,19.4,0.0,96.0,100.0
5,Ray Allen*,SG,31.0,SEA,55.0,55.0,2219.0,11.9,27.2,0.438,3.9,10.4,0.372,8.0,16.7,0.479,6.6,7.3,0.903,1.3,4.5,5.8,5.4,1.9,0.3,3.6,2.7,34.3,0.0,112.0,112.0
6,Tony Allen,SG,25.0,BOS,33.0,18.0,805.0,8.6,16.8,0.514,0.5,2.1,0.242,8.1,14.6,0.553,6.8,8.7,0.784,2.3,5.8,8.0,3.6,3.2,0.8,4.9,5.6,24.6,0.0,105.0,104.0
7,Rafer Alston,PG,30.0,HOU,82.0,82.0,3040.0,6.7,17.8,0.375,3.3,9.2,0.363,3.3,8.5,0.389,2.3,3.1,0.734,0.5,4.4,4.9,7.7,2.2,0.2,3.0,3.4,18.9,0.0,103.0,102.0
8,Lou Amundson,PF,24.0,TOT,11.0,0.0,89.0,3.6,8.9,0.4,0.0,0.0,0.0,3.6,8.9,0.4,2.4,5.9,0.4,7.7,8.9,16.6,0.6,0.6,4.8,3.0,8.9,9.5,0.0,91.0,103.0
9,Lou Amundson,PF,24.0,UTA,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
10,Lou Amundson,PF,24.0,PHI,10.0,0.0,87.0,3.6,9.1,0.4,0.0,0.0,0.0,3.6,9.1,0.4,2.4,6.1,0.4,7.9,9.1,17.0,0.6,0.6,4.9,3.0,9.1,9.7,0.0,91.0,103.0
11,Alan Anderson,SG,24.0,CHA,17.0,0.0,256.0,7.5,16.5,0.457,1.0,4.1,0.25,6.5,12.4,0.525,3.9,4.7,0.826,2.2,4.3,6.5,4.3,1.4,0.0,4.5,6.7,20.0,0.0,97.0,110.0
