,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Kareem Abdul-Jabbar*,C,39.0,LAL,78.0,2441.0,17.9,0.597,0.003,0.345,7.4,15.8,11.9,11.6,0.9,2.2,14.0,22.1,0.0,4.5,3.0,7.5,0.148,1.2,0.4,1.6,2.2
1,Alvan Adams,C,32.0,PHO,68.0,1690.0,14.6,0.546,0.002,0.275,6.2,16.1,11.2,18.4,1.7,1.3,16.7,20.0,0.0,1.2,1.6,2.8,0.079,-0.4,0.7,0.3,1.0
2,Michael Adams,PG,24.0,WSB,63.0,1303.0,14.3,0.506,0.26,0.316,3.0,7.0,5.0,25.7,3.1,0.3,15.3,16.3,0.0,1.2,1.5,2.7,0.099,0.6,-0.1,0.4,0.8
3,Rafael Addison,SF,22.0,PHO,62.0,711.0,11.9,0.5,0.151,0.193,6.6,10.1,8.4,9.1,1.8,0.6,13.1,23.6,0.0,-0.1,0.5,0.4,0.024,-2.1,-2.4,-4.4,-0.4
4,Mark Aguirre,SF,27.0,DAL,80.0,2663.0,22.1,0.56,0.094,0.35,7.5,9.8,8.7,15.7,1.5,0.6,10.6,31.3,0.0,6.8,2.1,8.9,0.16,4.4,-1.6,2.8,3.2
5,Danny Ainge,SG,27.0,BOS,71.0,2499.0,15.2,0.574,0.227,0.195,2.4,8.0,5.4,21.2,2.0,0.3,13.3,18.0,0.0,4.1,2.5,6.7,0.128,2.1,-0.3,1.7,2.4
6,Mark Alarie,PF,23.0,DEN,64.0,1110.0,12.5,0.516,0.02,0.228,6.5,14.2,10.1,8.9,0.9,1.4,10.3,18.8,0.0,0.7,0.7,1.5,0.064,-2.1,-1.5,-3.6,-0.4
7,Richard Anderson,PF,26.0,HOU,51.0,312.0,13.6,0.474,0.115,0.209,8.6,19.1,13.9,15.4,1.1,0.6,11.1,22.4,0.0,0.1,0.4,0.5,0.082,-1.9,-1.0,-2.9,-0.1
8,Ron Anderson,SF,28.0,IND,63.0,721.0,16.0,0.531,0.017,0.367,10.9,12.0,11.4,11.1,2.1,0.3,13.9,22.9,0.0,0.6,0.9,1.5,0.1,-0.4,-0.7,-1.1,0.2
9,John Bagley,PG,26.0,CLE,72.0,2182.0,12.1,0.485,0.141,0.186,2.7,9.7,6.2,24.6,2.0,0.2,17.1,17.5,0.0,0.3,2.3,2.6,0.058,-1.4,-0.1,-1.5,0.3
10,James Bailey,PF,29.0,NJN,34.0,542.0,11.9,0.514,0.0,0.335,10.0,18.4,14.2,5.7,1.0,2.5,16.5,24.4,0.0,-0.2,0.5,0.3,0.031,-3.4,-1.3,-4.7,-0.4
11,Thurl Bailey,PF,25.0,UTA,81.0,2155.0,13.9,0.49,0.002,0.228,6.9,14.0,10.4,7.1,0.8,2.3,9.7,23.2,0.0,0.2,2.9,3.1,0.07,-2.5,0.4,-2.1,0.0
12,Greg Ballard,SF,32.0,GSW,82.0,1579.0,11.5,0.479,0.071,0.161,6.8,16.9,11.8,9.3,1.5,0.5,10.4,17.2,0.0,0.5,1.2,1.7,0.052,-1.9,-0.3,-2.2,-0.1
13,Gene Banks,SF,27.0,CHI,63.0,1822.0,12.6,0.58,0.011,0.316,7.0,12.3,9.6,13.0,1.4,0.6,17.7,14.8,0.0,1.9,1.7,3.6,0.095,-0.3,0.5,0.2,1.0
14,Charles Barkley*,PF,23.0,PHI,68.0,2740.0,25.1,0.66,0.111,0.602,16.7,24.8,20.8,19.0,2.1,2.2,21.4,23.1,0.0,7.7,4.3,12.0,0.21,6.4,2.9,9.2,7.7
15,John Battle,SG,24.0,ATL,64.0,804.0,13.8,0.514,0.032,0.4,2.2,5.9,4.0,22.3,1.8,0.4,13.9,22.0,0.0,0.7,0.8,1.5,0.092,-0.6,-1.4,-1.9,0.0
16,William Bedford,C,23.0,PHO,50.0,979.0,7.6,0.422,0.003,0.24,9.2,18.8,14.1,7.7,0.9,2.2,17.7,19.9,0.0,-1.7,0.9,-0.8,-0.041,-5.7,-0.2,-5.9,-1.0
17,Benoit Benjamin,C,22.0,LAC,72.0,2230.0,12.6,0.5,0.003,0.369,6.1,24.1,14.4,8.7,1.3,4.8,18.2,18.1,0.0,-1.3,2.4,1.1,0.024,-4.3,2.6,-1.7,0.2
18,Kent Benson,C,32.0,UTA,73.0,895.0,11.7,0.482,0.022,0.184,9.2,17.7,13.4,6.0,2.0,1.8,11.6,17.1,0.0,0.1,1.6,1.7,0.089,-3.2,1.7,-1.5,0.1
19,Walter Berry,SF-PF,22.0,TOT,63.0,1586.0,16.8,0.561,0.004,0.376,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,0.0,1.4,0.9,2.3,0.071,0.1,-1.7,-1.5,0.2
20,Walter Berry,PF,22.0,POR,7.0,19.0,28.9,0.77,0.0,0.125,24.1,17.3,20.6,8.7,4.8,0.0,0.0,17.4,0.0,0.1,0.0,0.2,0.399,11.2,0.5,11.8,0.1
21,Walter Berry,SF,22.0,SAS,56.0,1567.0,16.6,0.559,0.004,0.379,8.9,12.5,10.6,10.4,1.1,1.5,14.8,26.6,0.0,1.3,0.9,2.2,0.067,0.0,-1.7,-1.7,0.1
23,Joe Binion,PF,25.0,POR,11.0,51.0,12.0,0.486,0.0,1.0,18.0,21.4,19.7,2.3,1.8,2.2,17.2,13.4,0.0,0.0,0.1,0.1,0.092,-3.1,-0.6,-3.8,0.0
24,Larry Bird*,SF,30.0,BOS,74.0,3005.0,26.4,0.612,0.15,0.304,5.1,19.2,12.8,28.6,2.2,1.3,12.4,27.5,0.0,10.4,4.8,15.2,0.243,7.1,2.1,9.2,8.5
25,Otis Birdsong,SG,31.0,NJN,7.0,127.0,7.7,0.479,0.024,0.214,2.7,3.5,3.1,19.1,1.1,0.0,16.4,17.5,0.0,0.0,0.0,0.0,-0.001,-3.3,-3.1,-6.4,-0.1
26,Uwe Blab,C,24.0,DAL,30.0,160.0,7.1,0.419,0.0,0.549,7.6,16.6,12.2,10.4,1.2,3.2,19.2,19.9,0.0,-0.3,0.2,-0.1,-0.027,-5.7,0.8,-4.9,-0.1
27,Rolando Blackman,SG,27.0,DAL,80.0,2758.0,18.1,0.569,0.012,0.375,3.8,7.0,5.5,14.2,1.1,0.4,10.6,24.3,0.0,6.5,1.5,8.0,0.14,2.1,-1.5,0.6,1.8
28,Manute Bol,C,24.0,WSB,82.0,1552.0,10.9,0.482,0.004,0.29,5.6,19.3,12.4,0.9,0.6,10.8,19.0,8.3,0.0,-0.5,2.9,2.4,0.074,-5.9,5.6,-0.2,0.7
29,Sam Bowie,C,25.0,POR,5.0,163.0,11.8,0.505,0.0,0.455,9.8,12.8,11.3,7.5,0.3,3.4,15.9,22.7,0.0,0.0,0.1,0.1,0.034,-3.2,-1.0,-4.2,-0.1
