b'Date',b'href',b'Visitor/Neutral',b'PTS',b'Home/Neutral',b'PTS',b'\xc2\xa0',b'\xc2\xa0',b'Attend.',b'Notes'
"Sun, Oct 19, 1958",/boxscores/195810190SYR.html,Detroit Pistons,94,Syracuse Nationals,103,Box Score,,,
"Wed, Oct 22, 1958",/boxscores/195810220MNL.html,Cincinnati Royals,79,Minneapolis Lakers,99,Box Score,,,
"Thu, Oct 23, 1958",/boxscores/195810230STL.html,Detroit Pistons,103,St. Louis Hawks,104,Box Score,,,
"Sat, Oct 25, 1958",/boxscores/195810250SYR.html,Philadelphia Warriors,110,Syracuse Nationals,109,Box Score,,,
"Sat, Oct 25, 1958",/boxscores/195810250NYK.html,Boston Celtics,125,New York Knicks,127,Box Score,OT,,
"Sat, Oct 25, 1958",/boxscores/195810250DET.html,St. Louis Hawks,112,Detroit Pistons,117,Box Score,,,
"Sat, Oct 25, 1958",/boxscores/195810250CIN.html,Minneapolis Lakers,94,Cincinnati Royals,110,Box Score,,,
"Sun, Oct 26, 1958",/boxscores/195810260MNL.html,Detroit Pistons,100,Minneapolis Lakers,108,Box Score,,,
"Sun, Oct 26, 1958",/boxscores/195810260PHW.html,New York Knicks,100,Philadelphia Warriors,94,Box Score,OT,,
"Wed, Oct 29, 1958",/boxscores/195810290MNL.html,St. Louis Hawks,112,Minneapolis Lakers,100,Box Score,,,
"Fri, Oct 31, 1958",/boxscores/195810310DET.html,Cincinnati Royals,113,Detroit Pistons,120,Box Score,,,
"Sat, Nov 1, 1958",/boxscores/195811010BOS.html,Detroit Pistons,98,Boston Celtics,112,Box Score,,,
"Sat, Nov 1, 1958",/boxscores/195811010NYK.html,Philadelphia Warriors,111,New York Knicks,92,Box Score,,,
"Sat, Nov 1, 1958",/boxscores/195811010STL.html,Minneapolis Lakers,108,St. Louis Hawks,101,Box Score,,,
"Sat, Nov 1, 1958",/boxscores/195811010SYR.html,Cincinnati Royals,108,Syracuse Nationals,130,Box Score,,,
"Sun, Nov 2, 1958",/boxscores/195811020CIN.html,St. Louis Hawks,97,Cincinnati Royals,90,Box Score,,,
"Sun, Nov 2, 1958",/boxscores/195811020PHW.html,Detroit Pistons,107,Philadelphia Warriors,91,Box Score,,,
"Wed, Nov 5, 1958",/boxscores/195811050SYR.html,Boston Celtics,117,Syracuse Nationals,115,Box Score,,,
"Wed, Nov 5, 1958",/boxscores/195811050CIN.html,New York Knicks,108,Cincinnati Royals,97,Box Score,,,
"Thu, Nov 6, 1958",/boxscores/195811060MNL.html,Philadelphia Warriors,101,Minneapolis Lakers,103,Box Score,,,
"Fri, Nov 7, 1958",/boxscores/195811070DET.html,New York Knicks,115,Detroit Pistons,101,Box Score,,,
"Sat, Nov 8, 1958",/boxscores/195811080MNL.html,New York Knicks,108,Minneapolis Lakers,100,Box Score,,,
"Sat, Nov 8, 1958",/boxscores/195811080PHW.html,Syracuse Nationals,103,Philadelphia Warriors,98,Box Score,,,
"Sat, Nov 8, 1958",/boxscores/195811080STL.html,Boston Celtics,84,St. Louis Hawks,87,Box Score,,,
"Sun, Nov 9, 1958",/boxscores/195811090SYR.html,Minneapolis Lakers,97,Syracuse Nationals,101,Box Score,,,
"Sun, Nov 9, 1958",/boxscores/195811090DET.html,Boston Celtics,133,Detroit Pistons,136,Box Score,,,
"Sun, Nov 9, 1958",/boxscores/195811090CIN.html,Philadelphia Warriors,106,Cincinnati Royals,92,Box Score,,,
"Tue, Nov 11, 1958",/boxscores/195811110BOS.html,Minneapolis Lakers,113,Boston Celtics,116,Box Score,OT,,
"Wed, Nov 12, 1958",/boxscores/195811120CIN.html,Syracuse Nationals,116,Cincinnati Royals,115,Box Score,,,
"Thu, Nov 13, 1958",/boxscores/195811130DET.html,Minneapolis Lakers,110,Detroit Pistons,119,Box Score,,,"at New York, NY"
"Thu, Nov 13, 1958",/boxscores/195811130NYK.html,St. Louis Hawks,102,New York Knicks,119,Box Score,,,
"Fri, Nov 14, 1958",/boxscores/195811140STL.html,Philadelphia Warriors,100,St. Louis Hawks,110,Box Score,,,
"Fri, Nov 14, 1958",/boxscores/195811140DET.html,Syracuse Nationals,111,Detroit Pistons,109,Box Score,,,
