,Tm,W,L,W/L%,GB,PS/G,PA/G,SRS
0,Boston Celtics,49.0,23.0,0.681,—,109.9,104.4,5.02
1,Syracuse Nationals,41.0,31.0,0.569,8.0,107.2,105.1,2.18
2,Philadelphia Warriors,37.0,35.0,0.514,12.0,104.3,104.4,0.21
3,New York Knicks,35.0,37.0,0.486,14.0,112.1,110.8,1.35
4,St. Louis Hawks,41.0,31.0,0.569,—,107.5,106.2,0.82
5,Detroit Pistons,33.0,39.0,0.458,8.0,105.3,107.7,-2.32
6,Cincinnati Royals,33.0,39.0,0.458,8.0,101.7,103.1,-1.47
7,Minneapolis Lakers,19.0,53.0,0.264,22.0,105.1,111.5,-5.78
