,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,40.0,LAL,80.0,80.0,2308.0,7.5,14.1,0.532,0.0,0.0,0.0,7.5,14.1,0.532,3.2,4.2,0.762,1.8,5.6,7.5,2.1,0.7,1.4,2.5,3.4,18.2
1,Mark Acres,C,25.0,BOS,79.0,5.0,1151.0,3.4,6.3,0.532,0.0,0.0,0.0,3.4,6.3,0.532,2.2,3.5,0.64,3.3,5.2,8.4,1.3,0.9,0.8,1.7,6.2,9.0
2,Alvan Adams,C,33.0,PHO,82.0,25.0,1646.0,5.5,11.1,0.496,0.0,0.0,0.5,5.5,11.0,0.496,2.4,2.8,0.844,2.6,5.4,8.0,4.0,1.8,0.9,3.1,5.4,13.4
3,Michael Adams,PG,25.0,DEN,82.0,75.0,2778.0,5.4,12.0,0.449,1.8,4.9,0.367,3.6,7.1,0.505,2.2,2.6,0.834,0.5,2.4,2.9,6.5,2.2,0.2,1.9,1.8,14.7
4,Mark Aguirre,SF,28.0,DAL,77.0,77.0,2610.0,10.3,21.7,0.475,0.7,2.4,0.302,9.6,19.3,0.496,5.4,7.0,0.77,2.5,3.5,6.0,3.8,1.0,0.8,2.8,3.1,26.6
5,Danny Ainge,SG,28.0,BOS,81.0,81.0,3018.0,5.7,11.7,0.491,1.8,4.3,0.415,4.0,7.5,0.534,1.9,2.1,0.878,0.7,2.3,3.0,6.0,1.4,0.2,1.8,2.4,15.1
6,Mark Alarie,PF,24.0,WSB,63.0,0.0,769.0,6.7,14.0,0.48,0.2,0.8,0.222,6.6,13.2,0.496,1.6,2.3,0.714,3.3,4.2,7.5,1.8,0.5,0.6,2.3,5.0,15.3
7,Steve Alford,PG,23.0,DAL,28.0,0.0,197.0,3.8,10.1,0.382,0.2,1.5,0.125,3.7,8.6,0.426,2.9,3.1,0.941,0.5,3.7,4.2,4.2,3.1,0.5,2.2,4.2,10.8
8,Greg Anderson,PF,23.0,SAS,82.0,45.0,1984.0,6.9,13.7,0.501,0.0,0.1,0.2,6.9,13.6,0.503,3.6,6.0,0.604,2.9,6.4,9.3,1.4,1.0,2.2,2.6,4.1,17.4
9,Richard Anderson,PF,27.0,TOT,74.0,3.0,1350.0,4.6,11.7,0.39,1.3,4.0,0.32,3.3,7.7,0.426,1.5,2.1,0.753,2.4,5.7,8.1,3.0,1.4,0.4,1.6,3.7,11.9
10,Richard Anderson,PF,27.0,HOU,12.0,0.0,53.0,7.5,17.7,0.423,4.1,10.2,0.4,3.4,7.5,0.455,2.7,3.4,0.8,6.1,5.4,11.5,2.7,0.7,0.0,0.7,2.7,21.7
11,Richard Anderson,PF,27.0,POR,62.0,3.0,1297.0,4.4,11.5,0.387,1.2,3.7,0.311,3.3,7.7,0.424,1.5,2.0,0.75,2.3,5.7,7.9,3.0,1.4,0.4,1.7,3.7,11.5
12,Ron Anderson,SF,29.0,IND,74.0,1.0,1097.0,7.1,14.3,0.498,0.0,0.1,0.0,7.1,14.2,0.5,3.5,4.6,0.766,2.9,4.2,7.1,2.6,1.3,0.2,2.4,3.2,17.8
13,Joe Arlauckas,SF,22.0,SAC,9.0,0.0,85.0,5.9,18.2,0.326,0.0,0.0,0.0,5.9,18.2,0.326,2.5,3.4,0.75,2.5,3.0,5.5,3.4,1.3,1.7,1.7,6.8,14.4
14,Vincent Askew,SG,21.0,PHI,14.0,2.0,234.0,3.4,11.4,0.297,0.0,0.0,0.0,3.4,11.4,0.297,1.2,1.7,0.727,0.9,2.5,3.4,5.1,1.5,0.9,1.8,1.8,8.0
15,John Bagley,PG,27.0,NJN,82.0,74.0,2774.0,5.1,11.6,0.439,0.6,2.1,0.292,4.5,9.5,0.471,1.9,2.3,0.822,0.8,2.5,3.3,6.2,1.4,0.1,2.6,2.1,12.7
16,James Bailey,PF,30.0,PHO,65.0,0.0,869.0,4.5,10.0,0.452,0.0,0.2,0.0,4.5,9.8,0.46,2.9,3.7,0.787,3.0,5.7,8.7,1.7,0.7,1.2,2.9,7.5,11.9
17,Thurl Bailey,SF,26.0,UTA,82.0,10.0,2804.0,8.1,16.5,0.492,0.0,0.0,0.333,8.1,16.5,0.493,4.3,5.2,0.826,1.7,5.1,6.8,2.0,0.6,1.6,2.4,2.4,20.6
18,Charles Barkley*,PF,24.0,PHI,80.0,80.0,3170.0,8.6,14.6,0.587,0.5,1.8,0.28,8.1,12.8,0.63,8.1,10.8,0.751,4.4,6.4,10.8,2.9,1.1,1.2,3.5,3.2,25.7
19,John Battle,SG,25.0,ATL,67.0,1.0,1227.0,8.2,18.0,0.454,0.5,1.2,0.39,7.7,16.8,0.458,4.1,5.5,0.75,0.8,2.6,3.3,4.6,0.9,0.1,2.2,2.5,20.9
20,William Bedford,C,24.0,DET,38.0,0.0,298.0,5.3,12.2,0.436,0.0,0.0,0.0,5.3,12.2,0.436,1.6,2.8,0.565,3.3,4.6,7.9,0.5,1.0,2.1,2.3,5.7,12.2
