,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Kareem Abdul-Jabbar*,C,35.0,LAL,79.0,79.0,2554.0,13.1,22.2,0.588,0.0,0.0,0.0,13.1,22.2,0.589,5.0,6.7,0.749,3.0,7.7,10.7,3.6,1.1,3.1,3.6,4.0,31.2,0.0,118.0,104.0
1,Alvan Adams,C,28.0,PHO,80.0,75.0,2447.0,9.2,18.9,0.486,0.0,0.1,0.333,9.2,18.9,0.487,3.5,4.2,0.829,3.1,7.5,10.6,7.3,2.2,1.4,4.7,5.5,21.9,0.0,102.0,98.0
2,Mark Aguirre,SF,23.0,DAL,81.0,75.0,2784.0,12.9,26.7,0.483,0.3,1.3,0.211,12.6,25.4,0.496,7.2,9.9,0.728,3.2,5.3,8.5,5.6,1.3,0.4,4.4,4.1,33.2,0.0,108.0,110.0
3,Danny Ainge,SG,23.0,BOS,80.0,76.0,2048.0,8.0,16.2,0.496,0.1,0.7,0.172,7.9,15.6,0.509,1.6,2.2,0.742,1.9,3.0,4.8,5.7,2.5,0.1,2.2,5.8,17.8,0.0,110.0,104.0
4,Dwight Anderson,PG,22.0,DEN,5.0,0.0,33.0,9.1,18.2,0.5,0.0,0.0,0.0,9.1,18.2,0.5,9.1,13.0,0.7,0.0,2.6,2.6,3.9,1.3,0.0,6.5,9.1,27.3,0.0,96.0,112.0
5,J.J. Anderson,SF,22.0,TOT,65.0,2.0,1202.0,7.1,14.1,0.501,0.0,0.1,0.0,7.1,14.0,0.507,3.7,6.5,0.571,4.4,6.5,11.0,2.5,2.3,0.8,2.9,5.7,17.9,0.0,103.0,103.0
6,J.J. Anderson,SF,22.0,PHI,13.0,0.0,48.0,7.8,21.4,0.364,0.0,1.0,0.0,7.8,20.4,0.381,1.0,2.9,0.333,3.9,7.8,11.7,1.0,1.0,0.0,4.9,5.8,16.6,0.0,74.0,102.0
7,J.J. Anderson,SF,22.0,UTA,52.0,2.0,1154.0,7.1,13.8,0.51,0.0,0.1,0.0,7.1,13.7,0.514,3.8,6.7,0.576,4.5,6.5,10.9,2.6,2.4,0.8,2.9,5.7,17.9,0.0,105.0,103.0
8,Richard Anderson,C,22.0,SDC,78.0,5.0,1274.0,6.4,15.8,0.404,0.3,0.7,0.368,6.1,15.1,0.405,1.8,2.5,0.696,4.1,5.9,10.0,4.4,2.1,1.0,3.4,6.2,14.7,0.0,94.0,108.0
9,Tiny Archibald*,PG,34.0,BOS,66.0,19.0,1811.0,6.0,14.1,0.425,0.1,0.6,0.208,5.9,13.5,0.435,5.6,7.5,0.743,0.6,1.7,2.3,10.4,1.0,0.1,4.2,2.8,17.7,0.0,104.0,108.0
10,John Bagley,PG,22.0,CLE,68.0,3.0,990.0,8.0,18.5,0.432,0.0,0.7,0.0,8.0,17.8,0.448,3.2,4.2,0.762,0.8,3.9,4.8,8.3,2.7,0.2,5.9,3.7,19.2,0.0,89.0,106.0
11,James Bailey,PF,25.0,TOT,75.0,39.0,1765.0,10.2,20.6,0.497,0.0,0.0,0.0,10.2,20.6,0.498,6.0,8.6,0.702,4.5,8.1,12.6,1.8,1.1,1.6,5.2,7.2,26.5,0.0,99.0,106.0
12,James Bailey,PF,25.0,NJN,6.0,0.0,50.0,8.3,16.6,0.5,0.0,0.0,0.0,8.3,16.6,0.5,1.8,1.8,1.0,2.8,2.8,5.5,1.8,0.9,0.9,5.5,13.9,18.5,0.0,89.0,103.0
13,James Bailey,PF,25.0,HOU,69.0,39.0,1715.0,10.3,20.7,0.497,0.0,0.0,0.0,10.3,20.7,0.498,6.1,8.8,0.7,4.6,8.2,12.8,1.8,1.2,1.6,5.2,7.0,26.7,0.0,99.0,107.0
14,Greg Ballard,SF,28.0,WSB,78.0,78.0,2840.0,10.2,21.7,0.473,0.2,0.6,0.351,10.0,21.0,0.477,3.1,4.0,0.781,2.1,6.5,8.6,4.5,2.3,0.4,2.7,3.0,23.8,0.0,104.0,99.0
15,Gene Banks,PF,23.0,SAS,81.0,81.0,2722.0,8.6,15.7,0.55,0.0,0.1,0.0,8.6,15.6,0.553,3.3,4.7,0.705,3.8,6.7,10.4,4.8,1.3,0.4,2.9,3.9,20.6,0.0,116.0,107.0
16,Billy Ray Bates,SG,26.0,TOT,19.0,3.0,304.0,8.7,22.9,0.379,0.3,0.8,0.4,8.4,22.1,0.379,1.7,3.5,0.5,1.7,1.3,3.0,2.2,2.2,0.5,1.9,3.0,19.5,0.0,86.0,103.0
17,Billy Ray Bates,SG,26.0,WSB,15.0,3.0,277.0,9.2,22.5,0.411,0.3,0.9,0.4,8.9,21.6,0.411,1.7,3.5,0.5,1.7,1.4,3.1,2.4,2.3,0.5,2.1,3.1,20.6,0.0,89.0,102.0
18,Billy Ray Bates,SG,26.0,LAL,4.0,0.0,27.0,3.4,27.4,0.125,0.0,0.0,0.0,3.4,27.4,0.125,1.7,3.4,0.5,1.7,0.0,1.7,0.0,1.7,0.0,0.0,1.7,8.6,0.0,44.0,111.0
19,Dave Batton,C,26.0,WSB,54.0,5.0,558.0,7.4,16.5,0.445,0.0,0.3,0.0,7.4,16.3,0.452,0.7,1.5,0.471,3.9,6.4,10.3,2.5,1.3,1.1,2.4,4.8,15.4,0.0,93.0,100.0
