,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
0,Jeff Adrien,PF,25.0,HOU,8.0,0.0,63.0,5.8,13.3,0.438,0.0,0.0,0.0,5.8,13.3,0.438,5.8,10.0,0.583,4.2,14.1,18.3,0.8,0.0,1.7,1.7,10.8,17.5,0.0,106.0,103.0
1,Arron Afflalo,SG,26.0,DEN,62.0,62.0,2086.0,8.0,17.1,0.471,2.1,5.4,0.398,5.9,11.7,0.504,4.8,6.0,0.798,1.0,3.8,4.8,3.6,0.9,0.3,2.1,3.3,23.0,0.0,116.0,111.0
2,Blake Ahearn,PG,27.0,UTA,4.0,0.0,30.0,7.0,24.5,0.286,3.5,15.7,0.222,3.5,8.7,0.4,0.0,0.0,0.0,0.0,3.5,3.5,1.7,0.0,0.0,8.7,7.0,17.5,0.0,57.0,113.0
3,Solomon Alabi,C,23.0,TOR,14.0,0.0,122.0,5.7,15.9,0.361,0.0,0.0,0.0,5.7,15.9,0.361,3.1,3.5,0.875,6.6,14.1,20.7,1.3,0.9,4.0,2.2,4.8,14.5,0.0,95.0,98.0
4,Cole Aldrich,C,23.0,OKC,26.0,0.0,173.0,6.6,12.5,0.524,0.0,0.0,0.0,6.6,12.5,0.524,3.9,4.2,0.929,3.9,10.4,14.3,0.9,2.4,4.8,2.7,6.6,17.0,0.0,113.0,96.0
5,LaMarcus Aldridge,PF,26.0,POR,55.0,55.0,1994.0,12.7,24.9,0.512,0.1,0.3,0.182,12.7,24.6,0.516,5.9,7.2,0.814,4.0,7.7,11.7,3.5,1.3,1.2,2.9,4.0,31.4,0.0,113.0,106.0
6,Lavoy Allen,PF,22.0,PHI,41.0,15.0,624.0,6.8,14.3,0.473,0.0,0.0,0.0,6.8,14.3,0.473,0.9,1.2,0.786,4.0,10.6,14.7,2.9,1.1,1.5,1.7,6.3,14.5,0.0,104.0,98.0
7,Ray Allen*,SG,36.0,BOS,46.0,42.0,1565.0,7.7,16.7,0.458,3.6,7.9,0.453,4.1,8.8,0.463,3.3,3.6,0.915,0.5,4.3,4.8,3.7,1.7,0.3,2.3,2.8,22.2,0.0,111.0,101.0
8,Tony Allen,SG,30.0,MEM,58.0,57.0,1525.0,7.3,15.5,0.469,0.3,0.9,0.308,7.0,14.6,0.479,4.9,6.1,0.8,3.4,4.7,8.1,2.7,3.6,1.1,3.3,4.9,19.7,0.0,106.0,100.0
9,Morris Almond,SG,26.0,WAS,4.0,0.0,67.0,4.6,13.2,0.353,0.8,2.3,0.333,3.9,10.8,0.357,0.8,2.3,0.333,0.8,5.4,6.2,1.5,5.4,0.0,0.8,4.6,10.8,0.0,85.0,101.0
10,Al-Farouq Aminu,SF,21.0,NOH,66.0,21.0,1477.0,5.5,13.4,0.411,0.5,1.7,0.277,5.0,11.7,0.431,3.2,4.2,0.754,3.5,7.8,11.3,2.4,2.2,1.3,3.3,5.0,14.7,0.0,93.0,103.0
11,Lou Amundson,PF,29.0,IND,60.0,0.0,753.0,6.3,14.5,0.43,0.0,0.0,0.0,6.3,14.5,0.43,2.5,5.8,0.427,6.6,9.0,15.6,1.0,1.9,3.1,3.2,8.8,15.0,0.0,92.0,99.0
12,Chris Andersen,C,33.0,DEN,32.0,1.0,486.0,6.2,11.3,0.546,0.0,0.0,0.0,6.2,11.3,0.546,5.2,8.6,0.61,5.0,10.5,15.5,0.6,2.0,4.8,1.8,5.5,17.6,0.0,119.0,99.0
13,Alan Anderson,SF,29.0,TOR,17.0,12.0,461.0,6.4,16.6,0.387,2.8,7.1,0.393,3.6,9.4,0.383,3.4,4.0,0.853,0.9,3.0,4.0,3.0,0.6,0.3,2.9,4.1,19.0,0.0,99.0,110.0
14,James Anderson,SG,22.0,SAS,51.0,2.0,603.0,5.7,14.9,0.379,1.6,5.8,0.279,4.0,9.1,0.443,3.3,4.5,0.75,1.4,5.4,6.8,3.5,0.7,0.2,2.6,3.0,16.3,0.0,97.0,107.0
15,Ryan Anderson,PF,23.0,ORL,61.0,61.0,1964.0,9.1,20.8,0.439,4.6,11.6,0.393,4.6,9.2,0.496,4.1,4.7,0.877,6.1,6.8,12.9,1.5,1.4,0.7,1.6,4.0,26.9,0.0,124.0,105.0
16,Carmelo Anthony,SF,27.0,NYK,55.0,55.0,1876.0,12.1,28.2,0.43,1.9,5.6,0.335,10.2,22.6,0.454,8.1,10.1,0.804,2.4,7.0,9.4,5.5,1.7,0.7,4.0,4.3,34.2,0.0,106.0,102.0
17,Joel Anthony,C,29.0,MIA,64.0,51.0,1349.0,3.3,5.9,0.559,0.0,0.0,0.0,3.3,5.9,0.559,1.9,2.8,0.69,3.9,5.9,9.8,0.4,1.4,3.3,1.8,4.9,8.5,0.0,113.0,100.0
18,Gilbert Arenas,PG,30.0,MEM,17.0,0.0,211.0,6.5,16.0,0.406,3.3,9.8,0.333,3.3,6.3,0.52,1.8,2.5,0.7,0.5,4.0,4.5,4.5,2.8,0.3,3.0,8.8,18.0,0.0,102.0,103.0
19,Trevor Ariza,SF,26.0,NOH,41.0,41.0,1350.0,6.8,16.2,0.417,1.2,3.5,0.333,5.6,12.7,0.44,3.2,4.1,0.775,1.7,7.0,8.7,5.4,2.8,1.0,3.1,2.9,17.9,0.0,100.0,103.0
21,Omer Asik,C,25.0,CHI,66.0,2.0,971.0,4.4,8.7,0.506,0.0,0.0,0.0,4.4,8.7,0.506,2.6,5.7,0.456,7.0,12.4,19.4,1.8,1.7,3.8,3.8,6.7,11.4,0.0,97.0,92.0
22,D.J. Augustin,PG,24.0,CHA,48.0,46.0,1408.0,6.8,18.2,0.376,2.3,6.7,0.341,4.6,11.5,0.396,3.9,4.5,0.875,0.9,3.2,4.1,11.5,1.3,0.0,4.1,2.4,19.9,0.0,100.0,114.0
23,Gustavo Ayon,PF,26.0,NOH,54.0,24.0,1088.0,7.0,13.0,0.536,0.0,0.0,0.0,7.0,13.0,0.538,1.9,3.1,0.619,4.3,8.9,13.2,3.7,2.6,2.3,2.3,5.9,15.9,0.0,111.0,100.0
24,Jeff Ayres,C,24.0,IND,20.0,1.0,106.0,7.5,18.0,0.417,0.0,0.0,0.0,7.5,18.0,0.417,2.0,3.5,0.571,6.0,10.5,16.5,2.0,1.5,1.0,1.0,8.0,17.0,0.0,105.0,101.0
25,Kelenna Azubuike,SG,28.0,DAL,3.0,0.0,18.0,8.7,23.3,0.375,2.9,8.7,0.333,5.8,14.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,11.7,2.9,20.4,0.0,54.0,106.0
26,Luke Babbitt,SF,22.0,POR,40.0,4.0,537.0,7.0,17.0,0.41,4.2,9.8,0.43,2.7,7.2,0.384,1.7,2.0,0.85,1.6,7.7,9.3,1.6,1.0,0.4,2.6,4.5,19.8,0.0,103.0,108.0
27,Renaldo Balkman,SF,27.0,NYK,14.0,0.0,115.0,7.2,14.3,0.5,0.9,4.0,0.222,6.3,10.3,0.609,3.6,4.9,0.727,2.7,9.0,11.6,2.2,1.8,1.3,2.7,6.3,18.8,0.0,109.0,99.0
28,Leandro Barbosa,SG,29.0,TOT,64.0,0.0,1382.0,10.5,24.7,0.425,2.5,6.6,0.382,8.0,18.1,0.441,3.9,4.8,0.815,1.3,3.7,5.0,3.7,2.2,0.3,3.6,5.2,27.4,0.0,99.0,106.0
