,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mark Acres,C,27.0,ORL,80.0,50.0,1691.0,2.9,6.1,0.484,0.1,0.1,0.75,2.9,6.0,0.48,1.8,2.6,0.692,3.3,5.9,9.2,1.4,0.8,0.5,1.5,5.3,7.7
1,Michael Adams,PG,27.0,DEN,79.0,74.0,2690.0,5.3,13.2,0.402,2.1,5.8,0.366,3.2,7.5,0.431,3.6,4.2,0.85,0.7,2.4,3.0,6.6,1.6,0.0,1.9,1.8,16.3
2,Mark Aguirre,SF,30.0,DET,78.0,40.0,2005.0,7.9,16.1,0.488,0.6,1.7,0.333,7.3,14.5,0.506,3.4,4.6,0.756,2.1,3.4,5.5,2.6,0.6,0.3,2.2,3.6,19.7
3,Danny Ainge,PG,30.0,SAC,75.0,68.0,2727.0,6.7,15.2,0.438,1.4,3.8,0.374,5.3,11.4,0.46,2.9,3.5,0.831,0.9,3.4,4.3,6.0,1.5,0.2,2.4,3.1,17.7
4,Mark Alarie,PF,26.0,WSB,82.0,10.0,1893.0,7.1,14.9,0.473,0.2,0.9,0.204,6.9,14.0,0.49,2.1,2.5,0.812,2.9,4.2,7.1,2.7,1.1,0.7,1.9,4.2,16.4
5,Steve Alford,PG,25.0,DAL,41.0,0.0,302.0,7.5,16.5,0.457,0.8,2.6,0.318,6.7,13.8,0.483,4.2,4.4,0.946,0.2,2.7,3.0,4.6,1.8,0.4,1.9,2.6,20.0
6,Randy Allen,SG,25.0,SAC,63.0,6.0,746.0,5.1,11.5,0.444,0.0,0.3,0.0,5.1,11.2,0.457,1.1,2.1,0.535,2.4,4.3,6.7,1.1,0.8,0.9,1.4,4.9,11.3
7,Greg Anderson,PF,25.0,MIL,60.0,28.0,1291.0,6.1,12.0,0.507,0.0,0.0,0.0,6.1,12.0,0.507,2.5,4.7,0.535,3.1,7.3,10.4,0.7,0.9,1.5,2.2,4.9,14.8
8,Nick Anderson,SG,22.0,ORL,81.0,9.0,1785.0,7.5,15.2,0.494,0.0,0.3,0.059,7.5,14.8,0.504,3.8,5.3,0.705,2.2,4.2,6.4,2.5,1.4,0.7,2.8,2.8,18.8
9,Richard Anderson,PF,29.0,CHH,54.0,2.0,604.0,5.2,12.6,0.417,2.2,6.0,0.37,3.0,6.6,0.459,1.1,1.4,0.783,2.0,5.6,7.6,3.3,1.2,0.5,1.5,3.8,13.8
10,Ron Anderson,SF,31.0,PHI,78.0,3.0,2089.0,6.5,14.5,0.451,0.1,0.4,0.143,6.5,14.1,0.459,2.8,3.4,0.838,1.4,3.7,5.1,2.5,1.2,0.2,1.3,2.5,16.0
11,Willie Anderson,SG,23.0,SAS,82.0,81.0,2788.0,6.9,14.0,0.492,0.1,0.3,0.269,6.8,13.6,0.497,2.8,3.7,0.748,1.5,3.3,4.8,4.7,1.4,0.7,2.6,3.3,16.6
12,Michael Ansley,SF,22.0,ORL,72.0,5.0,1221.0,6.8,13.7,0.497,0.0,0.0,0.0,6.8,13.7,0.497,4.8,6.7,0.722,5.5,5.2,10.7,1.2,0.7,0.5,1.5,4.5,18.5
13,B.J. Armstrong,PG,22.0,CHI,81.0,0.0,1291.0,5.3,10.9,0.485,0.1,0.2,0.5,5.2,10.8,0.484,1.9,2.2,0.885,0.5,2.3,2.8,5.5,1.3,0.2,2.3,2.9,12.6
14,John Bagley,PG,29.0,BOS,54.0,17.0,1095.0,3.3,7.2,0.459,0.0,0.6,0.056,3.3,6.6,0.495,1.0,1.3,0.744,0.9,2.1,2.9,9.7,1.3,0.1,3.0,2.5,7.6
15,Thurl Bailey,SF,28.0,UTA,82.0,33.0,2583.0,6.6,13.6,0.481,0.0,0.1,0.0,6.6,13.5,0.485,3.1,4.0,0.779,1.6,4.1,5.7,1.9,0.4,1.4,1.9,2.4,16.2
